# _root_ En xifres globals , a Catalunya han mort 240 persones durant els cinc primers mesos de l' any , la xifra més alta des_de 1994 segons dades de la Prefectura_de_Trànsit_de_Barcelona .
#goldHeads=8,1,2,1,8,5,8,0,10,8,8,15,12,15,11,15,18,16,21,21,10,23,21,23,24,8,26,27,30,28,8,
#predictedHeads=8,1,2,1,8,5,8,0,10,8,8,15,12,15,11,15,18,16,21,21,10,23,21,21,24,8,26,27,30,28,8,
(0,31),-9.592 # DEPENDENCYPART_ARC
(1,2),5.60791 # DEPENDENCYPART_ARC
(1,3),1.01545 # DEPENDENCYPART_ARC
(1,4),2.65208 # DEPENDENCYPART_ARC
(1,5),0.376158 # DEPENDENCYPART_ARC
(1,6),0.246919 # DEPENDENCYPART_ARC
(1,7),-0.997597 # DEPENDENCYPART_ARC
(1,8),-0.873952 # DEPENDENCYPART_ARC
(1,9),-2.66948 # DEPENDENCYPART_ARC
(1,10),-4.00043 # DEPENDENCYPART_ARC
(1,11),-2.28787 # DEPENDENCYPART_ARC
(1,12),-3.09221 # DEPENDENCYPART_ARC
(1,13),-1.74705 # DEPENDENCYPART_ARC
(1,14),-3.40093 # DEPENDENCYPART_ARC
(1,15),-6.74026 # DEPENDENCYPART_ARC
(1,16),-4.26486 # DEPENDENCYPART_ARC
(1,17),-2.19276 # DEPENDENCYPART_ARC
(1,18),-10.138 # DEPENDENCYPART_ARC
(1,19),0.372834 # DEPENDENCYPART_ARC
(1,20),-2.66164 # DEPENDENCYPART_ARC
(1,21),-13.1982 # DEPENDENCYPART_ARC
(1,22),-3.47719 # DEPENDENCYPART_ARC
(1,23),-4.2022 # DEPENDENCYPART_ARC
(1,24),-4.93544 # DEPENDENCYPART_ARC
(1,25),-5.77582 # DEPENDENCYPART_ARC
(1,26),-4.67986 # DEPENDENCYPART_ARC
(1,27),-14.1854 # DEPENDENCYPART_ARC
(1,28),-6.84005 # DEPENDENCYPART_ARC
(1,29),-3 # DEPENDENCYPART_ARC
(1,30),-17.0909 # DEPENDENCYPART_ARC
(1,31),-0.50589 # DEPENDENCYPART_ARC
(2,1),-0.767499 # DEPENDENCYPART_ARC
(2,3),4.22765 # DEPENDENCYPART_ARC
(2,4),-0.0102163 # DEPENDENCYPART_ARC
(2,5),0.661643 # DEPENDENCYPART_ARC
(2,6),0.371455 # DEPENDENCYPART_ARC
(2,7),1.10388 # DEPENDENCYPART_ARC
(2,8),0.327243 # DEPENDENCYPART_ARC
(2,9),-1.25048 # DEPENDENCYPART_ARC
(2,10),-0.500517 # DEPENDENCYPART_ARC
(2,11),-0.748775 # DEPENDENCYPART_ARC
(2,12),-2.25148 # DEPENDENCYPART_ARC
(2,13),-1.70381 # DEPENDENCYPART_ARC
(2,14),-2.2178 # DEPENDENCYPART_ARC
(2,15),-0.876331 # DEPENDENCYPART_ARC
(2,16),-1.78356 # DEPENDENCYPART_ARC
(2,17),-2.79294 # DEPENDENCYPART_ARC
(2,18),-2.11914 # DEPENDENCYPART_ARC
(2,19),-0.209673 # DEPENDENCYPART_ARC
(2,20),-3.12049 # DEPENDENCYPART_ARC
(2,21),-0.59054 # DEPENDENCYPART_ARC
(2,22),-1.85235 # DEPENDENCYPART_ARC
(2,23),-2.49223 # DEPENDENCYPART_ARC
(2,24),-1.70194 # DEPENDENCYPART_ARC
(2,25),-2.07143 # DEPENDENCYPART_ARC
(2,26),-3.36252 # DEPENDENCYPART_ARC
(2,27),-0.216104 # DEPENDENCYPART_ARC
(2,28),-4.95934 # DEPENDENCYPART_ARC
(2,29),-4.13404 # DEPENDENCYPART_ARC
(2,30),-1.28291 # DEPENDENCYPART_ARC
(2,31),-0.885207 # DEPENDENCYPART_ARC
(3,1),0.926888 # DEPENDENCYPART_ARC
(3,2),0.845258 # DEPENDENCYPART_ARC
(3,4),0.469881 # DEPENDENCYPART_ARC
(3,5),0.546037 # DEPENDENCYPART_ARC
(3,6),-0.020786 # DEPENDENCYPART_ARC
(3,7),-0.174705 # DEPENDENCYPART_ARC
(3,8),-0.813051 # DEPENDENCYPART_ARC
(3,9),-1.3567 # DEPENDENCYPART_ARC
(3,10),-1.16826 # DEPENDENCYPART_ARC
(3,11),-1.69415 # DEPENDENCYPART_ARC
(3,12),-2.4578 # DEPENDENCYPART_ARC
(3,13),-2.2052 # DEPENDENCYPART_ARC
(3,14),-1.55194 # DEPENDENCYPART_ARC
(3,15),-1.06003 # DEPENDENCYPART_ARC
(3,16),-3.64042 # DEPENDENCYPART_ARC
(3,17),-3.30386 # DEPENDENCYPART_ARC
(3,18),-1.80583 # DEPENDENCYPART_ARC
(3,19),-1.95213 # DEPENDENCYPART_ARC
(3,20),-3.48043 # DEPENDENCYPART_ARC
(3,21),-2.1108 # DEPENDENCYPART_ARC
(3,22),-1.78262 # DEPENDENCYPART_ARC
(3,23),-4.28376 # DEPENDENCYPART_ARC
(3,24),-3.42334 # DEPENDENCYPART_ARC
(3,25),-1.99586 # DEPENDENCYPART_ARC
(3,26),-2.79054 # DEPENDENCYPART_ARC
(3,27),-2.11235 # DEPENDENCYPART_ARC
(3,28),-6.28393 # DEPENDENCYPART_ARC
(3,29),-3.98283 # DEPENDENCYPART_ARC
(3,30),-2.23996 # DEPENDENCYPART_ARC
(3,31),-2.43304 # DEPENDENCYPART_ARC
(4,1),-1.02089 # DEPENDENCYPART_ARC
(4,2),-1.35179 # DEPENDENCYPART_ARC
(4,3),-0.0650567 # DEPENDENCYPART_ARC
(4,5),-0.850886 # DEPENDENCYPART_ARC
(4,6),-0.969192 # DEPENDENCYPART_ARC
(4,7),-1.02172 # DEPENDENCYPART_ARC
(4,8),-1.61176 # DEPENDENCYPART_ARC
(4,9),-1.69761 # DEPENDENCYPART_ARC
(4,10),-2.00175 # DEPENDENCYPART_ARC
(4,11),-2.12402 # DEPENDENCYPART_ARC
(4,12),-2.70592 # DEPENDENCYPART_ARC
(4,13),-2.69556 # DEPENDENCYPART_ARC
(4,14),-2.26603 # DEPENDENCYPART_ARC
(4,15),-2.18684 # DEPENDENCYPART_ARC
(4,16),-2.34526 # DEPENDENCYPART_ARC
(4,17),-2.80148 # DEPENDENCYPART_ARC
(4,18),-2.30038 # DEPENDENCYPART_ARC
(4,19),-2.22461 # DEPENDENCYPART_ARC
(4,20),-2.90072 # DEPENDENCYPART_ARC
(4,21),-2.30507 # DEPENDENCYPART_ARC
(4,22),-2.47337 # DEPENDENCYPART_ARC
(4,23),-2.50138 # DEPENDENCYPART_ARC
(4,24),-2.45226 # DEPENDENCYPART_ARC
(4,25),-2.38052 # DEPENDENCYPART_ARC
(4,26),-2.57828 # DEPENDENCYPART_ARC
(4,27),-2.55863 # DEPENDENCYPART_ARC
(4,28),-2.73078 # DEPENDENCYPART_ARC
(4,29),-3.24648 # DEPENDENCYPART_ARC
(4,30),-2.67238 # DEPENDENCYPART_ARC
(4,31),-2.38706 # DEPENDENCYPART_ARC
(5,1),-1.05125 # DEPENDENCYPART_ARC
(5,2),-1.26113 # DEPENDENCYPART_ARC
(5,3),-0.299012 # DEPENDENCYPART_ARC
(5,4),1.51387 # DEPENDENCYPART_ARC
(5,6),4.021 # DEPENDENCYPART_ARC
(5,7),0.355188 # DEPENDENCYPART_ARC
(5,8),-0.150504 # DEPENDENCYPART_ARC
(5,9),-2.2376 # DEPENDENCYPART_ARC
(5,10),-1.39453 # DEPENDENCYPART_ARC
(5,11),-2.01955 # DEPENDENCYPART_ARC
(5,12),-3.59377 # DEPENDENCYPART_ARC
(5,13),-2.32105 # DEPENDENCYPART_ARC
(5,14),-3.34061 # DEPENDENCYPART_ARC
(5,15),-4.42184 # DEPENDENCYPART_ARC
(5,16),-3.8876 # DEPENDENCYPART_ARC
(5,17),-2.96017 # DEPENDENCYPART_ARC
(5,18),-7.15322 # DEPENDENCYPART_ARC
(5,19),-0.39535 # DEPENDENCYPART_ARC
(5,20),-3.36291 # DEPENDENCYPART_ARC
(5,21),-9.74051 # DEPENDENCYPART_ARC
(5,22),-3.77769 # DEPENDENCYPART_ARC
(5,23),-4.15774 # DEPENDENCYPART_ARC
(5,24),-4.25118 # DEPENDENCYPART_ARC
(5,25),-6.08785 # DEPENDENCYPART_ARC
(5,26),-4.50424 # DEPENDENCYPART_ARC
(5,27),-10.5755 # DEPENDENCYPART_ARC
(5,28),-6.33256 # DEPENDENCYPART_ARC
(5,29),-3.77751 # DEPENDENCYPART_ARC
(5,30),-12.6533 # DEPENDENCYPART_ARC
(5,31),-1.6 # DEPENDENCYPART_ARC
(6,1),-1.63778 # DEPENDENCYPART_ARC
(6,2),-1.34486 # DEPENDENCYPART_ARC
(6,3),-1.95601 # DEPENDENCYPART_ARC
(6,4),-1.03455 # DEPENDENCYPART_ARC
(6,5),0.688928 # DEPENDENCYPART_ARC
(6,7),-0.288804 # DEPENDENCYPART_ARC
(6,8),-1.1046 # DEPENDENCYPART_ARC
(6,9),-1.39105 # DEPENDENCYPART_ARC
(6,10),-1.78429 # DEPENDENCYPART_ARC
(6,11),-2.22942 # DEPENDENCYPART_ARC
(6,12),-2.65141 # DEPENDENCYPART_ARC
(6,13),-2.68349 # DEPENDENCYPART_ARC
(6,14),-2.34946 # DEPENDENCYPART_ARC
(6,15),-2.43952 # DEPENDENCYPART_ARC
(6,16),-2.60751 # DEPENDENCYPART_ARC
(6,17),-3.23271 # DEPENDENCYPART_ARC
(6,18),-2.94122 # DEPENDENCYPART_ARC
(6,19),-1.84608 # DEPENDENCYPART_ARC
(6,20),-3.44097 # DEPENDENCYPART_ARC
(6,21),-2.26559 # DEPENDENCYPART_ARC
(6,22),-2.29575 # DEPENDENCYPART_ARC
(6,23),-2.18835 # DEPENDENCYPART_ARC
(6,24),-3.00592 # DEPENDENCYPART_ARC
(6,25),-2.38489 # DEPENDENCYPART_ARC
(6,26),-3.97676 # DEPENDENCYPART_ARC
(6,27),-2.67524 # DEPENDENCYPART_ARC
(6,28),-5.75285 # DEPENDENCYPART_ARC
(6,29),-4.40074 # DEPENDENCYPART_ARC
(6,30),-3.03321 # DEPENDENCYPART_ARC
(6,31),-0.518935 # DEPENDENCYPART_ARC
(7,1),-0.380823 # DEPENDENCYPART_ARC
(7,2),-1.26808 # DEPENDENCYPART_ARC
(7,3),-2.00892 # DEPENDENCYPART_ARC
(7,4),-1.19665 # DEPENDENCYPART_ARC
(7,5),0.0484001 # DEPENDENCYPART_ARC
(7,6),-0.761938 # DEPENDENCYPART_ARC
(7,8),0.221781 # DEPENDENCYPART_ARC
(7,9),-2.02853 # DEPENDENCYPART_ARC
(7,10),-0.472073 # DEPENDENCYPART_ARC
(7,11),-0.892247 # DEPENDENCYPART_ARC
(7,12),-5.53067 # DEPENDENCYPART_ARC
(7,13),-4.20211 # DEPENDENCYPART_ARC
(7,14),-2.73129 # DEPENDENCYPART_ARC
(7,15),-2.35317 # DEPENDENCYPART_ARC
(7,16),-3.59037 # DEPENDENCYPART_ARC
(7,17),-5.05508 # DEPENDENCYPART_ARC
(7,18),-3.13034 # DEPENDENCYPART_ARC
(7,19),-2.66714 # DEPENDENCYPART_ARC
(7,20),-6.16978 # DEPENDENCYPART_ARC
(7,21),-3.72057 # DEPENDENCYPART_ARC
(7,22),-3.91604 # DEPENDENCYPART_ARC
(7,23),-3.9951 # DEPENDENCYPART_ARC
(7,24),-2.70306 # DEPENDENCYPART_ARC
(7,25),-3.35711 # DEPENDENCYPART_ARC
(7,26),-1.66449 # DEPENDENCYPART_ARC
(7,27),-2.85381 # DEPENDENCYPART_ARC
(7,28),-4.98733 # DEPENDENCYPART_ARC
(7,29),-6.49879 # DEPENDENCYPART_ARC
(7,30),-2.9331 # DEPENDENCYPART_ARC
(7,31),0.63909 # DEPENDENCYPART_ARC
(8,1),2.45621 # DEPENDENCYPART_ARC
(8,2),1.57436 # DEPENDENCYPART_ARC
(8,3),0.287954 # DEPENDENCYPART_ARC
(8,4),1.78319 # DEPENDENCYPART_ARC
(8,5),2.61307 # DEPENDENCYPART_ARC
(8,6),2.47101 # DEPENDENCYPART_ARC
(8,7),6.03059 # DEPENDENCYPART_ARC
(8,9),1.05643 # DEPENDENCYPART_ARC
(8,10),3.76067 # DEPENDENCYPART_ARC
(8,11),2.89196 # DEPENDENCYPART_ARC
(8,12),-2.07837 # DEPENDENCYPART_ARC
(8,13),-1.46732 # DEPENDENCYPART_ARC
(8,14),0.39352 # DEPENDENCYPART_ARC
(8,15),0.61474 # DEPENDENCYPART_ARC
(8,16),0.177649 # DEPENDENCYPART_ARC
(8,17),-2.09828 # DEPENDENCYPART_ARC
(8,18),0.282023 # DEPENDENCYPART_ARC
(8,19),0.765018 # DEPENDENCYPART_ARC
(8,20),-2.69584 # DEPENDENCYPART_ARC
(8,21),-0.520531 # DEPENDENCYPART_ARC
(8,22),-0.859123 # DEPENDENCYPART_ARC
(8,23),0.190851 # DEPENDENCYPART_ARC
(8,24),0.744769 # DEPENDENCYPART_ARC
(8,25),0.40324 # DEPENDENCYPART_ARC
(8,26),1.75788 # DEPENDENCYPART_ARC
(8,27),0.190482 # DEPENDENCYPART_ARC
(8,28),-1.03836 # DEPENDENCYPART_ARC
(8,29),-3.06046 # DEPENDENCYPART_ARC
(8,30),-0.0475406 # DEPENDENCYPART_ARC
(8,31),5.81818 # DEPENDENCYPART_ARC
(9,1),-0.99708 # DEPENDENCYPART_ARC
(9,2),-2.31864 # DEPENDENCYPART_ARC
(9,3),-1.42519 # DEPENDENCYPART_ARC
(9,4),-1.94009 # DEPENDENCYPART_ARC
(9,5),-0.543055 # DEPENDENCYPART_ARC
(9,6),-1.48284 # DEPENDENCYPART_ARC
(9,7),-0.802888 # DEPENDENCYPART_ARC
(9,8),0.010681 # DEPENDENCYPART_ARC
(9,10),0.167362 # DEPENDENCYPART_ARC
(9,11),-0.54809 # DEPENDENCYPART_ARC
(9,12),-1.57773 # DEPENDENCYPART_ARC
(9,13),-1.75696 # DEPENDENCYPART_ARC
(9,14),-1.13011 # DEPENDENCYPART_ARC
(9,15),-1.30576 # DEPENDENCYPART_ARC
(9,16),-0.926284 # DEPENDENCYPART_ARC
(9,17),-2.22949 # DEPENDENCYPART_ARC
(9,18),-1.61922 # DEPENDENCYPART_ARC
(9,19),-1.27326 # DEPENDENCYPART_ARC
(9,20),-2.4435 # DEPENDENCYPART_ARC
(9,21),-1.44691 # DEPENDENCYPART_ARC
(9,22),-1.94804 # DEPENDENCYPART_ARC
(9,23),-1.66594 # DEPENDENCYPART_ARC
(9,24),-2.33316 # DEPENDENCYPART_ARC
(9,25),-1.89022 # DEPENDENCYPART_ARC
(9,26),-2.65492 # DEPENDENCYPART_ARC
(9,27),-2.05846 # DEPENDENCYPART_ARC
(9,28),-2.20727 # DEPENDENCYPART_ARC
(9,29),-2.73574 # DEPENDENCYPART_ARC
(9,30),-2.30329 # DEPENDENCYPART_ARC
(9,31),-0.941195 # DEPENDENCYPART_ARC
(10,1),-1.31603 # DEPENDENCYPART_ARC
(10,2),0.492618 # DEPENDENCYPART_ARC
(10,3),-0.0211469 # DEPENDENCYPART_ARC
(10,4),-0.0656141 # DEPENDENCYPART_ARC
(10,5),-0.581762 # DEPENDENCYPART_ARC
(10,6),0.069746 # DEPENDENCYPART_ARC
(10,7),0.98703 # DEPENDENCYPART_ARC
(10,8),0.655394 # DEPENDENCYPART_ARC
(10,9),3.94171 # DEPENDENCYPART_ARC
(10,11),1.32427 # DEPENDENCYPART_ARC
(10,12),0.0665044 # DEPENDENCYPART_ARC
(10,13),0.301494 # DEPENDENCYPART_ARC
(10,14),-0.000435812 # DEPENDENCYPART_ARC
(10,15),1.36211 # DEPENDENCYPART_ARC
(10,16),0.92089 # DEPENDENCYPART_ARC
(10,17),-1.18592 # DEPENDENCYPART_ARC
(10,18),-0.306915 # DEPENDENCYPART_ARC
(10,19),0.517174 # DEPENDENCYPART_ARC
(10,20),-1.49378 # DEPENDENCYPART_ARC
(10,21),0.776137 # DEPENDENCYPART_ARC
(10,22),0.45713 # DEPENDENCYPART_ARC
(10,23),-0.588633 # DEPENDENCYPART_ARC
(10,24),0.335626 # DEPENDENCYPART_ARC
(10,25),0.0568841 # DEPENDENCYPART_ARC
(10,26),-0.605518 # DEPENDENCYPART_ARC
(10,27),0.885388 # DEPENDENCYPART_ARC
(10,28),-2.23566 # DEPENDENCYPART_ARC
(10,29),-2.34104 # DEPENDENCYPART_ARC
(10,30),-0.397151 # DEPENDENCYPART_ARC
(10,31),0.453029 # DEPENDENCYPART_ARC
(11,1),-2.64076 # DEPENDENCYPART_ARC
(11,2),-2.6815 # DEPENDENCYPART_ARC
(11,3),-2.22155 # DEPENDENCYPART_ARC
(11,4),-1.44044 # DEPENDENCYPART_ARC
(11,5),-2.36879 # DEPENDENCYPART_ARC
(11,6),-2.328 # DEPENDENCYPART_ARC
(11,7),-0.764467 # DEPENDENCYPART_ARC
(11,8),-1.42145 # DEPENDENCYPART_ARC
(11,9),-0.460843 # DEPENDENCYPART_ARC
(11,10),-0.320924 # DEPENDENCYPART_ARC
(11,12),0.543395 # DEPENDENCYPART_ARC
(11,13),1.58969 # DEPENDENCYPART_ARC
(11,14),0.413752 # DEPENDENCYPART_ARC
(11,15),3.87487 # DEPENDENCYPART_ARC
(11,16),-0.027326 # DEPENDENCYPART_ARC
(11,17),-0.681503 # DEPENDENCYPART_ARC
(11,18),0.857818 # DEPENDENCYPART_ARC
(11,19),0.544518 # DEPENDENCYPART_ARC
(11,20),-1.0149 # DEPENDENCYPART_ARC
(11,21),-2.04484 # DEPENDENCYPART_ARC
(11,22),-1.19459 # DEPENDENCYPART_ARC
(11,23),-0.396166 # DEPENDENCYPART_ARC
(11,24),-1.62184 # DEPENDENCYPART_ARC
(11,25),-0.822792 # DEPENDENCYPART_ARC
(11,26),-1.53978 # DEPENDENCYPART_ARC
(11,27),-2.85504 # DEPENDENCYPART_ARC
(11,28),-1.8938 # DEPENDENCYPART_ARC
(11,29),-1.5305 # DEPENDENCYPART_ARC
(11,30),-4.11419 # DEPENDENCYPART_ARC
(11,31),-0.219721 # DEPENDENCYPART_ARC
(12,1),-2.96256 # DEPENDENCYPART_ARC
(12,2),-2.80691 # DEPENDENCYPART_ARC
(12,3),-2.8526 # DEPENDENCYPART_ARC
(12,4),-2.30679 # DEPENDENCYPART_ARC
(12,5),-2.62322 # DEPENDENCYPART_ARC
(12,6),-2.54784 # DEPENDENCYPART_ARC
(12,7),-1.94527 # DEPENDENCYPART_ARC
(12,8),-2.66222 # DEPENDENCYPART_ARC
(12,9),-1.14012 # DEPENDENCYPART_ARC
(12,10),-1.02988 # DEPENDENCYPART_ARC
(12,11),-0.058796 # DEPENDENCYPART_ARC
(12,13),5.60925 # DEPENDENCYPART_ARC
(12,14),1.83022 # DEPENDENCYPART_ARC
(12,15),-0.274387 # DEPENDENCYPART_ARC
(12,16),-0.260437 # DEPENDENCYPART_ARC
(12,17),1.18325 # DEPENDENCYPART_ARC
(12,18),-2.30165 # DEPENDENCYPART_ARC
(12,19),-1.21147 # DEPENDENCYPART_ARC
(12,20),-1.67559 # DEPENDENCYPART_ARC
(12,21),-2.6615 # DEPENDENCYPART_ARC
(12,22),-0.615172 # DEPENDENCYPART_ARC
(12,23),-3.32893 # DEPENDENCYPART_ARC
(12,24),-2.4903 # DEPENDENCYPART_ARC
(12,25),-1.08074 # DEPENDENCYPART_ARC
(12,26),-2.51384 # DEPENDENCYPART_ARC
(12,27),-2.65419 # DEPENDENCYPART_ARC
(12,28),-2.71949 # DEPENDENCYPART_ARC
(12,29),-3.87171 # DEPENDENCYPART_ARC
(12,30),-3.34453 # DEPENDENCYPART_ARC
(12,31),-2.08583 # DEPENDENCYPART_ARC
(13,1),-2.1359 # DEPENDENCYPART_ARC
(13,2),-2.48786 # DEPENDENCYPART_ARC
(13,3),-1.96361 # DEPENDENCYPART_ARC
(13,4),-1.98565 # DEPENDENCYPART_ARC
(13,5),-1.9052 # DEPENDENCYPART_ARC
(13,6),-2.22489 # DEPENDENCYPART_ARC
(13,7),-0.552206 # DEPENDENCYPART_ARC
(13,8),-1.50629 # DEPENDENCYPART_ARC
(13,9),-0.946192 # DEPENDENCYPART_ARC
(13,10),-0.993578 # DEPENDENCYPART_ARC
(13,11),-0.165329 # DEPENDENCYPART_ARC
(13,12),2.9705 # DEPENDENCYPART_ARC
(13,14),1.54364 # DEPENDENCYPART_ARC
(13,15),-0.000341929 # DEPENDENCYPART_ARC
(13,16),-0.506405 # DEPENDENCYPART_ARC
(13,17),0.00526548 # DEPENDENCYPART_ARC
(13,18),-2.33425 # DEPENDENCYPART_ARC
(13,19),-1.65633 # DEPENDENCYPART_ARC
(13,20),-2.43786 # DEPENDENCYPART_ARC
(13,21),-2.86777 # DEPENDENCYPART_ARC
(13,22),-1.01671 # DEPENDENCYPART_ARC
(13,23),-3.01199 # DEPENDENCYPART_ARC
(13,24),-2.78313 # DEPENDENCYPART_ARC
(13,25),-1.60896 # DEPENDENCYPART_ARC
(13,26),-2.85742 # DEPENDENCYPART_ARC
(13,27),-2.84312 # DEPENDENCYPART_ARC
(13,28),-2.98099 # DEPENDENCYPART_ARC
(13,29),-4.32579 # DEPENDENCYPART_ARC
(13,30),-3.61423 # DEPENDENCYPART_ARC
(13,31),-2.58605 # DEPENDENCYPART_ARC
(14,1),-1.73599 # DEPENDENCYPART_ARC
(14,2),-2.61249 # DEPENDENCYPART_ARC
(14,3),-3.65909 # DEPENDENCYPART_ARC
(14,4),-1.90916 # DEPENDENCYPART_ARC
(14,5),-1.66051 # DEPENDENCYPART_ARC
(14,6),-2.6054 # DEPENDENCYPART_ARC
(14,7),-2.19368 # DEPENDENCYPART_ARC
(14,8),-2.3248 # DEPENDENCYPART_ARC
(14,9),-0.722255 # DEPENDENCYPART_ARC
(14,10),-0.949146 # DEPENDENCYPART_ARC
(14,11),0.441715 # DEPENDENCYPART_ARC
(14,12),1.35704 # DEPENDENCYPART_ARC
(14,13),1.20447 # DEPENDENCYPART_ARC
(14,15),1.19099 # DEPENDENCYPART_ARC
(14,16),-0.631875 # DEPENDENCYPART_ARC
(14,17),-2.13108 # DEPENDENCYPART_ARC
(14,18),-0.341797 # DEPENDENCYPART_ARC
(14,19),-0.999192 # DEPENDENCYPART_ARC
(14,20),-3.07047 # DEPENDENCYPART_ARC
(14,21),-1.19998 # DEPENDENCYPART_ARC
(14,22),-1.06304 # DEPENDENCYPART_ARC
(14,23),-3.12875 # DEPENDENCYPART_ARC
(14,24),-1.30657 # DEPENDENCYPART_ARC
(14,25),-1.4988 # DEPENDENCYPART_ARC
(14,26),-1.30035 # DEPENDENCYPART_ARC
(14,27),-1.52217 # DEPENDENCYPART_ARC
(14,28),-3.64383 # DEPENDENCYPART_ARC
(14,29),-3.61901 # DEPENDENCYPART_ARC
(14,30),-1.34236 # DEPENDENCYPART_ARC
(14,31),-1.57851 # DEPENDENCYPART_ARC
(15,1),-1.06313 # DEPENDENCYPART_ARC
(15,2),-1.32482 # DEPENDENCYPART_ARC
(15,3),-1.04791 # DEPENDENCYPART_ARC
(15,4),-1.10043 # DEPENDENCYPART_ARC
(15,5),-0.672323 # DEPENDENCYPART_ARC
(15,6),-0.943101 # DEPENDENCYPART_ARC
(15,7),-0.270535 # DEPENDENCYPART_ARC
(15,8),-1.21525 # DEPENDENCYPART_ARC
(15,9),0.180811 # DEPENDENCYPART_ARC
(15,10),-0.556277 # DEPENDENCYPART_ARC
(15,11),0.649184 # DEPENDENCYPART_ARC
(15,12),4.17511 # DEPENDENCYPART_ARC
(15,13),3.63189 # DEPENDENCYPART_ARC
(15,14),5.29566 # DEPENDENCYPART_ARC
(15,16),2.65874 # DEPENDENCYPART_ARC
(15,17),-0.60901 # DEPENDENCYPART_ARC
(15,18),0.806156 # DEPENDENCYPART_ARC
(15,19),0.494584 # DEPENDENCYPART_ARC
(15,20),-2.16625 # DEPENDENCYPART_ARC
(15,21),0.258649 # DEPENDENCYPART_ARC
(15,22),0.267489 # DEPENDENCYPART_ARC
(15,23),-2.00533 # DEPENDENCYPART_ARC
(15,24),0.128108 # DEPENDENCYPART_ARC
(15,25),0.185768 # DEPENDENCYPART_ARC
(15,26),-0.975722 # DEPENDENCYPART_ARC
(15,27),-0.0395925 # DEPENDENCYPART_ARC
(15,28),-1.03436 # DEPENDENCYPART_ARC
(15,29),-3.13233 # DEPENDENCYPART_ARC
(15,30),-0.701048 # DEPENDENCYPART_ARC
(15,31),0.883225 # DEPENDENCYPART_ARC
(16,1),-2.71013 # DEPENDENCYPART_ARC
(16,2),-2.42116 # DEPENDENCYPART_ARC
(16,3),-2.27344 # DEPENDENCYPART_ARC
(16,4),-2.00332 # DEPENDENCYPART_ARC
(16,5),-2.70455 # DEPENDENCYPART_ARC
(16,6),-2.12256 # DEPENDENCYPART_ARC
(16,7),-1.12796 # DEPENDENCYPART_ARC
(16,8),-1.90285 # DEPENDENCYPART_ARC
(16,9),-0.982239 # DEPENDENCYPART_ARC
(16,10),-1.59759 # DEPENDENCYPART_ARC
(16,11),-0.805423 # DEPENDENCYPART_ARC
(16,12),0.0577031 # DEPENDENCYPART_ARC
(16,13),0.117247 # DEPENDENCYPART_ARC
(16,14),-0.351125 # DEPENDENCYPART_ARC
(16,15),-0.193437 # DEPENDENCYPART_ARC
(16,17),0.995486 # DEPENDENCYPART_ARC
(16,18),4.80455 # DEPENDENCYPART_ARC
(16,19),0.28542 # DEPENDENCYPART_ARC
(16,20),-1.27477 # DEPENDENCYPART_ARC
(16,21),0.222036 # DEPENDENCYPART_ARC
(16,22),-1.61137 # DEPENDENCYPART_ARC
(16,23),0.232066 # DEPENDENCYPART_ARC
(16,24),-1.72262 # DEPENDENCYPART_ARC
(16,25),-1.12219 # DEPENDENCYPART_ARC
