# _root_ Dins l' àmbit del Barri_Antic , el consistori també ha anunciat l' inici de la renovació del paviment del carrer Sobrerroca , que començarà el dia_10_de_juny .
#goldHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,16,26,24,11,
#predictedHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,20,26,24,11,
(1,14),-2.10005 # DEPENDENCYPART_ARC
(1,15),-2.90482 # DEPENDENCYPART_ARC
(1,16),-6.488 # DEPENDENCYPART_ARC
(1,17),-2.72722 # DEPENDENCYPART_ARC
(1,18),-7.8607 # DEPENDENCYPART_ARC
(1,19),-2.91774 # DEPENDENCYPART_ARC
(1,20),-8.74178 # DEPENDENCYPART_ARC
(1,21),-10.3788 # DEPENDENCYPART_ARC
(1,22),-0.136828 # DEPENDENCYPART_ARC
(1,23),-7.08714 # DEPENDENCYPART_ARC
(1,24),-3.10138 # DEPENDENCYPART_ARC
(1,25),-2.93641 # DEPENDENCYPART_ARC
(1,26),-5.18655 # DEPENDENCYPART_ARC
(1,27),-0.265342 # DEPENDENCYPART_ARC
(2,1),-0.434594 # DEPENDENCYPART_ARC
(2,3),2.96627 # DEPENDENCYPART_ARC
(2,4),0.0383842 # DEPENDENCYPART_ARC
(2,5),-1.10895 # DEPENDENCYPART_ARC
(2,7),-0.970757 # DEPENDENCYPART_ARC
(2,8),-1.73905 # DEPENDENCYPART_ARC
(2,9),-1.65119 # DEPENDENCYPART_ARC
(2,12),-2.59552 # DEPENDENCYPART_ARC
(2,13),-2.07301 # DEPENDENCYPART_ARC
(2,14),-3.0651 # DEPENDENCYPART_ARC
(2,15),-3.39736 # DEPENDENCYPART_ARC
(2,16),-2.04998 # DEPENDENCYPART_ARC
(2,17),-3.85499 # DEPENDENCYPART_ARC
(2,18),-3.10112 # DEPENDENCYPART_ARC
(2,19),-4.19156 # DEPENDENCYPART_ARC
(2,20),-3.86226 # DEPENDENCYPART_ARC
(2,21),-4.27284 # DEPENDENCYPART_ARC
(2,23),-3.43013 # DEPENDENCYPART_ARC
(2,25),-8.33035 # DEPENDENCYPART_ARC
(2,26),-2.45818 # DEPENDENCYPART_ARC
(3,1),0.431491 # DEPENDENCYPART_ARC
(3,2),3.75355 # DEPENDENCYPART_ARC
(3,4),2.81009 # DEPENDENCYPART_ARC
(3,5),0.449599 # DEPENDENCYPART_ARC
(3,6),0.371706 # DEPENDENCYPART_ARC
(3,7),-1.79684 # DEPENDENCYPART_ARC
(3,8),-0.164676 # DEPENDENCYPART_ARC
(3,9),-0.994277 # DEPENDENCYPART_ARC
(3,10),-0.422885 # DEPENDENCYPART_ARC
(3,11),0.00930354 # DEPENDENCYPART_ARC
(3,12),-2.67491 # DEPENDENCYPART_ARC
(3,13),-1.12149 # DEPENDENCYPART_ARC
(3,14),-1.35911 # DEPENDENCYPART_ARC
(3,15),-3.8548 # DEPENDENCYPART_ARC
(3,16),-0.967024 # DEPENDENCYPART_ARC
(3,17),-1.75421 # DEPENDENCYPART_ARC
(3,18),-2.07728 # DEPENDENCYPART_ARC
(3,19),-2.05375 # DEPENDENCYPART_ARC
(3,20),-2.22337 # DEPENDENCYPART_ARC
(3,21),-0.752496 # DEPENDENCYPART_ARC
(3,22),-1.39344 # DEPENDENCYPART_ARC
(3,23),-4.90655 # DEPENDENCYPART_ARC
(3,24),-1.8705 # DEPENDENCYPART_ARC
(3,25),-3.95181 # DEPENDENCYPART_ARC
(3,26),-1.92864 # DEPENDENCYPART_ARC
(3,27),-0.158384 # DEPENDENCYPART_ARC
(4,1),-0.728402 # DEPENDENCYPART_ARC
(4,2),-0.0101539 # DEPENDENCYPART_ARC
(4,3),-0.459892 # DEPENDENCYPART_ARC
(4,5),3.69457 # DEPENDENCYPART_ARC
(4,6),-0.367302 # DEPENDENCYPART_ARC
(4,7),-2.22553 # DEPENDENCYPART_ARC
(4,8),-1.05128 # DEPENDENCYPART_ARC
(4,9),-1.29892 # DEPENDENCYPART_ARC
(4,10),-1.8994 # DEPENDENCYPART_ARC
(4,11),-2.00684 # DEPENDENCYPART_ARC
(4,12),-2.76553 # DEPENDENCYPART_ARC
(4,13),-5.29378 # DEPENDENCYPART_ARC
(4,14),-2.50805 # DEPENDENCYPART_ARC
(4,15),-4.0194 # DEPENDENCYPART_ARC
(4,16),-7.71344 # DEPENDENCYPART_ARC
(4,17),-2.73038 # DEPENDENCYPART_ARC
(4,18),-8.23042 # DEPENDENCYPART_ARC
(4,19),-2.61142 # DEPENDENCYPART_ARC
(4,20),-9.39824 # DEPENDENCYPART_ARC
(4,21),-11.9325 # DEPENDENCYPART_ARC
(4,22),-2.37844 # DEPENDENCYPART_ARC
(4,23),-11.357 # DEPENDENCYPART_ARC
(4,24),-4.80723 # DEPENDENCYPART_ARC
(4,25),-3.53181 # DEPENDENCYPART_ARC
(4,26),-6.33788 # DEPENDENCYPART_ARC
(4,27),-1.51547 # DEPENDENCYPART_ARC
(5,1),-0.848416 # DEPENDENCYPART_ARC
(5,2),0.68933 # DEPENDENCYPART_ARC
(5,3),-0.672399 # DEPENDENCYPART_ARC
(5,4),0.97251 # DEPENDENCYPART_ARC
(5,6),0.594197 # DEPENDENCYPART_ARC
(5,7),-0.722064 # DEPENDENCYPART_ARC
(5,8),0.481562 # DEPENDENCYPART_ARC
(5,9),-0.711251 # DEPENDENCYPART_ARC
(5,10),0.0639673 # DEPENDENCYPART_ARC
(5,11),0.0857358 # DEPENDENCYPART_ARC
(5,12),-2.06538 # DEPENDENCYPART_ARC
(5,13),-0.865866 # DEPENDENCYPART_ARC
(5,14),-1.18136 # DEPENDENCYPART_ARC
(5,15),-2.5329 # DEPENDENCYPART_ARC
(5,16),-0.64792 # DEPENDENCYPART_ARC
(5,17),-1.89673 # DEPENDENCYPART_ARC
(5,18),-0.781908 # DEPENDENCYPART_ARC
(5,19),-2.12634 # DEPENDENCYPART_ARC
(5,20),-0.888854 # DEPENDENCYPART_ARC
(5,21),-0.15998 # DEPENDENCYPART_ARC
(5,22),-1.35102 # DEPENDENCYPART_ARC
(5,23),-3.77029 # DEPENDENCYPART_ARC
(5,24),-1.81193 # DEPENDENCYPART_ARC
(5,25),-3.31996 # DEPENDENCYPART_ARC
(5,26),-2.23342 # DEPENDENCYPART_ARC
(5,27),0.192196 # DEPENDENCYPART_ARC
(6,3),-2.56241 # DEPENDENCYPART_ARC
(6,8),-0.917265 # DEPENDENCYPART_ARC
(6,13),-2.12953 # DEPENDENCYPART_ARC
(6,16),-2.23766 # DEPENDENCYPART_ARC
(6,18),-2.2707 # DEPENDENCYPART_ARC
(6,20),-2.29861 # DEPENDENCYPART_ARC
(6,22),-1.77289 # DEPENDENCYPART_ARC
(7,1),-2.21228 # DEPENDENCYPART_ARC
(7,2),-2.72523 # DEPENDENCYPART_ARC
(7,3),-2.25896 # DEPENDENCYPART_ARC
(7,4),-1.44109 # DEPENDENCYPART_ARC
(7,5),-1.27126 # DEPENDENCYPART_ARC
(7,8),-0.182703 # DEPENDENCYPART_ARC
(7,9),-0.843376 # DEPENDENCYPART_ARC
(7,12),-1.94658 # DEPENDENCYPART_ARC
(7,13),-3.41558 # DEPENDENCYPART_ARC
(7,14),-2.76831 # DEPENDENCYPART_ARC
(7,15),-3.74167 # DEPENDENCYPART_ARC
(7,16),-3.93041 # DEPENDENCYPART_ARC
(7,17),-3.41917 # DEPENDENCYPART_ARC
(7,18),-4.09191 # DEPENDENCYPART_ARC
(7,19),-3.93605 # DEPENDENCYPART_ARC
(7,20),-4.65466 # DEPENDENCYPART_ARC
(7,21),-5.20081 # DEPENDENCYPART_ARC
(7,23),-4.91407 # DEPENDENCYPART_ARC
(7,25),-7.69062 # DEPENDENCYPART_ARC
(7,26),-3.60143 # DEPENDENCYPART_ARC
(8,1),-0.83903 # DEPENDENCYPART_ARC
(8,2),-1.0393 # DEPENDENCYPART_ARC
(8,3),-1.68487 # DEPENDENCYPART_ARC
(8,4),-0.784951 # DEPENDENCYPART_ARC
(8,5),-0.811376 # DEPENDENCYPART_ARC
(8,6),0.838645 # DEPENDENCYPART_ARC
(8,7),3.68154 # DEPENDENCYPART_ARC
(8,9),0.605318 # DEPENDENCYPART_ARC
(8,10),0.635592 # DEPENDENCYPART_ARC
(8,11),0.261805 # DEPENDENCYPART_ARC
(8,12),-1.54033 # DEPENDENCYPART_ARC
(8,13),-0.817221 # DEPENDENCYPART_ARC
(8,14),-0.167254 # DEPENDENCYPART_ARC
(8,15),-2.72622 # DEPENDENCYPART_ARC
(8,16),-0.936736 # DEPENDENCYPART_ARC
(8,17),-0.609667 # DEPENDENCYPART_ARC
(8,18),-1.18807 # DEPENDENCYPART_ARC
(8,19),-0.978332 # DEPENDENCYPART_ARC
(8,20),-1.34868 # DEPENDENCYPART_ARC
(8,21),-0.429579 # DEPENDENCYPART_ARC
(8,22),-0.999867 # DEPENDENCYPART_ARC
(8,23),-3.99431 # DEPENDENCYPART_ARC
(8,24),-1.1125 # DEPENDENCYPART_ARC
(8,25),-2.86361 # DEPENDENCYPART_ARC
(8,26),-1.24765 # DEPENDENCYPART_ARC
(8,27),0.801916 # DEPENDENCYPART_ARC
(9,1),-1.86939 # DEPENDENCYPART_ARC
(9,2),-2.46339 # DEPENDENCYPART_ARC
(9,3),-2.51309 # DEPENDENCYPART_ARC
(9,4),-1.72009 # DEPENDENCYPART_ARC
(9,5),-2.10415 # DEPENDENCYPART_ARC
(9,6),-0.605824 # DEPENDENCYPART_ARC
(9,7),-0.6469 # DEPENDENCYPART_ARC
(9,8),0.0191891 # DEPENDENCYPART_ARC
(9,10),-0.341737 # DEPENDENCYPART_ARC
(9,11),-1.47497 # DEPENDENCYPART_ARC
(9,12),-2.78673 # DEPENDENCYPART_ARC
(9,13),-2.47708 # DEPENDENCYPART_ARC
(9,14),-3.76508 # DEPENDENCYPART_ARC
(9,15),-3.49061 # DEPENDENCYPART_ARC
(9,16),-2.92547 # DEPENDENCYPART_ARC
(9,17),-3.38104 # DEPENDENCYPART_ARC
(9,18),-3.0034 # DEPENDENCYPART_ARC
(9,19),-3.58372 # DEPENDENCYPART_ARC
(9,20),-3.01083 # DEPENDENCYPART_ARC
(9,21),-2.7654 # DEPENDENCYPART_ARC
(9,22),-3.97577 # DEPENDENCYPART_ARC
(9,24),-3.39345 # DEPENDENCYPART_ARC
(9,25),-3.90064 # DEPENDENCYPART_ARC
(9,26),-3.3553 # DEPENDENCYPART_ARC
(9,27),-3.52955 # DEPENDENCYPART_ARC
(10,1),0.0817659 # DEPENDENCYPART_ARC
(10,2),-2.88219 # DEPENDENCYPART_ARC
(10,3),-0.796412 # DEPENDENCYPART_ARC
(10,4),-2.03979 # DEPENDENCYPART_ARC
(10,5),-1.43183 # DEPENDENCYPART_ARC
(10,6),-1.22396 # DEPENDENCYPART_ARC
(10,7),-1.24958 # DEPENDENCYPART_ARC
(10,8),0.0518187 # DEPENDENCYPART_ARC
(10,9),0.720741 # DEPENDENCYPART_ARC
(10,11),0.919639 # DEPENDENCYPART_ARC
(10,12),-1.93498 # DEPENDENCYPART_ARC
(10,13),0.503793 # DEPENDENCYPART_ARC
(10,14),-2.0255 # DEPENDENCYPART_ARC
(10,15),-4.24739 # DEPENDENCYPART_ARC
(10,16),-0.39593 # DEPENDENCYPART_ARC
(10,17),-2.58952 # DEPENDENCYPART_ARC
(10,18),-1.76712 # DEPENDENCYPART_ARC
(10,19),-2.83108 # DEPENDENCYPART_ARC
(10,20),-1.46063 # DEPENDENCYPART_ARC
(10,21),-1.43986 # DEPENDENCYPART_ARC
(10,22),-0.560484 # DEPENDENCYPART_ARC
(10,23),-3.61634 # DEPENDENCYPART_ARC
(10,24),-1.10538 # DEPENDENCYPART_ARC
(10,25),-5.14623 # DEPENDENCYPART_ARC
(10,26),-1.264 # DEPENDENCYPART_ARC
(10,27),2.50893 # DEPENDENCYPART_ARC
(11,1),1.94751 # DEPENDENCYPART_ARC
(11,2),-1.12611 # DEPENDENCYPART_ARC
(11,3),1.38496 # DEPENDENCYPART_ARC
(11,4),-1.2825 # DEPENDENCYPART_ARC
(11,5),0.618012 # DEPENDENCYPART_ARC
(11,6),-0.0650206 # DEPENDENCYPART_ARC
(11,7),0.528077 # DEPENDENCYPART_ARC
(11,8),2.38971 # DEPENDENCYPART_ARC
(11,9),2.67985 # DEPENDENCYPART_ARC
(11,10),6.06239 # DEPENDENCYPART_ARC
(11,12),-0.49018 # DEPENDENCYPART_ARC
(11,13),3.282 # DEPENDENCYPART_ARC
(11,14),0.419208 # DEPENDENCYPART_ARC
(11,15),-2.61169 # DEPENDENCYPART_ARC
(11,16),1.5946 # DEPENDENCYPART_ARC
(11,17),-0.832503 # DEPENDENCYPART_ARC
(11,18),0.378071 # DEPENDENCYPART_ARC
(11,19),-1.39336 # DEPENDENCYPART_ARC
(11,20),0.974873 # DEPENDENCYPART_ARC
(11,21),0.851044 # DEPENDENCYPART_ARC
(11,22),0.0539175 # DEPENDENCYPART_ARC
(11,23),-2.30051 # DEPENDENCYPART_ARC
(11,24),0.390407 # DEPENDENCYPART_ARC
(11,25),-3.79436 # DEPENDENCYPART_ARC
(11,26),-0.00818789 # DEPENDENCYPART_ARC
(11,27),4.79456 # DEPENDENCYPART_ARC
(12,1),-3.59638 # DEPENDENCYPART_ARC
(12,2),-4.28434 # DEPENDENCYPART_ARC
(12,3),-3.46088 # DEPENDENCYPART_ARC
(12,4),-3.40838 # DEPENDENCYPART_ARC
(12,5),-3.36927 # DEPENDENCYPART_ARC
(12,7),-1.83623 # DEPENDENCYPART_ARC
(12,8),-2.77632 # DEPENDENCYPART_ARC
(12,9),-2.44801 # DEPENDENCYPART_ARC
(12,13),2.00223 # DEPENDENCYPART_ARC
(12,14),-0.0570748 # DEPENDENCYPART_ARC
(12,15),-0.196734 # DEPENDENCYPART_ARC
(12,16),-0.505453 # DEPENDENCYPART_ARC
(12,17),-1.80142 # DEPENDENCYPART_ARC
(12,18),-2.09243 # DEPENDENCYPART_ARC
(12,19),-2.73036 # DEPENDENCYPART_ARC
(12,20),-2.84591 # DEPENDENCYPART_ARC
(12,21),-3.15791 # DEPENDENCYPART_ARC
(12,23),-2.89436 # DEPENDENCYPART_ARC
(12,25),-6.16381 # DEPENDENCYPART_ARC
(12,26),-2.37934 # DEPENDENCYPART_ARC
(13,1),-1.63326 # DEPENDENCYPART_ARC
(13,2),-3.15758 # DEPENDENCYPART_ARC
(13,3),-2.2788 # DEPENDENCYPART_ARC
(13,4),-1.8192 # DEPENDENCYPART_ARC
(13,5),-1.84178 # DEPENDENCYPART_ARC
(13,6),-0.960841 # DEPENDENCYPART_ARC
(13,7),-1.59017 # DEPENDENCYPART_ARC
(13,8),-1.77677 # DEPENDENCYPART_ARC
(13,9),0.14812 # DEPENDENCYPART_ARC
(13,10),-1.16772 # DEPENDENCYPART_ARC
(13,11),-0.94313 # DEPENDENCYPART_ARC
(13,12),3.78692 # DEPENDENCYPART_ARC
(13,14),2.98494 # DEPENDENCYPART_ARC
(13,15),-1.21179 # DEPENDENCYPART_ARC
(13,16),1.24503 # DEPENDENCYPART_ARC
(13,17),1.81 # DEPENDENCYPART_ARC
(13,18),0.122736 # DEPENDENCYPART_ARC
(13,19),1.33531 # DEPENDENCYPART_ARC
(13,20),-0.0524568 # DEPENDENCYPART_ARC
(13,21),1.21483 # DEPENDENCYPART_ARC
(13,22),-0.345298 # DEPENDENCYPART_ARC
(13,23),-2.60276 # DEPENDENCYPART_ARC
(13,24),1.5839 # DEPENDENCYPART_ARC
(13,25),-2.47384 # DEPENDENCYPART_ARC
(13,26),-0.0275811 # DEPENDENCYPART_ARC
(13,27),0.441471 # DEPENDENCYPART_ARC
(14,1),-2.82441 # DEPENDENCYPART_ARC
(14,2),-3.06521 # DEPENDENCYPART_ARC
(14,3),-3.04864 # DEPENDENCYPART_ARC
(14,4),-2.59466 # DEPENDENCYPART_ARC
(14,5),-2.80159 # DEPENDENCYPART_ARC
(14,6),-2.04357 # DEPENDENCYPART_ARC
(14,7),-2.44072 # DEPENDENCYPART_ARC
(14,8),-2.29696 # DEPENDENCYPART_ARC
(14,9),-1.05414 # DEPENDENCYPART_ARC
(14,10),-0.882031 # DEPENDENCYPART_ARC
(14,11),-1.53535 # DEPENDENCYPART_ARC
(14,12),-0.216044 # DEPENDENCYPART_ARC
(14,13),-0.36644 # DEPENDENCYPART_ARC
(14,15),-0.380092 # DEPENDENCYPART_ARC
(14,16),4.5656 # DEPENDENCYPART_ARC
(14,17),-0.071887 # DEPENDENCYPART_ARC
(14,18),1.15651 # DEPENDENCYPART_ARC
(14,19),-0.472751 # DEPENDENCYPART_ARC
(14,20),-0.467819 # DEPENDENCYPART_ARC
(14,21),-2.26168 # DEPENDENCYPART_ARC
(14,22),-0.719853 # DEPENDENCYPART_ARC
(14,23),-4.10909 # DEPENDENCYPART_ARC
(14,24),-0.135009 # DEPENDENCYPART_ARC
(14,25),-3.06122 # DEPENDENCYPART_ARC
(14,26),-2.65514 # DEPENDENCYPART_ARC
(14,27),-1.18113 # DEPENDENCYPART_ARC
(15,1),-2.89305 # DEPENDENCYPART_ARC
(15,2),-4.30616 # DEPENDENCYPART_ARC
(15,3),-2.61427 # DEPENDENCYPART_ARC
(15,4),-2.17175 # DEPENDENCYPART_ARC
(15,5),-2.21567 # DEPENDENCYPART_ARC
(15,7),-2.57252 # DEPENDENCYPART_ARC
(15,8),-2.26443 # DEPENDENCYPART_ARC
(15,9),-2.08653 # DEPENDENCYPART_ARC
(15,12),-1.65721 # DEPENDENCYPART_ARC
(15,13),-0.599785 # DEPENDENCYPART_ARC
(15,14),0.385219 # DEPENDENCYPART_ARC
(15,16),2.91507 # DEPENDENCYPART_ARC
(15,17),0.165577 # DEPENDENCYPART_ARC
(15,18),-0.989202 # DEPENDENCYPART_ARC
(15,19),-1.20976 # DEPENDENCYPART_ARC
(15,20),-2.05367 # DEPENDENCYPART_ARC
(15,21),-2.99747 # DEPENDENCYPART_ARC
(15,23),-3.49706 # DEPENDENCYPART_ARC
(15,25),-4.9738 # DEPENDENCYPART_ARC
(15,26),-2.49753 # DEPENDENCYPART_ARC
(16,1),-2.81708 # DEPENDENCYPART_ARC
(16,2),-4.77015 # DEPENDENCYPART_ARC
(16,3),-3.0595 # DEPENDENCYPART_ARC
(16,4),-2.91569 # DEPENDENCYPART_ARC
(16,5),-2.66762 # DEPENDENCYPART_ARC
(16,6),-1.56663 # DEPENDENCYPART_ARC
(16,7),-3.93063 # DEPENDENCYPART_ARC
(16,8),-2.52969 # DEPENDENCYPART_ARC
(16,9),-0.989148 # DEPENDENCYPART_ARC
(16,10),-2.31287 # DEPENDENCYPART_ARC
(16,11),-2.06753 # DEPENDENCYPART_ARC
(16,12),0.232402 # DEPENDENCYPART_ARC
(16,13),-1.347 # DEPENDENCYPART_ARC
(16,14),0.0553259 # DEPENDENCYPART_ARC
(16,15),4.20869 # DEPENDENCYPART_ARC
(16,17),3.31046 # DEPENDENCYPART_ARC
(16,18),0.634729 # DEPENDENCYPART_ARC
(16,19),2.32507 # DEPENDENCYPART_ARC
(16,20),0.119752 # DEPENDENCYPART_ARC
(16,21),1.48424 # DEPENDENCYPART_ARC
(16,22),-0.384125 # DEPENDENCYPART_ARC
(16,23),-2.61261 # DEPENDENCYPART_ARC
(16,24),1.96984 # DEPENDENCYPART_ARC
(16,25),-2.81119 # DEPENDENCYPART_ARC
(16,26),-0.565913 # DEPENDENCYPART_ARC
(16,27),0.225937 # DEPENDENCYPART_ARC
(17,1),-3.28299 # DEPENDENCYPART_ARC
(17,2),-2.99695 # DEPENDENCYPART_ARC
(17,3),-3.50658 # DEPENDENCYPART_ARC
(17,4),-3.96398 # DEPENDENCYPART_ARC
(17,5),-2.87853 # DEPENDENCYPART_ARC
(17,6),-1.56866 # DEPENDENCYPART_ARC
(17,7),-2.6353 # DEPENDENCYPART_ARC
(17,8),-3.09562 # DEPENDENCYPART_ARC
(17,9),-1.70074 # DEPENDENCYPART_ARC
(17,10),-2.36558 # DEPENDENCYPART_ARC
(17,11),-3.02942 # DEPENDENCYPART_ARC
(17,12),-1.53071 # DEPENDENCYPART_ARC
(17,13),-2.18639 # DEPENDENCYPART_ARC
(17,14),-0.450268 # DEPENDENCYPART_ARC
(17,15),0.774235 # DEPENDENCYPART_ARC
(17,16),0.486778 # DEPENDENCYPART_ARC
(17,18),4.17915 # DEPENDENCYPART_ARC
(17,19),0.551914 # DEPENDENCYPART_ARC
(17,20),1.18729 # DEPENDENCYPART_ARC
(17,21),-1.60133 # DEPENDENCYPART_ARC
(17,22),-0.546717 # DEPENDENCYPART_ARC
(17,23),-6.70662 # DEPENDENCYPART_ARC
(17,24),-0.932161 # DEPENDENCYPART_ARC
(17,25),-3.2057 # DEPENDENCYPART_ARC
(17,26),-3.00823 # DEPENDENCYPART_ARC
(17,27),-1.24254 # DEPENDENCYPART_ARC
(18,1),-2.7141 # DEPENDENCYPART_ARC
(18,2),-5.28832 # DEPENDENCYPART_ARC
(18,3),-3.05772 # DEPENDENCYPART_ARC
(18,4),-2.86999 # DEPENDENCYPART_ARC
(18,5),-2.54634 # DEPENDENCYPART_ARC
(18,6),-1.78846 # DEPENDENCYPART_ARC
(18,7),-4.46834 # DEPENDENCYPART_ARC
(18,8),-2.51659 # DEPENDENCYPART_ARC
(18,9),-1.55 # DEPENDENCYPART_ARC
(18,10),-2.4481 # DEPENDENCYPART_ARC
(18,11),-2.86122 # DEPENDENCYPART_ARC
(18,12),-0.828104 # DEPENDENCYPART_ARC
(18,13),-1.8265 # DEPENDENCYPART_ARC
(18,14),-0.329181 # DEPENDENCYPART_ARC
(18,15),1.65425 # DEPENDENCYPART_ARC
(18,16),-0.476972 # DEPENDENCYPART_ARC
(18,17),0.753135 # DEPENDENCYPART_ARC
(18,19),3.13559 # DEPENDENCYPART_ARC
(18,20),1.10062 # DEPENDENCYPART_ARC
(18,21),1.82794 # DEPENDENCYPART_ARC
(18,22),-0.3596 # DEPENDENCYPART_ARC
(18,23),-2.648 # DEPENDENCYPART_ARC
(18,24),1.99204 # DEPENDENCYPART_ARC
(18,25),-2.0384 # DEPENDENCYPART_ARC
(18,26),-1.12613 # DEPENDENCYPART_ARC
(18,27),-0.299863 # DEPENDENCYPART_ARC
(19,1),-3.24547 # DEPENDENCYPART_ARC
(19,2),-2.888 # DEPENDENCYPART_ARC
(19,3),-3.31639 # DEPENDENCYPART_ARC
(19,4),-3.85271 # DEPENDENCYPART_ARC
(19,5),-2.73989 # DEPENDENCYPART_ARC
(19,6),-1.3155 # DEPENDENCYPART_ARC
(19,7),-2.60314 # DEPENDENCYPART_ARC
(19,8),-2.96272 # DEPENDENCYPART_ARC
(19,9),-1.47868 # DEPENDENCYPART_ARC
(19,10),-2.22831 # DEPENDENCYPART_ARC
(19,11),-2.86724 # DEPENDENCYPART_ARC
(19,12),-1.90811 # DEPENDENCYPART_ARC
(19,13),-2.24951 # DEPENDENCYPART_ARC
(19,14),-0.806447 # DEPENDENCYPART_ARC
(19,15),-0.17359 # DEPENDENCYPART_ARC
(19,16),-0.726089 # DEPENDENCYPART_ARC
(19,17),-0.77366 # DEPENDENCYPART_ARC
(19,18),0.126315 # DEPENDENCYPART_ARC
(19,20),4.24988 # DEPENDENCYPART_ARC
(19,21),0.977279 # DEPENDENCYPART_ARC
(19,22),-0.46962 # DEPENDENCYPART_ARC
(19,23),-5.75021 # DEPENDENCYPART_ARC
(19,24),-0.412452 # DEPENDENCYPART_ARC
(19,25),-3.20848 # DEPENDENCYPART_ARC
(19,26),-2.61462 # DEPENDENCYPART_ARC
(19,27),-1.48996 # DEPENDENCYPART_ARC
(20,1),-2.29428 # DEPENDENCYPART_ARC
(20,2),-5.83282 # DEPENDENCYPART_ARC
(20,3),-2.7772 # DEPENDENCYPART_ARC
(20,4),-2.29292 # DEPENDENCYPART_ARC
(20,5),-2.13771 # DEPENDENCYPART_ARC
(20,6),-1.66369 # DEPENDENCYPART_ARC
(20,7),-5.20658 # DEPENDENCYPART_ARC
(20,8),-2.42065 # DEPENDENCYPART_ARC
(20,9),-1.54606 # DEPENDENCYPART_ARC
(20,10),-2.32864 # DEPENDENCYPART_ARC
(20,11),-2.76781 # DEPENDENCYPART_ARC
(20,12),-1.42582 # DEPENDENCYPART_ARC
(20,13),-1.66013 # DEPENDENCYPART_ARC
(20,14),-0.164691 # DEPENDENCYPART_ARC
(20,15),1.15365 # DEPENDENCYPART_ARC
(20,16),-1.0751 # DEPENDENCYPART_ARC
(20,17),-0.161922 # DEPENDENCYPART_ARC
(20,18),0.432005 # DEPENDENCYPART_ARC
(20,19),1.51539 # DEPENDENCYPART_ARC
(20,21),3.25666 # DEPENDENCYPART_ARC
(20,22),0.131328 # DEPENDENCYPART_ARC
(20,23),-1.87898 # DEPENDENCYPART_ARC
(20,24),2.33469 # DEPENDENCYPART_ARC
(20,25),-1.39913 # DEPENDENCYPART_ARC
(20,26),-0.700751 # DEPENDENCYPART_ARC
(20,27),0.128043 # DEPENDENCYPART_ARC
(21,1),-2.41064 # DEPENDENCYPART_ARC
(21,2),-6.8263 # DEPENDENCYPART_ARC
(21,3),-2.6605 # DEPENDENCYPART_ARC
(21,4),-2.2005 # DEPENDENCYPART_ARC
(21,5),-1.62469 # DEPENDENCYPART_ARC
(21,6),-1.18131 # DEPENDENCYPART_ARC
(21,7),-6.41997 # DEPENDENCYPART_ARC
(21,8),-2.26494 # DEPENDENCYPART_ARC
(21,9),-1.67571 # DEPENDENCYPART_ARC
(21,10),-2.61236 # DEPENDENCYPART_ARC
(21,11),-1.37211 # DEPENDENCYPART_ARC
(21,12),-2.66719 # DEPENDENCYPART_ARC
(21,13),-1.51512 # DEPENDENCYPART_ARC
