# _root_ El Consell_Regulador_de_la_Denominació_d'_Origen_Empordà-Costa_Brava ha concedit el Premi_Tòria_d'_Or , creat per premiar la promoció dels vins d' aquesta denominació d' origen , al Restaurant Ca_la_Maria de Mollet_de_Peralada .
#goldHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,8,4,21,22,22,24,4,
#predictedHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,21,12,21,22,22,24,4,
(3,19),-2.87556 # DEPENDENCYPART_ARC
(3,20),-1.92218 # DEPENDENCYPART_ARC
(3,21),-1.5321 # DEPENDENCYPART_ARC
(3,22),-3.76345 # DEPENDENCYPART_ARC
(3,23),-3.31762 # DEPENDENCYPART_ARC
(3,24),-3.91946 # DEPENDENCYPART_ARC
(3,25),-3.8097 # DEPENDENCYPART_ARC
(3,26),1.58635 # DEPENDENCYPART_ARC
(4,1),0.884737 # DEPENDENCYPART_ARC
(4,2),2.90457 # DEPENDENCYPART_ARC
(4,3),6.26031 # DEPENDENCYPART_ARC
(4,5),-0.717704 # DEPENDENCYPART_ARC
(4,6),3.28594 # DEPENDENCYPART_ARC
(4,7),0.734348 # DEPENDENCYPART_ARC
(4,8),1.09204 # DEPENDENCYPART_ARC
(4,9),2.14714 # DEPENDENCYPART_ARC
(4,10),0.777864 # DEPENDENCYPART_ARC
(4,11),-3.20184 # DEPENDENCYPART_ARC
(4,12),0.490907 # DEPENDENCYPART_ARC
(4,13),-1.32288 # DEPENDENCYPART_ARC
(4,14),0.0950323 # DEPENDENCYPART_ARC
(4,15),-0.711971 # DEPENDENCYPART_ARC
(4,16),-2.95462 # DEPENDENCYPART_ARC
(4,17),0.27345 # DEPENDENCYPART_ARC
(4,18),-1.14972 # DEPENDENCYPART_ARC
(4,19),-0.335395 # DEPENDENCYPART_ARC
(4,20),-0.517554 # DEPENDENCYPART_ARC
(4,21),-0.385312 # DEPENDENCYPART_ARC
(4,22),-1.26007 # DEPENDENCYPART_ARC
(4,23),-0.719546 # DEPENDENCYPART_ARC
(4,24),-2.0068 # DEPENDENCYPART_ARC
(4,25),-1.04973 # DEPENDENCYPART_ARC
(4,26),3.84278 # DEPENDENCYPART_ARC
(5,1),-2.23306 # DEPENDENCYPART_ARC
(5,2),-2.48146 # DEPENDENCYPART_ARC
(5,6),-0.262416 # DEPENDENCYPART_ARC
(5,8),-2.57221 # DEPENDENCYPART_ARC
(5,9),-2.28382 # DEPENDENCYPART_ARC
(5,11),-3.65803 # DEPENDENCYPART_ARC
(5,12),-3.07362 # DEPENDENCYPART_ARC
(5,13),-3.02952 # DEPENDENCYPART_ARC
(5,14),-4.14944 # DEPENDENCYPART_ARC
(5,15),-3.95817 # DEPENDENCYPART_ARC
(5,16),-5.12151 # DEPENDENCYPART_ARC
(5,17),-3.79207 # DEPENDENCYPART_ARC
(5,18),-3.87444 # DEPENDENCYPART_ARC
(5,19),-4.88113 # DEPENDENCYPART_ARC
(5,21),-5.03192 # DEPENDENCYPART_ARC
(5,22),-5.09632 # DEPENDENCYPART_ARC
(5,23),-4.76815 # DEPENDENCYPART_ARC
(5,24),-4.79522 # DEPENDENCYPART_ARC
(5,25),-5.67292 # DEPENDENCYPART_ARC
(6,1),-1.29459 # DEPENDENCYPART_ARC
(6,2),-1.70154 # DEPENDENCYPART_ARC
(6,3),-1.74805 # DEPENDENCYPART_ARC
(6,4),0.158311 # DEPENDENCYPART_ARC
(6,5),3.39162 # DEPENDENCYPART_ARC
(6,7),0.848297 # DEPENDENCYPART_ARC
(6,8),2.06403 # DEPENDENCYPART_ARC
(6,9),0.221805 # DEPENDENCYPART_ARC
(6,10),1.5281 # DEPENDENCYPART_ARC
(6,11),-1.81276 # DEPENDENCYPART_ARC
(6,12),-0.550751 # DEPENDENCYPART_ARC
(6,13),-0.920393 # DEPENDENCYPART_ARC
(6,14),-0.948598 # DEPENDENCYPART_ARC
(6,15),-1.66965 # DEPENDENCYPART_ARC
(6,16),-2.57269 # DEPENDENCYPART_ARC
(6,17),-0.852078 # DEPENDENCYPART_ARC
(6,18),-2.28763 # DEPENDENCYPART_ARC
(6,19),-0.925962 # DEPENDENCYPART_ARC
(6,20),-1.0956 # DEPENDENCYPART_ARC
(6,21),-1.73653 # DEPENDENCYPART_ARC
(6,22),-1.24486 # DEPENDENCYPART_ARC
(6,23),-0.710321 # DEPENDENCYPART_ARC
(6,24),-3.38707 # DEPENDENCYPART_ARC
(6,25),-0.996521 # DEPENDENCYPART_ARC
(6,26),0.370535 # DEPENDENCYPART_ARC
(7,8),-0.0978644 # DEPENDENCYPART_ARC
(7,12),-1.90471 # DEPENDENCYPART_ARC
(7,14),-2.03541 # DEPENDENCYPART_ARC
(7,17),-2.17171 # DEPENDENCYPART_ARC
(7,19),-2.27801 # DEPENDENCYPART_ARC
(7,20),-1.34357 # DEPENDENCYPART_ARC
(8,1),-1.39332 # DEPENDENCYPART_ARC
(8,2),-2.04445 # DEPENDENCYPART_ARC
(8,3),-1.77501 # DEPENDENCYPART_ARC
(8,4),-2.15713 # DEPENDENCYPART_ARC
(8,5),0.46328 # DEPENDENCYPART_ARC
(8,6),-0.391402 # DEPENDENCYPART_ARC
(8,7),2.83058 # DEPENDENCYPART_ARC
(8,9),4.30205 # DEPENDENCYPART_ARC
(8,10),1.23582 # DEPENDENCYPART_ARC
(8,11),-1.934 # DEPENDENCYPART_ARC
(8,12),0.600728 # DEPENDENCYPART_ARC
(8,13),0.293889 # DEPENDENCYPART_ARC
(8,14),0.418955 # DEPENDENCYPART_ARC
(8,15),-0.554782 # DEPENDENCYPART_ARC
(8,16),-2.61951 # DEPENDENCYPART_ARC
(8,17),-0.0251924 # DEPENDENCYPART_ARC
(8,18),-1.13279 # DEPENDENCYPART_ARC
(8,19),0.297232 # DEPENDENCYPART_ARC
(8,20),0.645173 # DEPENDENCYPART_ARC
(8,21),-1.15548 # DEPENDENCYPART_ARC
(8,22),-0.204184 # DEPENDENCYPART_ARC
(8,23),-0.478729 # DEPENDENCYPART_ARC
(8,24),-3.23523 # DEPENDENCYPART_ARC
(8,25),-0.355063 # DEPENDENCYPART_ARC
(8,26),-0.224805 # DEPENDENCYPART_ARC
(9,1),-2.15946 # DEPENDENCYPART_ARC
(9,2),-2.58393 # DEPENDENCYPART_ARC
(9,3),-1.49646 # DEPENDENCYPART_ARC
(9,4),-2.27845 # DEPENDENCYPART_ARC
(9,5),-1.07605 # DEPENDENCYPART_ARC
(9,6),-1.76155 # DEPENDENCYPART_ARC
(9,7),0.349527 # DEPENDENCYPART_ARC
(9,8),0.132589 # DEPENDENCYPART_ARC
(9,10),4.28602 # DEPENDENCYPART_ARC
(9,11),-0.98519 # DEPENDENCYPART_ARC
(9,12),1.11655 # DEPENDENCYPART_ARC
(9,13),0.155944 # DEPENDENCYPART_ARC
(9,14),-0.576054 # DEPENDENCYPART_ARC
(9,15),-1.14998 # DEPENDENCYPART_ARC
(9,17),-2.48716 # DEPENDENCYPART_ARC
(9,18),-1.62258 # DEPENDENCYPART_ARC
(9,19),-3.81055 # DEPENDENCYPART_ARC
(9,20),-0.398151 # DEPENDENCYPART_ARC
(9,21),-2.50309 # DEPENDENCYPART_ARC
(9,22),-5.95484 # DEPENDENCYPART_ARC
(9,23),-7.88852 # DEPENDENCYPART_ARC
(9,24),-3.28561 # DEPENDENCYPART_ARC
(9,25),-8.4763 # DEPENDENCYPART_ARC
(9,26),-0.162196 # DEPENDENCYPART_ARC
(10,1),-4.77114 # DEPENDENCYPART_ARC
(10,2),-1.51234 # DEPENDENCYPART_ARC
(10,3),0.197869 # DEPENDENCYPART_ARC
(10,4),-3.22936 # DEPENDENCYPART_ARC
(10,5),-2.27728 # DEPENDENCYPART_ARC
(10,6),-1.80645 # DEPENDENCYPART_ARC
(10,7),-1.75664 # DEPENDENCYPART_ARC
(10,8),-1.69536 # DEPENDENCYPART_ARC
(10,9),-0.79353 # DEPENDENCYPART_ARC
(10,11),-1.08818 # DEPENDENCYPART_ARC
(10,12),3.43421 # DEPENDENCYPART_ARC
(10,13),0.664779 # DEPENDENCYPART_ARC
(10,14),1.70744 # DEPENDENCYPART_ARC
(10,15),0.266 # DEPENDENCYPART_ARC
(10,16),-2.75682 # DEPENDENCYPART_ARC
(10,17),0.998256 # DEPENDENCYPART_ARC
(10,18),-0.21878 # DEPENDENCYPART_ARC
(10,19),0.512032 # DEPENDENCYPART_ARC
(10,20),-0.589978 # DEPENDENCYPART_ARC
(10,21),0.232434 # DEPENDENCYPART_ARC
(10,22),-0.516823 # DEPENDENCYPART_ARC
(10,23),-0.16322 # DEPENDENCYPART_ARC
(10,24),-1.03118 # DEPENDENCYPART_ARC
(10,25),-0.469856 # DEPENDENCYPART_ARC
(10,26),2.02097 # DEPENDENCYPART_ARC
(11,1),-3.96333 # DEPENDENCYPART_ARC
(11,2),-3.44927 # DEPENDENCYPART_ARC
(11,5),-3.13554 # DEPENDENCYPART_ARC
(11,6),-2.83988 # DEPENDENCYPART_ARC
(11,8),-2.78271 # DEPENDENCYPART_ARC
(11,9),-1.80183 # DEPENDENCYPART_ARC
(11,12),2.5577 # DEPENDENCYPART_ARC
(11,13),1.1373 # DEPENDENCYPART_ARC
(11,14),-1.5004 # DEPENDENCYPART_ARC
(11,15),-1.63 # DEPENDENCYPART_ARC
(11,16),-0.141899 # DEPENDENCYPART_ARC
(11,17),-1.44314 # DEPENDENCYPART_ARC
(11,18),-2.13531 # DEPENDENCYPART_ARC
(11,19),-3.36183 # DEPENDENCYPART_ARC
(11,21),-3.08616 # DEPENDENCYPART_ARC
(11,22),-3.45921 # DEPENDENCYPART_ARC
(11,23),-3.19382 # DEPENDENCYPART_ARC
(11,24),-2.51391 # DEPENDENCYPART_ARC
(11,25),-4.13566 # DEPENDENCYPART_ARC
(12,1),-4.71485 # DEPENDENCYPART_ARC
(12,2),-2.46095 # DEPENDENCYPART_ARC
(12,3),-2.87761 # DEPENDENCYPART_ARC
(12,4),-2.43652 # DEPENDENCYPART_ARC
(12,5),-2.66409 # DEPENDENCYPART_ARC
(12,6),-2.17263 # DEPENDENCYPART_ARC
(12,7),-0.47282 # DEPENDENCYPART_ARC
(12,8),-1.85225 # DEPENDENCYPART_ARC
(12,9),-0.711136 # DEPENDENCYPART_ARC
(12,10),0.594126 # DEPENDENCYPART_ARC
(12,11),4.31533 # DEPENDENCYPART_ARC
(12,13),3.20599 # DEPENDENCYPART_ARC
(12,14),0.794317 # DEPENDENCYPART_ARC
(12,15),1.91887 # DEPENDENCYPART_ARC
(12,16),-1.35953 # DEPENDENCYPART_ARC
(12,17),1.04466 # DEPENDENCYPART_ARC
(12,18),1.22144 # DEPENDENCYPART_ARC
(12,19),0.0912169 # DEPENDENCYPART_ARC
(12,20),-0.319561 # DEPENDENCYPART_ARC
(12,21),0.315766 # DEPENDENCYPART_ARC
(12,22),-0.0770307 # DEPENDENCYPART_ARC
(12,23),0.819487 # DEPENDENCYPART_ARC
(12,24),-0.642827 # DEPENDENCYPART_ARC
(12,25),-0.0176038 # DEPENDENCYPART_ARC
(12,26),0.434571 # DEPENDENCYPART_ARC
(13,1),-2.54409 # DEPENDENCYPART_ARC
(13,2),-3.41377 # DEPENDENCYPART_ARC
(13,3),-2.63206 # DEPENDENCYPART_ARC
(13,4),-3.75217 # DEPENDENCYPART_ARC
(13,5),-1.9996 # DEPENDENCYPART_ARC
(13,6),-3.01419 # DEPENDENCYPART_ARC
(13,7),-1.63859 # DEPENDENCYPART_ARC
(13,8),-2.82683 # DEPENDENCYPART_ARC
(13,9),-1.24671 # DEPENDENCYPART_ARC
(13,10),-1.18938 # DEPENDENCYPART_ARC
(13,11),0.626651 # DEPENDENCYPART_ARC
(13,12),-0.00388956 # DEPENDENCYPART_ARC
(13,14),4.55598 # DEPENDENCYPART_ARC
(13,15),-0.105132 # DEPENDENCYPART_ARC
(13,17),-0.717763 # DEPENDENCYPART_ARC
(13,18),-1.01022 # DEPENDENCYPART_ARC
(13,19),-1.23214 # DEPENDENCYPART_ARC
(13,20),0.41596 # DEPENDENCYPART_ARC
(13,21),-0.749901 # DEPENDENCYPART_ARC
(13,22),-3.29911 # DEPENDENCYPART_ARC
(13,23),-5.65639 # DEPENDENCYPART_ARC
(13,24),-0.308358 # DEPENDENCYPART_ARC
(13,25),-5.62828 # DEPENDENCYPART_ARC
(13,26),-1.08271 # DEPENDENCYPART_ARC
(14,1),-5.02984 # DEPENDENCYPART_ARC
(14,2),-3.30512 # DEPENDENCYPART_ARC
(14,3),-2.35905 # DEPENDENCYPART_ARC
(14,4),-3.5521 # DEPENDENCYPART_ARC
(14,5),-2.94749 # DEPENDENCYPART_ARC
(14,6),-2.86521 # DEPENDENCYPART_ARC
(14,7),-1.47425 # DEPENDENCYPART_ARC
(14,8),-3.50156 # DEPENDENCYPART_ARC
(14,9),-1.43142 # DEPENDENCYPART_ARC
(14,10),-1.78055 # DEPENDENCYPART_ARC
(14,11),1.57379 # DEPENDENCYPART_ARC
(14,12),-1.23618 # DEPENDENCYPART_ARC
(14,13),0.508819 # DEPENDENCYPART_ARC
(14,15),2.37347 # DEPENDENCYPART_ARC
(14,16),-1.84213 # DEPENDENCYPART_ARC
(14,17),0.459891 # DEPENDENCYPART_ARC
(14,18),1.64689 # DEPENDENCYPART_ARC
(14,19),0.362119 # DEPENDENCYPART_ARC
(14,20),-0.200054 # DEPENDENCYPART_ARC
(14,21),-0.111644 # DEPENDENCYPART_ARC
(14,22),0.0189401 # DEPENDENCYPART_ARC
(14,23),0.780523 # DEPENDENCYPART_ARC
(14,24),0.389595 # DEPENDENCYPART_ARC
(14,25),0.155486 # DEPENDENCYPART_ARC
(14,26),-0.275977 # DEPENDENCYPART_ARC
(15,1),-2.67463 # DEPENDENCYPART_ARC
(15,2),-3.2278 # DEPENDENCYPART_ARC
(15,3),-1.79951 # DEPENDENCYPART_ARC
(15,4),-2.81659 # DEPENDENCYPART_ARC
(15,5),-2.38643 # DEPENDENCYPART_ARC
(15,6),-2.9461 # DEPENDENCYPART_ARC
(15,7),-1.92603 # DEPENDENCYPART_ARC
(15,8),-2.11537 # DEPENDENCYPART_ARC
(15,9),-1.71548 # DEPENDENCYPART_ARC
(15,10),-0.877337 # DEPENDENCYPART_ARC
(15,11),-0.570708 # DEPENDENCYPART_ARC
(15,12),-1.33878 # DEPENDENCYPART_ARC
(15,13),-0.575734 # DEPENDENCYPART_ARC
(15,14),0.0762301 # DEPENDENCYPART_ARC
(15,17),4.65945 # DEPENDENCYPART_ARC
(15,18),0.0148206 # DEPENDENCYPART_ARC
(15,19),1.77643 # DEPENDENCYPART_ARC
(15,20),0.537789 # DEPENDENCYPART_ARC
(15,21),-0.455864 # DEPENDENCYPART_ARC
(15,22),-0.60585 # DEPENDENCYPART_ARC
(15,23),-2.14668 # DEPENDENCYPART_ARC
(15,24),-0.81318 # DEPENDENCYPART_ARC
(15,25),-2.5126 # DEPENDENCYPART_ARC
(15,26),-0.988561 # DEPENDENCYPART_ARC
(16,8),-2.38768 # DEPENDENCYPART_ARC
(17,1),-7.36276 # DEPENDENCYPART_ARC
(17,2),-3.25061 # DEPENDENCYPART_ARC
(17,3),-3.65598 # DEPENDENCYPART_ARC
(17,4),-3.1697 # DEPENDENCYPART_ARC
(17,5),-5.55773 # DEPENDENCYPART_ARC
(17,6),-3.12681 # DEPENDENCYPART_ARC
(17,7),-1.32228 # DEPENDENCYPART_ARC
(17,8),-3.22527 # DEPENDENCYPART_ARC
(17,9),-2.13167 # DEPENDENCYPART_ARC
(17,10),-1.13627 # DEPENDENCYPART_ARC
(17,11),-0.115907 # DEPENDENCYPART_ARC
(17,12),-1.34878 # DEPENDENCYPART_ARC
(17,13),-0.824081 # DEPENDENCYPART_ARC
(17,14),-0.754229 # DEPENDENCYPART_ARC
(17,15),0.113308 # DEPENDENCYPART_ARC
(17,16),3.82896 # DEPENDENCYPART_ARC
(17,18),2.79781 # DEPENDENCYPART_ARC
(17,19),0.496062 # DEPENDENCYPART_ARC
(17,20),-0.143677 # DEPENDENCYPART_ARC
(17,21),-0.0328872 # DEPENDENCYPART_ARC
(17,22),-0.191636 # DEPENDENCYPART_ARC
(17,23),0.713026 # DEPENDENCYPART_ARC
(17,24),0.555378 # DEPENDENCYPART_ARC
(17,25),-0.189559 # DEPENDENCYPART_ARC
(17,26),0.029064 # DEPENDENCYPART_ARC
(18,1),-2.63777 # DEPENDENCYPART_ARC
(18,2),-2.95368 # DEPENDENCYPART_ARC
(18,3),-1.85847 # DEPENDENCYPART_ARC
(18,4),-2.70433 # DEPENDENCYPART_ARC
(18,5),-2.28836 # DEPENDENCYPART_ARC
(18,6),-2.69588 # DEPENDENCYPART_ARC
(18,7),-1.96612 # DEPENDENCYPART_ARC
(18,8),-2.10303 # DEPENDENCYPART_ARC
(18,9),-2.25337 # DEPENDENCYPART_ARC
(18,10),-0.890953 # DEPENDENCYPART_ARC
(18,11),-1.03254 # DEPENDENCYPART_ARC
(18,12),-1.36524 # DEPENDENCYPART_ARC
(18,13),-1.44443 # DEPENDENCYPART_ARC
(18,14),-1.12248 # DEPENDENCYPART_ARC
(18,15),-0.472897 # DEPENDENCYPART_ARC
(18,17),0.799419 # DEPENDENCYPART_ARC
(18,19),4.18019 # DEPENDENCYPART_ARC
(18,20),1.04332 # DEPENDENCYPART_ARC
(18,21),0.25929 # DEPENDENCYPART_ARC
(18,22),0.440238 # DEPENDENCYPART_ARC
(18,23),-1.92415 # DEPENDENCYPART_ARC
(18,24),-0.500018 # DEPENDENCYPART_ARC
(18,25),-2.10464 # DEPENDENCYPART_ARC
(18,26),-1.07309 # DEPENDENCYPART_ARC
(19,1),-7.29267 # DEPENDENCYPART_ARC
(19,2),-2.86035 # DEPENDENCYPART_ARC
(19,3),-3.05646 # DEPENDENCYPART_ARC
(19,4),-3.17136 # DEPENDENCYPART_ARC
(19,5),-5.33914 # DEPENDENCYPART_ARC
(19,6),-2.49211 # DEPENDENCYPART_ARC
(19,7),-1.37948 # DEPENDENCYPART_ARC
(19,8),-2.40605 # DEPENDENCYPART_ARC
(19,9),-1.56801 # DEPENDENCYPART_ARC
(19,10),-1.32113 # DEPENDENCYPART_ARC
(19,11),-0.172334 # DEPENDENCYPART_ARC
(19,12),-1.72326 # DEPENDENCYPART_ARC
(19,13),-0.703399 # DEPENDENCYPART_ARC
(19,14),-0.979035 # DEPENDENCYPART_ARC
(19,15),0.307499 # DEPENDENCYPART_ARC
(19,16),1.54343 # DEPENDENCYPART_ARC
(19,17),-0.118751 # DEPENDENCYPART_ARC
(19,18),1.80841 # DEPENDENCYPART_ARC
(19,20),-0.49402 # DEPENDENCYPART_ARC
(19,21),-0.279528 # DEPENDENCYPART_ARC
(19,22),0.103557 # DEPENDENCYPART_ARC
(19,23),0.181706 # DEPENDENCYPART_ARC
(19,24),0.505275 # DEPENDENCYPART_ARC
(19,25),0.092279 # DEPENDENCYPART_ARC
(19,26),-0.58018 # DEPENDENCYPART_ARC
(20,7),-1.77854 # DEPENDENCYPART_ARC
(20,8),-2.60086 # DEPENDENCYPART_ARC
(20,12),-3.10915 # DEPENDENCYPART_ARC
(20,14),-2.77954 # DEPENDENCYPART_ARC
(20,17),-2.32808 # DEPENDENCYPART_ARC
(20,19),-1.07599 # DEPENDENCYPART_ARC
(21,1),-3.68952 # DEPENDENCYPART_ARC
(21,2),-3.81321 # DEPENDENCYPART_ARC
(21,3),-3.3403 # DEPENDENCYPART_ARC
(21,4),-4.16295 # DEPENDENCYPART_ARC
(21,5),-3.32903 # DEPENDENCYPART_ARC
(21,6),-3.5742 # DEPENDENCYPART_ARC
(21,7),-1.93201 # DEPENDENCYPART_ARC
(21,8),-2.5536 # DEPENDENCYPART_ARC
(21,9),-2.70509 # DEPENDENCYPART_ARC
(21,10),-2.01237 # DEPENDENCYPART_ARC
(21,11),-1.96106 # DEPENDENCYPART_ARC
(21,12),-2.33895 # DEPENDENCYPART_ARC
(21,13),-2.94445 # DEPENDENCYPART_ARC
(21,14),-3.58507 # DEPENDENCYPART_ARC
(21,15),-1.45164 # DEPENDENCYPART_ARC
(21,17),-1.62012 # DEPENDENCYPART_ARC
(21,18),-0.587023 # DEPENDENCYPART_ARC
(21,19),-1.77682 # DEPENDENCYPART_ARC
(21,20),1.85689 # DEPENDENCYPART_ARC
(21,22),3.32199 # DEPENDENCYPART_ARC
(21,23),0.641308 # DEPENDENCYPART_ARC
(21,24),-1.14464 # DEPENDENCYPART_ARC
(21,25),-1.0367 # DEPENDENCYPART_ARC
(21,26),0.298023 # DEPENDENCYPART_ARC
(22,1),-10.8879 # DEPENDENCYPART_ARC
(22,2),-4.74886 # DEPENDENCYPART_ARC
(22,3),-5.58631 # DEPENDENCYPART_ARC
(22,4),-4.66103 # DEPENDENCYPART_ARC
(22,5),-8.90085 # DEPENDENCYPART_ARC
(22,6),-4.47263 # DEPENDENCYPART_ARC
(22,7),-3.34625 # DEPENDENCYPART_ARC
(22,8),-5.15736 # DEPENDENCYPART_ARC
(22,9),-3.80141 # DEPENDENCYPART_ARC
(22,10),-3.7886 # DEPENDENCYPART_ARC
(22,11),-3.50693 # DEPENDENCYPART_ARC
(22,12),-3.53336 # DEPENDENCYPART_ARC
(22,13),-2.79358 # DEPENDENCYPART_ARC
(22,14),-2.91642 # DEPENDENCYPART_ARC
(22,15),-2.09714 # DEPENDENCYPART_ARC
(22,16),-2.65309 # DEPENDENCYPART_ARC
(22,17),-2.97287 # DEPENDENCYPART_ARC
(22,18),-1.89774 # DEPENDENCYPART_ARC
(22,19),-2.10483 # DEPENDENCYPART_ARC
(22,20),-1.12956 # DEPENDENCYPART_ARC
(22,21),0.0944198 # DEPENDENCYPART_ARC
(22,23),3.08794 # DEPENDENCYPART_ARC
(22,24),2.02885 # DEPENDENCYPART_ARC
(22,25),1.44408 # DEPENDENCYPART_ARC
(22,26),0.544435 # DEPENDENCYPART_ARC
(23,1),-10.4031 # DEPENDENCYPART_ARC
(23,2),-3.33321 # DEPENDENCYPART_ARC
(23,3),-3.87926 # DEPENDENCYPART_ARC
(23,4),-2.88961 # DEPENDENCYPART_ARC
(23,5),-8.4146 # DEPENDENCYPART_ARC
(23,6),-2.86441 # DEPENDENCYPART_ARC
(23,7),-1.45657 # DEPENDENCYPART_ARC
(23,8),-3.12288 # DEPENDENCYPART_ARC
(23,9),-2.04825 # DEPENDENCYPART_ARC
(23,10),-2.07109 # DEPENDENCYPART_ARC
(23,11),-2.79214 # DEPENDENCYPART_ARC
(23,12),-2.02839 # DEPENDENCYPART_ARC
(23,13),-1.36134 # DEPENDENCYPART_ARC
(23,14),-1.2887 # DEPENDENCYPART_ARC
(23,15),-0.506867 # DEPENDENCYPART_ARC
(23,16),-1.95944 # DEPENDENCYPART_ARC
(23,17),-1.37727 # DEPENDENCYPART_ARC
(23,18),-0.606038 # DEPENDENCYPART_ARC
(23,19),-0.700105 # DEPENDENCYPART_ARC
(23,20),0.438638 # DEPENDENCYPART_ARC
(23,21),0.76657 # DEPENDENCYPART_ARC
