# _root_ Erica Cantonu , francouzského fotbalového reprezentanta a hráče Manchesteru United , čeká v tomto týdnu velmi nepříjemný program .
#goldHeads=2,3,12,6,6,7,3,7,8,9,3,0,12,15,13,17,18,12,0,
#predictedHeads=2,7,7,6,6,7,12,7,8,9,4,0,12,15,13,17,18,12,0,
(9,2),-4.36378 # DEPENDENCYPART_ARC
(9,4),-2.51432 # DEPENDENCYPART_ARC
(9,5),-2.23742 # DEPENDENCYPART_ARC
(9,6),-3.11909 # DEPENDENCYPART_ARC
(9,7),0.0934132 # DEPENDENCYPART_ARC
(9,8),-0.146293 # DEPENDENCYPART_ARC
(9,10),2.15239 # DEPENDENCYPART_ARC
(9,11),-0.783401 # DEPENDENCYPART_ARC
(9,12),-2.17363 # DEPENDENCYPART_ARC
(9,13),-2.15941 # DEPENDENCYPART_ARC
(9,14),-1.10645 # DEPENDENCYPART_ARC
(9,15),-2.64037 # DEPENDENCYPART_ARC
(9,16),-0.709855 # DEPENDENCYPART_ARC
(9,17),-3.73955 # DEPENDENCYPART_ARC
(9,18),-2.6007 # DEPENDENCYPART_ARC
(10,1),0.979849 # DEPENDENCYPART_ARC
(10,2),-1.07343 # DEPENDENCYPART_ARC
(10,3),-0.417995 # DEPENDENCYPART_ARC
(10,4),0.0571344 # DEPENDENCYPART_ARC
(10,5),0.48185 # DEPENDENCYPART_ARC
(10,6),-0.308391 # DEPENDENCYPART_ARC
(10,7),0.140461 # DEPENDENCYPART_ARC
(10,8),0.658883 # DEPENDENCYPART_ARC
(10,9),0.680048 # DEPENDENCYPART_ARC
(10,11),-0.347218 # DEPENDENCYPART_ARC
(10,12),-1.95532 # DEPENDENCYPART_ARC
(10,13),-2.40385 # DEPENDENCYPART_ARC
(10,14),-2.20672 # DEPENDENCYPART_ARC
(10,15),-2.54141 # DEPENDENCYPART_ARC
(10,18),-2.02932 # DEPENDENCYPART_ARC
(11,1),0.551011 # DEPENDENCYPART_ARC
(11,2),-0.171377 # DEPENDENCYPART_ARC
(11,3),0.153945 # DEPENDENCYPART_ARC
(11,5),-0.619144 # DEPENDENCYPART_ARC
(11,6),0.147229 # DEPENDENCYPART_ARC
(11,7),-0.341018 # DEPENDENCYPART_ARC
(11,8),0.578179 # DEPENDENCYPART_ARC
(11,9),0.0291056 # DEPENDENCYPART_ARC
(11,10),-0.117019 # DEPENDENCYPART_ARC
(11,12),0.323338 # DEPENDENCYPART_ARC
(11,13),-0.749221 # DEPENDENCYPART_ARC
(11,15),-1.59348 # DEPENDENCYPART_ARC
(11,16),-0.324111 # DEPENDENCYPART_ARC
(11,17),0.581914 # DEPENDENCYPART_ARC
(12,1),1.06102 # DEPENDENCYPART_ARC
(12,2),-0.707052 # DEPENDENCYPART_ARC
(12,3),-0.57764 # DEPENDENCYPART_ARC
(12,4),-2.87155 # DEPENDENCYPART_ARC
(12,6),-0.821217 # DEPENDENCYPART_ARC
(12,7),-0.307759 # DEPENDENCYPART_ARC
(12,8),0.858176 # DEPENDENCYPART_ARC
(12,9),-1.69584 # DEPENDENCYPART_ARC
(12,10),-0.590339 # DEPENDENCYPART_ARC
(12,11),0.039464 # DEPENDENCYPART_ARC
(12,13),2.83546 # DEPENDENCYPART_ARC
(12,14),-0.548989 # DEPENDENCYPART_ARC
(12,15),1.47561 # DEPENDENCYPART_ARC
(12,16),0.378955 # DEPENDENCYPART_ARC
(12,17),0.488881 # DEPENDENCYPART_ARC
(12,18),1.71637 # DEPENDENCYPART_ARC
(12,19),0.31111 # DEPENDENCYPART_ARC
(13,11),-1.12475 # DEPENDENCYPART_ARC
(13,14),2.39696 # DEPENDENCYPART_ARC
(13,15),4.73432 # DEPENDENCYPART_ARC
(13,16),-0.547664 # DEPENDENCYPART_ARC
(13,17),-2.78324 # DEPENDENCYPART_ARC
(13,18),-1.84566 # DEPENDENCYPART_ARC
(14,10),-2.77402 # DEPENDENCYPART_ARC
(14,15),-0.959559 # DEPENDENCYPART_ARC
(14,16),-1.15165 # DEPENDENCYPART_ARC
(14,17),-2.58152 # DEPENDENCYPART_ARC
(14,18),-2.44781 # DEPENDENCYPART_ARC
(15,10),-0.329692 # DEPENDENCYPART_ARC
(15,13),0.710131 # DEPENDENCYPART_ARC
(15,14),5.40647 # DEPENDENCYPART_ARC
(15,16),-0.464277 # DEPENDENCYPART_ARC
(15,17),-2.0154 # DEPENDENCYPART_ARC
(15,18),-1.33777 # DEPENDENCYPART_ARC
(15,19),-1.15332 # DEPENDENCYPART_ARC
(16,13),-0.588478 # DEPENDENCYPART_ARC
(16,14),-0.47529 # DEPENDENCYPART_ARC
(16,15),-0.721112 # DEPENDENCYPART_ARC
(16,17),-0.448253 # DEPENDENCYPART_ARC
(16,18),-0.455271 # DEPENDENCYPART_ARC
(16,19),-0.375923 # DEPENDENCYPART_ARC
(17,13),0.155195 # DEPENDENCYPART_ARC
(17,14),-1.95927 # DEPENDENCYPART_ARC
(17,15),-2.56779 # DEPENDENCYPART_ARC
(17,16),2.04224 # DEPENDENCYPART_ARC
(17,18),-0.895423 # DEPENDENCYPART_ARC
(17,19),-0.464645 # DEPENDENCYPART_ARC
(18,10),-0.620177 # DEPENDENCYPART_ARC
(18,11),-0.353121 # DEPENDENCYPART_ARC
(18,13),-0.0545485 # DEPENDENCYPART_ARC
(18,14),-0.0579977 # DEPENDENCYPART_ARC
(18,15),-2.95609 # DEPENDENCYPART_ARC
(18,16),0.671889 # DEPENDENCYPART_ARC
(18,17),3.63502 # DEPENDENCYPART_ARC
(18,19),0.573411 # DEPENDENCYPART_ARC
