# _root_ Významnou funkcionalistickou stavbu , která vyhořela v roce 1974 , rekonstruovala Národní galerie v letech 1987 až 1993 .
#goldHeads=3,3,11,6,6,3,6,7,8,6,0,13,11,11,14,17,15,17,0,
#predictedHeads=3,3,11,6,6,3,6,7,8,6,0,13,11,13,14,17,15,17,0,
(9,2),-0.697786 # DEPENDENCYPART_ARC
(9,3),-1.03377 # DEPENDENCYPART_ARC
(9,4),-0.540708 # DEPENDENCYPART_ARC
(9,5),0.277282 # DEPENDENCYPART_ARC
(9,7),-0.267888 # DEPENDENCYPART_ARC
(9,8),0.0678292 # DEPENDENCYPART_ARC
(9,10),-0.560918 # DEPENDENCYPART_ARC
(9,11),-1.28008 # DEPENDENCYPART_ARC
(9,13),-1.11863 # DEPENDENCYPART_ARC
(10,1),-1.07654 # DEPENDENCYPART_ARC
(10,3),-0.967518 # DEPENDENCYPART_ARC
(10,4),-0.18195 # DEPENDENCYPART_ARC
(10,5),-0.305131 # DEPENDENCYPART_ARC
(10,6),0.279127 # DEPENDENCYPART_ARC
(10,7),0.040971 # DEPENDENCYPART_ARC
(10,8),0.54663 # DEPENDENCYPART_ARC
(10,9),-0.684558 # DEPENDENCYPART_ARC
(10,11),0.167758 # DEPENDENCYPART_ARC
(10,12),-0.577739 # DEPENDENCYPART_ARC
(10,13),-1.33977 # DEPENDENCYPART_ARC
(10,14),-0.947507 # DEPENDENCYPART_ARC
(10,15),-1.73717 # DEPENDENCYPART_ARC
(10,16),-0.963217 # DEPENDENCYPART_ARC
(10,17),-1.33139 # DEPENDENCYPART_ARC
(10,18),-1.42523 # DEPENDENCYPART_ARC
(11,1),-2.44992 # DEPENDENCYPART_ARC
(11,2),-2.86548 # DEPENDENCYPART_ARC
(11,3),-0.215073 # DEPENDENCYPART_ARC
(11,4),0.702372 # DEPENDENCYPART_ARC
(11,5),1.2373 # DEPENDENCYPART_ARC
(11,6),-1.78436 # DEPENDENCYPART_ARC
(11,7),0.701551 # DEPENDENCYPART_ARC
(11,8),0.0244697 # DEPENDENCYPART_ARC
(11,9),0.0347643 # DEPENDENCYPART_ARC
(11,10),0.117468 # DEPENDENCYPART_ARC
(11,12),1.19365 # DEPENDENCYPART_ARC
(11,13),3.66184 # DEPENDENCYPART_ARC
(11,14),1.35731 # DEPENDENCYPART_ARC
(11,15),-0.737722 # DEPENDENCYPART_ARC
(11,16),0.314481 # DEPENDENCYPART_ARC
(11,17),0.166516 # DEPENDENCYPART_ARC
(11,18),-0.753487 # DEPENDENCYPART_ARC
(11,19),-0.180452 # DEPENDENCYPART_ARC
(12,9),-0.63905 # DEPENDENCYPART_ARC
(12,13),-0.302019 # DEPENDENCYPART_ARC
(12,14),-0.159401 # DEPENDENCYPART_ARC
(12,15),-1.20863 # DEPENDENCYPART_ARC
(12,16),-0.995435 # DEPENDENCYPART_ARC
(12,17),-0.485034 # DEPENDENCYPART_ARC
(13,1),-2.59028 # DEPENDENCYPART_ARC
(13,5),-0.777271 # DEPENDENCYPART_ARC
(13,7),-1.19046 # DEPENDENCYPART_ARC
(13,8),-3.49755 # DEPENDENCYPART_ARC
(13,9),-0.0347647 # DEPENDENCYPART_ARC
(13,10),-1.07811 # DEPENDENCYPART_ARC
(13,11),-2.89563 # DEPENDENCYPART_ARC
(13,12),4.79067 # DEPENDENCYPART_ARC
(13,14),1.91648 # DEPENDENCYPART_ARC
(13,15),-0.0689575 # DEPENDENCYPART_ARC
(13,16),0.106918 # DEPENDENCYPART_ARC
(13,17),-0.193944 # DEPENDENCYPART_ARC
(13,18),-0.326179 # DEPENDENCYPART_ARC
(13,19),-1.09067 # DEPENDENCYPART_ARC
(14,13),-3.08993 # DEPENDENCYPART_ARC
(14,15),4.28012 # DEPENDENCYPART_ARC
(14,16),-0.727851 # DEPENDENCYPART_ARC
(14,17),-0.865119 # DEPENDENCYPART_ARC
(15,12),-3.35363 # DEPENDENCYPART_ARC
(15,13),-3.51087 # DEPENDENCYPART_ARC
(15,14),0.4617 # DEPENDENCYPART_ARC
(15,16),1.49232 # DEPENDENCYPART_ARC
(15,17),1.34474 # DEPENDENCYPART_ARC
(15,18),-0.185303 # DEPENDENCYPART_ARC
(15,19),-0.403603 # DEPENDENCYPART_ARC
(16,12),-0.880411 # DEPENDENCYPART_ARC
(16,13),-1.33573 # DEPENDENCYPART_ARC
(16,14),-0.921636 # DEPENDENCYPART_ARC
(16,15),-0.171313 # DEPENDENCYPART_ARC
(16,17),-0.398798 # DEPENDENCYPART_ARC
(16,18),0.42781 # DEPENDENCYPART_ARC
(16,19),-0.509188 # DEPENDENCYPART_ARC
(17,1),-2.40898 # DEPENDENCYPART_ARC
(17,3),-1.59364 # DEPENDENCYPART_ARC
(17,4),-2.8715 # DEPENDENCYPART_ARC
(17,5),-0.240613 # DEPENDENCYPART_ARC
(17,6),-2.01221 # DEPENDENCYPART_ARC
(17,7),-1.31438 # DEPENDENCYPART_ARC
(17,8),-0.676114 # DEPENDENCYPART_ARC
(17,9),0.83763 # DEPENDENCYPART_ARC
(17,10),-0.84732 # DEPENDENCYPART_ARC
(17,11),-0.851084 # DEPENDENCYPART_ARC
(17,12),-0.775529 # DEPENDENCYPART_ARC
(17,13),-0.100548 # DEPENDENCYPART_ARC
(17,14),-0.123147 # DEPENDENCYPART_ARC
(17,15),0.427447 # DEPENDENCYPART_ARC
(17,16),3.60278 # DEPENDENCYPART_ARC
(17,18),2.88841 # DEPENDENCYPART_ARC
(17,19),0.726722 # DEPENDENCYPART_ARC
(18,12),-0.341465 # DEPENDENCYPART_ARC
(18,14),-0.64355 # DEPENDENCYPART_ARC
(18,15),-0.717121 # DEPENDENCYPART_ARC
(18,16),0.347705 # DEPENDENCYPART_ARC
(18,17),0.779886 # DEPENDENCYPART_ARC
(18,19),-0.108235 # DEPENDENCYPART_ARC
(19,18),-2.44173 # DEPENDENCYPART_ARC
