# _root_ Poválečný vývoj navíc v Německu ovlivnily značné migrační abnormality , které vyplývaly z odsunu Němců z východní Evropy , z exodu východních Němců na západ a nově nyní z přílivu etnických Němců z Východu a uprchlíků .
#goldHeads=2,6,6,6,4,0,9,9,6,26,12,26,19,13,14,14,18,16,12,19,20,23,21,21,24,9,26,26,26,29,32,35,32,33,30,35,0,
#predictedHeads=2,6,6,6,4,0,9,9,6,12,12,9,12,13,14,12,18,16,12,19,20,23,21,21,24,24,28,26,26,29,32,30,30,35,33,35,0,
(4,5),4.99996 # DEPENDENCYPART_ARC
(4,7),-3.53827 # DEPENDENCYPART_ARC
(4,9),-3.97159 # DEPENDENCYPART_ARC
(5,1),-3.19239 # DEPENDENCYPART_ARC
(5,2),-3.07843 # DEPENDENCYPART_ARC
(5,3),0.724032 # DEPENDENCYPART_ARC
(5,6),-1.96087 # DEPENDENCYPART_ARC
(5,7),-5.27829 # DEPENDENCYPART_ARC
(5,9),-3.37545 # DEPENDENCYPART_ARC
(6,1),-2.93663 # DEPENDENCYPART_ARC
(6,2),1.34165 # DEPENDENCYPART_ARC
(6,3),2.30291 # DEPENDENCYPART_ARC
(6,4),2.4047 # DEPENDENCYPART_ARC
(6,5),-1.04808 # DEPENDENCYPART_ARC
(6,7),1.76795 # DEPENDENCYPART_ARC
(6,8),-0.154295 # DEPENDENCYPART_ARC
(6,9),2.676 # DEPENDENCYPART_ARC
(6,10),0.202311 # DEPENDENCYPART_ARC
(6,12),-2.07866 # DEPENDENCYPART_ARC
(6,13),0.192453 # DEPENDENCYPART_ARC
(6,14),-3.19767 # DEPENDENCYPART_ARC
(6,15),-2.24799 # DEPENDENCYPART_ARC
(6,16),0.197071 # DEPENDENCYPART_ARC
(6,18),-3.47429 # DEPENDENCYPART_ARC
(6,19),-0.423952 # DEPENDENCYPART_ARC
(6,20),-0.688982 # DEPENDENCYPART_ARC
(6,21),-4.26032 # DEPENDENCYPART_ARC
(6,23),-3.39681 # DEPENDENCYPART_ARC
(6,24),-0.468804 # DEPENDENCYPART_ARC
(6,26),-0.784502 # DEPENDENCYPART_ARC
(6,27),-0.973982 # DEPENDENCYPART_ARC
(6,28),-0.794268 # DEPENDENCYPART_ARC
(6,30),-4.97956 # DEPENDENCYPART_ARC
(6,35),-0.908415 # DEPENDENCYPART_ARC
(7,3),-1.53287 # DEPENDENCYPART_ARC
(7,4),-0.602809 # DEPENDENCYPART_ARC
(7,6),-2.06521 # DEPENDENCYPART_ARC
(7,8),-0.434753 # DEPENDENCYPART_ARC
(7,9),-0.555889 # DEPENDENCYPART_ARC
(7,10),-0.443763 # DEPENDENCYPART_ARC
(7,12),-2.3645 # DEPENDENCYPART_ARC
(7,13),-1.01031 # DEPENDENCYPART_ARC
(8,4),-0.738813 # DEPENDENCYPART_ARC
(8,7),-1.41425 # DEPENDENCYPART_ARC
(9,1),-4.82999 # DEPENDENCYPART_ARC
(9,3),-0.627125 # DEPENDENCYPART_ARC
(9,4),-0.904156 # DEPENDENCYPART_ARC
(9,5),-2.9728 # DEPENDENCYPART_ARC
(9,7),4.76005 # DEPENDENCYPART_ARC
(9,8),5.11524 # DEPENDENCYPART_ARC
(9,10),-0.00393181 # DEPENDENCYPART_ARC
(9,11),-0.194028 # DEPENDENCYPART_ARC
(9,12),1.47257 # DEPENDENCYPART_ARC
(9,13),-0.394852 # DEPENDENCYPART_ARC
(9,14),-0.477518 # DEPENDENCYPART_ARC
(9,16),-0.266998 # DEPENDENCYPART_ARC
(9,17),-3.08473 # DEPENDENCYPART_ARC
(9,26),-0.11069 # DEPENDENCYPART_ARC
(10,2),-2.40103 # DEPENDENCYPART_ARC
(10,6),-0.547657 # DEPENDENCYPART_ARC
(10,7),-0.949141 # DEPENDENCYPART_ARC
(10,9),-1.14428 # DEPENDENCYPART_ARC
(10,12),-0.143698 # DEPENDENCYPART_ARC
(10,13),-2.02691 # DEPENDENCYPART_ARC
(10,19),-1.33286 # DEPENDENCYPART_ARC
(11,10),-0.263977 # DEPENDENCYPART_ARC
(11,15),-1.70158 # DEPENDENCYPART_ARC
(12,1),-4.04086 # DEPENDENCYPART_ARC
(12,2),-0.633318 # DEPENDENCYPART_ARC
(12,3),0.492042 # DEPENDENCYPART_ARC
(12,4),-0.259467 # DEPENDENCYPART_ARC
(12,5),-3.19972 # DEPENDENCYPART_ARC
(12,6),-2.61218 # DEPENDENCYPART_ARC
(12,7),-1.7433 # DEPENDENCYPART_ARC
(12,8),-1.61067 # DEPENDENCYPART_ARC
(12,9),-0.12538 # DEPENDENCYPART_ARC
(12,10),1.98106 # DEPENDENCYPART_ARC
(12,11),2.72449 # DEPENDENCYPART_ARC
(12,13),2.28727 # DEPENDENCYPART_ARC
(12,14),-0.690016 # DEPENDENCYPART_ARC
(12,15),0.226755 # DEPENDENCYPART_ARC
(12,16),1.24522 # DEPENDENCYPART_ARC
(12,17),-3.55628 # DEPENDENCYPART_ARC
(12,18),-2.55464 # DEPENDENCYPART_ARC
(12,19),1.03966 # DEPENDENCYPART_ARC
(12,20),-0.130857 # DEPENDENCYPART_ARC
(12,21),-3.28366 # DEPENDENCYPART_ARC
(12,22),-3.15444 # DEPENDENCYPART_ARC
(12,23),-2.1898 # DEPENDENCYPART_ARC
(12,24),0.724168 # DEPENDENCYPART_ARC
(12,25),-1.42825 # DEPENDENCYPART_ARC
(12,26),0.185166 # DEPENDENCYPART_ARC
(12,27),-0.526962 # DEPENDENCYPART_ARC
(12,28),-0.0216967 # DEPENDENCYPART_ARC
(12,29),-0.762855 # DEPENDENCYPART_ARC
(12,30),-4.35438 # DEPENDENCYPART_ARC
(12,32),-3.55438 # DEPENDENCYPART_ARC
(12,33),-0.55882 # DEPENDENCYPART_ARC
(12,34),-4.19609 # DEPENDENCYPART_ARC
(12,35),-0.633596 # DEPENDENCYPART_ARC
(12,36),-4.20552 # DEPENDENCYPART_ARC
(13,10),-0.902008 # DEPENDENCYPART_ARC
(13,14),3.45794 # DEPENDENCYPART_ARC
(13,15),1.26244 # DEPENDENCYPART_ARC
(14,11),-5.16263 # DEPENDENCYPART_ARC
(14,13),0.943769 # DEPENDENCYPART_ARC
(14,15),3.3318 # DEPENDENCYPART_ARC
(14,16),1.19827 # DEPENDENCYPART_ARC
(14,17),-1.44032 # DEPENDENCYPART_ARC
(14,18),1.3136 # DEPENDENCYPART_ARC
(14,20),-0.526328 # DEPENDENCYPART_ARC
(14,22),-1.83548 # DEPENDENCYPART_ARC
(14,24),-0.371806 # DEPENDENCYPART_ARC
(14,26),-0.677872 # DEPENDENCYPART_ARC
(14,33),-1.07466 # DEPENDENCYPART_ARC
(15,11),-4.10499 # DEPENDENCYPART_ARC
(15,13),-0.317953 # DEPENDENCYPART_ARC
(15,14),0.520557 # DEPENDENCYPART_ARC
(15,16),1.11089 # DEPENDENCYPART_ARC
(15,17),-1.97922 # DEPENDENCYPART_ARC
(15,18),0.511943 # DEPENDENCYPART_ARC
(15,19),-0.130033 # DEPENDENCYPART_ARC
(15,20),-0.539485 # DEPENDENCYPART_ARC
(15,22),0.101268 # DEPENDENCYPART_ARC
(15,24),-1.78283 # DEPENDENCYPART_ARC
(15,31),-0.645348 # DEPENDENCYPART_ARC
(16,14),-0.829982 # DEPENDENCYPART_ARC
(16,15),-2.30368 # DEPENDENCYPART_ARC
(16,17),0.559501 # DEPENDENCYPART_ARC
(16,18),3.71461 # DEPENDENCYPART_ARC
(16,19),-0.298064 # DEPENDENCYPART_ARC
(16,21),0.102929 # DEPENDENCYPART_ARC
(18,11),-5.08409 # DEPENDENCYPART_ARC
(18,13),-0.477304 # DEPENDENCYPART_ARC
(18,14),-1.58528 # DEPENDENCYPART_ARC
(18,15),-0.973549 # DEPENDENCYPART_ARC
(18,16),-0.682504 # DEPENDENCYPART_ARC
(18,17),5.39859 # DEPENDENCYPART_ARC
(18,19),-1.43369 # DEPENDENCYPART_ARC
(18,20),-1.65744 # DEPENDENCYPART_ARC
(18,21),-1.739 # DEPENDENCYPART_ARC
(18,22),-2.38736 # DEPENDENCYPART_ARC
(18,23),-3.39071 # DEPENDENCYPART_ARC
(18,26),-0.901306 # DEPENDENCYPART_ARC
(19,1),-1.3095 # DEPENDENCYPART_ARC
(19,2),-2.20544 # DEPENDENCYPART_ARC
(19,3),-0.298046 # DEPENDENCYPART_ARC
(19,4),0.318278 # DEPENDENCYPART_ARC
(19,6),0.232284 # DEPENDENCYPART_ARC
(19,7),-0.437357 # DEPENDENCYPART_ARC
(19,9),-0.714276 # DEPENDENCYPART_ARC
(19,10),0.313152 # DEPENDENCYPART_ARC
(19,11),-0.181045 # DEPENDENCYPART_ARC
(19,12),0.509649 # DEPENDENCYPART_ARC
(19,13),1.24392 # DEPENDENCYPART_ARC
(19,14),0.752106 # DEPENDENCYPART_ARC
(19,15),0.253144 # DEPENDENCYPART_ARC
(19,16),0.81292 # DEPENDENCYPART_ARC
(19,17),0.63086 # DEPENDENCYPART_ARC
(19,18),-0.00250322 # DEPENDENCYPART_ARC
(19,20),0.775476 # DEPENDENCYPART_ARC
(19,21),0.68537 # DEPENDENCYPART_ARC
(19,22),0.0429646 # DEPENDENCYPART_ARC
(19,23),0.272867 # DEPENDENCYPART_ARC
(19,24),0.308447 # DEPENDENCYPART_ARC
(19,25),-0.374454 # DEPENDENCYPART_ARC
(19,26),0.0353935 # DEPENDENCYPART_ARC
(19,27),0.08714 # DEPENDENCYPART_ARC
(19,28),-0.0632956 # DEPENDENCYPART_ARC
(19,29),-0.393161 # DEPENDENCYPART_ARC
(19,35),-0.654183 # DEPENDENCYPART_ARC
(20,18),-2.74704 # DEPENDENCYPART_ARC
(20,19),0.423673 # DEPENDENCYPART_ARC
(20,21),3.18748 # DEPENDENCYPART_ARC
(20,22),-0.069077 # DEPENDENCYPART_ARC
(20,23),0.075397 # DEPENDENCYPART_ARC
(20,25),-4.02749 # DEPENDENCYPART_ARC
(21,16),-1.36097 # DEPENDENCYPART_ARC
(21,17),-0.296234 # DEPENDENCYPART_ARC
(21,20),0.450096 # DEPENDENCYPART_ARC
(21,22),0.420877 # DEPENDENCYPART_ARC
(21,23),2.73255 # DEPENDENCYPART_ARC
(21,24),1.01487 # DEPENDENCYPART_ARC
(21,25),-2.95243 # DEPENDENCYPART_ARC
(21,26),0.350998 # DEPENDENCYPART_ARC
(21,27),-0.366894 # DEPENDENCYPART_ARC
(21,29),-0.908125 # DEPENDENCYPART_ARC
(21,31),-1.80882 # DEPENDENCYPART_ARC
(21,32),-0.40088 # DEPENDENCYPART_ARC
(21,33),-0.170714 # DEPENDENCYPART_ARC
(21,35),-0.265789 # DEPENDENCYPART_ARC
(22,20),-0.174116 # DEPENDENCYPART_ARC
(22,21),-1.05237 # DEPENDENCYPART_ARC
(22,23),0.877833 # DEPENDENCYPART_ARC
(22,24),0.100714 # DEPENDENCYPART_ARC
(22,25),-2.55808 # DEPENDENCYPART_ARC
(23,17),-1.77887 # DEPENDENCYPART_ARC
(23,18),-5.1409 # DEPENDENCYPART_ARC
(23,21),-0.799397 # DEPENDENCYPART_ARC
(23,22),4.93283 # DEPENDENCYPART_ARC
(23,24),-0.168108 # DEPENDENCYPART_ARC
(23,25),-4.27126 # DEPENDENCYPART_ARC
(23,26),-0.162636 # DEPENDENCYPART_ARC
(23,29),-1.4084 # DEPENDENCYPART_ARC
(23,31),-0.208729 # DEPENDENCYPART_ARC
(23,33),-1.28036 # DEPENDENCYPART_ARC
(24,23),-2.58342 # DEPENDENCYPART_ARC
(24,25),4.40885 # DEPENDENCYPART_ARC
(24,26),0.402466 # DEPENDENCYPART_ARC
(24,30),-3.41339 # DEPENDENCYPART_ARC
(25,22),-3.74043 # DEPENDENCYPART_ARC
(25,24),0.748945 # DEPENDENCYPART_ARC
(26,2),-1.95334 # DEPENDENCYPART_ARC
(26,3),-1.45228 # DEPENDENCYPART_ARC
(26,4),-1.3134 # DEPENDENCYPART_ARC
(26,5),-0.476948 # DEPENDENCYPART_ARC
(26,6),0.0156855 # DEPENDENCYPART_ARC
(26,9),-0.194976 # DEPENDENCYPART_ARC
(26,10),0.727244 # DEPENDENCYPART_ARC
(26,11),-0.219955 # DEPENDENCYPART_ARC
(26,12),1.13805 # DEPENDENCYPART_ARC
(26,13),-0.429819 # DEPENDENCYPART_ARC
(26,14),0.728149 # DEPENDENCYPART_ARC
(26,15),0.0752669 # DEPENDENCYPART_ARC
(26,16),-0.128833 # DEPENDENCYPART_ARC
(26,17),-0.180525 # DEPENDENCYPART_ARC
(26,18),0.642768 # DEPENDENCYPART_ARC
(26,19),1.12347 # DEPENDENCYPART_ARC
(26,20),0.528689 # DEPENDENCYPART_ARC
(26,21),1.11606 # DEPENDENCYPART_ARC
(26,22),0.376385 # DEPENDENCYPART_ARC
(26,23),1.11552 # DEPENDENCYPART_ARC
(26,24),0.525977 # DEPENDENCYPART_ARC
(26,25),1.75344 # DEPENDENCYPART_ARC
(26,27),1.22077 # DEPENDENCYPART_ARC
(26,28),0.76156 # DEPENDENCYPART_ARC
(26,29),1.15936 # DEPENDENCYPART_ARC
(26,30),1.08397 # DEPENDENCYPART_ARC
(26,31),1.07161 # DEPENDENCYPART_ARC
(26,32),1.46185 # DEPENDENCYPART_ARC
(26,33),0.510073 # DEPENDENCYPART_ARC
(26,34),0.322614 # DEPENDENCYPART_ARC
(26,35),0.345229 # DEPENDENCYPART_ARC
(26,36),0.255665 # DEPENDENCYPART_ARC
(26,37),-0.246252 # DEPENDENCYPART_ARC
(27,28),0.495982 # DEPENDENCYPART_ARC
(27,29),0.0304971 # DEPENDENCYPART_ARC
(27,30),-0.318138 # DEPENDENCYPART_ARC
(27,32),-0.789401 # DEPENDENCYPART_ARC
(27,36),-1.76514 # DEPENDENCYPART_ARC
(28,25),-0.589819 # DEPENDENCYPART_ARC
(28,27),1.37156 # DEPENDENCYPART_ARC
(28,29),-0.180642 # DEPENDENCYPART_ARC
(28,30),-0.773712 # DEPENDENCYPART_ARC
(28,31),-1.06129 # DEPENDENCYPART_ARC
(28,32),-1.47598 # DEPENDENCYPART_ARC
(29,28),-0.760815 # DEPENDENCYPART_ARC
(29,30),3.36372 # DEPENDENCYPART_ARC
(29,31),-0.241928 # DEPENDENCYPART_ARC
(29,32),0.401341 # DEPENDENCYPART_ARC
(29,34),-1.10633 # DEPENDENCYPART_ARC
(29,35),0.587602 # DEPENDENCYPART_ARC
(30,27),-0.305013 # DEPENDENCYPART_ARC
(30,28),0.273002 # DEPENDENCYPART_ARC
(30,29),0.933306 # DEPENDENCYPART_ARC
(30,31),0.413646 # DEPENDENCYPART_ARC
(30,32),2.81531 # DEPENDENCYPART_ARC
(30,33),1.2891 # DEPENDENCYPART_ARC
(30,34),1.00446 # DEPENDENCYPART_ARC
(30,35),0.668303 # DEPENDENCYPART_ARC
(30,36),-0.908913 # DEPENDENCYPART_ARC
(31,27),0.131783 # DEPENDENCYPART_ARC
(31,28),-1.13181 # DEPENDENCYPART_ARC
(31,29),-0.231899 # DEPENDENCYPART_ARC
(31,30),-1.06341 # DEPENDENCYPART_ARC
(31,32),0.968585 # DEPENDENCYPART_ARC
(31,33),0.47406 # DEPENDENCYPART_ARC
(31,34),-1.97493 # DEPENDENCYPART_ARC
(31,36),-3.07506 # DEPENDENCYPART_ARC
(32,27),-0.524373 # DEPENDENCYPART_ARC
(32,28),0.0628464 # DEPENDENCYPART_ARC
(32,30),-0.797966 # DEPENDENCYPART_ARC
(32,31),4.93426 # DEPENDENCYPART_ARC
(32,33),1.0766 # DEPENDENCYPART_ARC
(32,34),0.5907 # DEPENDENCYPART_ARC
(32,35),-0.192664 # DEPENDENCYPART_ARC
(32,36),-1.43921 # DEPENDENCYPART_ARC
(33,32),-3.43589 # DEPENDENCYPART_ARC
(33,34),3.81246 # DEPENDENCYPART_ARC
(33,35),1.49423 # DEPENDENCYPART_ARC
(33,36),-0.690594 # DEPENDENCYPART_ARC
(34,31),-3.51513 # DEPENDENCYPART_ARC
(34,33),-0.749917 # DEPENDENCYPART_ARC
(34,36),-0.412144 # DEPENDENCYPART_ARC
(35,2),-3.1097 # DEPENDENCYPART_ARC
(35,5),-1.13856 # DEPENDENCYPART_ARC
(35,6),-1.31479 # DEPENDENCYPART_ARC
(35,9),-0.520558 # DEPENDENCYPART_ARC
(35,10),-1.24205 # DEPENDENCYPART_ARC
(35,12),-0.435673 # DEPENDENCYPART_ARC
(35,14),0.144343 # DEPENDENCYPART_ARC
(35,15),-0.440209 # DEPENDENCYPART_ARC
(35,16),-1.45958 # DEPENDENCYPART_ARC
(35,18),0.148338 # DEPENDENCYPART_ARC
(35,19),-0.429805 # DEPENDENCYPART_ARC
(35,20),-1.24895 # DEPENDENCYPART_ARC
(35,21),0.688942 # DEPENDENCYPART_ARC
(35,23),-0.266919 # DEPENDENCYPART_ARC
(35,25),1.74169 # DEPENDENCYPART_ARC
(35,27),0.256956 # DEPENDENCYPART_ARC
(35,28),-0.0329107 # DEPENDENCYPART_ARC
(35,29),-0.829077 # DEPENDENCYPART_ARC
(35,30),1.69643 # DEPENDENCYPART_ARC
(35,31),0.986513 # DEPENDENCYPART_ARC
(35,32),1.06668 # DEPENDENCYPART_ARC
(35,33),-0.158658 # DEPENDENCYPART_ARC
(35,34),5.00615 # DEPENDENCYPART_ARC
(35,36),3.45026 # DEPENDENCYPART_ARC
(35,37),0.120021 # DEPENDENCYPART_ARC
(36,34),-4.066 # DEPENDENCYPART_ARC
(36,37),-0.0129487 # DEPENDENCYPART_ARC
