# _root_ Lékaři mi to udělali jakousi zrychlenou metodou , trénoval jsem už po dvou týdnech místo šesti , jenže stejně jsem přišel o část letní přípravy .
#goldHeads=4,4,4,18,7,7,4,18,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
#predictedHeads=4,4,4,18,7,7,4,4,0,9,14,9,14,12,9,15,18,9,21,21,18,21,22,25,23,0,
(18,23),-1.36424 # DEPENDENCYPART_ARC
(18,24),-0.584739 # DEPENDENCYPART_ARC
(18,25),-1.40391 # DEPENDENCYPART_ARC
(18,26),-0.620775 # DEPENDENCYPART_ARC
(19,12),-1.41943 # DEPENDENCYPART_ARC
(19,15),-0.464406 # DEPENDENCYPART_ARC
(19,17),0.319581 # DEPENDENCYPART_ARC
(19,18),0.57556 # DEPENDENCYPART_ARC
(19,20),-0.523123 # DEPENDENCYPART_ARC
(19,21),-0.974563 # DEPENDENCYPART_ARC
(19,22),-0.260586 # DEPENDENCYPART_ARC
(19,23),-1.70942 # DEPENDENCYPART_ARC
(19,25),-1.2511 # DEPENDENCYPART_ARC
(20,1),-2.00265 # DEPENDENCYPART_ARC
(20,2),-2.73032 # DEPENDENCYPART_ARC
(20,3),-2.13105 # DEPENDENCYPART_ARC
(20,4),-5.18659 # DEPENDENCYPART_ARC
(20,5),-3.37503 # DEPENDENCYPART_ARC
(20,10),-3.00844 # DEPENDENCYPART_ARC
(20,11),-1.64194 # DEPENDENCYPART_ARC
(20,12),-1.01803 # DEPENDENCYPART_ARC
(20,13),-3.59006 # DEPENDENCYPART_ARC
(20,14),-3.43637 # DEPENDENCYPART_ARC
(20,15),-1.18843 # DEPENDENCYPART_ARC
(20,16),-2.15011 # DEPENDENCYPART_ARC
(20,17),-0.423779 # DEPENDENCYPART_ARC
(20,19),1.31948 # DEPENDENCYPART_ARC
(20,21),-1.2218 # DEPENDENCYPART_ARC
(20,22),-1.27629 # DEPENDENCYPART_ARC
(20,23),-1.45651 # DEPENDENCYPART_ARC
(20,24),-4.68846 # DEPENDENCYPART_ARC
(20,25),-2.83735 # DEPENDENCYPART_ARC
(21,1),0.358456 # DEPENDENCYPART_ARC
(21,3),-0.580838 # DEPENDENCYPART_ARC
(21,4),-3.22406 # DEPENDENCYPART_ARC
(21,7),-1.3914 # DEPENDENCYPART_ARC
(21,9),-2.07832 # DEPENDENCYPART_ARC
(21,10),0.0433416 # DEPENDENCYPART_ARC
(21,11),-0.485082 # DEPENDENCYPART_ARC
(21,12),0.410683 # DEPENDENCYPART_ARC
(21,13),-2.6401 # DEPENDENCYPART_ARC
(21,14),-1.26666 # DEPENDENCYPART_ARC
(21,15),-0.129565 # DEPENDENCYPART_ARC
(21,16),-1.19046 # DEPENDENCYPART_ARC
(21,17),0.153938 # DEPENDENCYPART_ARC
(21,18),0.472147 # DEPENDENCYPART_ARC
(21,19),2.246 # DEPENDENCYPART_ARC
(21,20),3.70616 # DEPENDENCYPART_ARC
(21,22),2.24427 # DEPENDENCYPART_ARC
(21,23),1.09261 # DEPENDENCYPART_ARC
(21,24),-2.58513 # DEPENDENCYPART_ARC
(21,25),-0.999841 # DEPENDENCYPART_ARC
(22,23),3.42575 # DEPENDENCYPART_ARC
(22,24),-2.1692 # DEPENDENCYPART_ARC
(22,25),-3.11367 # DEPENDENCYPART_ARC
(23,19),-1.08651 # DEPENDENCYPART_ARC
(23,22),1.04845 # DEPENDENCYPART_ARC
(23,24),0.927061 # DEPENDENCYPART_ARC
(23,25),3.19807 # DEPENDENCYPART_ARC
(23,26),-0.328744 # DEPENDENCYPART_ARC
(24,19),-0.294744 # DEPENDENCYPART_ARC
(24,22),0.0456735 # DEPENDENCYPART_ARC
(24,23),-0.439297 # DEPENDENCYPART_ARC
(24,25),0.532163 # DEPENDENCYPART_ARC
(25,22),-0.218641 # DEPENDENCYPART_ARC
(25,23),-1.00206 # DEPENDENCYPART_ARC
(25,24),5.3381 # DEPENDENCYPART_ARC
(25,26),0.327346 # DEPENDENCYPART_ARC
