# _root_ Během SNP působily na území Slovenska vojenské mise Spojenců , a to sovětská , britská a americká .
#goldHeads=3,1,0,3,4,5,8,3,8,16,12,16,16,16,16,8,16,0,
#predictedHeads=3,1,0,3,4,5,8,3,8,11,12,16,16,16,16,5,16,0,
(4,7),-3.55991 # DEPENDENCYPART_ARC
(4,8),-3.83134 # DEPENDENCYPART_ARC
(4,16),-1.72487 # DEPENDENCYPART_ARC
(5,1),-0.761441 # DEPENDENCYPART_ARC
(5,3),-4.85349 # DEPENDENCYPART_ARC
(5,4),1.0294 # DEPENDENCYPART_ARC
(5,6),3.68783 # DEPENDENCYPART_ARC
(5,7),-2.83312 # DEPENDENCYPART_ARC
(5,8),-1.63175 # DEPENDENCYPART_ARC
(5,9),-0.17912 # DEPENDENCYPART_ARC
(5,10),-0.456765 # DEPENDENCYPART_ARC
(5,11),0.439572 # DEPENDENCYPART_ARC
(5,13),-3.45366 # DEPENDENCYPART_ARC
(5,14),-0.277499 # DEPENDENCYPART_ARC
(5,15),-3.25232 # DEPENDENCYPART_ARC
(5,16),0.0762684 # DEPENDENCYPART_ARC
(5,17),-4.36315 # DEPENDENCYPART_ARC
(6,1),-1.45693 # DEPENDENCYPART_ARC
(6,2),-1.96438 # DEPENDENCYPART_ARC
(6,3),-5.17826 # DEPENDENCYPART_ARC
(6,4),-1.0929 # DEPENDENCYPART_ARC
(6,5),-1.42169 # DEPENDENCYPART_ARC
(6,7),-3.47092 # DEPENDENCYPART_ARC
(6,8),0.20576 # DEPENDENCYPART_ARC
(6,9),-1.53311 # DEPENDENCYPART_ARC
(6,10),-0.92972 # DEPENDENCYPART_ARC
(6,11),-0.945884 # DEPENDENCYPART_ARC
(6,13),-4.3742 # DEPENDENCYPART_ARC
(6,14),-0.719144 # DEPENDENCYPART_ARC
(6,15),-4.23906 # DEPENDENCYPART_ARC
(6,16),-0.958945 # DEPENDENCYPART_ARC
(6,17),-5.37763 # DEPENDENCYPART_ARC
(7,1),-0.62547 # DEPENDENCYPART_ARC
(7,4),0.320923 # DEPENDENCYPART_ARC
(7,5),-1.30561 # DEPENDENCYPART_ARC
(7,6),-0.169659 # DEPENDENCYPART_ARC
(7,8),0.451651 # DEPENDENCYPART_ARC
(7,9),-0.609505 # DEPENDENCYPART_ARC
(7,12),-2.48869 # DEPENDENCYPART_ARC
(8,3),-3.09998 # DEPENDENCYPART_ARC
(8,4),-0.293919 # DEPENDENCYPART_ARC
(8,6),-2.35401 # DEPENDENCYPART_ARC
(8,7),4.77039 # DEPENDENCYPART_ARC
(8,9),3.19797 # DEPENDENCYPART_ARC
(8,10),-0.126948 # DEPENDENCYPART_ARC
(8,11),0.383888 # DEPENDENCYPART_ARC
(8,12),-1.22087 # DEPENDENCYPART_ARC
(8,13),-1.69176 # DEPENDENCYPART_ARC
(8,14),0.0284165 # DEPENDENCYPART_ARC
(8,15),-1.63487 # DEPENDENCYPART_ARC
(8,16),-0.332737 # DEPENDENCYPART_ARC
(8,17),-3.00166 # DEPENDENCYPART_ARC
(9,5),-3.71199 # DEPENDENCYPART_ARC
(9,6),-1.57503 # DEPENDENCYPART_ARC
(9,7),-1.96542 # DEPENDENCYPART_ARC
(9,8),-4.13087 # DEPENDENCYPART_ARC
(9,10),-0.745699 # DEPENDENCYPART_ARC
(9,11),-0.15897 # DEPENDENCYPART_ARC
(9,12),-3.37372 # DEPENDENCYPART_ARC
(9,13),-5.58128 # DEPENDENCYPART_ARC
(9,15),-5.94838 # DEPENDENCYPART_ARC
(9,16),-0.962143 # DEPENDENCYPART_ARC
(9,17),-7.03057 # DEPENDENCYPART_ARC
(10,3),-0.562033 # DEPENDENCYPART_ARC
(10,6),-0.640053 # DEPENDENCYPART_ARC
(10,7),-0.751912 # DEPENDENCYPART_ARC
(10,8),-0.598768 # DEPENDENCYPART_ARC
(10,9),-0.48327 # DEPENDENCYPART_ARC
(11,1),-0.581958 # DEPENDENCYPART_ARC
(11,2),0.446481 # DEPENDENCYPART_ARC
(11,3),1.21875 # DEPENDENCYPART_ARC
(11,4),-0.487492 # DEPENDENCYPART_ARC
(11,5),1.04966 # DEPENDENCYPART_ARC
(11,6),0.783398 # DEPENDENCYPART_ARC
(11,7),-0.439013 # DEPENDENCYPART_ARC
(11,8),0.764644 # DEPENDENCYPART_ARC
(11,9),0.737862 # DEPENDENCYPART_ARC
(11,10),1.22781 # DEPENDENCYPART_ARC
(11,12),0.0681046 # DEPENDENCYPART_ARC
(11,13),0.86394 # DEPENDENCYPART_ARC
(11,14),0.296051 # DEPENDENCYPART_ARC
(11,15),-0.207426 # DEPENDENCYPART_ARC
(11,16),-0.671741 # DEPENDENCYPART_ARC
(11,17),-1.1666 # DEPENDENCYPART_ARC
(11,18),0.169637 # DEPENDENCYPART_ARC
(12,11),1.35568 # DEPENDENCYPART_ARC
(12,13),0.856051 # DEPENDENCYPART_ARC
(12,14),-0.426998 # DEPENDENCYPART_ARC
(12,15),-0.474301 # DEPENDENCYPART_ARC
(12,16),0.172172 # DEPENDENCYPART_ARC
(12,18),-0.156379 # DEPENDENCYPART_ARC
(13,1),-1.6865 # DEPENDENCYPART_ARC
(13,9),-2.71879 # DEPENDENCYPART_ARC
(13,10),-0.0947001 # DEPENDENCYPART_ARC
(13,11),-0.491745 # DEPENDENCYPART_ARC
(13,12),-0.854831 # DEPENDENCYPART_ARC
(13,14),-0.251869 # DEPENDENCYPART_ARC
(13,15),-0.941714 # DEPENDENCYPART_ARC
(13,18),-1.21732 # DEPENDENCYPART_ARC
(14,1),-0.742213 # DEPENDENCYPART_ARC
(14,2),-0.372343 # DEPENDENCYPART_ARC
(14,3),-0.227733 # DEPENDENCYPART_ARC
(14,4),-0.488408 # DEPENDENCYPART_ARC
(14,5),0.66595 # DEPENDENCYPART_ARC
(14,6),0.197319 # DEPENDENCYPART_ARC
(14,7),0.0165791 # DEPENDENCYPART_ARC
(14,8),0.203195 # DEPENDENCYPART_ARC
(14,9),0.505037 # DEPENDENCYPART_ARC
(14,10),0.238531 # DEPENDENCYPART_ARC
(14,11),0.0384693 # DEPENDENCYPART_ARC
(14,12),-0.170181 # DEPENDENCYPART_ARC
(14,13),1.13745 # DEPENDENCYPART_ARC
(14,15),1.83343 # DEPENDENCYPART_ARC
(14,16),0.176576 # DEPENDENCYPART_ARC
(14,17),0.512347 # DEPENDENCYPART_ARC
(14,18),0.224664 # DEPENDENCYPART_ARC
(15,12),-2.53706 # DEPENDENCYPART_ARC
(15,13),-1.48847 # DEPENDENCYPART_ARC
(15,14),-0.244643 # DEPENDENCYPART_ARC
(15,17),-1.82042 # DEPENDENCYPART_ARC
(15,18),-0.863807 # DEPENDENCYPART_ARC
(16,1),-0.510229 # DEPENDENCYPART_ARC
(16,2),-0.0183515 # DEPENDENCYPART_ARC
(16,3),-0.126483 # DEPENDENCYPART_ARC
(16,4),-0.656169 # DEPENDENCYPART_ARC
(16,5),0.756468 # DEPENDENCYPART_ARC
(16,6),0.229467 # DEPENDENCYPART_ARC
(16,7),0.249319 # DEPENDENCYPART_ARC
(16,8),0.13296 # DEPENDENCYPART_ARC
(16,9),0.552177 # DEPENDENCYPART_ARC
(16,10),0.618368 # DEPENDENCYPART_ARC
(16,11),-0.132834 # DEPENDENCYPART_ARC
(16,12),0.00575243 # DEPENDENCYPART_ARC
(16,13),2.70497 # DEPENDENCYPART_ARC
(16,14),2.3471 # DEPENDENCYPART_ARC
(16,15),4.4526 # DEPENDENCYPART_ARC
(16,17),4.4033 # DEPENDENCYPART_ARC
(16,18),0.522933 # DEPENDENCYPART_ARC
(17,12),-2.99349 # DEPENDENCYPART_ARC
(17,15),-1.78191 # DEPENDENCYPART_ARC
(17,18),0.0781463 # DEPENDENCYPART_ARC
(18,17),-2.86 # DEPENDENCYPART_ARC
