# _root_ Přesný počet osob zadržených při raziích , které policisté provádějí denně od 25 . srpna , nebyl sdělen .
#goldHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
#predictedHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
(4,11),0.242714 # DEPENDENCYPART_ARC
(4,12),-0.553852 # DEPENDENCYPART_ARC
(4,16),-0.0900732 # DEPENDENCYPART_ARC
(5,4),-1.19101 # DEPENDENCYPART_ARC
(5,6),4.02725 # DEPENDENCYPART_ARC
(5,7),0.23595 # DEPENDENCYPART_ARC
(5,9),-2.3453 # DEPENDENCYPART_ARC
(6,1),-4.68948 # DEPENDENCYPART_ARC
(6,2),-2.42709 # DEPENDENCYPART_ARC
(6,3),-1.65001 # DEPENDENCYPART_ARC
(6,4),-0.565619 # DEPENDENCYPART_ARC
(6,5),-0.515402 # DEPENDENCYPART_ARC
(6,7),0.0549654 # DEPENDENCYPART_ARC
(6,8),-1.27179 # DEPENDENCYPART_ARC
(6,9),-1.44854 # DEPENDENCYPART_ARC
(6,10),2.21205 # DEPENDENCYPART_ARC
(6,11),-0.11905 # DEPENDENCYPART_ARC
(6,12),-0.204042 # DEPENDENCYPART_ARC
(6,13),-0.654343 # DEPENDENCYPART_ARC
(6,14),-0.0925403 # DEPENDENCYPART_ARC
(6,15),-0.947719 # DEPENDENCYPART_ARC
(6,16),0.16721 # DEPENDENCYPART_ARC
(6,17),-1.33859 # DEPENDENCYPART_ARC
(6,18),-0.487436 # DEPENDENCYPART_ARC
(7,2),-1.36801 # DEPENDENCYPART_ARC
(7,3),-1.40635 # DEPENDENCYPART_ARC
(7,4),-1.67675 # DEPENDENCYPART_ARC
(7,5),-1.49267 # DEPENDENCYPART_ARC
(7,6),-0.547441 # DEPENDENCYPART_ARC
(7,9),-1.01785 # DEPENDENCYPART_ARC
(7,10),-0.150286 # DEPENDENCYPART_ARC
(7,11),-1.35244 # DEPENDENCYPART_ARC
(7,13),-1.90843 # DEPENDENCYPART_ARC
(7,16),-0.937179 # DEPENDENCYPART_ARC
(7,18),-2.17665 # DEPENDENCYPART_ARC
(8,9),-0.816904 # DEPENDENCYPART_ARC
(9,4),-4.15175 # DEPENDENCYPART_ARC
(9,6),-5.85101 # DEPENDENCYPART_ARC
(9,8),-0.600073 # DEPENDENCYPART_ARC
(9,10),-0.361629 # DEPENDENCYPART_ARC
(9,12),-0.517446 # DEPENDENCYPART_ARC
(9,13),-1.01909 # DEPENDENCYPART_ARC
(10,1),-3.41749 # DEPENDENCYPART_ARC
(10,2),-0.0195538 # DEPENDENCYPART_ARC
(10,3),-1.7741 # DEPENDENCYPART_ARC
(10,4),-3.97436 # DEPENDENCYPART_ARC
(10,5),0.223555 # DEPENDENCYPART_ARC
(10,6),-1.50487 # DEPENDENCYPART_ARC
(10,7),1.68636 # DEPENDENCYPART_ARC
(10,8),2.23982 # DEPENDENCYPART_ARC
(10,9),2.64266 # DEPENDENCYPART_ARC
(10,11),2.01126 # DEPENDENCYPART_ARC
(10,12),2.37344 # DEPENDENCYPART_ARC
(10,13),0.563802 # DEPENDENCYPART_ARC
(10,14),0.541295 # DEPENDENCYPART_ARC
(10,15),0.11077 # DEPENDENCYPART_ARC
(10,16),1.43888 # DEPENDENCYPART_ARC
(10,17),-2.17991 # DEPENDENCYPART_ARC
(10,18),-0.0428875 # DEPENDENCYPART_ARC
(10,19),0.256711 # DEPENDENCYPART_ARC
(11,8),-2.0655 # DEPENDENCYPART_ARC
(11,10),-1.56439 # DEPENDENCYPART_ARC
(11,12),0.469038 # DEPENDENCYPART_ARC
(11,14),0.236417 # DEPENDENCYPART_ARC
(11,15),-0.436379 # DEPENDENCYPART_ARC
(11,19),-1.35269 # DEPENDENCYPART_ARC
(12,7),-0.453029 # DEPENDENCYPART_ARC
(12,11),0.0179925 # DEPENDENCYPART_ARC
(12,13),1.40474 # DEPENDENCYPART_ARC
(12,14),0.981794 # DEPENDENCYPART_ARC
(12,15),3.23796 # DEPENDENCYPART_ARC
(12,16),0.275484 # DEPENDENCYPART_ARC
(12,17),-1.13047 # DEPENDENCYPART_ARC
(12,19),-0.957511 # DEPENDENCYPART_ARC
(13,8),-0.322149 # DEPENDENCYPART_ARC
(13,11),0.624008 # DEPENDENCYPART_ARC
(13,12),-0.490043 # DEPENDENCYPART_ARC
(13,14),2.9882 # DEPENDENCYPART_ARC
(13,15),0.482735 # DEPENDENCYPART_ARC
(13,16),-0.977105 # DEPENDENCYPART_ARC
(13,17),-1.3453 # DEPENDENCYPART_ARC
(13,19),-0.95592 # DEPENDENCYPART_ARC
(14,8),-1.55177 # DEPENDENCYPART_ARC
(14,13),-0.382418 # DEPENDENCYPART_ARC
(14,15),-0.895589 # DEPENDENCYPART_ARC
(14,17),-1.55665 # DEPENDENCYPART_ARC
(14,18),-1.73123 # DEPENDENCYPART_ARC
(15,2),-3.72191 # DEPENDENCYPART_ARC
(15,8),-3.45616 # DEPENDENCYPART_ARC
(15,11),0.577775 # DEPENDENCYPART_ARC
(15,12),0.1819 # DEPENDENCYPART_ARC
(15,13),2.76462 # DEPENDENCYPART_ARC
(15,14),0.798709 # DEPENDENCYPART_ARC
(15,16),-0.408478 # DEPENDENCYPART_ARC
(15,17),-2.01395 # DEPENDENCYPART_ARC
(15,18),-0.505278 # DEPENDENCYPART_ARC
(15,19),-1.36612 # DEPENDENCYPART_ARC
(16,2),-0.796956 # DEPENDENCYPART_ARC
(16,3),-1.19459 # DEPENDENCYPART_ARC
(16,4),-1.55805 # DEPENDENCYPART_ARC
(16,5),-0.237022 # DEPENDENCYPART_ARC
(16,7),-0.128787 # DEPENDENCYPART_ARC
(16,8),-0.161094 # DEPENDENCYPART_ARC
(16,10),0.600755 # DEPENDENCYPART_ARC
(16,11),-0.21045 # DEPENDENCYPART_ARC
(16,12),-0.0964642 # DEPENDENCYPART_ARC
(16,13),-0.362643 # DEPENDENCYPART_ARC
(16,14),-0.292514 # DEPENDENCYPART_ARC
(16,15),-0.141029 # DEPENDENCYPART_ARC
(16,17),-0.0219363 # DEPENDENCYPART_ARC
(16,18),-0.441537 # DEPENDENCYPART_ARC
(16,19),0.0208827 # DEPENDENCYPART_ARC
(17,2),-0.396225 # DEPENDENCYPART_ARC
(17,3),-4.4452 # DEPENDENCYPART_ARC
(17,4),-5.45273 # DEPENDENCYPART_ARC
(17,5),-1.09819 # DEPENDENCYPART_ARC
(17,6),-4.38317 # DEPENDENCYPART_ARC
(17,7),0.177788 # DEPENDENCYPART_ARC
(17,8),-1.17086 # DEPENDENCYPART_ARC
(17,9),-1.07371 # DEPENDENCYPART_ARC
(17,10),-2.69185 # DEPENDENCYPART_ARC
(17,11),-0.43439 # DEPENDENCYPART_ARC
(17,12),0.175886 # DEPENDENCYPART_ARC
(17,13),-0.998746 # DEPENDENCYPART_ARC
(17,14),0.1015 # DEPENDENCYPART_ARC
(17,15),-2.02208 # DEPENDENCYPART_ARC
(17,16),-0.150055 # DEPENDENCYPART_ARC
(17,18),1.80522 # DEPENDENCYPART_ARC
(17,19),-0.619161 # DEPENDENCYPART_ARC
(18,2),0.416816 # DEPENDENCYPART_ARC
(18,3),-3.00389 # DEPENDENCYPART_ARC
(18,5),-0.616967 # DEPENDENCYPART_ARC
(18,6),-3.6954 # DEPENDENCYPART_ARC
(18,7),0.578032 # DEPENDENCYPART_ARC
(18,8),-0.601589 # DEPENDENCYPART_ARC
(18,9),0.577242 # DEPENDENCYPART_ARC
(18,10),-1.34475 # DEPENDENCYPART_ARC
(18,11),0.677758 # DEPENDENCYPART_ARC
(18,12),1.03771 # DEPENDENCYPART_ARC
(18,13),-0.0458424 # DEPENDENCYPART_ARC
(18,14),0.43592 # DEPENDENCYPART_ARC
(18,15),-0.405875 # DEPENDENCYPART_ARC
(18,16),0.296662 # DEPENDENCYPART_ARC
(18,17),3.83287 # DEPENDENCYPART_ARC
(18,19),-0.248072 # DEPENDENCYPART_ARC
