# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,11,2,16,14,16,25,18,19,20,21,21,23,14,25,26,27,0,
(1,22),-2.22181 # DEPENDENCYPART_ARC
(1,23),-4.00348 # DEPENDENCYPART_ARC
(1,24),-4.06084 # DEPENDENCYPART_ARC
(1,25),-2.81198 # DEPENDENCYPART_ARC
(1,26),-2.31294 # DEPENDENCYPART_ARC
(1,27),-3.17671 # DEPENDENCYPART_ARC
(1,28),-4.46465 # DEPENDENCYPART_ARC
(1,29),-2.81773 # DEPENDENCYPART_ARC
(2,1),0.326835 # DEPENDENCYPART_ARC
(2,3),3.20691 # DEPENDENCYPART_ARC
(2,4),1.95305 # DEPENDENCYPART_ARC
(2,5),-1.00365 # DEPENDENCYPART_ARC
(2,6),0.775044 # DEPENDENCYPART_ARC
(2,7),1.50996 # DEPENDENCYPART_ARC
(2,8),-1.47521 # DEPENDENCYPART_ARC
(2,9),-1.71897 # DEPENDENCYPART_ARC
(2,10),-0.0435514 # DEPENDENCYPART_ARC
(2,11),-0.148824 # DEPENDENCYPART_ARC
(2,12),-0.402117 # DEPENDENCYPART_ARC
(2,13),-0.46654 # DEPENDENCYPART_ARC
(2,14),1.312 # DEPENDENCYPART_ARC
(2,15),-1.38913 # DEPENDENCYPART_ARC
(2,16),-2.00686 # DEPENDENCYPART_ARC
(2,17),-0.997872 # DEPENDENCYPART_ARC
(2,18),-1.38452 # DEPENDENCYPART_ARC
(2,19),-0.272667 # DEPENDENCYPART_ARC
(2,20),-2.85918 # DEPENDENCYPART_ARC
(2,21),-0.918848 # DEPENDENCYPART_ARC
(2,22),-1.36018 # DEPENDENCYPART_ARC
(2,23),-1.7276 # DEPENDENCYPART_ARC
(2,24),-1.37967 # DEPENDENCYPART_ARC
(2,25),-1.5812 # DEPENDENCYPART_ARC
(2,26),-2.54204 # DEPENDENCYPART_ARC
(2,27),-1.48571 # DEPENDENCYPART_ARC
(2,28),-4.38786 # DEPENDENCYPART_ARC
(2,29),-1.24149 # DEPENDENCYPART_ARC
(3,1),-0.947223 # DEPENDENCYPART_ARC
(3,2),-0.383643 # DEPENDENCYPART_ARC
(3,4),1.47877 # DEPENDENCYPART_ARC
(3,5),-0.60788 # DEPENDENCYPART_ARC
(3,6),-0.40861 # DEPENDENCYPART_ARC
(3,7),0.180646 # DEPENDENCYPART_ARC
(3,8),-1.83663 # DEPENDENCYPART_ARC
(3,9),-2.17565 # DEPENDENCYPART_ARC
(3,10),-0.551746 # DEPENDENCYPART_ARC
(3,11),-0.904931 # DEPENDENCYPART_ARC
(3,12),-0.805294 # DEPENDENCYPART_ARC
(3,13),-0.928104 # DEPENDENCYPART_ARC
(3,14),-0.750963 # DEPENDENCYPART_ARC
(3,15),-1.56647 # DEPENDENCYPART_ARC
(3,16),-1.82871 # DEPENDENCYPART_ARC
(3,17),0.0570467 # DEPENDENCYPART_ARC
(3,18),-0.940497 # DEPENDENCYPART_ARC
(3,19),-1.59896 # DEPENDENCYPART_ARC
(3,20),-2.9845 # DEPENDENCYPART_ARC
(3,21),-1.87256 # DEPENDENCYPART_ARC
(3,22),-1.75115 # DEPENDENCYPART_ARC
(3,23),-3.4417 # DEPENDENCYPART_ARC
(3,24),-3.9778 # DEPENDENCYPART_ARC
(3,25),-1.71561 # DEPENDENCYPART_ARC
(3,26),-3.23544 # DEPENDENCYPART_ARC
(3,27),-2.38419 # DEPENDENCYPART_ARC
(3,28),-5.33199 # DEPENDENCYPART_ARC
(3,29),-3.14235 # DEPENDENCYPART_ARC
(4,1),-1.01987 # DEPENDENCYPART_ARC
(4,2),-0.392284 # DEPENDENCYPART_ARC
(4,3),0.321709 # DEPENDENCYPART_ARC
(4,5),1.84361 # DEPENDENCYPART_ARC
(4,6),0.11938 # DEPENDENCYPART_ARC
(4,7),-0.663581 # DEPENDENCYPART_ARC
(4,8),0.326728 # DEPENDENCYPART_ARC
(4,9),-1.08045 # DEPENDENCYPART_ARC
(4,10),-0.161554 # DEPENDENCYPART_ARC
(4,11),-0.789738 # DEPENDENCYPART_ARC
(4,12),-0.804227 # DEPENDENCYPART_ARC
(4,13),-0.411784 # DEPENDENCYPART_ARC
(4,14),-1.34987 # DEPENDENCYPART_ARC
(4,15),-0.675098 # DEPENDENCYPART_ARC
(4,16),-1.22445 # DEPENDENCYPART_ARC
(4,17),-1.01114 # DEPENDENCYPART_ARC
(4,18),-1.45859 # DEPENDENCYPART_ARC
(4,19),-1.85272 # DEPENDENCYPART_ARC
(4,20),-1.40962 # DEPENDENCYPART_ARC
(4,21),-2.11969 # DEPENDENCYPART_ARC
(4,22),-1.37586 # DEPENDENCYPART_ARC
(4,23),-2.3959 # DEPENDENCYPART_ARC
(4,24),-2.81879 # DEPENDENCYPART_ARC
(4,25),-1.88189 # DEPENDENCYPART_ARC
(4,26),-2.20485 # DEPENDENCYPART_ARC
(4,27),-2.0723 # DEPENDENCYPART_ARC
(4,28),-3.09756 # DEPENDENCYPART_ARC
(4,29),-2.98186 # DEPENDENCYPART_ARC
(5,1),-1.34807 # DEPENDENCYPART_ARC
(5,2),-1.46157 # DEPENDENCYPART_ARC
(5,3),-1.8372 # DEPENDENCYPART_ARC
(5,4),0.0152688 # DEPENDENCYPART_ARC
(5,6),1.79323 # DEPENDENCYPART_ARC
(5,7),0.765182 # DEPENDENCYPART_ARC
(5,8),-1.1821 # DEPENDENCYPART_ARC
(5,9),-1.16661 # DEPENDENCYPART_ARC
(5,10),0.30386 # DEPENDENCYPART_ARC
(5,11),-0.105711 # DEPENDENCYPART_ARC
(5,12),-0.515323 # DEPENDENCYPART_ARC
(5,13),-0.494806 # DEPENDENCYPART_ARC
(5,14),-0.324112 # DEPENDENCYPART_ARC
(5,15),-0.785407 # DEPENDENCYPART_ARC
(5,16),-0.718536 # DEPENDENCYPART_ARC
(5,17),0.526826 # DEPENDENCYPART_ARC
(5,18),-0.217913 # DEPENDENCYPART_ARC
(5,19),-1.10858 # DEPENDENCYPART_ARC
(5,20),-2.52765 # DEPENDENCYPART_ARC
(5,21),-0.818905 # DEPENDENCYPART_ARC
(5,22),-1.42812 # DEPENDENCYPART_ARC
(5,23),-2.65421 # DEPENDENCYPART_ARC
(5,24),-3.00565 # DEPENDENCYPART_ARC
(5,25),-1.19961 # DEPENDENCYPART_ARC
(5,26),-2.87194 # DEPENDENCYPART_ARC
(5,27),-1.37198 # DEPENDENCYPART_ARC
(5,28),-3.84372 # DEPENDENCYPART_ARC
(5,29),-2.51022 # DEPENDENCYPART_ARC
(6,1),-1.21522 # DEPENDENCYPART_ARC
(6,2),-0.872062 # DEPENDENCYPART_ARC
(6,3),-0.459484 # DEPENDENCYPART_ARC
(6,4),-0.0271017 # DEPENDENCYPART_ARC
(6,5),0.405749 # DEPENDENCYPART_ARC
(6,7),1.44032 # DEPENDENCYPART_ARC
(6,8),0.691702 # DEPENDENCYPART_ARC
(6,9),0.332578 # DEPENDENCYPART_ARC
(6,10),-0.0629363 # DEPENDENCYPART_ARC
(6,11),-0.272915 # DEPENDENCYPART_ARC
(6,12),0.285165 # DEPENDENCYPART_ARC
(6,13),-0.135288 # DEPENDENCYPART_ARC
(6,14),-0.686235 # DEPENDENCYPART_ARC
(6,16),-0.721479 # DEPENDENCYPART_ARC
(6,17),-0.623476 # DEPENDENCYPART_ARC
(6,18),-0.368652 # DEPENDENCYPART_ARC
(6,19),-1.20565 # DEPENDENCYPART_ARC
(6,20),-1.41808 # DEPENDENCYPART_ARC
(6,21),-1.46439 # DEPENDENCYPART_ARC
(6,22),-0.400422 # DEPENDENCYPART_ARC
(6,23),-1.38985 # DEPENDENCYPART_ARC
(6,24),-0.89723 # DEPENDENCYPART_ARC
(6,25),-1.41195 # DEPENDENCYPART_ARC
(6,26),-0.867061 # DEPENDENCYPART_ARC
(6,27),-1.74466 # DEPENDENCYPART_ARC
(6,28),-1.47349 # DEPENDENCYPART_ARC
(6,29),-1.86894 # DEPENDENCYPART_ARC
(7,1),-1.22226 # DEPENDENCYPART_ARC
(7,2),-1.0563 # DEPENDENCYPART_ARC
(7,3),-0.813113 # DEPENDENCYPART_ARC
(7,4),-1.09842 # DEPENDENCYPART_ARC
(7,5),-0.46605 # DEPENDENCYPART_ARC
(7,6),-0.316913 # DEPENDENCYPART_ARC
(7,8),2.56157 # DEPENDENCYPART_ARC
(7,9),0.284589 # DEPENDENCYPART_ARC
(7,10),0.774916 # DEPENDENCYPART_ARC
(7,11),-0.100935 # DEPENDENCYPART_ARC
(7,12),-0.355616 # DEPENDENCYPART_ARC
(7,13),0.191662 # DEPENDENCYPART_ARC
(7,14),-0.701388 # DEPENDENCYPART_ARC
(7,15),-0.280778 # DEPENDENCYPART_ARC
(7,16),-0.558105 # DEPENDENCYPART_ARC
(7,17),-0.649685 # DEPENDENCYPART_ARC
(7,18),-1.14354 # DEPENDENCYPART_ARC
(7,19),-1.17468 # DEPENDENCYPART_ARC
(7,20),-0.428273 # DEPENDENCYPART_ARC
(7,21),-1.39644 # DEPENDENCYPART_ARC
(7,22),-1.02491 # DEPENDENCYPART_ARC
(7,23),-1.33231 # DEPENDENCYPART_ARC
(7,24),-1.52958 # DEPENDENCYPART_ARC
(7,25),-1.54422 # DEPENDENCYPART_ARC
(7,26),-1.81456 # DEPENDENCYPART_ARC
(7,27),-1.50934 # DEPENDENCYPART_ARC
(7,28),-1.77361 # DEPENDENCYPART_ARC
(7,29),-1.52614 # DEPENDENCYPART_ARC
(8,1),-1.20975 # DEPENDENCYPART_ARC
(8,2),-0.770073 # DEPENDENCYPART_ARC
(8,3),-1.634 # DEPENDENCYPART_ARC
(8,4),-0.836485 # DEPENDENCYPART_ARC
(8,5),-1.94173 # DEPENDENCYPART_ARC
(8,6),-0.619108 # DEPENDENCYPART_ARC
(8,7),0.0735833 # DEPENDENCYPART_ARC
(8,9),3.12264 # DEPENDENCYPART_ARC
(8,10),0.495122 # DEPENDENCYPART_ARC
(8,11),0.171812 # DEPENDENCYPART_ARC
(8,12),-0.25564 # DEPENDENCYPART_ARC
(8,13),-0.402889 # DEPENDENCYPART_ARC
(8,14),0.0768683 # DEPENDENCYPART_ARC
(8,15),-0.888976 # DEPENDENCYPART_ARC
(8,16),-0.442183 # DEPENDENCYPART_ARC
(8,17),0.834594 # DEPENDENCYPART_ARC
(8,18),0.0916316 # DEPENDENCYPART_ARC
(8,19),-1.05679 # DEPENDENCYPART_ARC
(8,20),-2.03863 # DEPENDENCYPART_ARC
(8,21),-0.981422 # DEPENDENCYPART_ARC
(8,22),-1.13342 # DEPENDENCYPART_ARC
(8,23),-2.27559 # DEPENDENCYPART_ARC
(8,24),-2.39239 # DEPENDENCYPART_ARC
(8,25),-1.01639 # DEPENDENCYPART_ARC
(8,26),-2.82101 # DEPENDENCYPART_ARC
(8,27),-1.24473 # DEPENDENCYPART_ARC
(8,28),-3.17025 # DEPENDENCYPART_ARC
(8,29),-2.14052 # DEPENDENCYPART_ARC
(9,1),-1.39659 # DEPENDENCYPART_ARC
(9,2),-0.932989 # DEPENDENCYPART_ARC
(9,3),-3.14972 # DEPENDENCYPART_ARC
(9,4),-0.973805 # DEPENDENCYPART_ARC
(9,5),-2.79014 # DEPENDENCYPART_ARC
(9,6),-0.451736 # DEPENDENCYPART_ARC
(9,7),-0.60076 # DEPENDENCYPART_ARC
(9,8),-0.864379 # DEPENDENCYPART_ARC
(9,10),0.292142 # DEPENDENCYPART_ARC
(9,11),-0.209117 # DEPENDENCYPART_ARC
(9,13),-0.2786 # DEPENDENCYPART_ARC
(9,14),-0.560493 # DEPENDENCYPART_ARC
(9,15),-1.16443 # DEPENDENCYPART_ARC
(9,16),-1.59212 # DEPENDENCYPART_ARC
(9,17),-0.923753 # DEPENDENCYPART_ARC
(9,18),-1.77741 # DEPENDENCYPART_ARC
(9,19),-1.23876 # DEPENDENCYPART_ARC
(9,20),-1.90595 # DEPENDENCYPART_ARC
(9,21),-1.40634 # DEPENDENCYPART_ARC
(9,23),-1.78219 # DEPENDENCYPART_ARC
(9,24),-1.33491 # DEPENDENCYPART_ARC
(9,25),-1.54945 # DEPENDENCYPART_ARC
(9,26),-2.3637 # DEPENDENCYPART_ARC
(9,27),-1.48765 # DEPENDENCYPART_ARC
(9,28),-2.98863 # DEPENDENCYPART_ARC
(9,29),-1.57879 # DEPENDENCYPART_ARC
(10,1),-0.715527 # DEPENDENCYPART_ARC
(10,2),-0.219877 # DEPENDENCYPART_ARC
(10,3),-0.111442 # DEPENDENCYPART_ARC
(10,4),-0.208536 # DEPENDENCYPART_ARC
(10,5),0.680308 # DEPENDENCYPART_ARC
(10,6),1.10684 # DEPENDENCYPART_ARC
(10,7),0.146739 # DEPENDENCYPART_ARC
(10,8),1.36729 # DEPENDENCYPART_ARC
(10,9),1.04798 # DEPENDENCYPART_ARC
(10,11),0.569998 # DEPENDENCYPART_ARC
(10,12),0.40556 # DEPENDENCYPART_ARC
(10,13),0.854844 # DEPENDENCYPART_ARC
(10,14),-0.162243 # DEPENDENCYPART_ARC
(10,15),-0.281781 # DEPENDENCYPART_ARC
(10,16),-0.324867 # DEPENDENCYPART_ARC
(10,18),-0.367783 # DEPENDENCYPART_ARC
(10,19),-0.489521 # DEPENDENCYPART_ARC
(10,20),-0.922689 # DEPENDENCYPART_ARC
(10,21),-1.11866 # DEPENDENCYPART_ARC
(10,22),-0.454325 # DEPENDENCYPART_ARC
(10,23),-1.1208 # DEPENDENCYPART_ARC
(10,24),-1.00682 # DEPENDENCYPART_ARC
(10,25),-1.30593 # DEPENDENCYPART_ARC
(10,26),-0.729106 # DEPENDENCYPART_ARC
(10,27),-1.15188 # DEPENDENCYPART_ARC
(10,28),-1.1414 # DEPENDENCYPART_ARC
(10,29),-1.82154 # DEPENDENCYPART_ARC
(11,1),-1.13187 # DEPENDENCYPART_ARC
(11,2),-0.950645 # DEPENDENCYPART_ARC
(11,3),-0.871708 # DEPENDENCYPART_ARC
(11,4),-0.664377 # DEPENDENCYPART_ARC
(11,5),-0.666307 # DEPENDENCYPART_ARC
(11,6),-0.662796 # DEPENDENCYPART_ARC
(11,7),-0.367539 # DEPENDENCYPART_ARC
(11,8),-0.0905036 # DEPENDENCYPART_ARC
(11,9),-0.280344 # DEPENDENCYPART_ARC
(11,10),0.987828 # DEPENDENCYPART_ARC
(11,12),1.5737 # DEPENDENCYPART_ARC
(11,13),0.914792 # DEPENDENCYPART_ARC
(11,14),0.20017 # DEPENDENCYPART_ARC
(11,16),-0.055549 # DEPENDENCYPART_ARC
(11,17),-0.474027 # DEPENDENCYPART_ARC
(11,18),-0.238875 # DEPENDENCYPART_ARC
(11,19),-0.766315 # DEPENDENCYPART_ARC
(11,20),-0.856331 # DEPENDENCYPART_ARC
(11,21),-1.16541 # DEPENDENCYPART_ARC
(11,22),-0.45043 # DEPENDENCYPART_ARC
(11,23),-0.757209 # DEPENDENCYPART_ARC
(11,24),-0.849331 # DEPENDENCYPART_ARC
(11,25),-1.14291 # DEPENDENCYPART_ARC
(11,26),-0.820481 # DEPENDENCYPART_ARC
(11,27),-1.54121 # DEPENDENCYPART_ARC
(11,28),-1.15612 # DEPENDENCYPART_ARC
(11,29),-1.1125 # DEPENDENCYPART_ARC
(12,3),-0.535678 # DEPENDENCYPART_ARC
(12,5),-0.380016 # DEPENDENCYPART_ARC
(12,6),-0.429609 # DEPENDENCYPART_ARC
(12,8),-0.101287 # DEPENDENCYPART_ARC
(12,10),0.239184 # DEPENDENCYPART_ARC
(12,11),0.521569 # DEPENDENCYPART_ARC
(12,13),0.728664 # DEPENDENCYPART_ARC
(12,16),-0.952702 # DEPENDENCYPART_ARC
(12,20),-1.46023 # DEPENDENCYPART_ARC
(12,21),-1.16356 # DEPENDENCYPART_ARC
(12,22),-1.39937 # DEPENDENCYPART_ARC
(12,23),-1.66983 # DEPENDENCYPART_ARC
(12,24),-1.4469 # DEPENDENCYPART_ARC
(12,27),-1.30722 # DEPENDENCYPART_ARC
(12,28),-1.509 # DEPENDENCYPART_ARC
(12,29),-1.09194 # DEPENDENCYPART_ARC
(13,1),-1.44519 # DEPENDENCYPART_ARC
(13,2),-1.0006 # DEPENDENCYPART_ARC
(13,3),-1.26193 # DEPENDENCYPART_ARC
(13,4),-1.26746 # DEPENDENCYPART_ARC
(13,5),-0.856148 # DEPENDENCYPART_ARC
(13,6),-0.925799 # DEPENDENCYPART_ARC
(13,7),-1.03842 # DEPENDENCYPART_ARC
(13,8),-0.362936 # DEPENDENCYPART_ARC
(13,9),-0.691438 # DEPENDENCYPART_ARC
(13,10),-0.113433 # DEPENDENCYPART_ARC
(13,11),-0.214451 # DEPENDENCYPART_ARC
(13,12),-0.131919 # DEPENDENCYPART_ARC
(13,14),-0.694943 # DEPENDENCYPART_ARC
(13,15),-0.954034 # DEPENDENCYPART_ARC
(13,16),-1.25113 # DEPENDENCYPART_ARC
(13,18),-0.987763 # DEPENDENCYPART_ARC
(13,19),-1.67182 # DEPENDENCYPART_ARC
(13,20),-2.08984 # DEPENDENCYPART_ARC
(13,21),-1.62167 # DEPENDENCYPART_ARC
(13,22),-1.27842 # DEPENDENCYPART_ARC
(13,23),-2.10543 # DEPENDENCYPART_ARC
(13,24),-1.97907 # DEPENDENCYPART_ARC
(13,25),-2.75169 # DEPENDENCYPART_ARC
(13,26),-1.5903 # DEPENDENCYPART_ARC
(13,27),-1.63504 # DEPENDENCYPART_ARC
(13,28),-2.17457 # DEPENDENCYPART_ARC
(13,29),-2.03754 # DEPENDENCYPART_ARC
(14,1),-1.46473 # DEPENDENCYPART_ARC
(14,2),-0.638096 # DEPENDENCYPART_ARC
(14,3),-0.711675 # DEPENDENCYPART_ARC
(14,4),-1.2336 # DEPENDENCYPART_ARC
(14,5),-0.831557 # DEPENDENCYPART_ARC
(14,6),-0.769023 # DEPENDENCYPART_ARC
(14,7),-0.476636 # DEPENDENCYPART_ARC
(14,8),-0.660168 # DEPENDENCYPART_ARC
(14,9),-0.894628 # DEPENDENCYPART_ARC
(14,10),0.173803 # DEPENDENCYPART_ARC
(14,11),-0.402967 # DEPENDENCYPART_ARC
(14,12),-0.137513 # DEPENDENCYPART_ARC
(14,13),0.496801 # DEPENDENCYPART_ARC
(14,15),2.11994 # DEPENDENCYPART_ARC
(14,16),1.74645 # DEPENDENCYPART_ARC
(14,17),0.332887 # DEPENDENCYPART_ARC
(14,18),0.341928 # DEPENDENCYPART_ARC
(14,19),-0.510202 # DEPENDENCYPART_ARC
(14,20),0.0533883 # DEPENDENCYPART_ARC
(14,21),-0.977623 # DEPENDENCYPART_ARC
(14,22),-0.323836 # DEPENDENCYPART_ARC
(14,23),-0.66861 # DEPENDENCYPART_ARC
(14,24),-1.01541 # DEPENDENCYPART_ARC
(14,25),-0.622823 # DEPENDENCYPART_ARC
(14,26),-0.883642 # DEPENDENCYPART_ARC
(14,27),-1.05481 # DEPENDENCYPART_ARC
(14,28),-0.844417 # DEPENDENCYPART_ARC
(14,29),-0.888505 # DEPENDENCYPART_ARC
(15,1),-1.48765 # DEPENDENCYPART_ARC
(15,2),-1.23769 # DEPENDENCYPART_ARC
(15,3),-1.31328 # DEPENDENCYPART_ARC
(15,4),-1.16972 # DEPENDENCYPART_ARC
(15,5),-1.2709 # DEPENDENCYPART_ARC
(15,7),-1.16718 # DEPENDENCYPART_ARC
(15,8),-1.0368 # DEPENDENCYPART_ARC
(15,9),-1.14086 # DEPENDENCYPART_ARC
(15,10),-1.17903 # DEPENDENCYPART_ARC
(15,13),-0.864904 # DEPENDENCYPART_ARC
(15,14),-0.310636 # DEPENDENCYPART_ARC
(15,16),-0.415402 # DEPENDENCYPART_ARC
(15,17),-0.448711 # DEPENDENCYPART_ARC
(15,18),-0.14135 # DEPENDENCYPART_ARC
(15,19),-0.947677 # DEPENDENCYPART_ARC
(15,20),-1.62764 # DEPENDENCYPART_ARC
(15,23),-1.57415 # DEPENDENCYPART_ARC
(15,25),-0.836838 # DEPENDENCYPART_ARC
(15,26),-1.47793 # DEPENDENCYPART_ARC
(15,28),-1.93381 # DEPENDENCYPART_ARC
(15,29),-1.46615 # DEPENDENCYPART_ARC
(16,1),-1.16631 # DEPENDENCYPART_ARC
(16,2),-1.04599 # DEPENDENCYPART_ARC
(16,3),-1.92092 # DEPENDENCYPART_ARC
(16,4),-0.538754 # DEPENDENCYPART_ARC
(16,5),-2.80734 # DEPENDENCYPART_ARC
(16,6),-0.350179 # DEPENDENCYPART_ARC
(16,7),-0.143606 # DEPENDENCYPART_ARC
(16,8),-2.13831 # DEPENDENCYPART_ARC
(16,9),-1.54096 # DEPENDENCYPART_ARC
(16,10),-0.151605 # DEPENDENCYPART_ARC
(16,11),-0.0883175 # DEPENDENCYPART_ARC
(16,12),0.177573 # DEPENDENCYPART_ARC
(16,13),0.0301694 # DEPENDENCYPART_ARC
(16,14),0.204486 # DEPENDENCYPART_ARC
(16,15),3.95688 # DEPENDENCYPART_ARC
(16,17),1.67608 # DEPENDENCYPART_ARC
(16,18),1.23867 # DEPENDENCYPART_ARC
(16,19),-0.585257 # DEPENDENCYPART_ARC
(16,20),-1.96643 # DEPENDENCYPART_ARC
(16,21),-1.24293 # DEPENDENCYPART_ARC
(16,22),-1.21559 # DEPENDENCYPART_ARC
(16,23),-2.05921 # DEPENDENCYPART_ARC
(16,24),-1.89925 # DEPENDENCYPART_ARC
(16,25),-0.72913 # DEPENDENCYPART_ARC
(16,26),-2.13716 # DEPENDENCYPART_ARC
(16,27),-1.85099 # DEPENDENCYPART_ARC
(16,28),-2.84774 # DEPENDENCYPART_ARC
(16,29),-1.84656 # DEPENDENCYPART_ARC
(17,1),-1.13553 # DEPENDENCYPART_ARC
(17,2),-0.762675 # DEPENDENCYPART_ARC
(17,3),-0.892784 # DEPENDENCYPART_ARC
(17,4),-0.985904 # DEPENDENCYPART_ARC
(17,5),-0.711543 # DEPENDENCYPART_ARC
(17,6),-0.842524 # DEPENDENCYPART_ARC
(17,7),-0.884475 # DEPENDENCYPART_ARC
(17,8),-0.754858 # DEPENDENCYPART_ARC
(17,9),-0.978518 # DEPENDENCYPART_ARC
(17,10),-1.00576 # DEPENDENCYPART_ARC
(17,11),-0.73649 # DEPENDENCYPART_ARC
(17,13),-0.838042 # DEPENDENCYPART_ARC
(17,14),-0.544977 # DEPENDENCYPART_ARC
(17,15),-0.142126 # DEPENDENCYPART_ARC
(17,16),-0.0272592 # DEPENDENCYPART_ARC
(17,18),0.0428814 # DEPENDENCYPART_ARC
(17,19),-1.00426 # DEPENDENCYPART_ARC
(17,20),-1.42506 # DEPENDENCYPART_ARC
(17,21),-1.28676 # DEPENDENCYPART_ARC
(17,23),-1.59269 # DEPENDENCYPART_ARC
(17,25),-0.985236 # DEPENDENCYPART_ARC
(17,26),-2.16825 # DEPENDENCYPART_ARC
(17,27),-1.53467 # DEPENDENCYPART_ARC
(17,28),-1.70769 # DEPENDENCYPART_ARC
(17,29),-1.54826 # DEPENDENCYPART_ARC
(18,1),-2.33001 # DEPENDENCYPART_ARC
(18,2),-2.89641 # DEPENDENCYPART_ARC
(18,3),-1.74174 # DEPENDENCYPART_ARC
(18,4),-1.75226 # DEPENDENCYPART_ARC
(18,5),-4.65313 # DEPENDENCYPART_ARC
(18,6),-1.6154 # DEPENDENCYPART_ARC
(18,7),-1.5357 # DEPENDENCYPART_ARC
(18,8),-4.3173 # DEPENDENCYPART_ARC
(18,9),-3.92226 # DEPENDENCYPART_ARC
(18,10),-1.90149 # DEPENDENCYPART_ARC
(18,11),-1.34918 # DEPENDENCYPART_ARC
(18,12),-1.32584 # DEPENDENCYPART_ARC
(18,13),-1.66444 # DEPENDENCYPART_ARC
(18,14),-0.49947 # DEPENDENCYPART_ARC
(18,15),-2.17245 # DEPENDENCYPART_ARC
(18,16),-3.73813 # DEPENDENCYPART_ARC
(18,17),-0.639076 # DEPENDENCYPART_ARC
(18,19),2.64862 # DEPENDENCYPART_ARC
(18,20),-1.09641 # DEPENDENCYPART_ARC
(18,21),0.213224 # DEPENDENCYPART_ARC
(18,22),-0.182325 # DEPENDENCYPART_ARC
