# _root_ تَوَقَّعَت الحُكُومَةُ المِصْرِيَّةُ زِيادَةً فِي حَجْمِ مُوازَنَةِ السَنَةِ المُقْبِلَةِ بِ نِسْبَةِ 13 فِي المِئَةِ إِلَى 140 بِلْيُونَ جُنَيْهٍ ( 33 بِلْيُونَ دُولارٍ ) اِرْتِفاعاً مِن 8,126 بِلْيُونَ جُنَيْهٍ ( 7,29 بِلْيُونَ دُولارٍ ) لِ المُوازَنَةِ الحالِيَّةِ . وَ شَدَّدَ وَزِيرُ المالِ مِدْحَت حَسانَيْن فِي تَصْرِيحٍ لِ » الحَياَةِ « عَلَى ضَرُورَةِ أَن تَتَحَوَّلَ مُوازَنَةُ الدَوْلَةِ إِلَى » مُوازَنَةِ مَوارِدَ وَ بَرامِجَ وَ أَداءٍ وَ لَيْسَت مُوازَنَةِ إِنْفاقٍ « مُشِيراً إِلَى أَنَّ المُشْكِلَةَ تَكْمُنُ فِي تَراجُعِ حَجْمِ الإِيراداتِ وَ اِرْتِفاعِ حَجْمِ الإِنْفاقِ سَنَوِيّاً .
#goldHeads=0,1,2,1,4,5,6,7,8,4,10,11,12,13,4,19,16,17,15,19,20,21,19,4,24,29,26,27,25,29,30,31,29,24,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,64,64,60,58,60,60,60,56,66,64,66,64,39,69,70,73,71,73,78,75,76,74,78,79,80,78,0,
#predictedHeads=0,1,2,1,1,5,6,7,8,1,10,11,12,13,1,19,16,17,15,19,20,21,19,19,24,25,26,27,24,29,30,31,29,1,34,35,0,0,38,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,58,56,60,58,60,60,60,60,64,78,66,58,39,69,70,73,71,73,74,75,76,75,78,79,80,78,0,
(0,34),-3.71317 # DEPENDENCYPART_ARC
(0,35),-2.84485 # DEPENDENCYPART_ARC
(0,36),-3.30635 # DEPENDENCYPART_ARC
(0,37),5.20577 # DEPENDENCYPART_ARC
(0,38),3.18143 # DEPENDENCYPART_ARC
(0,39),-0.854239 # DEPENDENCYPART_ARC
(0,40),-2.13901 # DEPENDENCYPART_ARC
(0,41),-3.62046 # DEPENDENCYPART_ARC
(0,42),-2.63391 # DEPENDENCYPART_ARC
(0,43),-2.60238 # DEPENDENCYPART_ARC
(0,44),-4.55619 # DEPENDENCYPART_ARC
(0,45),-3.79325 # DEPENDENCYPART_ARC
(0,46),-5.73417 # DEPENDENCYPART_ARC
(0,47),-4.04672 # DEPENDENCYPART_ARC
(0,48),-2.47077 # DEPENDENCYPART_ARC
(0,49),-6.19172 # DEPENDENCYPART_ARC
(0,50),-2.99896 # DEPENDENCYPART_ARC
(0,51),-3.76967 # DEPENDENCYPART_ARC
(0,52),-10.537 # DEPENDENCYPART_ARC
(0,53),-0.493669 # DEPENDENCYPART_ARC
(0,54),-4.003 # DEPENDENCYPART_ARC
(0,55),-4.52211 # DEPENDENCYPART_ARC
(0,56),-5.39739 # DEPENDENCYPART_ARC
(0,57),-4.41114 # DEPENDENCYPART_ARC
(0,58),-4.24069 # DEPENDENCYPART_ARC
(0,59),-4.53985 # DEPENDENCYPART_ARC
(0,60),-1.71138 # DEPENDENCYPART_ARC
(0,61),-4.51966 # DEPENDENCYPART_ARC
(0,62),-1.87618 # DEPENDENCYPART_ARC
(0,63),-4.76562 # DEPENDENCYPART_ARC
(0,64),0.282927 # DEPENDENCYPART_ARC
(0,65),-2.7682 # DEPENDENCYPART_ARC
(0,66),-5.26555 # DEPENDENCYPART_ARC
(0,67),-5.40229 # DEPENDENCYPART_ARC
(0,68),-7.15145 # DEPENDENCYPART_ARC
(0,69),3.5956 # DEPENDENCYPART_ARC
(0,70),-6.04938 # DEPENDENCYPART_ARC
(0,71),-3.71098 # DEPENDENCYPART_ARC
(0,72),-5.16952 # DEPENDENCYPART_ARC
(0,73),-1.39692 # DEPENDENCYPART_ARC
(0,74),-7.11996 # DEPENDENCYPART_ARC
(0,75),-5.75027 # DEPENDENCYPART_ARC
(0,76),-5.87516 # DEPENDENCYPART_ARC
(0,77),-5.83275 # DEPENDENCYPART_ARC
(0,78),-1.9682 # DEPENDENCYPART_ARC
(0,79),-5.9683 # DEPENDENCYPART_ARC
(0,80),-6.21222 # DEPENDENCYPART_ARC
(0,81),-6.51532 # DEPENDENCYPART_ARC
(0,82),-5.18535 # DEPENDENCYPART_ARC
(0,83),12.8872 # DEPENDENCYPART_ARC
(1,2),3.11546 # DEPENDENCYPART_ARC
(1,3),-0.323388 # DEPENDENCYPART_ARC
(1,4),2.5171 # DEPENDENCYPART_ARC
(1,5),2.19075 # DEPENDENCYPART_ARC
(1,6),-0.329878 # DEPENDENCYPART_ARC
(1,7),-0.863173 # DEPENDENCYPART_ARC
(1,8),-0.817934 # DEPENDENCYPART_ARC
(1,9),-1.69099 # DEPENDENCYPART_ARC
(1,10),1.38297 # DEPENDENCYPART_ARC
(1,11),-1.71771 # DEPENDENCYPART_ARC
(1,12),0.462566 # DEPENDENCYPART_ARC
(1,13),1.63534 # DEPENDENCYPART_ARC
(1,14),-1.90865 # DEPENDENCYPART_ARC
(1,15),1.50726 # DEPENDENCYPART_ARC
(1,16),-0.389248 # DEPENDENCYPART_ARC
(1,17),-0.0503442 # DEPENDENCYPART_ARC
(1,18),-1.58352 # DEPENDENCYPART_ARC
(1,19),-0.561516 # DEPENDENCYPART_ARC
(1,20),-0.819141 # DEPENDENCYPART_ARC
(1,21),-0.46523 # DEPENDENCYPART_ARC
(1,22),-1.91302 # DEPENDENCYPART_ARC
(1,23),-1.54095 # DEPENDENCYPART_ARC
(1,24),-0.244385 # DEPENDENCYPART_ARC
(1,25),-0.152083 # DEPENDENCYPART_ARC
(1,26),-1.46129 # DEPENDENCYPART_ARC
(1,27),-1.22752 # DEPENDENCYPART_ARC
(1,28),-2.5068 # DEPENDENCYPART_ARC
(1,29),-1.48926 # DEPENDENCYPART_ARC
(1,30),-1.70075 # DEPENDENCYPART_ARC
(1,31),-1.56635 # DEPENDENCYPART_ARC
(1,32),-2.99996 # DEPENDENCYPART_ARC
(1,33),-3.41477 # DEPENDENCYPART_ARC
(1,34),0.730909 # DEPENDENCYPART_ARC
(1,35),-4.23485 # DEPENDENCYPART_ARC
(1,36),-4.02271 # DEPENDENCYPART_ARC
(1,37),-3.06818 # DEPENDENCYPART_ARC
(1,38),-3.53429 # DEPENDENCYPART_ARC
(1,39),-3.93769 # DEPENDENCYPART_ARC
(1,40),-2.88883 # DEPENDENCYPART_ARC
(1,41),-4.66947 # DEPENDENCYPART_ARC
(1,42),-4.6955 # DEPENDENCYPART_ARC
(1,43),-4.72573 # DEPENDENCYPART_ARC
(1,44),-0.537713 # DEPENDENCYPART_ARC
(1,45),-5.5877 # DEPENDENCYPART_ARC
(1,46),-1.36765 # DEPENDENCYPART_ARC
(1,47),-6.0503 # DEPENDENCYPART_ARC
(1,48),-5.9103 # DEPENDENCYPART_ARC
(1,49),-4.70472 # DEPENDENCYPART_ARC
(1,50),-3.03133 # DEPENDENCYPART_ARC
(1,51),-6.73215 # DEPENDENCYPART_ARC
(1,52),-4.96185 # DEPENDENCYPART_ARC
(1,53),-6.81238 # DEPENDENCYPART_ARC
(1,54),-4.1708 # DEPENDENCYPART_ARC
(1,55),-6.28529 # DEPENDENCYPART_ARC
(1,56),-3.44192 # DEPENDENCYPART_ARC
(1,57),-7.2809 # DEPENDENCYPART_ARC
(1,58),-7.1409 # DEPENDENCYPART_ARC
(1,59),-6.38423 # DEPENDENCYPART_ARC
(1,60),-5.78026 # DEPENDENCYPART_ARC
(1,61),-8.1092 # DEPENDENCYPART_ARC
(1,62),-6.11107 # DEPENDENCYPART_ARC
(1,63),-8.67918 # DEPENDENCYPART_ARC
(1,64),-7.30299 # DEPENDENCYPART_ARC
(1,65),-6.6738 # DEPENDENCYPART_ARC
(1,66),-8.40651 # DEPENDENCYPART_ARC
(1,67),-8.12766 # DEPENDENCYPART_ARC
(1,68),-5.89809 # DEPENDENCYPART_ARC
(1,69),3.01358 # DEPENDENCYPART_ARC
(1,70),-5.02469 # DEPENDENCYPART_ARC
(1,71),-6.59028 # DEPENDENCYPART_ARC
(1,72),-8.55308 # DEPENDENCYPART_ARC
(1,73),-7.9917 # DEPENDENCYPART_ARC
(1,74),-4.21994 # DEPENDENCYPART_ARC
(1,75),-9.20762 # DEPENDENCYPART_ARC
(1,76),-8.6754 # DEPENDENCYPART_ARC
(1,77),-9.04 # DEPENDENCYPART_ARC
(1,78),-8.35885 # DEPENDENCYPART_ARC
(1,79),-10.4695 # DEPENDENCYPART_ARC
(1,80),-9.20837 # DEPENDENCYPART_ARC
(1,81),-9.60899 # DEPENDENCYPART_ARC
(1,82),-6.78179 # DEPENDENCYPART_ARC
(1,83),-7.51584 # DEPENDENCYPART_ARC
(2,1),-0.999012 # DEPENDENCYPART_ARC
(2,3),2.87009 # DEPENDENCYPART_ARC
(2,4),-2.87569 # DEPENDENCYPART_ARC
(2,5),-0.313901 # DEPENDENCYPART_ARC
(2,6),-1.82657 # DEPENDENCYPART_ARC
(2,7),-2.49349 # DEPENDENCYPART_ARC
(2,8),-1.8068 # DEPENDENCYPART_ARC
(2,9),-0.830939 # DEPENDENCYPART_ARC
(2,10),-0.819915 # DEPENDENCYPART_ARC
(2,11),-3.43141 # DEPENDENCYPART_ARC
(2,12),-1.71064 # DEPENDENCYPART_ARC
(2,13),-1.22893 # DEPENDENCYPART_ARC
(2,14),-3.25613 # DEPENDENCYPART_ARC
(2,15),-1.57075 # DEPENDENCYPART_ARC
(2,16),-2.11122 # DEPENDENCYPART_ARC
(2,17),-3.65176 # DEPENDENCYPART_ARC
(2,18),-3.4113 # DEPENDENCYPART_ARC
(2,19),-1.70702 # DEPENDENCYPART_ARC
(2,20),-2.64175 # DEPENDENCYPART_ARC
(2,21),-4.24409 # DEPENDENCYPART_ARC
(2,22),-4.13995 # DEPENDENCYPART_ARC
(2,23),-2.33505 # DEPENDENCYPART_ARC
(2,24),-5.60729 # DEPENDENCYPART_ARC
(2,25),-3.93017 # DEPENDENCYPART_ARC
(2,26),-3.32672 # DEPENDENCYPART_ARC
(2,27),-5.37267 # DEPENDENCYPART_ARC
(2,28),-5.19501 # DEPENDENCYPART_ARC
(2,29),-2.56315 # DEPENDENCYPART_ARC
(2,30),-3.52738 # DEPENDENCYPART_ARC
(2,31),-5.93293 # DEPENDENCYPART_ARC
(2,32),-5.9553 # DEPENDENCYPART_ARC
(2,33),-3.12158 # DEPENDENCYPART_ARC
(2,34),-3.71382 # DEPENDENCYPART_ARC
(2,35),-6.741 # DEPENDENCYPART_ARC
(2,36),-5.59211 # DEPENDENCYPART_ARC
(2,37),-4.4296 # DEPENDENCYPART_ARC
(2,38),-4.105 # DEPENDENCYPART_ARC
(2,39),-5.99105 # DEPENDENCYPART_ARC
(2,40),-7.72187 # DEPENDENCYPART_ARC
(2,41),-7.20596 # DEPENDENCYPART_ARC
(2,42),-8.78938 # DEPENDENCYPART_ARC
(2,43),-8.35136 # DEPENDENCYPART_ARC
(2,44),-5.40591 # DEPENDENCYPART_ARC
(2,45),-9.45574 # DEPENDENCYPART_ARC
(2,46),-6.47697 # DEPENDENCYPART_ARC
(2,47),-7.75116 # DEPENDENCYPART_ARC
(2,48),-10.9136 # DEPENDENCYPART_ARC
(2,49),-5.63012 # DEPENDENCYPART_ARC
(2,50),-6.36429 # DEPENDENCYPART_ARC
(2,51),-10.33 # DEPENDENCYPART_ARC
(2,52),-6.53923 # DEPENDENCYPART_ARC
(2,53),-9.15148 # DEPENDENCYPART_ARC
(2,54),-9.62203 # DEPENDENCYPART_ARC
(2,55),-9.85542 # DEPENDENCYPART_ARC
(2,56),-6.1688 # DEPENDENCYPART_ARC
(2,57),-9.0286 # DEPENDENCYPART_ARC
(2,58),-10.8331 # DEPENDENCYPART_ARC
(2,59),-10.7618 # DEPENDENCYPART_ARC
(2,60),-6.46449 # DEPENDENCYPART_ARC
(2,61),-11.8084 # DEPENDENCYPART_ARC
(2,62),-6.81415 # DEPENDENCYPART_ARC
(2,63),-12.191 # DEPENDENCYPART_ARC
(2,64),-7.36523 # DEPENDENCYPART_ARC
(2,65),-10.9931 # DEPENDENCYPART_ARC
(2,66),-12.6931 # DEPENDENCYPART_ARC
(2,67),-12.303 # DEPENDENCYPART_ARC
(2,68),-7.37973 # DEPENDENCYPART_ARC
(2,69),-14.0284 # DEPENDENCYPART_ARC
(2,70),-7.37298 # DEPENDENCYPART_ARC
(2,71),-9.5013 # DEPENDENCYPART_ARC
(2,72),-13.9945 # DEPENDENCYPART_ARC
(2,73),-11.4219 # DEPENDENCYPART_ARC
(2,74),-8.98131 # DEPENDENCYPART_ARC
(2,75),-13.2371 # DEPENDENCYPART_ARC
(2,76),-13.0338 # DEPENDENCYPART_ARC
(2,77),-14.0055 # DEPENDENCYPART_ARC
(2,78),-8.87927 # DEPENDENCYPART_ARC
(2,79),-14.0788 # DEPENDENCYPART_ARC
(2,80),-13.984 # DEPENDENCYPART_ARC
(2,81),-14.1718 # DEPENDENCYPART_ARC
(2,82),-14.8451 # DEPENDENCYPART_ARC
(2,83),-8.9578 # DEPENDENCYPART_ARC
(3,1),-0.456593 # DEPENDENCYPART_ARC
(3,2),-0.693814 # DEPENDENCYPART_ARC
(3,4),-1.3663 # DEPENDENCYPART_ARC
(3,5),0.116221 # DEPENDENCYPART_ARC
(3,6),-0.980494 # DEPENDENCYPART_ARC
(3,7),-1.96067 # DEPENDENCYPART_ARC
(3,8),-2.32768 # DEPENDENCYPART_ARC
(3,9),-2.44923 # DEPENDENCYPART_ARC
(3,10),-0.75076 # DEPENDENCYPART_ARC
(3,11),-2.52493 # DEPENDENCYPART_ARC
(3,12),-1.09972 # DEPENDENCYPART_ARC
(3,13),-0.662665 # DEPENDENCYPART_ARC
(3,14),-2.93663 # DEPENDENCYPART_ARC
(3,15),-1.64169 # DEPENDENCYPART_ARC
(3,16),-1.15738 # DEPENDENCYPART_ARC
(3,17),-1.99203 # DEPENDENCYPART_ARC
(3,18),-1.99337 # DEPENDENCYPART_ARC
(3,19),-2.02973 # DEPENDENCYPART_ARC
(3,20),-1.17686 # DEPENDENCYPART_ARC
(3,21),-2.4442 # DEPENDENCYPART_ARC
(3,22),-2.35901 # DEPENDENCYPART_ARC
(3,23),-2.21223 # DEPENDENCYPART_ARC
(3,24),-2.76712 # DEPENDENCYPART_ARC
(3,25),-2.10225 # DEPENDENCYPART_ARC
(3,26),-1.37414 # DEPENDENCYPART_ARC
(3,27),-3.18707 # DEPENDENCYPART_ARC
(3,28),-3.00601 # DEPENDENCYPART_ARC
(3,29),-2.91941 # DEPENDENCYPART_ARC
(3,30),-1.34753 # DEPENDENCYPART_ARC
(3,31),-3.41396 # DEPENDENCYPART_ARC
(3,32),-3.34441 # DEPENDENCYPART_ARC
(3,33),-2.91727 # DEPENDENCYPART_ARC
(3,34),-4.41765 # DEPENDENCYPART_ARC
(3,35),-5.10435 # DEPENDENCYPART_ARC
(3,36),-4.55433 # DEPENDENCYPART_ARC
(3,37),-3.56449 # DEPENDENCYPART_ARC
(3,38),-3.95036 # DEPENDENCYPART_ARC
(3,39),-3.36959 # DEPENDENCYPART_ARC
(3,40),-5.69497 # DEPENDENCYPART_ARC
(3,41),-5.20447 # DEPENDENCYPART_ARC
(3,42),-3.33626 # DEPENDENCYPART_ARC
(3,43),-3.06054 # DEPENDENCYPART_ARC
(3,44),-4.10685 # DEPENDENCYPART_ARC
(3,45),-5.44633 # DEPENDENCYPART_ARC
(3,46),-6.61479 # DEPENDENCYPART_ARC
(3,47),-5.2651 # DEPENDENCYPART_ARC
(3,48),-3.71489 # DEPENDENCYPART_ARC
(3,49),-3.48621 # DEPENDENCYPART_ARC
(3,50),-6.68164 # DEPENDENCYPART_ARC
(3,51),-6.39161 # DEPENDENCYPART_ARC
(3,52),-4.62235 # DEPENDENCYPART_ARC
(3,53),-4.18936 # DEPENDENCYPART_ARC
(3,54),-6.05837 # DEPENDENCYPART_ARC
(3,55),-6.94656 # DEPENDENCYPART_ARC
(3,56),-8.68504 # DEPENDENCYPART_ARC
(3,57),-5.87499 # DEPENDENCYPART_ARC
(3,58),-7.17512 # DEPENDENCYPART_ARC
(3,59),-6.17969 # DEPENDENCYPART_ARC
(3,60),-6.03992 # DEPENDENCYPART_ARC
(3,61),-6.63995 # DEPENDENCYPART_ARC
(3,62),-6.19447 # DEPENDENCYPART_ARC
(3,63),-6.8001 # DEPENDENCYPART_ARC
(3,64),-6.40182 # DEPENDENCYPART_ARC
(3,65),-3.91431 # DEPENDENCYPART_ARC
(3,66),-8.05842 # DEPENDENCYPART_ARC
(3,67),-7.1501 # DEPENDENCYPART_ARC
(3,68),-4.11638 # DEPENDENCYPART_ARC
(3,69),-6.13428 # DEPENDENCYPART_ARC
(3,70),-11.2198 # DEPENDENCYPART_ARC
(3,71),-6.49496 # DEPENDENCYPART_ARC
(3,72),-9.32251 # DEPENDENCYPART_ARC
(3,73),-4.43074 # DEPENDENCYPART_ARC
(3,74),-6.51072 # DEPENDENCYPART_ARC
(3,75),-7.95559 # DEPENDENCYPART_ARC
(3,76),-7.94762 # DEPENDENCYPART_ARC
(3,77),-8.48172 # DEPENDENCYPART_ARC
(3,78),-7.30074 # DEPENDENCYPART_ARC
(3,79),-8.4765 # DEPENDENCYPART_ARC
(3,80),-8.46596 # DEPENDENCYPART_ARC
(3,81),-8.82115 # DEPENDENCYPART_ARC
(3,82),-7.12523 # DEPENDENCYPART_ARC
(3,83),-7.44199 # DEPENDENCYPART_ARC
(4,1),-1.12046 # DEPENDENCYPART_ARC
(4,2),-0.61989 # DEPENDENCYPART_ARC
(4,3),-1.27107 # DEPENDENCYPART_ARC
(4,5),1.76101 # DEPENDENCYPART_ARC
(4,6),0.0599836 # DEPENDENCYPART_ARC
(4,7),-1.00674 # DEPENDENCYPART_ARC
(4,8),-0.941617 # DEPENDENCYPART_ARC
(4,9),-0.871847 # DEPENDENCYPART_ARC
(4,10),0.543339 # DEPENDENCYPART_ARC
(4,11),-2.26613 # DEPENDENCYPART_ARC
(4,12),-0.385852 # DEPENDENCYPART_ARC
(4,13),0.400617 # DEPENDENCYPART_ARC
(4,14),-2.23175 # DEPENDENCYPART_ARC
(4,15),0.18588 # DEPENDENCYPART_ARC
(4,16),-0.823297 # DEPENDENCYPART_ARC
(4,17),-1.65431 # DEPENDENCYPART_ARC
(4,18),-1.76364 # DEPENDENCYPART_ARC
(4,19),-0.310156 # DEPENDENCYPART_ARC
(4,20),-1.19157 # DEPENDENCYPART_ARC
(4,21),-2.26052 # DEPENDENCYPART_ARC
(4,22),-2.54403 # DEPENDENCYPART_ARC
(4,23),-0.881725 # DEPENDENCYPART_ARC
(4,24),-3.02185 # DEPENDENCYPART_ARC
(4,25),-1.80798 # DEPENDENCYPART_ARC
(4,26),-1.64031 # DEPENDENCYPART_ARC
(4,27),-3.38735 # DEPENDENCYPART_ARC
(4,28),-3.66162 # DEPENDENCYPART_ARC
(4,29),-1.21915 # DEPENDENCYPART_ARC
(4,30),-2.20329 # DEPENDENCYPART_ARC
(4,31),-3.94748 # DEPENDENCYPART_ARC
(4,32),-4.32441 # DEPENDENCYPART_ARC
(4,33),-1.55766 # DEPENDENCYPART_ARC
(4,34),-1.82844 # DEPENDENCYPART_ARC
(4,35),-5.83958 # DEPENDENCYPART_ARC
(4,36),-5.62048 # DEPENDENCYPART_ARC
(4,37),-3.16801 # DEPENDENCYPART_ARC
(4,38),-2.47731 # DEPENDENCYPART_ARC
(4,39),-3.42666 # DEPENDENCYPART_ARC
(4,40),-6.20127 # DEPENDENCYPART_ARC
(4,41),-5.75612 # DEPENDENCYPART_ARC
(4,42),-7.72847 # DEPENDENCYPART_ARC
(4,43),-7.07899 # DEPENDENCYPART_ARC
(4,44),-3.2203 # DEPENDENCYPART_ARC
(4,45),-7.7491 # DEPENDENCYPART_ARC
(4,46),-4.65025 # DEPENDENCYPART_ARC
(4,47),-6.31178 # DEPENDENCYPART_ARC
(4,48),-10.7463 # DEPENDENCYPART_ARC
(4,49),-4.59981 # DEPENDENCYPART_ARC
(4,50),-4.71213 # DEPENDENCYPART_ARC
(4,51),-8.91593 # DEPENDENCYPART_ARC
(4,52),-4.88759 # DEPENDENCYPART_ARC
(4,53),-6.40391 # DEPENDENCYPART_ARC
(4,54),-8.88544 # DEPENDENCYPART_ARC
(4,55),-8.77517 # DEPENDENCYPART_ARC
(4,56),-4.30059 # DEPENDENCYPART_ARC
(4,57),-7.6955 # DEPENDENCYPART_ARC
(4,58),-9.58332 # DEPENDENCYPART_ARC
(4,59),-8.91378 # DEPENDENCYPART_ARC
(4,60),-4.70463 # DEPENDENCYPART_ARC
(4,61),-9.93584 # DEPENDENCYPART_ARC
(4,62),-5.2325 # DEPENDENCYPART_ARC
(4,63),-10.3922 # DEPENDENCYPART_ARC
(4,64),-5.73414 # DEPENDENCYPART_ARC
(4,65),-8.18826 # DEPENDENCYPART_ARC
(4,66),-11.4158 # DEPENDENCYPART_ARC
(4,67),-10.7417 # DEPENDENCYPART_ARC
(4,68),-6.33707 # DEPENDENCYPART_ARC
(4,69),-11.69 # DEPENDENCYPART_ARC
(4,70),-5.62151 # DEPENDENCYPART_ARC
(4,71),-7.75122 # DEPENDENCYPART_ARC
(4,72),-11.2871 # DEPENDENCYPART_ARC
(4,73),-8.44471 # DEPENDENCYPART_ARC
(4,74),-7.41273 # DEPENDENCYPART_ARC
(4,75),-12.056 # DEPENDENCYPART_ARC
(4,76),-11.7455 # DEPENDENCYPART_ARC
(4,77),-12.4326 # DEPENDENCYPART_ARC
(4,78),-7.17494 # DEPENDENCYPART_ARC
(4,79),-12.7538 # DEPENDENCYPART_ARC
(4,80),-12.7041 # DEPENDENCYPART_ARC
(4,81),-12.5909 # DEPENDENCYPART_ARC
(4,82),-12.7078 # DEPENDENCYPART_ARC
(4,83),-7.79668 # DEPENDENCYPART_ARC
(5,1),-0.718304 # DEPENDENCYPART_ARC
(5,2),-0.472151 # DEPENDENCYPART_ARC
(5,3),-0.621111 # DEPENDENCYPART_ARC
(5,4),0.36039 # DEPENDENCYPART_ARC
(5,6),2.77914 # DEPENDENCYPART_ARC
(5,7),0.789295 # DEPENDENCYPART_ARC
(5,8),-0.213668 # DEPENDENCYPART_ARC
(5,9),-0.494686 # DEPENDENCYPART_ARC
(5,10),-0.511777 # DEPENDENCYPART_ARC
(5,11),-0.106188 # DEPENDENCYPART_ARC
(5,12),-0.932639 # DEPENDENCYPART_ARC
(5,13),-0.716983 # DEPENDENCYPART_ARC
(5,14),-0.0242628 # DEPENDENCYPART_ARC
(5,15),-0.461269 # DEPENDENCYPART_ARC
(5,16),-0.821186 # DEPENDENCYPART_ARC
(5,17),-1.55534 # DEPENDENCYPART_ARC
(5,18),-1.77026 # DEPENDENCYPART_ARC
(5,19),-1.12011 # DEPENDENCYPART_ARC
(5,20),-1.14699 # DEPENDENCYPART_ARC
(5,21),-2.28259 # DEPENDENCYPART_ARC
(5,22),-2.6111 # DEPENDENCYPART_ARC
(5,23),-1.90894 # DEPENDENCYPART_ARC
(5,24),-2.86178 # DEPENDENCYPART_ARC
(5,25),-1.36996 # DEPENDENCYPART_ARC
(5,26),-1.46639 # DEPENDENCYPART_ARC
(5,27),-3.35285 # DEPENDENCYPART_ARC
(5,28),-3.79599 # DEPENDENCYPART_ARC
(5,29),-2.79383 # DEPENDENCYPART_ARC
(5,30),-1.9258 # DEPENDENCYPART_ARC
(5,31),-4.36433 # DEPENDENCYPART_ARC
(5,32),-4.60398 # DEPENDENCYPART_ARC
(5,33),-2.78947 # DEPENDENCYPART_ARC
(5,34),-1.9468 # DEPENDENCYPART_ARC
(5,35),-4.28714 # DEPENDENCYPART_ARC
(5,36),-2.60038 # DEPENDENCYPART_ARC
(5,37),-5.01441 # DEPENDENCYPART_ARC
(5,38),-3.46786 # DEPENDENCYPART_ARC
(5,39),-3.70458 # DEPENDENCYPART_ARC
(5,40),-6.32171 # DEPENDENCYPART_ARC
(5,41),-6.64006 # DEPENDENCYPART_ARC
(5,42),-5.4617 # DEPENDENCYPART_ARC
(5,43),-5.17642 # DEPENDENCYPART_ARC
