# _root_ القاهِرَةُ - » الحَياَةُ « - زادَت مُعَدَّلاتُ » الدَوْلَرَةِ « داخِلَ الاِقْتِصادِ المِصْرِيِّ عَلَى نَحْوٍ باتٍّ يَزْعَجُ الحُكُومَةَ الَّتِي خَفَّضَت مَطْلَعَ الشَهْرِ الماضِي قِيمَةَ الجُنَيْهِ فِي مُواجَهَةِ الدُولارِ ، وَ بَدَأَت هٰذِهِ المُعَدَّلاتُ تَقْتَرِبُ مِن حاجِزِ عامِ 1994 فِي بِدايَةِ بَرْنامَجِ الإِصْلاحِ الاِقْتِصادِيِّ . وَ أَشارَ تَقْرِيرٌ لِ وِزارَةِ الاِقْتِصادِ إِلَى أَنَّ مُعَدَّلَ » الدَوْلَرَةِ « تَجاوَزَ 22 فِي المِئَةِ مِن إِجْمالِيِّ حَجْمِ السُيُولَةِ وَ هُوَ فِي سَبِيلِ هُ إِلَى الصُعُودِ تَدْرِيجاً بِ مُعَدَّلٍ يُراوِحُ بَيْنَ 3,0 وَ 4,0 فِي المِئَةِ شَهْرِيّاً .
#goldHeads=0,0,4,0,4,0,31,7,10,8,10,7,12,13,7,15,16,17,18,19,19,21,22,23,21,25,21,27,27,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,67,68,58,68,69,69,71,72,72,74,75,76,79,77,79,79,81,79,0,
#predictedHeads=0,0,4,0,4,0,0,7,10,8,10,7,12,13,7,15,16,31,18,19,31,21,22,23,21,25,26,27,28,29,0,31,34,32,34,35,36,37,38,39,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,64,68,63,68,69,69,71,72,73,74,75,76,79,77,79,80,81,79,0,
(2,56),-4.58618 # DEPENDENCYPART_ARC
(2,57),-6.64067 # DEPENDENCYPART_ARC
(2,58),-3.58537 # DEPENDENCYPART_ARC
(2,59),-2.66193 # DEPENDENCYPART_ARC
(2,60),-6.51366 # DEPENDENCYPART_ARC
(2,61),-4.89633 # DEPENDENCYPART_ARC
(2,62),-4.16914 # DEPENDENCYPART_ARC
(2,63),-5.05713 # DEPENDENCYPART_ARC
(2,64),-5.15445 # DEPENDENCYPART_ARC
(2,65),-5.10777 # DEPENDENCYPART_ARC
(2,66),-7.88133 # DEPENDENCYPART_ARC
(2,67),-2.52473 # DEPENDENCYPART_ARC
(2,68),-7.21982 # DEPENDENCYPART_ARC
(2,69),-5.44689 # DEPENDENCYPART_ARC
(2,70),-2.53219 # DEPENDENCYPART_ARC
(2,71),-4.37948 # DEPENDENCYPART_ARC
(2,72),-5.72249 # DEPENDENCYPART_ARC
(2,73),-5.75062 # DEPENDENCYPART_ARC
(2,74),-5.93786 # DEPENDENCYPART_ARC
(2,75),-5.8334 # DEPENDENCYPART_ARC
(2,76),-3.93371 # DEPENDENCYPART_ARC
(2,77),-5.66512 # DEPENDENCYPART_ARC
(2,78),-2.56499 # DEPENDENCYPART_ARC
(2,79),-9.41227 # DEPENDENCYPART_ARC
(2,80),-2.74239 # DEPENDENCYPART_ARC
(2,81),-7.96084 # DEPENDENCYPART_ARC
(2,82),-6.3278 # DEPENDENCYPART_ARC
(2,83),-6.45658 # DEPENDENCYPART_ARC
(2,84),-7.72585 # DEPENDENCYPART_ARC
(3,1),-0.00367221 # DEPENDENCYPART_ARC
(3,2),-0.103586 # DEPENDENCYPART_ARC
(3,4),-0.0194242 # DEPENDENCYPART_ARC
(3,5),-0.557648 # DEPENDENCYPART_ARC
(3,6),-0.685394 # DEPENDENCYPART_ARC
(3,7),-1.10905 # DEPENDENCYPART_ARC
(3,8),-1.44569 # DEPENDENCYPART_ARC
(3,9),-1.69653 # DEPENDENCYPART_ARC
(3,10),-1.67743 # DEPENDENCYPART_ARC
(3,11),-1.74909 # DEPENDENCYPART_ARC
(3,12),-1.77583 # DEPENDENCYPART_ARC
(3,13),-1.83276 # DEPENDENCYPART_ARC
(3,14),-1.78022 # DEPENDENCYPART_ARC
(3,15),-2.03941 # DEPENDENCYPART_ARC
(3,16),-2.05922 # DEPENDENCYPART_ARC
(3,17),-1.78999 # DEPENDENCYPART_ARC
(3,18),-1.92928 # DEPENDENCYPART_ARC
(3,19),-2.20394 # DEPENDENCYPART_ARC
(3,20),-1.96967 # DEPENDENCYPART_ARC
(3,21),-1.99345 # DEPENDENCYPART_ARC
(3,22),-2.49064 # DEPENDENCYPART_ARC
(3,23),-2.51838 # DEPENDENCYPART_ARC
(3,24),-2.2763 # DEPENDENCYPART_ARC
(3,25),-2.57823 # DEPENDENCYPART_ARC
(3,26),-2.79607 # DEPENDENCYPART_ARC
(3,27),-3.58545 # DEPENDENCYPART_ARC
(3,28),-2.99409 # DEPENDENCYPART_ARC
(3,29),-2.95827 # DEPENDENCYPART_ARC
(3,30),-3.52716 # DEPENDENCYPART_ARC
(3,31),-3.43044 # DEPENDENCYPART_ARC
(3,32),-2.3446 # DEPENDENCYPART_ARC
(3,33),-2.25976 # DEPENDENCYPART_ARC
(3,34),-3.37562 # DEPENDENCYPART_ARC
(3,35),-2.55135 # DEPENDENCYPART_ARC
(3,36),-2.99976 # DEPENDENCYPART_ARC
(3,37),-3.54813 # DEPENDENCYPART_ARC
(3,38),-3.48769 # DEPENDENCYPART_ARC
(3,39),-2.36637 # DEPENDENCYPART_ARC
(3,40),-4.63855 # DEPENDENCYPART_ARC
(3,41),-3.73081 # DEPENDENCYPART_ARC
(3,42),-3.83809 # DEPENDENCYPART_ARC
(3,43),-3.72298 # DEPENDENCYPART_ARC
(3,44),-4.22374 # DEPENDENCYPART_ARC
(3,45),-4.93643 # DEPENDENCYPART_ARC
(3,46),-4.69882 # DEPENDENCYPART_ARC
(3,47),-3.06563 # DEPENDENCYPART_ARC
(3,48),-4.59057 # DEPENDENCYPART_ARC
(3,49),-4.77779 # DEPENDENCYPART_ARC
(3,50),-4.73807 # DEPENDENCYPART_ARC
(3,51),-4.76226 # DEPENDENCYPART_ARC
(3,52),-4.08764 # DEPENDENCYPART_ARC
(3,53),-4.24744 # DEPENDENCYPART_ARC
(3,54),-4.85459 # DEPENDENCYPART_ARC
(3,55),-7.80436 # DEPENDENCYPART_ARC
(3,56),-4.97663 # DEPENDENCYPART_ARC
(3,57),-7.67983 # DEPENDENCYPART_ARC
(3,58),-3.46027 # DEPENDENCYPART_ARC
(3,59),-3.10129 # DEPENDENCYPART_ARC
(3,60),-6.82754 # DEPENDENCYPART_ARC
(3,61),-5.22676 # DEPENDENCYPART_ARC
(3,62),-4.60025 # DEPENDENCYPART_ARC
(3,63),-5.32718 # DEPENDENCYPART_ARC
(3,64),-5.3803 # DEPENDENCYPART_ARC
(3,65),-5.38884 # DEPENDENCYPART_ARC
(3,66),-5.84056 # DEPENDENCYPART_ARC
(3,67),-3.01179 # DEPENDENCYPART_ARC
(3,68),-7.53621 # DEPENDENCYPART_ARC
(3,69),-5.72342 # DEPENDENCYPART_ARC
(3,70),-3.03354 # DEPENDENCYPART_ARC
(3,71),-4.75857 # DEPENDENCYPART_ARC
(3,72),-5.935 # DEPENDENCYPART_ARC
(3,73),-5.96051 # DEPENDENCYPART_ARC
(3,74),-6.29411 # DEPENDENCYPART_ARC
(3,75),-6.08924 # DEPENDENCYPART_ARC
(3,76),-3.55284 # DEPENDENCYPART_ARC
(3,77),-6.04682 # DEPENDENCYPART_ARC
(3,78),-3.05753 # DEPENDENCYPART_ARC
(3,79),-6.91643 # DEPENDENCYPART_ARC
(3,80),-3.26531 # DEPENDENCYPART_ARC
(3,81),-8.30218 # DEPENDENCYPART_ARC
(3,82),-6.49377 # DEPENDENCYPART_ARC
(3,83),-6.44383 # DEPENDENCYPART_ARC
(3,84),-8.47151 # DEPENDENCYPART_ARC
(4,1),-0.920319 # DEPENDENCYPART_ARC
(4,2),0.261452 # DEPENDENCYPART_ARC
(4,3),1.99936 # DEPENDENCYPART_ARC
(4,5),1.86634 # DEPENDENCYPART_ARC
(4,6),0.3999 # DEPENDENCYPART_ARC
(4,7),-0.378982 # DEPENDENCYPART_ARC
(4,8),-1.38966 # DEPENDENCYPART_ARC
(4,9),-0.234206 # DEPENDENCYPART_ARC
(4,10),-0.936297 # DEPENDENCYPART_ARC
(4,11),-0.0392918 # DEPENDENCYPART_ARC
(4,12),-1.24444 # DEPENDENCYPART_ARC
(4,13),-0.630659 # DEPENDENCYPART_ARC
(4,14),-1.1073 # DEPENDENCYPART_ARC
(4,15),-1.42462 # DEPENDENCYPART_ARC
(4,16),-1.38976 # DEPENDENCYPART_ARC
(4,17),-1.89339 # DEPENDENCYPART_ARC
(4,18),-2.06997 # DEPENDENCYPART_ARC
(4,19),-2.79542 # DEPENDENCYPART_ARC
(4,20),-1.62338 # DEPENDENCYPART_ARC
(4,21),-1.73106 # DEPENDENCYPART_ARC
(4,22),-2.51251 # DEPENDENCYPART_ARC
(4,23),-1.26778 # DEPENDENCYPART_ARC
(4,24),-1.05465 # DEPENDENCYPART_ARC
(4,25),-3.53149 # DEPENDENCYPART_ARC
(4,26),-1.51723 # DEPENDENCYPART_ARC
(4,27),-1.72412 # DEPENDENCYPART_ARC
(4,28),-2.58349 # DEPENDENCYPART_ARC
(4,29),-1.84632 # DEPENDENCYPART_ARC
(4,30),-2.17821 # DEPENDENCYPART_ARC
(4,31),-1.98422 # DEPENDENCYPART_ARC
(4,32),-2.6055 # DEPENDENCYPART_ARC
(4,33),-2.30574 # DEPENDENCYPART_ARC
(4,34),-2.96811 # DEPENDENCYPART_ARC
(4,35),-2.67525 # DEPENDENCYPART_ARC
(4,36),-1.74884 # DEPENDENCYPART_ARC
(4,37),-2.40744 # DEPENDENCYPART_ARC
(4,38),-2.54006 # DEPENDENCYPART_ARC
(4,39),-2.73653 # DEPENDENCYPART_ARC
(4,40),-1.96336 # DEPENDENCYPART_ARC
(4,41),-3.22732 # DEPENDENCYPART_ARC
(4,42),-2.64897 # DEPENDENCYPART_ARC
(4,43),-2.55347 # DEPENDENCYPART_ARC
(4,44),-3.15669 # DEPENDENCYPART_ARC
(4,45),-3.37592 # DEPENDENCYPART_ARC
(4,46),-2.63592 # DEPENDENCYPART_ARC
(4,47),-3.63261 # DEPENDENCYPART_ARC
(4,48),-4.47675 # DEPENDENCYPART_ARC
(4,49),-3.18974 # DEPENDENCYPART_ARC
(4,50),-4.1412 # DEPENDENCYPART_ARC
(4,51),-3.55445 # DEPENDENCYPART_ARC
(4,52),-2.96884 # DEPENDENCYPART_ARC
(4,53),-3.08999 # DEPENDENCYPART_ARC
(4,54),-5.06705 # DEPENDENCYPART_ARC
(4,55),-4.73144 # DEPENDENCYPART_ARC
(4,56),-4.15806 # DEPENDENCYPART_ARC
(4,57),-3.42273 # DEPENDENCYPART_ARC
(4,58),-4.47141 # DEPENDENCYPART_ARC
(4,59),-4.01652 # DEPENDENCYPART_ARC
(4,60),-3.05814 # DEPENDENCYPART_ARC
(4,61),-4.51557 # DEPENDENCYPART_ARC
(4,62),-2.60913 # DEPENDENCYPART_ARC
(4,63),-4.28866 # DEPENDENCYPART_ARC
(4,64),-4.25565 # DEPENDENCYPART_ARC
(4,65),-4.57468 # DEPENDENCYPART_ARC
(4,66),-2.92583 # DEPENDENCYPART_ARC
(4,67),-4.98332 # DEPENDENCYPART_ARC
(4,68),-3.28251 # DEPENDENCYPART_ARC
(4,69),-4.55804 # DEPENDENCYPART_ARC
(4,70),-5.1444 # DEPENDENCYPART_ARC
(4,71),-3.42995 # DEPENDENCYPART_ARC
(4,72),-4.37373 # DEPENDENCYPART_ARC
(4,73),-6.09979 # DEPENDENCYPART_ARC
(4,74),-4.53062 # DEPENDENCYPART_ARC
(4,75),-5.11278 # DEPENDENCYPART_ARC
(4,76),-4.96138 # DEPENDENCYPART_ARC
(4,77),-3.31903 # DEPENDENCYPART_ARC
(4,78),-5.22797 # DEPENDENCYPART_ARC
(4,79),-3.02661 # DEPENDENCYPART_ARC
(4,80),-5.30061 # DEPENDENCYPART_ARC
(4,81),-3.29398 # DEPENDENCYPART_ARC
(4,82),-5.25166 # DEPENDENCYPART_ARC
(4,83),-7.49604 # DEPENDENCYPART_ARC
(4,84),-6.13536 # DEPENDENCYPART_ARC
(5,1),-1.57999 # DEPENDENCYPART_ARC
(5,2),-0.847114 # DEPENDENCYPART_ARC
(5,3),-0.510528 # DEPENDENCYPART_ARC
(5,4),-0.753184 # DEPENDENCYPART_ARC
(5,6),0.999341 # DEPENDENCYPART_ARC
(5,7),-0.626593 # DEPENDENCYPART_ARC
(5,8),-0.931771 # DEPENDENCYPART_ARC
(5,9),-0.843214 # DEPENDENCYPART_ARC
(5,10),-1.17638 # DEPENDENCYPART_ARC
(5,11),-1.04087 # DEPENDENCYPART_ARC
(5,12),-1.58102 # DEPENDENCYPART_ARC
(5,13),-1.55497 # DEPENDENCYPART_ARC
(5,14),-1.34877 # DEPENDENCYPART_ARC
(5,15),-1.67322 # DEPENDENCYPART_ARC
(5,16),-1.81957 # DEPENDENCYPART_ARC
(5,17),-1.57995 # DEPENDENCYPART_ARC
(5,18),-1.60954 # DEPENDENCYPART_ARC
(5,19),-1.8446 # DEPENDENCYPART_ARC
(5,20),-1.71708 # DEPENDENCYPART_ARC
(5,21),-1.60724 # DEPENDENCYPART_ARC
(5,22),-2.20982 # DEPENDENCYPART_ARC
(5,23),-2.24696 # DEPENDENCYPART_ARC
(5,24),-1.83021 # DEPENDENCYPART_ARC
(5,25),-2.32185 # DEPENDENCYPART_ARC
(5,26),-2.39743 # DEPENDENCYPART_ARC
(5,27),-3.07092 # DEPENDENCYPART_ARC
(5,28),-2.71284 # DEPENDENCYPART_ARC
(5,29),-2.6728 # DEPENDENCYPART_ARC
(5,30),-3.03021 # DEPENDENCYPART_ARC
(5,31),-3.38676 # DEPENDENCYPART_ARC
(5,32),-2.09591 # DEPENDENCYPART_ARC
(5,33),-1.99712 # DEPENDENCYPART_ARC
(5,34),-2.88948 # DEPENDENCYPART_ARC
(5,35),-2.17158 # DEPENDENCYPART_ARC
(5,36),-2.75686 # DEPENDENCYPART_ARC
(5,37),-3.2743 # DEPENDENCYPART_ARC
