# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,10,2,16,14,16,16,18,19,20,21,21,23,20,25,26,27,0,
(2,5),-1.13029 # DEPENDENCYPART_ARC
(2,6),0.0471567 # DEPENDENCYPART_ARC
(2,7),0.783682 # DEPENDENCYPART_ARC
(2,8),-1.86478 # DEPENDENCYPART_ARC
(2,9),-1.99836 # DEPENDENCYPART_ARC
(2,10),-0.385884 # DEPENDENCYPART_ARC
(2,11),-0.481773 # DEPENDENCYPART_ARC
(2,13),-0.597611 # DEPENDENCYPART_ARC
(2,14),0.367127 # DEPENDENCYPART_ARC
(2,16),-2.03745 # DEPENDENCYPART_ARC
(2,17),-0.824705 # DEPENDENCYPART_ARC
(2,19),-0.480848 # DEPENDENCYPART_ARC
(2,20),-2.76415 # DEPENDENCYPART_ARC
(2,21),-0.923256 # DEPENDENCYPART_ARC
(2,23),-1.20046 # DEPENDENCYPART_ARC
(2,25),-0.777314 # DEPENDENCYPART_ARC
(2,28),-3.61501 # DEPENDENCYPART_ARC
(2,29),-0.794618 # DEPENDENCYPART_ARC
(3,1),-0.624757 # DEPENDENCYPART_ARC
(3,4),1.14556 # DEPENDENCYPART_ARC
(3,5),-0.577815 # DEPENDENCYPART_ARC
(3,6),-0.488178 # DEPENDENCYPART_ARC
(3,7),-0.0683272 # DEPENDENCYPART_ARC
(3,9),-1.65354 # DEPENDENCYPART_ARC
(3,12),-0.958746 # DEPENDENCYPART_ARC
(3,14),-0.754111 # DEPENDENCYPART_ARC
(3,17),-0.771584 # DEPENDENCYPART_ARC
(3,18),-0.825998 # DEPENDENCYPART_ARC
(4,1),-0.688896 # DEPENDENCYPART_ARC
(4,3),-0.410806 # DEPENDENCYPART_ARC
(4,5),1.83389 # DEPENDENCYPART_ARC
(4,6),-0.153048 # DEPENDENCYPART_ARC
(4,7),-0.824516 # DEPENDENCYPART_ARC
(4,8),-0.465937 # DEPENDENCYPART_ARC
(4,9),-1.19745 # DEPENDENCYPART_ARC
(5,1),-0.672106 # DEPENDENCYPART_ARC
(5,3),-1.66708 # DEPENDENCYPART_ARC
(5,6),1.30542 # DEPENDENCYPART_ARC
(5,7),0.331555 # DEPENDENCYPART_ARC
(5,8),-1.34388 # DEPENDENCYPART_ARC
(5,9),-1.37109 # DEPENDENCYPART_ARC
(5,10),-0.307917 # DEPENDENCYPART_ARC
(5,11),-0.5468 # DEPENDENCYPART_ARC
(5,12),-0.830668 # DEPENDENCYPART_ARC
(5,14),-0.465236 # DEPENDENCYPART_ARC
(5,17),-0.575667 # DEPENDENCYPART_ARC
(5,18),-0.87107 # DEPENDENCYPART_ARC
(6,3),-0.813598 # DEPENDENCYPART_ARC
(6,4),-0.484859 # DEPENDENCYPART_ARC
(6,5),-0.244527 # DEPENDENCYPART_ARC
(6,7),0.979302 # DEPENDENCYPART_ARC
(6,8),0.419962 # DEPENDENCYPART_ARC
(6,9),-0.22584 # DEPENDENCYPART_ARC
(6,10),-0.453443 # DEPENDENCYPART_ARC
(6,13),-0.600312 # DEPENDENCYPART_ARC
(6,14),-0.624665 # DEPENDENCYPART_ARC
(6,17),-0.658672 # DEPENDENCYPART_ARC
(6,18),-0.602631 # DEPENDENCYPART_ARC
(7,1),-0.573538 # DEPENDENCYPART_ARC
(7,3),-1.17106 # DEPENDENCYPART_ARC
(7,4),-0.872566 # DEPENDENCYPART_ARC
(7,5),-0.959058 # DEPENDENCYPART_ARC
(7,6),-0.639582 # DEPENDENCYPART_ARC
(7,8),1.92735 # DEPENDENCYPART_ARC
(7,9),-0.0269407 # DEPENDENCYPART_ARC
(7,10),-0.0667663 # DEPENDENCYPART_ARC
(7,11),-0.538542 # DEPENDENCYPART_ARC
(7,15),-0.740987 # DEPENDENCYPART_ARC
(7,16),-1.35933 # DEPENDENCYPART_ARC
(8,6),-0.826264 # DEPENDENCYPART_ARC
(8,9),1.95749 # DEPENDENCYPART_ARC
(8,10),-0.197198 # DEPENDENCYPART_ARC
(8,11),-0.494881 # DEPENDENCYPART_ARC
(8,12),-0.765377 # DEPENDENCYPART_ARC
(8,13),-0.884909 # DEPENDENCYPART_ARC
(8,14),-0.496385 # DEPENDENCYPART_ARC
(8,16),-0.952439 # DEPENDENCYPART_ARC
(8,17),-0.534862 # DEPENDENCYPART_ARC
(8,18),-1.0261 # DEPENDENCYPART_ARC
(9,5),-2.31236 # DEPENDENCYPART_ARC
(9,6),-0.797361 # DEPENDENCYPART_ARC
(9,10),0.219689 # DEPENDENCYPART_ARC
(9,11),-0.533221 # DEPENDENCYPART_ARC
(9,13),-0.577832 # DEPENDENCYPART_ARC
(10,2),-0.535116 # DEPENDENCYPART_ARC
(10,3),-0.573345 # DEPENDENCYPART_ARC
(10,4),-0.496534 # DEPENDENCYPART_ARC
(10,5),-0.44468 # DEPENDENCYPART_ARC
(10,6),-0.0256536 # DEPENDENCYPART_ARC
(10,7),-0.549388 # DEPENDENCYPART_ARC
(10,8),-0.17365 # DEPENDENCYPART_ARC
(10,9),0.0442123 # DEPENDENCYPART_ARC
(10,11),0.261889 # DEPENDENCYPART_ARC
(10,12),-0.532829 # DEPENDENCYPART_ARC
(10,13),0.304121 # DEPENDENCYPART_ARC
(10,14),-0.779544 # DEPENDENCYPART_ARC
(10,16),-0.967609 # DEPENDENCYPART_ARC
(10,26),-0.831707 # DEPENDENCYPART_ARC
(10,28),-1.111 # DEPENDENCYPART_ARC
(11,8),-0.692975 # DEPENDENCYPART_ARC
(11,10),0.10536 # DEPENDENCYPART_ARC
(11,12),0.963986 # DEPENDENCYPART_ARC
(11,13),-0.144585 # DEPENDENCYPART_ARC
(11,14),-0.307 # DEPENDENCYPART_ARC
(11,17),-0.708319 # DEPENDENCYPART_ARC
(11,18),-0.695308 # DEPENDENCYPART_ARC
(11,19),-0.832391 # DEPENDENCYPART_ARC
(12,10),-0.334761 # DEPENDENCYPART_ARC
(12,11),0.103023 # DEPENDENCYPART_ARC
(12,13),0.845797 # DEPENDENCYPART_ARC
(12,16),-0.849001 # DEPENDENCYPART_ARC
(13,2),-0.910946 # DEPENDENCYPART_ARC
(13,11),-0.770577 # DEPENDENCYPART_ARC
(13,12),-0.472111 # DEPENDENCYPART_ARC
(13,14),-0.634395 # DEPENDENCYPART_ARC
(14,1),-0.636599 # DEPENDENCYPART_ARC
(14,13),-0.123001 # DEPENDENCYPART_ARC
(14,15),1.65258 # DEPENDENCYPART_ARC
(14,16),0.574876 # DEPENDENCYPART_ARC
(14,17),-0.262486 # DEPENDENCYPART_ARC
(14,19),-0.638159 # DEPENDENCYPART_ARC
(14,20),-0.775052 # DEPENDENCYPART_ARC
(14,25),-0.414816 # DEPENDENCYPART_ARC
(14,29),-0.419823 # DEPENDENCYPART_ARC
(15,16),-0.664862 # DEPENDENCYPART_ARC
(15,18),-0.244766 # DEPENDENCYPART_ARC
(15,19),-0.903902 # DEPENDENCYPART_ARC
(16,2),-0.348107 # DEPENDENCYPART_ARC
(16,3),-1.32006 # DEPENDENCYPART_ARC
(16,4),-0.182222 # DEPENDENCYPART_ARC
(16,5),-2.00049 # DEPENDENCYPART_ARC
(16,7),-0.229639 # DEPENDENCYPART_ARC
(16,8),-1.75433 # DEPENDENCYPART_ARC
(16,9),-1.22688 # DEPENDENCYPART_ARC
(16,10),-0.551129 # DEPENDENCYPART_ARC
(16,13),-0.40177 # DEPENDENCYPART_ARC
(16,14),-0.24357 # DEPENDENCYPART_ARC
(16,15),2.86754 # DEPENDENCYPART_ARC
(16,17),1.10676 # DEPENDENCYPART_ARC
(16,18),-0.192833 # DEPENDENCYPART_ARC
(16,19),-0.779638 # DEPENDENCYPART_ARC
(16,20),-1.866 # DEPENDENCYPART_ARC
(16,21),-1.37301 # DEPENDENCYPART_ARC
(16,22),-1.42046 # DEPENDENCYPART_ARC
(16,24),-1.63024 # DEPENDENCYPART_ARC
(16,25),-0.777681 # DEPENDENCYPART_ARC
(16,26),-1.91667 # DEPENDENCYPART_ARC
(16,27),-1.66579 # DEPENDENCYPART_ARC
(17,1),-0.470832 # DEPENDENCYPART_ARC
(17,2),-0.703173 # DEPENDENCYPART_ARC
(17,15),-0.592414 # DEPENDENCYPART_ARC
(17,18),0.201849 # DEPENDENCYPART_ARC
(17,19),-1.01851 # DEPENDENCYPART_ARC
(18,1),-1.08245 # DEPENDENCYPART_ARC
(18,3),-1.26643 # DEPENDENCYPART_ARC
(18,4),-1.51791 # DEPENDENCYPART_ARC
(18,5),-3.2842 # DEPENDENCYPART_ARC
(18,7),-1.35485 # DEPENDENCYPART_ARC
(18,8),-3.37536 # DEPENDENCYPART_ARC
(18,11),-1.32505 # DEPENDENCYPART_ARC
(18,14),-0.822477 # DEPENDENCYPART_ARC
(18,16),-2.69716 # DEPENDENCYPART_ARC
(18,17),-0.717653 # DEPENDENCYPART_ARC
(18,19),2.40939 # DEPENDENCYPART_ARC
(18,20),-1.0838 # DEPENDENCYPART_ARC
(18,21),-0.128042 # DEPENDENCYPART_ARC
(18,23),0.634959 # DEPENDENCYPART_ARC
(18,24),-0.456132 # DEPENDENCYPART_ARC
(18,25),-0.0468849 # DEPENDENCYPART_ARC
(18,26),-1.31174 # DEPENDENCYPART_ARC
(18,27),-0.80266 # DEPENDENCYPART_ARC
(18,28),-2.94897 # DEPENDENCYPART_ARC
(18,29),-0.611098 # DEPENDENCYPART_ARC
(19,20),1.51395 # DEPENDENCYPART_ARC
(19,21),-0.0756254 # DEPENDENCYPART_ARC
(19,22),-0.623071 # DEPENDENCYPART_ARC
(19,23),-1.23611 # DEPENDENCYPART_ARC
(19,24),-1.13305 # DEPENDENCYPART_ARC
(19,25),-0.315695 # DEPENDENCYPART_ARC
(20,21),1.34002 # DEPENDENCYPART_ARC
(20,22),-0.191304 # DEPENDENCYPART_ARC
(20,23),-0.180864 # DEPENDENCYPART_ARC
(20,24),-0.29297 # DEPENDENCYPART_ARC
(20,25),-0.308656 # DEPENDENCYPART_ARC
(20,26),-1.40051 # DEPENDENCYPART_ARC
(20,27),-0.741956 # DEPENDENCYPART_ARC
(20,28),-0.939585 # DEPENDENCYPART_ARC
(21,16),-0.794204 # DEPENDENCYPART_ARC
(21,19),-0.402719 # DEPENDENCYPART_ARC
(21,20),-0.127049 # DEPENDENCYPART_ARC
(21,22),1.24665 # DEPENDENCYPART_ARC
(21,23),0.617905 # DEPENDENCYPART_ARC
(21,25),-0.412218 # DEPENDENCYPART_ARC
(21,26),-0.393083 # DEPENDENCYPART_ARC
(21,29),-0.836426 # DEPENDENCYPART_ARC
(22,21),0.0438544 # DEPENDENCYPART_ARC
(22,23),0.528635 # DEPENDENCYPART_ARC
(22,24),-0.208309 # DEPENDENCYPART_ARC
(23,20),-1.51392 # DEPENDENCYPART_ARC
(23,21),-0.986358 # DEPENDENCYPART_ARC
(23,24),1.21011 # DEPENDENCYPART_ARC
(23,25),-0.151627 # DEPENDENCYPART_ARC
(23,26),-1.34628 # DEPENDENCYPART_ARC
(23,27),-0.822584 # DEPENDENCYPART_ARC
(23,28),-0.891095 # DEPENDENCYPART_ARC
(23,29),-0.975708 # DEPENDENCYPART_ARC
(24,22),-0.0572097 # DEPENDENCYPART_ARC
(24,23),0.0954276 # DEPENDENCYPART_ARC
(24,26),-1.0469 # DEPENDENCYPART_ARC
(24,27),-1.19851 # DEPENDENCYPART_ARC
(25,1),-0.352552 # DEPENDENCYPART_ARC
(25,2),0.0163829 # DEPENDENCYPART_ARC
(25,3),-0.933369 # DEPENDENCYPART_ARC
(25,4),-0.815227 # DEPENDENCYPART_ARC
(25,5),-0.572047 # DEPENDENCYPART_ARC
(25,7),-0.540452 # DEPENDENCYPART_ARC
(25,8),-0.658786 # DEPENDENCYPART_ARC
(25,9),-0.851088 # DEPENDENCYPART_ARC
(25,11),-0.710117 # DEPENDENCYPART_ARC
(25,15),-0.434642 # DEPENDENCYPART_ARC
(25,16),-0.583253 # DEPENDENCYPART_ARC
(25,17),-0.316415 # DEPENDENCYPART_ARC
(25,18),0.779107 # DEPENDENCYPART_ARC
(25,19),-0.323624 # DEPENDENCYPART_ARC
(25,20),-0.254805 # DEPENDENCYPART_ARC
(25,21),-0.357494 # DEPENDENCYPART_ARC
(25,22),-0.171534 # DEPENDENCYPART_ARC
(25,23),-0.0391659 # DEPENDENCYPART_ARC
(25,24),0.133313 # DEPENDENCYPART_ARC
(25,26),1.28937 # DEPENDENCYPART_ARC
(25,27),-0.42711 # DEPENDENCYPART_ARC
(25,28),-0.305488 # DEPENDENCYPART_ARC
(25,29),-0.302247 # DEPENDENCYPART_ARC
(26,19),-0.587123 # DEPENDENCYPART_ARC
(26,20),-2.46851 # DEPENDENCYPART_ARC
(26,21),-0.663281 # DEPENDENCYPART_ARC
(26,23),-0.326471 # DEPENDENCYPART_ARC
(26,24),-0.282355 # DEPENDENCYPART_ARC
(26,25),0.0645745 # DEPENDENCYPART_ARC
(26,27),1.23969 # DEPENDENCYPART_ARC
(26,28),-1.4501 # DEPENDENCYPART_ARC
(26,29),-0.191979 # DEPENDENCYPART_ARC
(27,23),-0.596048 # DEPENDENCYPART_ARC
(27,28),2.05795 # DEPENDENCYPART_ARC
(27,29),-0.141052 # DEPENDENCYPART_ARC
(28,24),-1.2129 # DEPENDENCYPART_ARC
(28,27),-0.648564 # DEPENDENCYPART_ARC
(28,29),0.306566 # DEPENDENCYPART_ARC
(29,26),-1.11557 # DEPENDENCYPART_ARC
(29,27),-0.737711 # DEPENDENCYPART_ARC
(29,28),-0.645566 # DEPENDENCYPART_ARC
(0,1),(0,2),0.0816324 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.0743759 # DEPENDENCYPART_SIBL
(0,1),(0,4),0.00295004 # DEPENDENCYPART_SIBL
(0,1),(0,6),0.0438006 # DEPENDENCYPART_SIBL
(0,1),(0,7),0.0107693 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.0587565 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0184262 # DEPENDENCYPART_SIBL
(0,1),(0,13),0.0589437 # DEPENDENCYPART_SIBL
(0,1),(0,15),0.0744152 # DEPENDENCYPART_SIBL
(0,1),(0,18),0.0664028 # DEPENDENCYPART_SIBL
(0,1),(0,20),0.0743759 # DEPENDENCYPART_SIBL
(0,1),(0,21),0.047542 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.0333428 # DEPENDENCYPART_SIBL
(0,1),(0,24),-0.00605902 # DEPENDENCYPART_SIBL
(0,1),(0,25),-0.11437 # DEPENDENCYPART_SIBL
(0,1),(0,26),0.0817949 # DEPENDENCYPART_SIBL
(0,1),(0,27),0.0478754 # DEPENDENCYPART_SIBL
(0,1),(0,28),0.0739309 # DEPENDENCYPART_SIBL
(0,1),(0,29),-0.00197136 # DEPENDENCYPART_SIBL
(0,2),(0,3),-0.0233659 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0228295 # DEPENDENCYPART_SIBL
(0,2),(0,6),0.0107714 # DEPENDENCYPART_SIBL
(0,2),(0,7),-0.092739 # DEPENDENCYPART_SIBL
(0,2),(0,10),0.0206451 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.0491346 # DEPENDENCYPART_SIBL
(0,2),(0,13),0.142693 # DEPENDENCYPART_SIBL
(0,2),(0,15),-0.0940019 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.0941709 # DEPENDENCYPART_SIBL
(0,2),(0,20),-0.0233659 # DEPENDENCYPART_SIBL
(0,2),(0,21),0.0148454 # DEPENDENCYPART_SIBL
(0,2),(0,22),-0.0651189 # DEPENDENCYPART_SIBL
(0,2),(0,24),-0.0377708 # DEPENDENCYPART_SIBL
(0,2),(0,25),-0.0831411 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.0845324 # DEPENDENCYPART_SIBL
(0,2),(0,27),0.0148462 # DEPENDENCYPART_SIBL
(0,2),(0,28),-0.0233671 # DEPENDENCYPART_SIBL
(0,2),(0,29),0.0830113 # DEPENDENCYPART_SIBL
(0,3),(0,4),0.0412239 # DEPENDENCYPART_SIBL
(0,3),(0,6),0.0186595 # DEPENDENCYPART_SIBL
(0,3),(0,7),0.0250127 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.12023 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.0357425 # DEPENDENCYPART_SIBL
(0,3),(0,13),0.118527 # DEPENDENCYPART_SIBL
(0,3),(0,15),-0.0441309 # DEPENDENCYPART_SIBL
(0,3),(0,18),-0.113252 # DEPENDENCYPART_SIBL
(0,3),(0,20),-0.0345648 # DEPENDENCYPART_SIBL
(0,3),(0,21),0.0220833 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.045502 # DEPENDENCYPART_SIBL
(0,3),(0,24),0.0426495 # DEPENDENCYPART_SIBL
(0,3),(0,25),-0.0644612 # DEPENDENCYPART_SIBL
(0,3),(0,26),-0.105866 # DEPENDENCYPART_SIBL
(0,3),(0,27),0.0237724 # DEPENDENCYPART_SIBL
(0,3),(0,28),-0.0349738 # DEPENDENCYPART_SIBL
(0,3),(0,29),-0.0407386 # DEPENDENCYPART_SIBL
(0,4),(0,6),0.0964822 # DEPENDENCYPART_SIBL
(0,4),(0,7),-0.0027071 # DEPENDENCYPART_SIBL
(0,4),(0,10),-0.0254524 # DEPENDENCYPART_SIBL
(0,4),(0,12),0.00170098 # DEPENDENCYPART_SIBL
(0,4),(0,13),0.136379 # DEPENDENCYPART_SIBL
(0,4),(0,15),-0.0357646 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.111683 # DEPENDENCYPART_SIBL
(0,4),(0,20),0.0169579 # DEPENDENCYPART_SIBL
(0,4),(0,21),0.103467 # DEPENDENCYPART_SIBL
(0,4),(0,22),-0.0124292 # DEPENDENCYPART_SIBL
(0,4),(0,24),0.0885853 # DEPENDENCYPART_SIBL
(0,4),(0,25),-0.0517587 # DEPENDENCYPART_SIBL
(0,4),(0,26),-0.103229 # DEPENDENCYPART_SIBL
(0,4),(0,27),0.105631 # DEPENDENCYPART_SIBL
(0,4),(0,28),0.0169178 # DEPENDENCYPART_SIBL
(0,4),(0,29),-0.126136 # DEPENDENCYPART_SIBL
(0,6),(0,7),-0.00544905 # DEPENDENCYPART_SIBL
(0,6),(0,10),0.0192819 # DEPENDENCYPART_SIBL
(0,6),(0,12),0.101208 # DEPENDENCYPART_SIBL
(0,6),(0,13),0.176162 # DEPENDENCYPART_SIBL
(0,6),(0,15),-0.0521447 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.0347365 # DEPENDENCYPART_SIBL
(0,6),(0,20),0.0294442 # DEPENDENCYPART_SIBL
(0,6),(0,21),-0.0426061 # DEPENDENCYPART_SIBL
(0,6),(0,22),0.0896136 # DEPENDENCYPART_SIBL
(0,6),(0,24),-0.0573424 # DEPENDENCYPART_SIBL
(0,6),(0,25),-0.0767721 # DEPENDENCYPART_SIBL
(0,6),(0,26),-0.0264261 # DEPENDENCYPART_SIBL
(0,6),(0,27),-0.0426061 # DEPENDENCYPART_SIBL
(0,6),(0,28),0.0291833 # DEPENDENCYPART_SIBL
(0,6),(0,29),0.0590733 # DEPENDENCYPART_SIBL
(0,7),(0,10),-0.19374 # DEPENDENCYPART_SIBL
(0,7),(0,12),-0.0837396 # DEPENDENCYPART_SIBL
(0,7),(0,13),-0.0351169 # DEPENDENCYPART_SIBL
(0,7),(0,15),-0.147281 # DEPENDENCYPART_SIBL
(0,7),(0,18),-0.174893 # DEPENDENCYPART_SIBL
(0,7),(0,20),-0.0997222 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.0382317 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.0958433 # DEPENDENCYPART_SIBL
(0,7),(0,24),-0.0373459 # DEPENDENCYPART_SIBL
(0,7),(0,25),-0.14273 # DEPENDENCYPART_SIBL
(0,7),(0,26),-0.166439 # DEPENDENCYPART_SIBL
(0,7),(0,27),-0.0366082 # DEPENDENCYPART_SIBL
(0,7),(0,28),-0.0997623 # DEPENDENCYPART_SIBL
(0,7),(0,29),-0.283098 # DEPENDENCYPART_SIBL
(0,10),(0,12),0.135795 # DEPENDENCYPART_SIBL
(0,10),(0,13),0.171346 # DEPENDENCYPART_SIBL
(0,10),(0,15),-0.0638394 # DEPENDENCYPART_SIBL
(0,10),(0,18),0.0313762 # DEPENDENCYPART_SIBL
(0,10),(0,20),0.0480125 # DEPENDENCYPART_SIBL
(0,10),(0,21),0.0668867 # DEPENDENCYPART_SIBL
(0,10),(0,22),0.124193 # DEPENDENCYPART_SIBL
(0,10),(0,24),0.0582678 # DEPENDENCYPART_SIBL
(0,10),(0,25),0.00337499 # DEPENDENCYPART_SIBL
(0,10),(0,26),0.0434762 # DEPENDENCYPART_SIBL
(0,10),(0,27),0.0668867 # DEPENDENCYPART_SIBL
(0,10),(0,28),0.0481395 # DEPENDENCYPART_SIBL
(0,10),(0,29),-0.0161132 # DEPENDENCYPART_SIBL
(0,12),(0,13),0.244931 # DEPENDENCYPART_SIBL
(0,12),(0,15),-0.0909003 # DEPENDENCYPART_SIBL
(0,12),(0,18),-0.0494793 # DEPENDENCYPART_SIBL
(0,12),(0,20),-0.0747107 # DEPENDENCYPART_SIBL
(0,12),(0,21),-0.052791 # DEPENDENCYPART_SIBL
(0,12),(0,22),-0.0126647 # DEPENDENCYPART_SIBL
(0,12),(0,24),-0.0396436 # DEPENDENCYPART_SIBL
(0,12),(0,25),-0.276186 # DEPENDENCYPART_SIBL
(0,12),(0,26),-0.0422779 # DEPENDENCYPART_SIBL
(0,12),(0,27),-0.052791 # DEPENDENCYPART_SIBL
(0,12),(0,28),-0.0747118 # DEPENDENCYPART_SIBL
(0,12),(0,29),0.0186621 # DEPENDENCYPART_SIBL
(0,13),(0,15),-0.138884 # DEPENDENCYPART_SIBL
(0,13),(0,18),0.0198592 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.0808188 # DEPENDENCYPART_SIBL
(0,13),(0,21),-0.00272807 # DEPENDENCYPART_SIBL
(0,13),(0,22),-0.114499 # DEPENDENCYPART_SIBL
(0,13),(0,24),0.00259128 # DEPENDENCYPART_SIBL
(0,13),(0,25),-0.0167221 # DEPENDENCYPART_SIBL
(0,13),(0,26),0.0319592 # DEPENDENCYPART_SIBL
(0,13),(0,27),-0.00272807 # DEPENDENCYPART_SIBL
(0,13),(0,28),-0.0806919 # DEPENDENCYPART_SIBL
(0,13),(0,29),-0.190728 # DEPENDENCYPART_SIBL
(0,15),(0,18),-0.012476 # DEPENDENCYPART_SIBL
(0,15),(0,20),-0.0944347 # DEPENDENCYPART_SIBL
(0,15),(0,21),-0.073016 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.0650916 # DEPENDENCYPART_SIBL
(0,15),(0,24),-0.0579327 # DEPENDENCYPART_SIBL
(0,15),(0,25),-0.00682867 # DEPENDENCYPART_SIBL
(0,15),(0,26),-0.0052503 # DEPENDENCYPART_SIBL
(0,15),(0,27),-0.0745506 # DEPENDENCYPART_SIBL
(0,15),(0,28),-0.0944358 # DEPENDENCYPART_SIBL
(0,15),(0,29),-0.0854121 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.0242985 # DEPENDENCYPART_SIBL
(0,18),(0,21),0.0139204 # DEPENDENCYPART_SIBL
(0,18),(0,22),-0.0660439 # DEPENDENCYPART_SIBL
(0,18),(0,24),-0.0386958 # DEPENDENCYPART_SIBL
(0,18),(0,25),-0.0840492 # DEPENDENCYPART_SIBL
(0,18),(0,26),-0.0815798 # DEPENDENCYPART_SIBL
(0,18),(0,27),0.0139212 # DEPENDENCYPART_SIBL
(0,18),(0,28),-0.0242996 # DEPENDENCYPART_SIBL
(0,18),(0,29),0.0728458 # DEPENDENCYPART_SIBL
(0,20),(0,21),0.0220369 # DEPENDENCYPART_SIBL
(0,20),(0,22),-0.0488607 # DEPENDENCYPART_SIBL
(0,20),(0,24),0.0426495 # DEPENDENCYPART_SIBL
(0,20),(0,25),-0.0644618 # DEPENDENCYPART_SIBL
(0,20),(0,26),-0.105866 # DEPENDENCYPART_SIBL
(0,20),(0,27),0.023726 # DEPENDENCYPART_SIBL
(0,20),(0,28),-0.0351386 # DEPENDENCYPART_SIBL
(0,20),(0,29),-0.0407386 # DEPENDENCYPART_SIBL
(0,21),(0,22),0.120361 # DEPENDENCYPART_SIBL
(0,21),(0,24),-0.0259979 # DEPENDENCYPART_SIBL
(0,21),(0,25),-0.0506101 # DEPENDENCYPART_SIBL
(0,21),(0,26),0.00876695 # DEPENDENCYPART_SIBL
(0,21),(0,27),-0.0162052 # DEPENDENCYPART_SIBL
(0,21),(0,28),0.0629847 # DEPENDENCYPART_SIBL
(0,21),(0,29),0.106778 # DEPENDENCYPART_SIBL
(0,22),(0,24),-0.0423678 # DEPENDENCYPART_SIBL
(0,22),(0,25),-0.278868 # DEPENDENCYPART_SIBL
(0,22),(0,26),-0.0450284 # DEPENDENCYPART_SIBL
(0,22),(0,27),-0.0554727 # DEPENDENCYPART_SIBL
(0,22),(0,28),-0.0758008 # DEPENDENCYPART_SIBL
(0,22),(0,29),0.0203932 # DEPENDENCYPART_SIBL
(0,24),(0,25),-0.110672 # DEPENDENCYPART_SIBL
(0,24),(0,26),0.0205462 # DEPENDENCYPART_SIBL
(0,24),(0,27),0.102807 # DEPENDENCYPART_SIBL
