# _root_ تَجْدُرُ الإِشارَةُ إِلَى أَنَّ بونومى البالِغُ مِن العُمْرِ 44 عاماً , وَ هُوَ مُحام سابِقٌ , كانَ يَعْمَلُ رَئِيساً لِ مَجْلِسِ إِدارَةِ شَرِكَةِ / إِس آي أَي / المَسْؤُولَةِ عَن إِدارَةِ مَطارَيْ ليناتى ومالبينسا فِي مِيلانُو خِلالَ الفَتْرَةِ مِن 1997 ـ 1999 .
#goldHeads=0,1,2,3,6,12,6,7,8,9,10,4,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,32,35,29,37,38,41,39,41,0,
#predictedHeads=0,1,1,3,4,5,5,7,8,9,10,0,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,31,35,31,37,38,39,40,41,0,
(1,6),-1.75347 # DEPENDENCYPART_ARC
(1,7),-0.0144511 # DEPENDENCYPART_ARC
(1,8),-2.37539 # DEPENDENCYPART_ARC
(1,9),-0.70747 # DEPENDENCYPART_ARC
(1,10),-0.314761 # DEPENDENCYPART_ARC
(1,11),-0.608229 # DEPENDENCYPART_ARC
(1,12),-0.472505 # DEPENDENCYPART_ARC
(1,14),-1.42313 # DEPENDENCYPART_ARC
(1,15),-1.20595 # DEPENDENCYPART_ARC
(1,16),-0.693998 # DEPENDENCYPART_ARC
(1,18),-1.96395 # DEPENDENCYPART_ARC
(1,20),-0.937306 # DEPENDENCYPART_ARC
(1,29),-3.48949 # DEPENDENCYPART_ARC
(1,30),-1.50188 # DEPENDENCYPART_ARC
(2,3),1.05085 # DEPENDENCYPART_ARC
(2,4),-0.0028908 # DEPENDENCYPART_ARC
(2,5),-0.25549 # DEPENDENCYPART_ARC
(2,6),-1.55001 # DEPENDENCYPART_ARC
(2,7),-0.178164 # DEPENDENCYPART_ARC
(3,2),-0.15618 # DEPENDENCYPART_ARC
(3,4),1.92198 # DEPENDENCYPART_ARC
(3,5),0.0710068 # DEPENDENCYPART_ARC
(3,6),-0.799196 # DEPENDENCYPART_ARC
(4,1),-0.682345 # DEPENDENCYPART_ARC
(4,2),-1.14124 # DEPENDENCYPART_ARC
(4,3),-0.34426 # DEPENDENCYPART_ARC
(4,5),0.516219 # DEPENDENCYPART_ARC
(4,6),-0.21025 # DEPENDENCYPART_ARC
(4,7),-0.598941 # DEPENDENCYPART_ARC
(4,8),-1.2271 # DEPENDENCYPART_ARC
(4,9),-1.04818 # DEPENDENCYPART_ARC
(4,10),-1.14897 # DEPENDENCYPART_ARC
(4,11),-0.490227 # DEPENDENCYPART_ARC
(4,12),-0.190512 # DEPENDENCYPART_ARC
(4,13),-1.26692 # DEPENDENCYPART_ARC
(4,14),-0.961957 # DEPENDENCYPART_ARC
(4,15),-0.864931 # DEPENDENCYPART_ARC
(4,16),-0.787914 # DEPENDENCYPART_ARC
(4,17),-0.136348 # DEPENDENCYPART_ARC
(4,18),-0.625712 # DEPENDENCYPART_ARC
(4,20),-1.10372 # DEPENDENCYPART_ARC
(5,1),-0.588757 # DEPENDENCYPART_ARC
(5,2),-0.748131 # DEPENDENCYPART_ARC
(5,3),-0.29128 # DEPENDENCYPART_ARC
(5,4),0.0804866 # DEPENDENCYPART_ARC
(5,6),1.14437 # DEPENDENCYPART_ARC
(5,7),0.0934132 # DEPENDENCYPART_ARC
(5,8),-0.160181 # DEPENDENCYPART_ARC
(5,10),-0.279337 # DEPENDENCYPART_ARC
(5,11),-0.356941 # DEPENDENCYPART_ARC
(5,12),-0.0331367 # DEPENDENCYPART_ARC
(5,14),-0.454943 # DEPENDENCYPART_ARC
(5,15),-0.420148 # DEPENDENCYPART_ARC
(5,16),-0.569893 # DEPENDENCYPART_ARC
(5,17),-0.635668 # DEPENDENCYPART_ARC
(5,19),-0.615937 # DEPENDENCYPART_ARC
(5,20),-0.607578 # DEPENDENCYPART_ARC
(5,21),-0.703714 # DEPENDENCYPART_ARC
(5,22),-0.777729 # DEPENDENCYPART_ARC
(6,2),-1.16487 # DEPENDENCYPART_ARC
(6,3),-0.651178 # DEPENDENCYPART_ARC
(6,4),-0.28229 # DEPENDENCYPART_ARC
(6,7),0.625903 # DEPENDENCYPART_ARC
(6,8),-0.668048 # DEPENDENCYPART_ARC
(6,9),-0.519082 # DEPENDENCYPART_ARC
(6,20),-1.1993 # DEPENDENCYPART_ARC
(7,1),-0.556426 # DEPENDENCYPART_ARC
(7,2),-0.889765 # DEPENDENCYPART_ARC
(7,3),-0.62658 # DEPENDENCYPART_ARC
(7,4),-0.566201 # DEPENDENCYPART_ARC
(7,5),-0.681003 # DEPENDENCYPART_ARC
(7,6),-0.530736 # DEPENDENCYPART_ARC
(7,8),2.08787 # DEPENDENCYPART_ARC
(7,9),0.0819742 # DEPENDENCYPART_ARC
(7,10),-0.57155 # DEPENDENCYPART_ARC
(7,11),-0.385529 # DEPENDENCYPART_ARC
(7,12),-0.429953 # DEPENDENCYPART_ARC
(7,14),-1.19264 # DEPENDENCYPART_ARC
(8,5),-0.948564 # DEPENDENCYPART_ARC
(8,9),0.841135 # DEPENDENCYPART_ARC
(8,10),-1.43924 # DEPENDENCYPART_ARC
(8,11),-0.706044 # DEPENDENCYPART_ARC
(8,12),-0.430432 # DEPENDENCYPART_ARC
(8,13),-2.56157 # DEPENDENCYPART_ARC
(8,14),-1.2564 # DEPENDENCYPART_ARC
(8,15),-2.58383 # DEPENDENCYPART_ARC
(8,17),-1.54839 # DEPENDENCYPART_ARC
(9,7),-0.137703 # DEPENDENCYPART_ARC
(9,8),0.190062 # DEPENDENCYPART_ARC
(9,10),2.11188 # DEPENDENCYPART_ARC
(9,11),-0.107081 # DEPENDENCYPART_ARC
(9,12),-0.236468 # DEPENDENCYPART_ARC
(9,15),-0.360366 # DEPENDENCYPART_ARC
(9,16),-0.650218 # DEPENDENCYPART_ARC
(9,17),-0.481836 # DEPENDENCYPART_ARC
(9,18),-0.645125 # DEPENDENCYPART_ARC
(10,8),-1.24916 # DEPENDENCYPART_ARC
(10,11),0.851676 # DEPENDENCYPART_ARC
(10,12),0.0540962 # DEPENDENCYPART_ARC
(10,13),-1.57463 # DEPENDENCYPART_ARC
(10,14),-0.546991 # DEPENDENCYPART_ARC
(10,15),-1.09971 # DEPENDENCYPART_ARC
(11,1),-0.914587 # DEPENDENCYPART_ARC
(11,9),-0.606286 # DEPENDENCYPART_ARC
(11,10),-0.511105 # DEPENDENCYPART_ARC
(12,1),-0.140322 # DEPENDENCYPART_ARC
(12,2),-0.826172 # DEPENDENCYPART_ARC
(12,3),-0.568349 # DEPENDENCYPART_ARC
(12,4),-0.23434 # DEPENDENCYPART_ARC
(12,5),-0.729592 # DEPENDENCYPART_ARC
(12,6),-0.872343 # DEPENDENCYPART_ARC
(12,7),-0.747879 # DEPENDENCYPART_ARC
(12,8),-0.572976 # DEPENDENCYPART_ARC
(12,9),-0.680502 # DEPENDENCYPART_ARC
(12,10),-0.410124 # DEPENDENCYPART_ARC
(12,11),-0.21592 # DEPENDENCYPART_ARC
(12,13),-0.608108 # DEPENDENCYPART_ARC
(12,14),-0.519917 # DEPENDENCYPART_ARC
(12,15),-0.639477 # DEPENDENCYPART_ARC
(12,16),-0.66421 # DEPENDENCYPART_ARC
(12,17),-0.728365 # DEPENDENCYPART_ARC
(12,18),-1.29352 # DEPENDENCYPART_ARC
(12,19),-1.28877 # DEPENDENCYPART_ARC
(12,20),-0.903377 # DEPENDENCYPART_ARC
(12,40),-2.47379 # DEPENDENCYPART_ARC
(12,42),-2.5717 # DEPENDENCYPART_ARC
(13,12),0.119369 # DEPENDENCYPART_ARC
(14,1),0.103591 # DEPENDENCYPART_ARC
(14,2),-0.139277 # DEPENDENCYPART_ARC
(14,3),-0.0262559 # DEPENDENCYPART_ARC
(14,4),0.331174 # DEPENDENCYPART_ARC
(14,6),-0.45723 # DEPENDENCYPART_ARC
(14,7),0.0549623 # DEPENDENCYPART_ARC
(14,8),-0.30698 # DEPENDENCYPART_ARC
(14,10),-0.286293 # DEPENDENCYPART_ARC
(14,11),-0.116567 # DEPENDENCYPART_ARC
(14,12),0.0271538 # DEPENDENCYPART_ARC
(14,13),1.42492 # DEPENDENCYPART_ARC
(14,15),1.81285 # DEPENDENCYPART_ARC
(14,16),0.276303 # DEPENDENCYPART_ARC
(14,17),-0.276544 # DEPENDENCYPART_ARC
(14,18),-0.669993 # DEPENDENCYPART_ARC
(14,19),-0.469781 # DEPENDENCYPART_ARC
(14,20),0.0203524 # DEPENDENCYPART_ARC
(15,9),-0.630637 # DEPENDENCYPART_ARC
(15,13),0.377814 # DEPENDENCYPART_ARC
(15,16),0.658464 # DEPENDENCYPART_ARC
(15,17),-0.216138 # DEPENDENCYPART_ARC
(15,20),-0.512051 # DEPENDENCYPART_ARC
(16,1),-0.71683 # DEPENDENCYPART_ARC
(16,14),-0.712029 # DEPENDENCYPART_ARC
(16,15),-0.347314 # DEPENDENCYPART_ARC
(16,17),-0.260351 # DEPENDENCYPART_ARC
(16,18),-1.25754 # DEPENDENCYPART_ARC
(17,2),-1.71392 # DEPENDENCYPART_ARC
(17,3),-0.947011 # DEPENDENCYPART_ARC
(17,4),-0.40515 # DEPENDENCYPART_ARC
(17,6),-1.10721 # DEPENDENCYPART_ARC
(17,7),-0.526774 # DEPENDENCYPART_ARC
(17,8),-2.43842 # DEPENDENCYPART_ARC
(17,9),-0.745822 # DEPENDENCYPART_ARC
(17,10),-0.718967 # DEPENDENCYPART_ARC
(17,13),0.0678852 # DEPENDENCYPART_ARC
(17,14),-0.499805 # DEPENDENCYPART_ARC
(17,15),-0.967828 # DEPENDENCYPART_ARC
(17,16),0.109818 # DEPENDENCYPART_ARC
(17,18),2.46164 # DEPENDENCYPART_ARC
(17,19),0.852565 # DEPENDENCYPART_ARC
(17,20),0.307082 # DEPENDENCYPART_ARC
(17,21),-1.74138 # DEPENDENCYPART_ARC
(17,22),-1.7747 # DEPENDENCYPART_ARC
(17,23),-2.11872 # DEPENDENCYPART_ARC
(17,24),-0.301524 # DEPENDENCYPART_ARC
(17,29),-2.3451 # DEPENDENCYPART_ARC
(17,30),-0.637794 # DEPENDENCYPART_ARC
(17,31),-2.92603 # DEPENDENCYPART_ARC
(17,33),-0.550289 # DEPENDENCYPART_ARC
(17,34),-0.525938 # DEPENDENCYPART_ARC
(17,37),-0.83237 # DEPENDENCYPART_ARC
(17,41),-0.848797 # DEPENDENCYPART_ARC
(17,43),-0.759138 # DEPENDENCYPART_ARC
(18,7),-1.00841 # DEPENDENCYPART_ARC
(18,13),-1.05816 # DEPENDENCYPART_ARC
(18,14),-0.813425 # DEPENDENCYPART_ARC
(18,16),-0.545848 # DEPENDENCYPART_ARC
(18,17),-0.263857 # DEPENDENCYPART_ARC
(18,19),2.35673 # DEPENDENCYPART_ARC
(18,20),0.922924 # DEPENDENCYPART_ARC
(18,21),-1.52119 # DEPENDENCYPART_ARC
(18,22),-1.59858 # DEPENDENCYPART_ARC
(18,23),-1.92539 # DEPENDENCYPART_ARC
(18,24),-0.552743 # DEPENDENCYPART_ARC
(18,28),-0.762463 # DEPENDENCYPART_ARC
(18,29),-2.85641 # DEPENDENCYPART_ARC
(18,30),-0.131811 # DEPENDENCYPART_ARC
(18,31),-2.80627 # DEPENDENCYPART_ARC
(18,32),-2.1407 # DEPENDENCYPART_ARC
(18,33),-0.83897 # DEPENDENCYPART_ARC
(18,34),-0.715245 # DEPENDENCYPART_ARC
(18,35),-0.353724 # DEPENDENCYPART_ARC
(18,37),-0.211349 # DEPENDENCYPART_ARC
(18,38),-3.16996 # DEPENDENCYPART_ARC
(18,39),-0.439507 # DEPENDENCYPART_ARC
(18,41),-1.1708 # DEPENDENCYPART_ARC
(19,20),1.53364 # DEPENDENCYPART_ARC
(19,21),-0.427855 # DEPENDENCYPART_ARC
(19,22),-0.750676 # DEPENDENCYPART_ARC
(19,23),-0.969932 # DEPENDENCYPART_ARC
(19,24),-0.327498 # DEPENDENCYPART_ARC
(19,25),-0.645722 # DEPENDENCYPART_ARC
(19,26),-0.635425 # DEPENDENCYPART_ARC
(19,27),-0.629349 # DEPENDENCYPART_ARC
(19,29),-0.765695 # DEPENDENCYPART_ARC
(19,30),-0.507754 # DEPENDENCYPART_ARC
(20,19),-0.162489 # DEPENDENCYPART_ARC
(20,21),2.22451 # DEPENDENCYPART_ARC
(20,22),-0.0305057 # DEPENDENCYPART_ARC
(20,23),-1.14124 # DEPENDENCYPART_ARC
(21,22),1.90491 # DEPENDENCYPART_ARC
(21,23),0.856455 # DEPENDENCYPART_ARC
(21,24),-0.00242737 # DEPENDENCYPART_ARC
(21,25),-0.344743 # DEPENDENCYPART_ARC
(21,26),-0.426755 # DEPENDENCYPART_ARC
(21,27),-0.410705 # DEPENDENCYPART_ARC
(21,28),-0.538816 # DEPENDENCYPART_ARC
(21,29),-0.054635 # DEPENDENCYPART_ARC
(21,30),-0.188 # DEPENDENCYPART_ARC
(21,31),-0.817765 # DEPENDENCYPART_ARC
(21,32),-0.0994095 # DEPENDENCYPART_ARC
(21,33),-0.490062 # DEPENDENCYPART_ARC
(21,35),-0.0742939 # DEPENDENCYPART_ARC
(21,37),0.0416021 # DEPENDENCYPART_ARC
(22,21),-1.7972 # DEPENDENCYPART_ARC
(22,23),2.19717 # DEPENDENCYPART_ARC
(22,24),-0.257659 # DEPENDENCYPART_ARC
(22,25),-0.648019 # DEPENDENCYPART_ARC
(22,26),-0.708102 # DEPENDENCYPART_ARC
(22,27),-0.78887 # DEPENDENCYPART_ARC
(22,28),-0.92582 # DEPENDENCYPART_ARC
(22,29),0.0478511 # DEPENDENCYPART_ARC
(22,30),-0.490336 # DEPENDENCYPART_ARC
(22,31),-0.78742 # DEPENDENCYPART_ARC
(22,32),-0.174482 # DEPENDENCYPART_ARC
(22,34),-0.722621 # DEPENDENCYPART_ARC
(22,35),-0.499383 # DEPENDENCYPART_ARC
(22,36),-1.22148 # DEPENDENCYPART_ARC
(23,22),-1.68769 # DEPENDENCYPART_ARC
(23,24),0.682466 # DEPENDENCYPART_ARC
(23,25),-0.124303 # DEPENDENCYPART_ARC
(23,26),-0.378651 # DEPENDENCYPART_ARC
(23,27),-0.425765 # DEPENDENCYPART_ARC
(23,28),-0.664648 # DEPENDENCYPART_ARC
(23,29),0.496038 # DEPENDENCYPART_ARC
(23,30),-0.387507 # DEPENDENCYPART_ARC
(23,36),-1.00648 # DEPENDENCYPART_ARC
(24,19),-0.878321 # DEPENDENCYPART_ARC
(24,21),-0.693523 # DEPENDENCYPART_ARC
(24,22),-0.537967 # DEPENDENCYPART_ARC
(24,23),-0.158939 # DEPENDENCYPART_ARC
(24,25),0.143176 # DEPENDENCYPART_ARC
(24,26),-0.683895 # DEPENDENCYPART_ARC
(24,27),-0.600871 # DEPENDENCYPART_ARC
(24,28),-0.0976972 # DEPENDENCYPART_ARC
(25,24),-0.0599129 # DEPENDENCYPART_ARC
(25,26),0.0964922 # DEPENDENCYPART_ARC
(25,27),-0.77789 # DEPENDENCYPART_ARC
(26,24),-0.18677 # DEPENDENCYPART_ARC
(26,25),0.622644 # DEPENDENCYPART_ARC
(26,27),-0.144361 # DEPENDENCYPART_ARC
(26,28),-0.248446 # DEPENDENCYPART_ARC
(27,24),0.0104536 # DEPENDENCYPART_ARC
(27,25),0.819204 # DEPENDENCYPART_ARC
(27,26),1.36241 # DEPENDENCYPART_ARC
(27,28),0.881476 # DEPENDENCYPART_ARC
(27,31),-0.865148 # DEPENDENCYPART_ARC
(28,19),-0.779136 # DEPENDENCYPART_ARC
(28,21),-0.600511 # DEPENDENCYPART_ARC
(28,22),-0.60054 # DEPENDENCYPART_ARC
(28,23),-0.649532 # DEPENDENCYPART_ARC
(28,27),-0.0782225 # DEPENDENCYPART_ARC
(28,29),0.0701153 # DEPENDENCYPART_ARC
(28,30),-1.13041 # DEPENDENCYPART_ARC
(28,31),-1.27515 # DEPENDENCYPART_ARC
(29,19),-1.19224 # DEPENDENCYPART_ARC
(29,21),-2.11405 # DEPENDENCYPART_ARC
(29,22),-2.36476 # DEPENDENCYPART_ARC
(29,23),-2.33642 # DEPENDENCYPART_ARC
(29,28),-0.138426 # DEPENDENCYPART_ARC
(29,30),0.906931 # DEPENDENCYPART_ARC
(29,31),-0.885677 # DEPENDENCYPART_ARC
(29,32),-0.744069 # DEPENDENCYPART_ARC
(29,33),-0.481301 # DEPENDENCYPART_ARC
(29,34),-0.602386 # DEPENDENCYPART_ARC
(29,35),-0.444687 # DEPENDENCYPART_ARC
(29,37),-0.69354 # DEPENDENCYPART_ARC
(29,39),-0.719054 # DEPENDENCYPART_ARC
(30,23),-0.978502 # DEPENDENCYPART_ARC
(30,28),-0.767365 # DEPENDENCYPART_ARC
(30,29),-0.654767 # DEPENDENCYPART_ARC
(30,31),2.03568 # DEPENDENCYPART_ARC
(30,32),0.00925111 # DEPENDENCYPART_ARC
(30,33),-0.450304 # DEPENDENCYPART_ARC
(30,34),-0.46599 # DEPENDENCYPART_ARC
(31,32),2.12752 # DEPENDENCYPART_ARC
(31,33),0.328617 # DEPENDENCYPART_ARC
(31,34),0.160712 # DEPENDENCYPART_ARC
(31,35),0.433339 # DEPENDENCYPART_ARC
(31,36),-0.412001 # DEPENDENCYPART_ARC
(31,37),0.176586 # DEPENDENCYPART_ARC
(31,38),-0.0305755 # DEPENDENCYPART_ARC
(31,39),-0.10756 # DEPENDENCYPART_ARC
(31,40),-0.486207 # DEPENDENCYPART_ARC
(31,41),-0.35483 # DEPENDENCYPART_ARC
(31,42),-0.615718 # DEPENDENCYPART_ARC
(32,33),1.13361 # DEPENDENCYPART_ARC
(32,34),0.596983 # DEPENDENCYPART_ARC
(32,35),0.435816 # DEPENDENCYPART_ARC
(32,36),-0.308353 # DEPENDENCYPART_ARC
(32,37),-0.0313326 # DEPENDENCYPART_ARC
(32,39),-0.223916 # DEPENDENCYPART_ARC
(32,40),-0.584444 # DEPENDENCYPART_ARC
(32,41),-0.352608 # DEPENDENCYPART_ARC
(32,42),-0.6572 # DEPENDENCYPART_ARC
(33,1),-1.12783 # DEPENDENCYPART_ARC
(33,27),-0.574332 # DEPENDENCYPART_ARC
(33,31),-1.02544 # DEPENDENCYPART_ARC
(33,32),-0.625326 # DEPENDENCYPART_ARC
(33,34),0.16972 # DEPENDENCYPART_ARC
(33,35),-0.365888 # DEPENDENCYPART_ARC
(33,36),-0.817414 # DEPENDENCYPART_ARC
(33,37),-0.419959 # DEPENDENCYPART_ARC
(33,38),-0.71151 # DEPENDENCYPART_ARC
(33,43),-0.999429 # DEPENDENCYPART_ARC
(34,1),-0.555093 # DEPENDENCYPART_ARC
(34,18),-0.382245 # DEPENDENCYPART_ARC
(34,31),-0.662361 # DEPENDENCYPART_ARC
(34,32),-0.461661 # DEPENDENCYPART_ARC
(34,33),1.07889 # DEPENDENCYPART_ARC
(34,35),0.484149 # DEPENDENCYPART_ARC
(34,36),-0.661896 # DEPENDENCYPART_ARC
(34,37),-0.345206 # DEPENDENCYPART_ARC
(34,38),-0.567333 # DEPENDENCYPART_ARC
(34,39),-0.474453 # DEPENDENCYPART_ARC
(34,43),-0.824602 # DEPENDENCYPART_ARC
(35,33),-0.889034 # DEPENDENCYPART_ARC
(35,34),-0.503089 # DEPENDENCYPART_ARC
(35,36),1.59516 # DEPENDENCYPART_ARC
(35,37),-0.197422 # DEPENDENCYPART_ARC
(35,38),-0.603207 # DEPENDENCYPART_ARC
(35,40),-0.671111 # DEPENDENCYPART_ARC
(35,41),-0.540048 # DEPENDENCYPART_ARC
(35,43),-0.725045 # DEPENDENCYPART_ARC
(36,33),-0.356219 # DEPENDENCYPART_ARC
(36,34),-0.121589 # DEPENDENCYPART_ARC
(36,37),-0.112722 # DEPENDENCYPART_ARC
(36,38),-0.75594 # DEPENDENCYPART_ARC
(37,32),-0.992358 # DEPENDENCYPART_ARC
(37,35),-0.429004 # DEPENDENCYPART_ARC
(37,36),-0.542044 # DEPENDENCYPART_ARC
(37,38),1.87662 # DEPENDENCYPART_ARC
(37,39),-0.239208 # DEPENDENCYPART_ARC
(37,40),-0.565671 # DEPENDENCYPART_ARC
(37,41),-0.561204 # DEPENDENCYPART_ARC
(37,42),-0.814345 # DEPENDENCYPART_ARC
(38,36),-0.775454 # DEPENDENCYPART_ARC
(38,39),1.19572 # DEPENDENCYPART_ARC
(38,40),0.137138 # DEPENDENCYPART_ARC
(38,41),-0.111768 # DEPENDENCYPART_ARC
(38,42),-0.442556 # DEPENDENCYPART_ARC
(38,43),-0.493667 # DEPENDENCYPART_ARC
(39,32),-0.577999 # DEPENDENCYPART_ARC
(39,35),-0.389205 # DEPENDENCYPART_ARC
(39,38),0.218017 # DEPENDENCYPART_ARC
(39,40),1.40322 # DEPENDENCYPART_ARC
(39,41),0.416903 # DEPENDENCYPART_ARC
(39,42),-0.214836 # DEPENDENCYPART_ARC
(39,43),-0.482972 # DEPENDENCYPART_ARC
(40,39),-0.148411 # DEPENDENCYPART_ARC
(40,41),0.666868 # DEPENDENCYPART_ARC
(40,42),-0.38242 # DEPENDENCYPART_ARC
(40,43),-0.627206 # DEPENDENCYPART_ARC
(41,18),-0.534586 # DEPENDENCYPART_ARC
(41,38),-0.665999 # DEPENDENCYPART_ARC
(41,39),-0.264196 # DEPENDENCYPART_ARC
(41,40),0.372385 # DEPENDENCYPART_ARC
(41,42),1.00057 # DEPENDENCYPART_ARC
(41,43),-0.148288 # DEPENDENCYPART_ARC
(42,38),-0.584412 # DEPENDENCYPART_ARC
(42,39),-0.408482 # DEPENDENCYPART_ARC
(42,41),-0.0777434 # DEPENDENCYPART_ARC
(42,43),0.408565 # DEPENDENCYPART_ARC
(43,40),-1.09858 # DEPENDENCYPART_ARC
(43,42),-0.358275 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0198811 # DEPENDENCYPART_SIBL
(0,1),(0,3),0.00462749 # DEPENDENCYPART_SIBL
(0,1),(0,4),-0.125172 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.0214671 # DEPENDENCYPART_SIBL
(0,1),(0,6),-0.0365167 # DEPENDENCYPART_SIBL
(0,1),(0,9),0.0183312 # DEPENDENCYPART_SIBL
(0,1),(0,11),-0.00732647 # DEPENDENCYPART_SIBL
(0,1),(0,12),-0.0796392 # DEPENDENCYPART_SIBL
(0,1),(0,16),-0.00732647 # DEPENDENCYPART_SIBL
(0,1),(0,17),-0.0738757 # DEPENDENCYPART_SIBL
(0,1),(0,18),-0.0798631 # DEPENDENCYPART_SIBL
(0,1),(0,19),-0.0204739 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.0200103 # DEPENDENCYPART_SIBL
(0,1),(0,24),0.0954422 # DEPENDENCYPART_SIBL
(0,1),(0,25),-0.0456496 # DEPENDENCYPART_SIBL
(0,1),(0,26),-0.0742923 # DEPENDENCYPART_SIBL
(0,1),(0,27),-0.0646782 # DEPENDENCYPART_SIBL
(0,1),(0,28),0.0954422 # DEPENDENCYPART_SIBL
(0,1),(0,29),-0.0365167 # DEPENDENCYPART_SIBL
(0,1),(0,30),0.0381676 # DEPENDENCYPART_SIBL
(0,1),(0,36),-0.0421761 # DEPENDENCYPART_SIBL
(0,1),(0,40),0.0183312 # DEPENDENCYPART_SIBL
(0,1),(0,42),0.0171644 # DEPENDENCYPART_SIBL
(0,1),(0,43),0.0882808 # DEPENDENCYPART_SIBL
(0,2),(0,3),0.0735168 # DEPENDENCYPART_SIBL
(0,2),(0,4),-0.0408517 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.00974101 # DEPENDENCYPART_SIBL
(0,2),(0,6),-0.0453995 # DEPENDENCYPART_SIBL
(0,2),(0,9),0.0237724 # DEPENDENCYPART_SIBL
(0,2),(0,11),-0.0774123 # DEPENDENCYPART_SIBL
(0,2),(0,12),-0.0645959 # DEPENDENCYPART_SIBL
(0,2),(0,16),-0.0774123 # DEPENDENCYPART_SIBL
(0,2),(0,17),-0.114825 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.112102 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.0363703 # DEPENDENCYPART_SIBL
(0,2),(0,21),-0.0499595 # DEPENDENCYPART_SIBL
(0,2),(0,24),0.0629787 # DEPENDENCYPART_SIBL
(0,2),(0,25),-0.0357425 # DEPENDENCYPART_SIBL
(0,2),(0,26),-0.0623986 # DEPENDENCYPART_SIBL
(0,2),(0,27),-0.055615 # DEPENDENCYPART_SIBL
(0,2),(0,28),0.0629787 # DEPENDENCYPART_SIBL
(0,2),(0,29),-0.0453995 # DEPENDENCYPART_SIBL
(0,2),(0,30),0.0829353 # DEPENDENCYPART_SIBL
(0,2),(0,36),0.0432993 # DEPENDENCYPART_SIBL
(0,2),(0,40),0.0237724 # DEPENDENCYPART_SIBL
(0,2),(0,42),0.0221393 # DEPENDENCYPART_SIBL
(0,2),(0,43),-0.0407386 # DEPENDENCYPART_SIBL
(0,3),(0,4),-0.0951314 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.0387354 # DEPENDENCYPART_SIBL
(0,3),(0,6),-0.0395929 # DEPENDENCYPART_SIBL
(0,3),(0,9),-0.0193508 # DEPENDENCYPART_SIBL
(0,3),(0,11),-0.064554 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.104483 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.064554 # DEPENDENCYPART_SIBL
