# _root_ القاهِرَةُ - » الحَياَةُ « - زادَت مُعَدَّلاتُ » الدَوْلَرَةِ « داخِلَ الاِقْتِصادِ المِصْرِيِّ عَلَى نَحْوٍ باتٍّ يَزْعَجُ الحُكُومَةَ الَّتِي خَفَّضَت مَطْلَعَ الشَهْرِ الماضِي قِيمَةَ الجُنَيْهِ فِي مُواجَهَةِ الدُولارِ ، وَ بَدَأَت هٰذِهِ المُعَدَّلاتُ تَقْتَرِبُ مِن حاجِزِ عامِ 1994 فِي بِدايَةِ بَرْنامَجِ الإِصْلاحِ الاِقْتِصادِيِّ . وَ أَشارَ تَقْرِيرٌ لِ وِزارَةِ الاِقْتِصادِ إِلَى أَنَّ مُعَدَّلَ » الدَوْلَرَةِ « تَجاوَزَ 22 فِي المِئَةِ مِن إِجْمالِيِّ حَجْمِ السُيُولَةِ وَ هُوَ فِي سَبِيلِ هُ إِلَى الصُعُودِ تَدْرِيجاً بِ مُعَدَّلٍ يُراوِحُ بَيْنَ 3,0 وَ 4,0 فِي المِئَةِ شَهْرِيّاً .
#goldHeads=0,0,4,0,4,0,31,7,10,8,10,7,12,13,7,15,16,17,18,19,19,21,22,23,21,25,21,27,27,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,67,68,58,68,69,69,71,72,72,74,75,76,79,77,79,79,81,79,0,
#predictedHeads=0,0,4,0,4,0,0,7,10,8,10,7,12,13,7,15,16,16,18,19,31,21,22,23,21,25,26,27,28,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,68,68,64,68,69,69,71,72,73,74,75,76,79,77,79,80,81,76,0,
(10,18),-1.79284 # DEPENDENCYPART_ARC
(10,20),-1.09979 # DEPENDENCYPART_ARC
(10,21),-1.58178 # DEPENDENCYPART_ARC
(11,8),-1.17677 # DEPENDENCYPART_ARC
(11,9),-0.82095 # DEPENDENCYPART_ARC
(11,10),-0.708126 # DEPENDENCYPART_ARC
(11,12),-0.42086 # DEPENDENCYPART_ARC
(11,13),-1.14444 # DEPENDENCYPART_ARC
(11,14),-0.828712 # DEPENDENCYPART_ARC
(12,8),-0.958964 # DEPENDENCYPART_ARC
(12,9),-0.900646 # DEPENDENCYPART_ARC
(12,10),-0.65426 # DEPENDENCYPART_ARC
(12,11),-0.248278 # DEPENDENCYPART_ARC
(12,13),1.75143 # DEPENDENCYPART_ARC
(12,14),-0.149097 # DEPENDENCYPART_ARC
(12,15),-0.561178 # DEPENDENCYPART_ARC
(12,16),-0.511404 # DEPENDENCYPART_ARC
(12,17),-1.01319 # DEPENDENCYPART_ARC
(13,11),-0.612312 # DEPENDENCYPART_ARC
(13,14),2.31255 # DEPENDENCYPART_ARC
(13,15),0.592144 # DEPENDENCYPART_ARC
(13,16),-1.30988 # DEPENDENCYPART_ARC
(13,17),-0.881453 # DEPENDENCYPART_ARC
(13,18),-0.63169 # DEPENDENCYPART_ARC
(13,20),-0.650531 # DEPENDENCYPART_ARC
(13,21),-0.77928 # DEPENDENCYPART_ARC
(14,8),-2.3893 # DEPENDENCYPART_ARC
(14,10),-2.36442 # DEPENDENCYPART_ARC
(14,11),-0.863995 # DEPENDENCYPART_ARC
(14,15),0.333286 # DEPENDENCYPART_ARC
(14,16),-0.734039 # DEPENDENCYPART_ARC
(14,17),-0.855352 # DEPENDENCYPART_ARC
(15,12),-0.607516 # DEPENDENCYPART_ARC
(15,13),-0.652794 # DEPENDENCYPART_ARC
(15,14),-0.63026 # DEPENDENCYPART_ARC
(15,16),1.96469 # DEPENDENCYPART_ARC
(15,17),-0.104263 # DEPENDENCYPART_ARC
(15,18),-0.897363 # DEPENDENCYPART_ARC
(15,19),-1.14836 # DEPENDENCYPART_ARC
(16,17),1.74884 # DEPENDENCYPART_ARC
(16,18),0.64562 # DEPENDENCYPART_ARC
(16,19),-1.18235 # DEPENDENCYPART_ARC
(16,20),-0.354301 # DEPENDENCYPART_ARC
(16,21),-0.102612 # DEPENDENCYPART_ARC
(16,24),-0.868044 # DEPENDENCYPART_ARC
(17,18),-0.287448 # DEPENDENCYPART_ARC
(17,19),-1.55845 # DEPENDENCYPART_ARC
(18,2),-1.31076 # DEPENDENCYPART_ARC
(18,3),-1.07195 # DEPENDENCYPART_ARC
(18,5),-1.09631 # DEPENDENCYPART_ARC
(18,6),-0.887758 # DEPENDENCYPART_ARC
(18,8),-1.03038 # DEPENDENCYPART_ARC
(18,9),-0.604569 # DEPENDENCYPART_ARC
(18,10),-2.83407 # DEPENDENCYPART_ARC
(18,11),-0.592936 # DEPENDENCYPART_ARC
(18,12),-0.210218 # DEPENDENCYPART_ARC
(18,13),-1.95636 # DEPENDENCYPART_ARC
(18,14),-1.81943 # DEPENDENCYPART_ARC
(18,15),-0.2857 # DEPENDENCYPART_ARC
(18,16),-2.19349 # DEPENDENCYPART_ARC
(18,17),-1.26502 # DEPENDENCYPART_ARC
(18,19),2.23935 # DEPENDENCYPART_ARC
(18,20),0.0335889 # DEPENDENCYPART_ARC
(18,21),-0.0284236 # DEPENDENCYPART_ARC
(18,22),0.587501 # DEPENDENCYPART_ARC
(18,23),-2.14032 # DEPENDENCYPART_ARC
(18,24),-1.43904 # DEPENDENCYPART_ARC
(18,25),0.00556827 # DEPENDENCYPART_ARC
(18,26),-2.41352 # DEPENDENCYPART_ARC
(18,27),-0.202898 # DEPENDENCYPART_ARC
(18,28),-2.87483 # DEPENDENCYPART_ARC
(18,29),-2.8086 # DEPENDENCYPART_ARC
(18,31),-0.90436 # DEPENDENCYPART_ARC
(18,34),-1.07948 # DEPENDENCYPART_ARC
(18,36),-0.810873 # DEPENDENCYPART_ARC
(18,38),-3.14007 # DEPENDENCYPART_ARC
(19,20),1.35633 # DEPENDENCYPART_ARC
(19,21),-0.252241 # DEPENDENCYPART_ARC
(19,22),-1.52973 # DEPENDENCYPART_ARC
(19,23),-1.52338 # DEPENDENCYPART_ARC
(19,24),-1.20992 # DEPENDENCYPART_ARC
(19,27),-0.776154 # DEPENDENCYPART_ARC
(20,2),-0.930811 # DEPENDENCYPART_ARC
(20,7),-0.657173 # DEPENDENCYPART_ARC
(20,21),0.11517 # DEPENDENCYPART_ARC
(21,8),-1.19335 # DEPENDENCYPART_ARC
(21,10),-3.08018 # DEPENDENCYPART_ARC
(21,12),-1.14078 # DEPENDENCYPART_ARC
(21,13),-3.02038 # DEPENDENCYPART_ARC
(21,15),-1.26957 # DEPENDENCYPART_ARC
(21,16),-3.21156 # DEPENDENCYPART_ARC
(21,19),-0.649735 # DEPENDENCYPART_ARC
(21,20),-0.650642 # DEPENDENCYPART_ARC
(21,22),2.77149 # DEPENDENCYPART_ARC
(21,23),-0.547954 # DEPENDENCYPART_ARC
(21,24),-0.536337 # DEPENDENCYPART_ARC
(21,25),0.937282 # DEPENDENCYPART_ARC
(21,26),-1.35501 # DEPENDENCYPART_ARC
(21,27),0.382431 # DEPENDENCYPART_ARC
(21,28),-1.8255 # DEPENDENCYPART_ARC
(21,29),-1.78105 # DEPENDENCYPART_ARC
(21,30),-0.509085 # DEPENDENCYPART_ARC
(21,31),-0.409745 # DEPENDENCYPART_ARC
(21,34),-0.643195 # DEPENDENCYPART_ARC
(21,36),-0.522568 # DEPENDENCYPART_ARC
(21,38),-2.44414 # DEPENDENCYPART_ARC
(21,40),-0.898001 # DEPENDENCYPART_ARC
(21,52),-1.37388 # DEPENDENCYPART_ARC
(22,20),-0.762011 # DEPENDENCYPART_ARC
(22,23),2.14458 # DEPENDENCYPART_ARC
(22,24),0.896515 # DEPENDENCYPART_ARC
(22,25),0.0101452 # DEPENDENCYPART_ARC
(22,26),0.054527 # DEPENDENCYPART_ARC
(22,27),0.0985673 # DEPENDENCYPART_ARC
(22,28),-0.895237 # DEPENDENCYPART_ARC
(22,29),-0.285901 # DEPENDENCYPART_ARC
(22,31),-0.158756 # DEPENDENCYPART_ARC
(22,32),-1.2242 # DEPENDENCYPART_ARC
(23,22),-1.23842 # DEPENDENCYPART_ARC
(23,24),1.48347 # DEPENDENCYPART_ARC
(23,25),-0.934984 # DEPENDENCYPART_ARC
(23,26),-0.840724 # DEPENDENCYPART_ARC
(23,27),-0.231528 # DEPENDENCYPART_ARC
(24,22),-0.83506 # DEPENDENCYPART_ARC
(24,23),-0.746285 # DEPENDENCYPART_ARC
(24,25),-0.112996 # DEPENDENCYPART_ARC
(24,26),-0.784996 # DEPENDENCYPART_ARC
(24,27),-0.377218 # DEPENDENCYPART_ARC
(24,30),-0.836224 # DEPENDENCYPART_ARC
(25,22),-1.33082 # DEPENDENCYPART_ARC
(25,23),-1.50267 # DEPENDENCYPART_ARC
(25,24),-0.690496 # DEPENDENCYPART_ARC
(25,26),2.08341 # DEPENDENCYPART_ARC
(25,27),0.324634 # DEPENDENCYPART_ARC
(25,28),-0.762684 # DEPENDENCYPART_ARC
(25,29),0.035177 # DEPENDENCYPART_ARC
(25,30),-0.293051 # DEPENDENCYPART_ARC
(25,31),-0.248455 # DEPENDENCYPART_ARC
(25,32),-0.877424 # DEPENDENCYPART_ARC
(26,27),0.718095 # DEPENDENCYPART_ARC
(26,28),-0.988145 # DEPENDENCYPART_ARC
(26,29),-0.871624 # DEPENDENCYPART_ARC
(26,30),-0.61035 # DEPENDENCYPART_ARC
(27,25),-0.892286 # DEPENDENCYPART_ARC
(27,26),-0.192942 # DEPENDENCYPART_ARC
(27,28),2.4399 # DEPENDENCYPART_ARC
(27,29),0.267118 # DEPENDENCYPART_ARC
(27,30),-0.3269 # DEPENDENCYPART_ARC
(27,31),-0.560016 # DEPENDENCYPART_ARC
(27,33),-1.2048 # DEPENDENCYPART_ARC
(28,29),1.86625 # DEPENDENCYPART_ARC
(28,30),-0.13682 # DEPENDENCYPART_ARC
(28,31),-0.218401 # DEPENDENCYPART_ARC
(28,32),-0.483033 # DEPENDENCYPART_ARC
(29,30),0.981868 # DEPENDENCYPART_ARC
(29,31),0.0145632 # DEPENDENCYPART_ARC
(29,32),-0.573522 # DEPENDENCYPART_ARC
(29,33),-1.13155 # DEPENDENCYPART_ARC
(29,34),-1.66791 # DEPENDENCYPART_ARC
(29,35),-1.46708 # DEPENDENCYPART_ARC
(30,29),-0.480803 # DEPENDENCYPART_ARC
(31,3),-1.87224 # DEPENDENCYPART_ARC
(31,7),-0.396053 # DEPENDENCYPART_ARC
(31,9),-1.48764 # DEPENDENCYPART_ARC
(31,12),-0.648163 # DEPENDENCYPART_ARC
(31,13),-1.13187 # DEPENDENCYPART_ARC
(31,14),-1.23804 # DEPENDENCYPART_ARC
(31,16),-1.01806 # DEPENDENCYPART_ARC
(31,18),0.089445 # DEPENDENCYPART_ARC
(31,19),-0.664041 # DEPENDENCYPART_ARC
(31,20),-0.253801 # DEPENDENCYPART_ARC
(31,21),0.525165 # DEPENDENCYPART_ARC
(31,22),-0.814694 # DEPENDENCYPART_ARC
(31,23),-0.838716 # DEPENDENCYPART_ARC
(31,24),-0.748313 # DEPENDENCYPART_ARC
(31,25),-0.736281 # DEPENDENCYPART_ARC
(31,26),-0.700159 # DEPENDENCYPART_ARC
(31,27),-0.507365 # DEPENDENCYPART_ARC
(31,28),-0.508629 # DEPENDENCYPART_ARC
(31,29),-0.275343 # DEPENDENCYPART_ARC
(31,30),-0.260936 # DEPENDENCYPART_ARC
(31,32),1.07902 # DEPENDENCYPART_ARC
(31,34),-0.521448 # DEPENDENCYPART_ARC
(31,35),-0.506838 # DEPENDENCYPART_ARC
(31,36),-0.446245 # DEPENDENCYPART_ARC
(31,37),-1.01359 # DEPENDENCYPART_ARC
(31,39),-1.12788 # DEPENDENCYPART_ARC
(31,40),-0.359176 # DEPENDENCYPART_ARC
(31,45),-0.298337 # DEPENDENCYPART_ARC
(31,46),0.243654 # DEPENDENCYPART_ARC
(31,47),-1.01 # DEPENDENCYPART_ARC
(31,57),-1.08159 # DEPENDENCYPART_ARC
(31,58),-1.7843 # DEPENDENCYPART_ARC
(31,60),-0.392897 # DEPENDENCYPART_ARC
(32,31),-0.32823 # DEPENDENCYPART_ARC
(32,33),1.19574 # DEPENDENCYPART_ARC
(32,34),1.65416 # DEPENDENCYPART_ARC
(32,35),0.61068 # DEPENDENCYPART_ARC
(32,36),0.416581 # DEPENDENCYPART_ARC
(32,37),-1.51338 # DEPENDENCYPART_ARC
(32,38),-1.37195 # DEPENDENCYPART_ARC
(32,39),-0.429966 # DEPENDENCYPART_ARC
(32,40),0.363911 # DEPENDENCYPART_ARC
(32,41),-2.23611 # DEPENDENCYPART_ARC
(32,42),-1.70088 # DEPENDENCYPART_ARC
(32,43),-2.22861 # DEPENDENCYPART_ARC
(32,44),-2.45195 # DEPENDENCYPART_ARC
(32,45),-0.500169 # DEPENDENCYPART_ARC
(32,46),-0.823661 # DEPENDENCYPART_ARC
(32,48),-1.13978 # DEPENDENCYPART_ARC
(32,49),-0.603921 # DEPENDENCYPART_ARC
(32,51),-2.65013 # DEPENDENCYPART_ARC
(32,52),-0.620392 # DEPENDENCYPART_ARC
(32,57),-0.766042 # DEPENDENCYPART_ARC
(32,83),-1.48477 # DEPENDENCYPART_ARC
(33,34),-0.553652 # DEPENDENCYPART_ARC
(33,35),-0.269725 # DEPENDENCYPART_ARC
(33,36),-0.717714 # DEPENDENCYPART_ARC
(34,19),-0.0371067 # DEPENDENCYPART_ARC
(34,28),-1.85568 # DEPENDENCYPART_ARC
(34,30),-0.459694 # DEPENDENCYPART_ARC
(34,32),-0.347425 # DEPENDENCYPART_ARC
(34,33),2.87523 # DEPENDENCYPART_ARC
(34,35),0.402489 # DEPENDENCYPART_ARC
(34,36),-0.423062 # DEPENDENCYPART_ARC
(35,10),-2.73045 # DEPENDENCYPART_ARC
(35,12),-0.934416 # DEPENDENCYPART_ARC
(35,15),-1.15279 # DEPENDENCYPART_ARC
(35,19),-0.684109 # DEPENDENCYPART_ARC
(35,22),-1.07466 # DEPENDENCYPART_ARC
(35,23),-2.91452 # DEPENDENCYPART_ARC
(35,25),-0.201196 # DEPENDENCYPART_ARC
(35,28),-2.31023 # DEPENDENCYPART_ARC
(35,29),-2.77293 # DEPENDENCYPART_ARC
(35,31),-0.188542 # DEPENDENCYPART_ARC
(35,33),-0.471113 # DEPENDENCYPART_ARC
(35,34),0.647805 # DEPENDENCYPART_ARC
(35,36),1.96246 # DEPENDENCYPART_ARC
(35,37),-1.17396 # DEPENDENCYPART_ARC
(35,38),-1.34661 # DEPENDENCYPART_ARC
(35,39),-0.403033 # DEPENDENCYPART_ARC
(35,40),0.446045 # DEPENDENCYPART_ARC
(35,41),-2.13034 # DEPENDENCYPART_ARC
(35,42),-1.90242 # DEPENDENCYPART_ARC
(35,43),-2.09315 # DEPENDENCYPART_ARC
(35,44),-3.06999 # DEPENDENCYPART_ARC
(35,45),-0.634833 # DEPENDENCYPART_ARC
(35,46),-0.658176 # DEPENDENCYPART_ARC
(35,49),-0.717145 # DEPENDENCYPART_ARC
(35,52),-0.879651 # DEPENDENCYPART_ARC
(36,34),-0.705834 # DEPENDENCYPART_ARC
(36,35),-0.044317 # DEPENDENCYPART_ARC
(36,37),2.15409 # DEPENDENCYPART_ARC
(36,38),-0.010744 # DEPENDENCYPART_ARC
(36,39),-0.510794 # DEPENDENCYPART_ARC
(36,41),-0.498803 # DEPENDENCYPART_ARC
(36,46),-0.6341 # DEPENDENCYPART_ARC
(37,38),1.36961 # DEPENDENCYPART_ARC
(37,39),0.0713947 # DEPENDENCYPART_ARC
(37,40),0.218199 # DEPENDENCYPART_ARC
(37,41),-0.714954 # DEPENDENCYPART_ARC
(37,42),-0.66455 # DEPENDENCYPART_ARC
(37,44),-0.581037 # DEPENDENCYPART_ARC
(38,37),-1.30168 # DEPENDENCYPART_ARC
(38,39),1.29223 # DEPENDENCYPART_ARC
(38,40),0.347257 # DEPENDENCYPART_ARC
(38,41),-0.429812 # DEPENDENCYPART_ARC
(38,42),-0.426111 # DEPENDENCYPART_ARC
(38,43),-0.373119 # DEPENDENCYPART_ARC
(38,44),-0.407201 # DEPENDENCYPART_ARC
(38,47),-1.27272 # DEPENDENCYPART_ARC
(39,34),-1.08958 # DEPENDENCYPART_ARC
(39,36),-0.735632 # DEPENDENCYPART_ARC
(39,37),-0.764156 # DEPENDENCYPART_ARC
(39,38),-0.382424 # DEPENDENCYPART_ARC
(39,40),0.813128 # DEPENDENCYPART_ARC
(39,41),0.26416 # DEPENDENCYPART_ARC
(39,42),-0.19797 # DEPENDENCYPART_ARC
(39,43),-0.386707 # DEPENDENCYPART_ARC
(39,44),-0.571457 # DEPENDENCYPART_ARC
(39,45),-0.819813 # DEPENDENCYPART_ARC
(39,47),-0.645017 # DEPENDENCYPART_ARC
(40,37),-1.24458 # DEPENDENCYPART_ARC
(40,38),-1.06687 # DEPENDENCYPART_ARC
(40,39),-0.680885 # DEPENDENCYPART_ARC
(40,41),2.28398 # DEPENDENCYPART_ARC
(40,42),0.216124 # DEPENDENCYPART_ARC
(40,43),-0.983957 # DEPENDENCYPART_ARC
(40,46),-0.647715 # DEPENDENCYPART_ARC
(41,42),1.78299 # DEPENDENCYPART_ARC
(41,43),0.612928 # DEPENDENCYPART_ARC
(41,44),-0.78714 # DEPENDENCYPART_ARC
(41,45),-0.445601 # DEPENDENCYPART_ARC
(41,46),-0.296795 # DEPENDENCYPART_ARC
(41,47),-1.37016 # DEPENDENCYPART_ARC
(41,49),-0.300468 # DEPENDENCYPART_ARC
(42,41),-1.29724 # DEPENDENCYPART_ARC
(42,43),2.52111 # DEPENDENCYPART_ARC
(42,44),0.902094 # DEPENDENCYPART_ARC
(42,45),-0.276768 # DEPENDENCYPART_ARC
(42,46),-0.142462 # DEPENDENCYPART_ARC
(42,47),-0.885948 # DEPENDENCYPART_ARC
(42,48),-1.32874 # DEPENDENCYPART_ARC
(42,49),-0.0491872 # DEPENDENCYPART_ARC
(43,44),1.66392 # DEPENDENCYPART_ARC
(43,45),-0.707901 # DEPENDENCYPART_ARC
