# _root_ خَصَّصَت الحُكُومَةُ المِصْرِيَّةُ 5,2 بِلْيُونِ جُنَيْهٍ ( 585 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ شَرِكَةِ الحَدِيدِ وَ الصُلْبِ وَ 5,1 بِلْيُونٍ ( 153 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ قِطاعِ الغَزْلِ وَ النَسِيجِ فِي الوَقْتِ الَّذِي سَ تَمْتَنِعُ عَن بَيْعِ 115 شَرِكَةً تابِعَةً سابِقاً لِ وِزارَةِ الاِقْتِصادِ قَبْلَ إِلْغائِ ها .
#goldHeads=18,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,32,21,19,18,21,22,23,21,18,26,27,30,28,30,0,32,32,36,32,36,37,38,39,40,41,41,43,44,41,46,47,0,
#predictedHeads=0,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,16,21,19,14,21,22,23,21,1,26,27,30,28,30,31,32,33,36,33,36,37,38,39,40,41,38,43,44,36,46,47,0,
(4,3),-0.122848 # DEPENDENCYPART_ARC
(4,5),1.98537 # DEPENDENCYPART_ARC
(4,6),0.362703 # DEPENDENCYPART_ARC
(4,7),-0.40647 # DEPENDENCYPART_ARC
(4,11),-0.711964 # DEPENDENCYPART_ARC
(4,12),-0.49876 # DEPENDENCYPART_ARC
(5,1),-0.610146 # DEPENDENCYPART_ARC
(5,2),-1.31052 # DEPENDENCYPART_ARC
(5,3),-1.18265 # DEPENDENCYPART_ARC
(5,4),-0.477748 # DEPENDENCYPART_ARC
(5,6),1.68376 # DEPENDENCYPART_ARC
(5,7),-0.0615629 # DEPENDENCYPART_ARC
(5,8),-0.537846 # DEPENDENCYPART_ARC
(5,9),-0.493703 # DEPENDENCYPART_ARC
(5,10),-0.458156 # DEPENDENCYPART_ARC
(5,12),-0.336588 # DEPENDENCYPART_ARC
(5,16),0.0613522 # DEPENDENCYPART_ARC
(6,1),-0.916132 # DEPENDENCYPART_ARC
(6,2),-1.26664 # DEPENDENCYPART_ARC
(6,3),-1.39473 # DEPENDENCYPART_ARC
(6,4),-0.871261 # DEPENDENCYPART_ARC
(6,5),-1.23117 # DEPENDENCYPART_ARC
(6,7),0.209914 # DEPENDENCYPART_ARC
(6,8),-0.407644 # DEPENDENCYPART_ARC
(6,9),-1.63847 # DEPENDENCYPART_ARC
(6,10),-1.03416 # DEPENDENCYPART_ARC
(6,12),-0.554489 # DEPENDENCYPART_ARC
(7,1),-0.407179 # DEPENDENCYPART_ARC
(7,2),-0.416869 # DEPENDENCYPART_ARC
(7,3),-0.52805 # DEPENDENCYPART_ARC
(7,4),0.179785 # DEPENDENCYPART_ARC
(7,5),-0.28372 # DEPENDENCYPART_ARC
(7,6),0.169392 # DEPENDENCYPART_ARC
(7,8),0.640401 # DEPENDENCYPART_ARC
(7,9),-0.382786 # DEPENDENCYPART_ARC
(7,10),-0.540448 # DEPENDENCYPART_ARC
(7,11),0.562452 # DEPENDENCYPART_ARC
(7,12),-0.518028 # DEPENDENCYPART_ARC
(7,13),-0.738729 # DEPENDENCYPART_ARC
(7,14),-0.785312 # DEPENDENCYPART_ARC
(7,21),-0.786909 # DEPENDENCYPART_ARC
(7,25),-1.03724 # DEPENDENCYPART_ARC
(8,5),-0.397175 # DEPENDENCYPART_ARC
(8,6),-0.1807 # DEPENDENCYPART_ARC
(8,7),0.178008 # DEPENDENCYPART_ARC
(8,9),1.87515 # DEPENDENCYPART_ARC
(8,10),0.198478 # DEPENDENCYPART_ARC
(8,11),-0.284601 # DEPENDENCYPART_ARC
(8,12),-0.420583 # DEPENDENCYPART_ARC
(8,16),-0.564435 # DEPENDENCYPART_ARC
(9,1),-0.395985 # DEPENDENCYPART_ARC
(9,8),-0.727226 # DEPENDENCYPART_ARC
(9,10),1.71434 # DEPENDENCYPART_ARC
(9,11),-0.288125 # DEPENDENCYPART_ARC
(9,12),-0.0933388 # DEPENDENCYPART_ARC
(9,13),-0.933332 # DEPENDENCYPART_ARC
(9,14),-0.463903 # DEPENDENCYPART_ARC
(9,15),-0.491149 # DEPENDENCYPART_ARC
(9,16),-0.192643 # DEPENDENCYPART_ARC
(9,18),-0.406566 # DEPENDENCYPART_ARC
(10,11),-0.525163 # DEPENDENCYPART_ARC
(10,12),-0.774365 # DEPENDENCYPART_ARC
(11,1),-0.916916 # DEPENDENCYPART_ARC
(11,8),-0.750838 # DEPENDENCYPART_ARC
(11,9),-0.76461 # DEPENDENCYPART_ARC
(11,10),-0.335799 # DEPENDENCYPART_ARC
(11,12),-0.434641 # DEPENDENCYPART_ARC
(12,9),-0.864218 # DEPENDENCYPART_ARC
(12,10),-0.534094 # DEPENDENCYPART_ARC
(12,11),-0.169089 # DEPENDENCYPART_ARC
(12,13),2.29308 # DEPENDENCYPART_ARC
(12,14),0.24066 # DEPENDENCYPART_ARC
(12,15),-1.13731 # DEPENDENCYPART_ARC
(12,16),0.43177 # DEPENDENCYPART_ARC
(12,18),-0.337928 # DEPENDENCYPART_ARC
(13,14),1.68174 # DEPENDENCYPART_ARC
(13,15),0.677709 # DEPENDENCYPART_ARC
(13,16),0.125603 # DEPENDENCYPART_ARC
(13,17),-0.80256 # DEPENDENCYPART_ARC
(13,18),-0.222444 # DEPENDENCYPART_ARC
(13,19),-0.598682 # DEPENDENCYPART_ARC
(13,20),-1.17306 # DEPENDENCYPART_ARC
(13,21),-0.344036 # DEPENDENCYPART_ARC
(13,22),-0.721891 # DEPENDENCYPART_ARC
(13,30),0.0707231 # DEPENDENCYPART_ARC
(14,13),-1.77012 # DEPENDENCYPART_ARC
(14,15),2.26437 # DEPENDENCYPART_ARC
(14,16),0.781727 # DEPENDENCYPART_ARC
(14,17),-0.317825 # DEPENDENCYPART_ARC
(14,18),0.249532 # DEPENDENCYPART_ARC
(14,19),-0.404825 # DEPENDENCYPART_ARC
(14,20),-0.682924 # DEPENDENCYPART_ARC
(14,21),-0.178555 # DEPENDENCYPART_ARC
(14,22),-0.552869 # DEPENDENCYPART_ARC
(14,30),0.711335 # DEPENDENCYPART_ARC
(14,34),-0.696032 # DEPENDENCYPART_ARC
(15,16),-0.321695 # DEPENDENCYPART_ARC
(16,1),-0.280479 # DEPENDENCYPART_ARC
(16,2),-0.0457292 # DEPENDENCYPART_ARC
(16,3),-0.966015 # DEPENDENCYPART_ARC
(16,4),-0.715612 # DEPENDENCYPART_ARC
(16,5),-0.423481 # DEPENDENCYPART_ARC
(16,6),-0.453454 # DEPENDENCYPART_ARC
(16,7),-0.621066 # DEPENDENCYPART_ARC
(16,8),-0.634993 # DEPENDENCYPART_ARC
(16,9),-0.387836 # DEPENDENCYPART_ARC
(16,10),-0.249368 # DEPENDENCYPART_ARC
(16,11),-0.745262 # DEPENDENCYPART_ARC
(16,13),0.393704 # DEPENDENCYPART_ARC
(16,14),0.396708 # DEPENDENCYPART_ARC
(16,15),1.78405 # DEPENDENCYPART_ARC
(16,17),1.864 # DEPENDENCYPART_ARC
(16,18),0.649624 # DEPENDENCYPART_ARC
(16,19),-0.308096 # DEPENDENCYPART_ARC
(16,20),-0.0501562 # DEPENDENCYPART_ARC
(16,21),-0.433281 # DEPENDENCYPART_ARC
(16,22),-0.79492 # DEPENDENCYPART_ARC
(16,23),-0.647785 # DEPENDENCYPART_ARC
(16,24),-0.502586 # DEPENDENCYPART_ARC
(16,25),-0.697859 # DEPENDENCYPART_ARC
(16,26),-0.54086 # DEPENDENCYPART_ARC
(16,27),-1.23033 # DEPENDENCYPART_ARC
(16,28),-1.28574 # DEPENDENCYPART_ARC
(16,29),-1.13542 # DEPENDENCYPART_ARC
(16,30),0.171607 # DEPENDENCYPART_ARC
(16,31),-0.6542 # DEPENDENCYPART_ARC
(16,32),-0.631009 # DEPENDENCYPART_ARC
(16,33),-1.55861 # DEPENDENCYPART_ARC
(16,36),-1.32683 # DEPENDENCYPART_ARC
(16,37),-1.31842 # DEPENDENCYPART_ARC
(16,38),-2.16298 # DEPENDENCYPART_ARC
(16,39),-2.07626 # DEPENDENCYPART_ARC
(16,40),-2.14903 # DEPENDENCYPART_ARC
(17,18),-0.372411 # DEPENDENCYPART_ARC
(17,19),-1.24461 # DEPENDENCYPART_ARC
(18,1),-0.122008 # DEPENDENCYPART_ARC
(18,2),-0.738288 # DEPENDENCYPART_ARC
(18,3),-0.86864 # DEPENDENCYPART_ARC
(18,4),-0.611963 # DEPENDENCYPART_ARC
(18,5),-1.08413 # DEPENDENCYPART_ARC
(18,6),-1.03057 # DEPENDENCYPART_ARC
(18,7),-0.515916 # DEPENDENCYPART_ARC
(18,8),-0.466405 # DEPENDENCYPART_ARC
(18,9),-1.13312 # DEPENDENCYPART_ARC
(18,10),-0.985071 # DEPENDENCYPART_ARC
(18,11),-0.605565 # DEPENDENCYPART_ARC
(18,13),-0.632905 # DEPENDENCYPART_ARC
(18,14),-0.588572 # DEPENDENCYPART_ARC
(18,15),-0.281958 # DEPENDENCYPART_ARC
(18,16),-0.117789 # DEPENDENCYPART_ARC
(18,17),0.13613 # DEPENDENCYPART_ARC
(18,19),0.66426 # DEPENDENCYPART_ARC
(18,20),-0.19333 # DEPENDENCYPART_ARC
(18,21),-0.341895 # DEPENDENCYPART_ARC
(18,22),-0.777961 # DEPENDENCYPART_ARC
(18,23),-0.740162 # DEPENDENCYPART_ARC
(18,24),-0.586765 # DEPENDENCYPART_ARC
(18,25),-0.741242 # DEPENDENCYPART_ARC
(18,26),-0.677856 # DEPENDENCYPART_ARC
(18,27),-1.24321 # DEPENDENCYPART_ARC
(18,28),-1.24657 # DEPENDENCYPART_ARC
(18,29),-1.32496 # DEPENDENCYPART_ARC
(18,30),-0.424882 # DEPENDENCYPART_ARC
(18,31),-1.00823 # DEPENDENCYPART_ARC
(18,32),-0.700737 # DEPENDENCYPART_ARC
(18,33),-1.65738 # DEPENDENCYPART_ARC
(18,36),-1.42115 # DEPENDENCYPART_ARC
(18,39),-2.12144 # DEPENDENCYPART_ARC
(19,14),-0.580377 # DEPENDENCYPART_ARC
(19,15),-0.502024 # DEPENDENCYPART_ARC
(19,17),-0.287732 # DEPENDENCYPART_ARC
(19,20),1.89456 # DEPENDENCYPART_ARC
(19,21),-0.195492 # DEPENDENCYPART_ARC
(19,23),0.510884 # DEPENDENCYPART_ARC
(19,25),-0.620233 # DEPENDENCYPART_ARC
(19,26),-0.509087 # DEPENDENCYPART_ARC
(19,34),-0.466806 # DEPENDENCYPART_ARC
(20,18),-0.689139 # DEPENDENCYPART_ARC
(20,19),-0.645325 # DEPENDENCYPART_ARC
(20,21),0.517338 # DEPENDENCYPART_ARC
(20,22),-0.185547 # DEPENDENCYPART_ARC
(20,23),-1.33286 # DEPENDENCYPART_ARC
(20,24),-0.759094 # DEPENDENCYPART_ARC
(21,5),-0.912427 # DEPENDENCYPART_ARC
(21,6),-0.930019 # DEPENDENCYPART_ARC
(21,9),-0.787208 # DEPENDENCYPART_ARC
(21,13),-0.712254 # DEPENDENCYPART_ARC
(21,14),-0.550221 # DEPENDENCYPART_ARC
(21,15),-0.54731 # DEPENDENCYPART_ARC
(21,17),-0.52665 # DEPENDENCYPART_ARC
(21,19),0.150738 # DEPENDENCYPART_ARC
(21,20),-0.0123454 # DEPENDENCYPART_ARC
(21,22),0.348987 # DEPENDENCYPART_ARC
(21,23),-0.674199 # DEPENDENCYPART_ARC
(21,24),-0.831862 # DEPENDENCYPART_ARC
(21,25),0.271039 # DEPENDENCYPART_ARC
(21,27),-1.03014 # DEPENDENCYPART_ARC
(21,28),-1.07616 # DEPENDENCYPART_ARC
(21,36),-0.526904 # DEPENDENCYPART_ARC
(22,17),-0.431287 # DEPENDENCYPART_ARC
(22,20),-0.186399 # DEPENDENCYPART_ARC
(22,21),0.178008 # DEPENDENCYPART_ARC
(22,23),1.87515 # DEPENDENCYPART_ARC
(22,24),0.198478 # DEPENDENCYPART_ARC
(22,25),-0.284601 # DEPENDENCYPART_ARC
(22,26),-0.420583 # DEPENDENCYPART_ARC
(22,32),-0.864502 # DEPENDENCYPART_ARC
(23,22),-0.727226 # DEPENDENCYPART_ARC
(23,24),1.71434 # DEPENDENCYPART_ARC
(23,25),-0.288125 # DEPENDENCYPART_ARC
(23,26),-0.0933388 # DEPENDENCYPART_ARC
(23,27),-0.933332 # DEPENDENCYPART_ARC
(23,28),-0.588087 # DEPENDENCYPART_ARC
(23,29),-0.481327 # DEPENDENCYPART_ARC
(23,30),-0.192643 # DEPENDENCYPART_ARC
(23,32),-0.705156 # DEPENDENCYPART_ARC
(24,25),-0.525163 # DEPENDENCYPART_ARC
(24,26),-0.774365 # DEPENDENCYPART_ARC
(25,22),-0.750838 # DEPENDENCYPART_ARC
(25,23),-0.76461 # DEPENDENCYPART_ARC
(25,24),-0.335799 # DEPENDENCYPART_ARC
(25,26),-0.434641 # DEPENDENCYPART_ARC
(25,27),-1.11771 # DEPENDENCYPART_ARC
(26,24),-0.534094 # DEPENDENCYPART_ARC
(26,25),-0.169089 # DEPENDENCYPART_ARC
(26,27),2.29308 # DEPENDENCYPART_ARC
(26,28),0.185882 # DEPENDENCYPART_ARC
(26,29),-1.08563 # DEPENDENCYPART_ARC
(26,30),0.43177 # DEPENDENCYPART_ARC
(26,35),-0.615022 # DEPENDENCYPART_ARC
(27,28),1.5112 # DEPENDENCYPART_ARC
(27,29),0.703725 # DEPENDENCYPART_ARC
(27,30),0.141847 # DEPENDENCYPART_ARC
(27,31),-0.772706 # DEPENDENCYPART_ARC
(27,32),0.0619315 # DEPENDENCYPART_ARC
(27,33),-0.962942 # DEPENDENCYPART_ARC
(27,34),-0.491703 # DEPENDENCYPART_ARC
(27,36),-1.1071 # DEPENDENCYPART_ARC
(27,37),-0.613221 # DEPENDENCYPART_ARC
(27,43),-0.373043 # DEPENDENCYPART_ARC
(28,27),-1.2364 # DEPENDENCYPART_ARC
(28,29),2.02654 # DEPENDENCYPART_ARC
(28,30),0.474563 # DEPENDENCYPART_ARC
(28,31),-0.585957 # DEPENDENCYPART_ARC
(28,32),0.108215 # DEPENDENCYPART_ARC
(28,33),-0.852931 # DEPENDENCYPART_ARC
(28,34),-0.386179 # DEPENDENCYPART_ARC
(28,35),-0.981063 # DEPENDENCYPART_ARC
(28,36),-1.14328 # DEPENDENCYPART_ARC
(28,37),-0.702126 # DEPENDENCYPART_ARC
(29,28),-1.71899 # DEPENDENCYPART_ARC
(29,30),-0.273903 # DEPENDENCYPART_ARC
(29,31),-1.52563 # DEPENDENCYPART_ARC
(30,1),-0.728284 # DEPENDENCYPART_ARC
(30,2),-0.543315 # DEPENDENCYPART_ARC
(30,3),-1.37654 # DEPENDENCYPART_ARC
(30,13),-0.414951 # DEPENDENCYPART_ARC
(30,14),-0.556989 # DEPENDENCYPART_ARC
(30,15),0.103018 # DEPENDENCYPART_ARC
(30,17),-0.646778 # DEPENDENCYPART_ARC
(30,19),-0.659598 # DEPENDENCYPART_ARC
(30,20),-0.382252 # DEPENDENCYPART_ARC
(30,22),-0.530441 # DEPENDENCYPART_ARC
(30,23),-0.283284 # DEPENDENCYPART_ARC
(30,24),-0.144816 # DEPENDENCYPART_ARC
(30,26),-0.490861 # DEPENDENCYPART_ARC
(30,27),0.498256 # DEPENDENCYPART_ARC
(30,28),0.465959 # DEPENDENCYPART_ARC
(30,29),1.83292 # DEPENDENCYPART_ARC
(30,31),1.59199 # DEPENDENCYPART_ARC
(30,32),-0.127492 # DEPENDENCYPART_ARC
(30,33),-0.47278 # DEPENDENCYPART_ARC
(30,34),-0.778829 # DEPENDENCYPART_ARC
(30,36),-0.464566 # DEPENDENCYPART_ARC
(30,37),-0.653709 # DEPENDENCYPART_ARC
(30,38),-1.3506 # DEPENDENCYPART_ARC
(30,39),-1.20884 # DEPENDENCYPART_ARC
(30,40),-1.27463 # DEPENDENCYPART_ARC
(30,41),-1.36563 # DEPENDENCYPART_ARC
(30,42),-1.48828 # DEPENDENCYPART_ARC
(31,32),0.636078 # DEPENDENCYPART_ARC
(31,33),-0.636081 # DEPENDENCYPART_ARC
(31,34),-0.419579 # DEPENDENCYPART_ARC
(31,35),-1.18597 # DEPENDENCYPART_ARC
(31,36),-1.35503 # DEPENDENCYPART_ARC
(31,37),-0.971122 # DEPENDENCYPART_ARC
(32,29),-0.982812 # DEPENDENCYPART_ARC
(32,31),-0.392624 # DEPENDENCYPART_ARC
(32,33),2.10326 # DEPENDENCYPART_ARC
(32,34),-0.0112484 # DEPENDENCYPART_ARC
(32,35),-0.539412 # DEPENDENCYPART_ARC
(32,38),-0.537306 # DEPENDENCYPART_ARC
(33,34),1.61108 # DEPENDENCYPART_ARC
(33,35),-0.408151 # DEPENDENCYPART_ARC
(33,36),-0.630198 # DEPENDENCYPART_ARC
(33,37),-0.35948 # DEPENDENCYPART_ARC
(33,38),-1.5299 # DEPENDENCYPART_ARC
(33,39),-0.851008 # DEPENDENCYPART_ARC
(33,41),-2.33913 # DEPENDENCYPART_ARC
(33,42),-2.44672 # DEPENDENCYPART_ARC
(33,43),-0.370301 # DEPENDENCYPART_ARC
(33,46),-0.716389 # DEPENDENCYPART_ARC
(34,1),-0.791679 # DEPENDENCYPART_ARC
(34,31),-0.774591 # DEPENDENCYPART_ARC
(34,33),-0.372079 # DEPENDENCYPART_ARC
(34,36),-0.586151 # DEPENDENCYPART_ARC
(34,37),-0.87252 # DEPENDENCYPART_ARC
(34,48),-1.11496 # DEPENDENCYPART_ARC
(35,31),-1.25302 # DEPENDENCYPART_ARC
(35,33),-1.15898 # DEPENDENCYPART_ARC
(35,34),-0.657046 # DEPENDENCYPART_ARC
(36,17),-2.59371 # DEPENDENCYPART_ARC
(36,18),-0.141738 # DEPENDENCYPART_ARC
(36,20),-3.32796 # DEPENDENCYPART_ARC
(36,21),-0.521527 # DEPENDENCYPART_ARC
(36,23),-0.767131 # DEPENDENCYPART_ARC
(36,24),-3.20696 # DEPENDENCYPART_ARC
(36,26),-0.334047 # DEPENDENCYPART_ARC
(36,27),-2.40279 # DEPENDENCYPART_ARC
(36,28),-2.41998 # DEPENDENCYPART_ARC
(36,29),-2.47473 # DEPENDENCYPART_ARC
(36,30),0.128838 # DEPENDENCYPART_ARC
(36,31),-1.5436 # DEPENDENCYPART_ARC
(36,32),-0.0440683 # DEPENDENCYPART_ARC
(36,33),-1.90324 # DEPENDENCYPART_ARC
(36,34),-0.0874642 # DEPENDENCYPART_ARC
(36,35),2.00394 # DEPENDENCYPART_ARC
(36,37),2.28688 # DEPENDENCYPART_ARC
(36,38),-1.00855 # DEPENDENCYPART_ARC
(36,39),-0.128984 # DEPENDENCYPART_ARC
(36,40),0.438778 # DEPENDENCYPART_ARC
(36,41),-0.283534 # DEPENDENCYPART_ARC
(36,42),0.26671 # DEPENDENCYPART_ARC
(36,43),0.249847 # DEPENDENCYPART_ARC
(36,44),-2.09192 # DEPENDENCYPART_ARC
(36,45),-1.91 # DEPENDENCYPART_ARC
(36,46),0.486754 # DEPENDENCYPART_ARC
(36,47),-2.55723 # DEPENDENCYPART_ARC
(37,35),-0.649434 # DEPENDENCYPART_ARC
(37,38),1.39324 # DEPENDENCYPART_ARC
(37,39),-0.211856 # DEPENDENCYPART_ARC
(37,40),-1.31801 # DEPENDENCYPART_ARC
(37,41),-1.07566 # DEPENDENCYPART_ARC
(37,42),-1.18781 # DEPENDENCYPART_ARC
(37,44),-1.21802 # DEPENDENCYPART_ARC
(38,35),-0.88165 # DEPENDENCYPART_ARC
(38,39),1.40645 # DEPENDENCYPART_ARC
(38,40),0.4662 # DEPENDENCYPART_ARC
(38,41),-0.54706 # DEPENDENCYPART_ARC
(38,42),-0.212314 # DEPENDENCYPART_ARC
(38,43),0.378289 # DEPENDENCYPART_ARC
(38,44),-0.372291 # DEPENDENCYPART_ARC
(38,45),-0.083888 # DEPENDENCYPART_ARC
(38,46),-0.0714533 # DEPENDENCYPART_ARC
(38,47),-0.946264 # DEPENDENCYPART_ARC
(38,48),-0.604007 # DEPENDENCYPART_ARC
(39,37),-0.277849 # DEPENDENCYPART_ARC
(39,38),0.0434732 # DEPENDENCYPART_ARC
(39,40),2.0984 # DEPENDENCYPART_ARC
(39,41),0.176648 # DEPENDENCYPART_ARC
(39,42),-0.173186 # DEPENDENCYPART_ARC
(39,43),-0.206688 # DEPENDENCYPART_ARC
(39,46),-0.277786 # DEPENDENCYPART_ARC
(40,35),-1.20155 # DEPENDENCYPART_ARC
(40,38),-2.25121 # DEPENDENCYPART_ARC
(40,39),-0.73863 # DEPENDENCYPART_ARC
(40,41),2.15163 # DEPENDENCYPART_ARC
(40,42),0.103842 # DEPENDENCYPART_ARC
(40,43),0.351763 # DEPENDENCYPART_ARC
(40,44),-1.09964 # DEPENDENCYPART_ARC
(40,45),-0.607958 # DEPENDENCYPART_ARC
(40,46),-0.49466 # DEPENDENCYPART_ARC
(40,47),-1.09587 # DEPENDENCYPART_ARC
(40,48),-0.821303 # DEPENDENCYPART_ARC
(41,39),-0.700964 # DEPENDENCYPART_ARC
(41,40),-0.702033 # DEPENDENCYPART_ARC
(41,42),0.841453 # DEPENDENCYPART_ARC
(41,43),0.0335958 # DEPENDENCYPART_ARC
(41,44),-1.00528 # DEPENDENCYPART_ARC
(41,45),-0.504313 # DEPENDENCYPART_ARC
(41,46),-0.309499 # DEPENDENCYPART_ARC
(42,38),-1.05791 # DEPENDENCYPART_ARC
(42,39),-0.634572 # DEPENDENCYPART_ARC
(42,40),-0.881385 # DEPENDENCYPART_ARC
(42,41),-0.404086 # DEPENDENCYPART_ARC
(42,43),0.699413 # DEPENDENCYPART_ARC
(42,44),-1.03126 # DEPENDENCYPART_ARC
(42,45),-0.831095 # DEPENDENCYPART_ARC
(42,46),-0.447843 # DEPENDENCYPART_ARC
(42,47),-1.3684 # DEPENDENCYPART_ARC
(43,40),-0.81378 # DEPENDENCYPART_ARC
(43,41),-0.895016 # DEPENDENCYPART_ARC
(43,42),-0.43595 # DEPENDENCYPART_ARC
(43,44),2.21189 # DEPENDENCYPART_ARC
(43,45),-0.00530676 # DEPENDENCYPART_ARC
(43,47),-0.501915 # DEPENDENCYPART_ARC
(44,45),1.96632 # DEPENDENCYPART_ARC
(44,46),0.349829 # DEPENDENCYPART_ARC
(44,47),-0.436768 # DEPENDENCYPART_ARC
(44,48),-0.030209 # DEPENDENCYPART_ARC
(45,44),-1.58642 # DEPENDENCYPART_ARC
(45,46),0.486334 # DEPENDENCYPART_ARC
(45,47),-0.823822 # DEPENDENCYPART_ARC
(45,48),-1.57618 # DEPENDENCYPART_ARC
(46,43),-0.551494 # DEPENDENCYPART_ARC
(46,44),-0.678588 # DEPENDENCYPART_ARC
(46,45),-0.0808638 # DEPENDENCYPART_ARC
(46,47),1.86924 # DEPENDENCYPART_ARC
(46,48),0.090721 # DEPENDENCYPART_ARC
(47,45),-1.29665 # DEPENDENCYPART_ARC
(47,48),2.16698 # DEPENDENCYPART_ARC
(47,49),-0.212363 # DEPENDENCYPART_ARC
(48,44),-1.57606 # DEPENDENCYPART_ARC
(48,45),-1.36614 # DEPENDENCYPART_ARC
(48,47),-0.876132 # DEPENDENCYPART_ARC
(48,49),-0.00985106 # DEPENDENCYPART_ARC
(49,47),-0.934384 # DEPENDENCYPART_ARC
(49,48),-0.601691 # DEPENDENCYPART_ARC
(0,1),(0,2),-0.0273127 # DEPENDENCYPART_SIBL
(0,1),(0,3),-0.0442245 # DEPENDENCYPART_SIBL
