# _root_ honi oxidazio-prozesu bat eta , ondoren kondentsazioko beste bat jarraikitzen bazaio , hortik konposatu kimiko edo eraldaketaren produktu mugatu bat sortuko da .
#goldHeads=10,10,2,21,4,10,10,9,10,4,10,11,21,16,14,21,18,16,18,18,0,21,22,
#predictedHeads=10,10,2,0,4,10,10,7,10,4,10,11,21,16,14,10,16,16,18,18,19,21,22,
(12,10),-0.216989 # DEPENDENCYPART_ARC
(12,11),-0.153775 # DEPENDENCYPART_ARC
(12,15),-0.910896 # DEPENDENCYPART_ARC
(12,21),-1.46862 # DEPENDENCYPART_ARC
(13,10),-0.792715 # DEPENDENCYPART_ARC
(13,12),-0.407389 # DEPENDENCYPART_ARC
(13,14),-0.38851 # DEPENDENCYPART_ARC
(13,17),-1.1265 # DEPENDENCYPART_ARC
(13,18),-0.994828 # DEPENDENCYPART_ARC
(14,9),-1.33495 # DEPENDENCYPART_ARC
(14,10),-0.896427 # DEPENDENCYPART_ARC
(14,12),-1.1942 # DEPENDENCYPART_ARC
(14,13),-0.352538 # DEPENDENCYPART_ARC
(14,15),1.88711 # DEPENDENCYPART_ARC
(14,16),0.148679 # DEPENDENCYPART_ARC
(14,17),-0.427721 # DEPENDENCYPART_ARC
(14,18),-0.335705 # DEPENDENCYPART_ARC
(14,19),-0.197904 # DEPENDENCYPART_ARC
(14,20),0.320993 # DEPENDENCYPART_ARC
(14,21),-0.852358 # DEPENDENCYPART_ARC
(14,23),-0.623899 # DEPENDENCYPART_ARC
(15,13),-0.549374 # DEPENDENCYPART_ARC
(15,14),-0.426856 # DEPENDENCYPART_ARC
(15,16),-0.266371 # DEPENDENCYPART_ARC
(15,17),-0.810436 # DEPENDENCYPART_ARC
(16,2),-0.946155 # DEPENDENCYPART_ARC
(16,4),-0.934837 # DEPENDENCYPART_ARC
(16,6),-0.455607 # DEPENDENCYPART_ARC
(16,7),-0.460285 # DEPENDENCYPART_ARC
(16,9),-0.9874 # DEPENDENCYPART_ARC
(16,10),-0.630806 # DEPENDENCYPART_ARC
(16,11),-0.449499 # DEPENDENCYPART_ARC
(16,12),-0.959376 # DEPENDENCYPART_ARC
(16,13),-0.059501 # DEPENDENCYPART_ARC
(16,14),0.984592 # DEPENDENCYPART_ARC
(16,15),0.875385 # DEPENDENCYPART_ARC
(16,17),1.43516 # DEPENDENCYPART_ARC
(16,18),0.651457 # DEPENDENCYPART_ARC
(16,19),-0.501611 # DEPENDENCYPART_ARC
(16,20),0.108785 # DEPENDENCYPART_ARC
(16,21),-0.303479 # DEPENDENCYPART_ARC
(17,14),-1.11164 # DEPENDENCYPART_ARC
(17,15),-0.815646 # DEPENDENCYPART_ARC
(17,16),-0.382299 # DEPENDENCYPART_ARC
(17,18),0.471273 # DEPENDENCYPART_ARC
(17,19),-1.28785 # DEPENDENCYPART_ARC
(17,20),-2.34904 # DEPENDENCYPART_ARC
(17,22),-2.11592 # DEPENDENCYPART_ARC
(17,23),-1.20754 # DEPENDENCYPART_ARC
(18,4),-1.39062 # DEPENDENCYPART_ARC
(18,10),-1.01905 # DEPENDENCYPART_ARC
(18,12),-1.5691 # DEPENDENCYPART_ARC
(18,13),-1.01055 # DEPENDENCYPART_ARC
(18,14),-0.35255 # DEPENDENCYPART_ARC
(18,15),-0.842949 # DEPENDENCYPART_ARC
(18,16),0.054467 # DEPENDENCYPART_ARC
(18,17),1.13192 # DEPENDENCYPART_ARC
(18,19),0.881343 # DEPENDENCYPART_ARC
(18,20),1.21962 # DEPENDENCYPART_ARC
(18,22),-1.11112 # DEPENDENCYPART_ARC
(18,23),-0.854437 # DEPENDENCYPART_ARC
(19,2),-2.18044 # DEPENDENCYPART_ARC
(19,4),-1.93913 # DEPENDENCYPART_ARC
(19,5),-2.52503 # DEPENDENCYPART_ARC
(19,6),-0.742606 # DEPENDENCYPART_ARC
(19,7),-1.98048 # DEPENDENCYPART_ARC
(19,8),-2.26345 # DEPENDENCYPART_ARC
(19,10),-1.56795 # DEPENDENCYPART_ARC
(19,11),-1.42618 # DEPENDENCYPART_ARC
(19,12),-2.48647 # DEPENDENCYPART_ARC
(19,13),-0.588783 # DEPENDENCYPART_ARC
(19,14),-1.08696 # DEPENDENCYPART_ARC
(19,15),-1.23436 # DEPENDENCYPART_ARC
(19,16),-0.559627 # DEPENDENCYPART_ARC
(19,17),-0.549469 # DEPENDENCYPART_ARC
(19,18),0.756914 # DEPENDENCYPART_ARC
(19,20),0.416092 # DEPENDENCYPART_ARC
(19,21),0.0496639 # DEPENDENCYPART_ARC
(19,22),0.0585821 # DEPENDENCYPART_ARC
(20,6),-1.07279 # DEPENDENCYPART_ARC
(20,13),-0.923272 # DEPENDENCYPART_ARC
(20,17),-0.797278 # DEPENDENCYPART_ARC
(20,18),-1.16086 # DEPENDENCYPART_ARC
(20,19),-0.079791 # DEPENDENCYPART_ARC
(21,2),-0.623945 # DEPENDENCYPART_ARC
(21,4),-0.834194 # DEPENDENCYPART_ARC
(21,5),-1.46965 # DEPENDENCYPART_ARC
(21,6),0.432195 # DEPENDENCYPART_ARC
(21,7),-0.593343 # DEPENDENCYPART_ARC
(21,8),-1.14277 # DEPENDENCYPART_ARC
(21,10),-0.565 # DEPENDENCYPART_ARC
(21,11),-0.444809 # DEPENDENCYPART_ARC
(21,12),-1.39018 # DEPENDENCYPART_ARC
(21,13),0.689727 # DEPENDENCYPART_ARC
(21,14),-0.00155466 # DEPENDENCYPART_ARC
(21,15),-0.964513 # DEPENDENCYPART_ARC
(21,16),0.15642 # DEPENDENCYPART_ARC
(21,17),-0.493079 # DEPENDENCYPART_ARC
(21,18),0.42625 # DEPENDENCYPART_ARC
(21,19),0.799459 # DEPENDENCYPART_ARC
(21,20),0.211528 # DEPENDENCYPART_ARC
(21,22),2.06018 # DEPENDENCYPART_ARC
(21,23),0.165611 # DEPENDENCYPART_ARC
(22,19),-1.53534 # DEPENDENCYPART_ARC
(22,20),-0.321944 # DEPENDENCYPART_ARC
(22,21),-1.06222 # DEPENDENCYPART_ARC
(22,23),1.46403 # DEPENDENCYPART_ARC
