# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(8,10),2.17987 # DEPENDENCYPART_ARC
(8,11),-0.388518 # DEPENDENCYPART_ARC
(8,12),-0.162587 # DEPENDENCYPART_ARC
(8,14),-0.490456 # DEPENDENCYPART_ARC
(8,15),-0.318766 # DEPENDENCYPART_ARC
(8,19),-0.237606 # DEPENDENCYPART_ARC
(8,22),-1.20747 # DEPENDENCYPART_ARC
(8,23),-1.13701 # DEPENDENCYPART_ARC
(9,6),-1.80921 # DEPENDENCYPART_ARC
(9,10),-1.07185 # DEPENDENCYPART_ARC
(10,8),-0.216462 # DEPENDENCYPART_ARC
(10,11),1.33061 # DEPENDENCYPART_ARC
(10,14),-0.807627 # DEPENDENCYPART_ARC
(11,6),-1.10334 # DEPENDENCYPART_ARC
(11,9),-1.09096 # DEPENDENCYPART_ARC
(11,12),-0.735147 # DEPENDENCYPART_ARC
(12,1),-1.06539 # DEPENDENCYPART_ARC
(12,3),-0.749335 # DEPENDENCYPART_ARC
(12,5),-0.441978 # DEPENDENCYPART_ARC
(12,6),-0.004457 # DEPENDENCYPART_ARC
(12,8),1.41999 # DEPENDENCYPART_ARC
(12,9),-0.59964 # DEPENDENCYPART_ARC
(12,10),0.0895989 # DEPENDENCYPART_ARC
(12,11),-0.519607 # DEPENDENCYPART_ARC
(12,13),-0.571546 # DEPENDENCYPART_ARC
(12,14),-0.670536 # DEPENDENCYPART_ARC
(12,15),-0.537191 # DEPENDENCYPART_ARC
(12,16),-0.572707 # DEPENDENCYPART_ARC
(12,19),-0.707654 # DEPENDENCYPART_ARC
(12,21),-0.723957 # DEPENDENCYPART_ARC
(12,22),-1.26034 # DEPENDENCYPART_ARC
(12,23),-0.21047 # DEPENDENCYPART_ARC
(13,14),0.474191 # DEPENDENCYPART_ARC
(14,1),-1.4202 # DEPENDENCYPART_ARC
(14,10),-1.11501 # DEPENDENCYPART_ARC
(14,11),-1.33225 # DEPENDENCYPART_ARC
(14,12),-0.504822 # DEPENDENCYPART_ARC
(14,13),1.05341 # DEPENDENCYPART_ARC
(14,15),0.342881 # DEPENDENCYPART_ARC
(14,16),-0.0417316 # DEPENDENCYPART_ARC
(14,18),-0.957133 # DEPENDENCYPART_ARC
(14,21),-0.893504 # DEPENDENCYPART_ARC
(15,1),-1.62078 # DEPENDENCYPART_ARC
(15,3),-1.39151 # DEPENDENCYPART_ARC
(15,5),-1.48075 # DEPENDENCYPART_ARC
(15,6),-1.34378 # DEPENDENCYPART_ARC
(15,8),-0.515093 # DEPENDENCYPART_ARC
(15,9),-0.774461 # DEPENDENCYPART_ARC
(15,10),-0.821614 # DEPENDENCYPART_ARC
(15,11),-1.70605 # DEPENDENCYPART_ARC
(15,12),-0.295956 # DEPENDENCYPART_ARC
(15,13),-0.152974 # DEPENDENCYPART_ARC
(15,14),1.66132 # DEPENDENCYPART_ARC
(15,16),0.904356 # DEPENDENCYPART_ARC
(15,18),-0.608831 # DEPENDENCYPART_ARC
(15,19),-0.173045 # DEPENDENCYPART_ARC
(15,21),-1.26785 # DEPENDENCYPART_ARC
(15,22),-0.546074 # DEPENDENCYPART_ARC
(15,23),-1.55605 # DEPENDENCYPART_ARC
(16,13),-1.81082 # DEPENDENCYPART_ARC
(16,14),-1.52704 # DEPENDENCYPART_ARC
(16,15),-0.372365 # DEPENDENCYPART_ARC
(16,17),1.24793 # DEPENDENCYPART_ARC
(16,19),-1.59701 # DEPENDENCYPART_ARC
(16,22),-1.787 # DEPENDENCYPART_ARC
(16,23),-2.50578 # DEPENDENCYPART_ARC
(17,13),-1.22829 # DEPENDENCYPART_ARC
(17,18),-1.21061 # DEPENDENCYPART_ARC
(17,19),-1.69523 # DEPENDENCYPART_ARC
(18,11),-1.87061 # DEPENDENCYPART_ARC
(18,19),0.496982 # DEPENDENCYPART_ARC
(19,1),-1.0949 # DEPENDENCYPART_ARC
(19,12),-1.36788 # DEPENDENCYPART_ARC
(19,13),-0.578566 # DEPENDENCYPART_ARC
(19,14),-0.887537 # DEPENDENCYPART_ARC
(19,15),-0.343747 # DEPENDENCYPART_ARC
(19,16),-2.64189 # DEPENDENCYPART_ARC
(19,18),1.86077 # DEPENDENCYPART_ARC
(19,20),1.57804 # DEPENDENCYPART_ARC
(19,21),-1.03258 # DEPENDENCYPART_ARC
(19,22),-0.960417 # DEPENDENCYPART_ARC
(19,24),-1.96828 # DEPENDENCYPART_ARC
(19,25),-0.708169 # DEPENDENCYPART_ARC
(20,13),-1.15651 # DEPENDENCYPART_ARC
(20,18),-0.94686 # DEPENDENCYPART_ARC
(21,3),-1.68289 # DEPENDENCYPART_ARC
(21,5),-1.18081 # DEPENDENCYPART_ARC
(21,6),-1.55305 # DEPENDENCYPART_ARC
(21,10),-1.54429 # DEPENDENCYPART_ARC
(21,11),-1.79097 # DEPENDENCYPART_ARC
(21,12),-0.390395 # DEPENDENCYPART_ARC
(21,13),-1.47766 # DEPENDENCYPART_ARC
(21,14),-1.25452 # DEPENDENCYPART_ARC
(21,15),-0.331677 # DEPENDENCYPART_ARC
(21,18),-0.334737 # DEPENDENCYPART_ARC
(21,19),1.01735 # DEPENDENCYPART_ARC
(21,22),-1.22815 # DEPENDENCYPART_ARC
(21,23),-1.15827 # DEPENDENCYPART_ARC
(21,24),-2.03434 # DEPENDENCYPART_ARC
(22,1),-0.757686 # DEPENDENCYPART_ARC
(22,12),-0.933076 # DEPENDENCYPART_ARC
(22,15),-0.433674 # DEPENDENCYPART_ARC
(22,16),-2.70767 # DEPENDENCYPART_ARC
(22,18),-0.0150237 # DEPENDENCYPART_ARC
(22,19),-2.31353 # DEPENDENCYPART_ARC
(22,21),2.56488 # DEPENDENCYPART_ARC
(22,23),-0.707093 # DEPENDENCYPART_ARC
(22,24),-0.605586 # DEPENDENCYPART_ARC
(22,25),-0.222949 # DEPENDENCYPART_ARC
(23,1),-1.75466 # DEPENDENCYPART_ARC
(23,3),-2.38996 # DEPENDENCYPART_ARC
(23,5),-2.30356 # DEPENDENCYPART_ARC
(23,6),-0.678443 # DEPENDENCYPART_ARC
(23,8),-0.497645 # DEPENDENCYPART_ARC
(23,10),-1.06949 # DEPENDENCYPART_ARC
(23,11),-1.90841 # DEPENDENCYPART_ARC
(23,12),-0.587928 # DEPENDENCYPART_ARC
(23,13),-2.13545 # DEPENDENCYPART_ARC
(23,14),-1.32134 # DEPENDENCYPART_ARC
(23,15),0.11671 # DEPENDENCYPART_ARC
(23,16),-0.75744 # DEPENDENCYPART_ARC
(23,18),-1.09327 # DEPENDENCYPART_ARC
(23,19),0.114741 # DEPENDENCYPART_ARC
(23,21),0.0281668 # DEPENDENCYPART_ARC
(23,22),2.14691 # DEPENDENCYPART_ARC
(23,24),1.64654 # DEPENDENCYPART_ARC
(23,25),-0.15663 # DEPENDENCYPART_ARC
(24,22),-0.65113 # DEPENDENCYPART_ARC
(24,23),-1.41887 # DEPENDENCYPART_ARC
(24,25),1.47633 # DEPENDENCYPART_ARC
(25,22),-0.398145 # DEPENDENCYPART_ARC
(25,23),-0.783278 # DEPENDENCYPART_ARC
