# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(18,4),-0.902027 # DEPENDENCYPART_ARC
(18,5),-0.524889 # DEPENDENCYPART_ARC
(18,6),-1.35605 # DEPENDENCYPART_ARC
(18,7),-1.46693 # DEPENDENCYPART_ARC
(18,8),0.720617 # DEPENDENCYPART_ARC
(18,11),-0.363234 # DEPENDENCYPART_ARC
(18,12),-0.700856 # DEPENDENCYPART_ARC
(18,13),-0.351747 # DEPENDENCYPART_ARC
(18,14),-0.623395 # DEPENDENCYPART_ARC
(18,15),1.64409 # DEPENDENCYPART_ARC
(18,16),-0.860881 # DEPENDENCYPART_ARC
(18,17),-0.477649 # DEPENDENCYPART_ARC
(18,19),0.419316 # DEPENDENCYPART_ARC
(18,20),0.283606 # DEPENDENCYPART_ARC
(18,21),1.14309 # DEPENDENCYPART_ARC
(18,22),-0.248043 # DEPENDENCYPART_ARC
(19,17),-2.01432 # DEPENDENCYPART_ARC
(19,20),-0.359392 # DEPENDENCYPART_ARC
(20,4),-2.22884 # DEPENDENCYPART_ARC
(20,5),-0.589212 # DEPENDENCYPART_ARC
(20,6),-2.0111 # DEPENDENCYPART_ARC
(20,7),-0.890928 # DEPENDENCYPART_ARC
(20,8),-1.02581 # DEPENDENCYPART_ARC
(20,9),-1.06621 # DEPENDENCYPART_ARC
(20,11),-0.395268 # DEPENDENCYPART_ARC
(20,12),0.0669275 # DEPENDENCYPART_ARC
(20,13),0.157491 # DEPENDENCYPART_ARC
(20,14),-0.645194 # DEPENDENCYPART_ARC
(20,15),-0.364698 # DEPENDENCYPART_ARC
(20,16),-0.680129 # DEPENDENCYPART_ARC
(20,17),-0.977567 # DEPENDENCYPART_ARC
(20,18),0.146947 # DEPENDENCYPART_ARC
(20,19),2.7244 # DEPENDENCYPART_ARC
(20,21),2.3336 # DEPENDENCYPART_ARC
(20,22),1.58712 # DEPENDENCYPART_ARC
(21,1),-0.975824 # DEPENDENCYPART_ARC
(21,2),-3.13605 # DEPENDENCYPART_ARC
(21,4),-3.04773 # DEPENDENCYPART_ARC
(21,5),-0.84367 # DEPENDENCYPART_ARC
(21,6),-3.38795 # DEPENDENCYPART_ARC
(21,7),-2.2485 # DEPENDENCYPART_ARC
(21,8),-0.67913 # DEPENDENCYPART_ARC
(21,11),-0.743685 # DEPENDENCYPART_ARC
(21,12),-0.453978 # DEPENDENCYPART_ARC
(21,13),-0.148173 # DEPENDENCYPART_ARC
(21,14),-0.945103 # DEPENDENCYPART_ARC
(21,15),-0.52815 # DEPENDENCYPART_ARC
(21,16),-1.24517 # DEPENDENCYPART_ARC
(21,17),-1.23189 # DEPENDENCYPART_ARC
(21,18),0.333104 # DEPENDENCYPART_ARC
(21,19),0.721921 # DEPENDENCYPART_ARC
(21,20),0.884832 # DEPENDENCYPART_ARC
(21,22),0.811086 # DEPENDENCYPART_ARC
(21,23),-0.423236 # DEPENDENCYPART_ARC
(22,19),-1.23692 # DEPENDENCYPART_ARC
(22,21),-1.34224 # DEPENDENCYPART_ARC
(22,23),1.70626 # DEPENDENCYPART_ARC
(23,21),-0.925751 # DEPENDENCYPART_ARC
