# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,22,10,22,
(5,11),-2.30784 # DEPENDENCYPART_ARC
(6,1),-1.02001 # DEPENDENCYPART_ARC
(6,3),-1.04294 # DEPENDENCYPART_ARC
(6,4),-1.10624 # DEPENDENCYPART_ARC
(6,5),-0.586628 # DEPENDENCYPART_ARC
(6,7),-0.529175 # DEPENDENCYPART_ARC
(6,12),-0.481631 # DEPENDENCYPART_ARC
(6,17),-0.969466 # DEPENDENCYPART_ARC
(7,2),-1.66165 # DEPENDENCYPART_ARC
(7,3),-3.33009 # DEPENDENCYPART_ARC
(7,4),-0.558882 # DEPENDENCYPART_ARC
(7,5),0.316297 # DEPENDENCYPART_ARC
(7,6),1.36664 # DEPENDENCYPART_ARC
(7,8),-0.580176 # DEPENDENCYPART_ARC
(7,9),-0.926664 # DEPENDENCYPART_ARC
(7,11),-1.8815 # DEPENDENCYPART_ARC
(8,1),-0.0683981 # DEPENDENCYPART_ARC
(8,2),-1.99442 # DEPENDENCYPART_ARC
(8,3),0.923942 # DEPENDENCYPART_ARC
(8,4),-0.801334 # DEPENDENCYPART_ARC
(8,5),-0.671109 # DEPENDENCYPART_ARC
(8,6),-0.0976826 # DEPENDENCYPART_ARC
(8,7),2.13946 # DEPENDENCYPART_ARC
(8,9),2.217 # DEPENDENCYPART_ARC
(8,10),-0.487784 # DEPENDENCYPART_ARC
(8,11),-0.271941 # DEPENDENCYPART_ARC
(8,12),-1.25737 # DEPENDENCYPART_ARC
(8,13),-0.794888 # DEPENDENCYPART_ARC
(8,14),-1.63569 # DEPENDENCYPART_ARC
(8,16),-1.10082 # DEPENDENCYPART_ARC
(8,17),-1.3223 # DEPENDENCYPART_ARC
(8,18),-1.82168 # DEPENDENCYPART_ARC
(8,19),-1.06834 # DEPENDENCYPART_ARC
(8,20),-1.56764 # DEPENDENCYPART_ARC
(8,22),-0.724199 # DEPENDENCYPART_ARC
(9,4),-1.53729 # DEPENDENCYPART_ARC
(9,5),-1.44346 # DEPENDENCYPART_ARC
(9,7),-0.557504 # DEPENDENCYPART_ARC
(9,10),-1.94232 # DEPENDENCYPART_ARC
(9,11),-1.34383 # DEPENDENCYPART_ARC
(10,1),-0.0975169 # DEPENDENCYPART_ARC
(10,2),-1.75962 # DEPENDENCYPART_ARC
(10,3),0.137161 # DEPENDENCYPART_ARC
(10,4),-1.53918 # DEPENDENCYPART_ARC
(10,5),-1.38685 # DEPENDENCYPART_ARC
(10,6),-0.403079 # DEPENDENCYPART_ARC
(10,7),0.564877 # DEPENDENCYPART_ARC
(10,8),1.36206 # DEPENDENCYPART_ARC
(10,9),-0.182126 # DEPENDENCYPART_ARC
(10,11),1.85473 # DEPENDENCYPART_ARC
(10,12),-0.372485 # DEPENDENCYPART_ARC
(10,13),-0.148986 # DEPENDENCYPART_ARC
(10,14),-0.780094 # DEPENDENCYPART_ARC
(10,16),-0.597315 # DEPENDENCYPART_ARC
(10,17),-0.820101 # DEPENDENCYPART_ARC
(10,18),-1.53137 # DEPENDENCYPART_ARC
(10,19),-0.81755 # DEPENDENCYPART_ARC
(10,20),-1.02286 # DEPENDENCYPART_ARC
(10,21),-1.59233 # DEPENDENCYPART_ARC
(10,22),-0.0330731 # DEPENDENCYPART_ARC
(11,7),-1.6608 # DEPENDENCYPART_ARC
(11,8),-1.81418 # DEPENDENCYPART_ARC
(11,12),1.24144 # DEPENDENCYPART_ARC
(11,14),-1.79961 # DEPENDENCYPART_ARC
(11,16),-1.31835 # DEPENDENCYPART_ARC
(11,19),-1.8379 # DEPENDENCYPART_ARC
(11,22),-2.10334 # DEPENDENCYPART_ARC
(12,8),-0.591451 # DEPENDENCYPART_ARC
(12,9),-0.759518 # DEPENDENCYPART_ARC
(12,10),0.0631308 # DEPENDENCYPART_ARC
(12,11),-0.247061 # DEPENDENCYPART_ARC
(12,22),-1.23446 # DEPENDENCYPART_ARC
(13,8),-1.29577 # DEPENDENCYPART_ARC
(13,10),-1.24827 # DEPENDENCYPART_ARC
(13,12),-0.974506 # DEPENDENCYPART_ARC
(13,14),-0.968835 # DEPENDENCYPART_ARC
(13,19),-0.698188 # DEPENDENCYPART_ARC
(13,22),-0.510737 # DEPENDENCYPART_ARC
(14,6),-1.0079 # DEPENDENCYPART_ARC
(14,8),-0.872595 # DEPENDENCYPART_ARC
(14,10),-0.890918 # DEPENDENCYPART_ARC
(14,12),-1.15082 # DEPENDENCYPART_ARC
(14,15),2.30727 # DEPENDENCYPART_ARC
(14,16),-0.228422 # DEPENDENCYPART_ARC
(14,17),-0.702308 # DEPENDENCYPART_ARC
(14,18),-0.293896 # DEPENDENCYPART_ARC
(14,19),-0.427968 # DEPENDENCYPART_ARC
(14,20),-0.807831 # DEPENDENCYPART_ARC
(14,22),-0.852905 # DEPENDENCYPART_ARC
(14,23),-0.93779 # DEPENDENCYPART_ARC
(15,22),-1.43938 # DEPENDENCYPART_ARC
(16,1),-0.994648 # DEPENDENCYPART_ARC
(16,13),-0.80844 # DEPENDENCYPART_ARC
(16,14),-0.810912 # DEPENDENCYPART_ARC
(16,15),-0.34749 # DEPENDENCYPART_ARC
(16,17),-0.336683 # DEPENDENCYPART_ARC
(16,20),-1.38189 # DEPENDENCYPART_ARC
(17,1),-1.07901 # DEPENDENCYPART_ARC
(17,13),-1.05157 # DEPENDENCYPART_ARC
(17,14),-1.04765 # DEPENDENCYPART_ARC
(17,15),-1.00623 # DEPENDENCYPART_ARC
(17,16),-0.0742581 # DEPENDENCYPART_ARC
(17,18),-0.427495 # DEPENDENCYPART_ARC
(17,19),-0.658419 # DEPENDENCYPART_ARC
(17,20),-1.12696 # DEPENDENCYPART_ARC
(18,14),-0.93071 # DEPENDENCYPART_ARC
(18,16),0.0507859 # DEPENDENCYPART_ARC
(18,17),1.21263 # DEPENDENCYPART_ARC
(18,20),-1.15038 # DEPENDENCYPART_ARC
(18,21),-1.82426 # DEPENDENCYPART_ARC
(19,5),-2.41894 # DEPENDENCYPART_ARC
(19,6),-0.644908 # DEPENDENCYPART_ARC
(19,8),-0.774684 # DEPENDENCYPART_ARC
(19,10),-0.514453 # DEPENDENCYPART_ARC
(19,14),-0.928433 # DEPENDENCYPART_ARC
(19,15),-1.65759 # DEPENDENCYPART_ARC
(19,16),-0.31188 # DEPENDENCYPART_ARC
(19,17),-0.311112 # DEPENDENCYPART_ARC
(19,18),1.12974 # DEPENDENCYPART_ARC
(19,20),-0.044267 # DEPENDENCYPART_ARC
(19,21),0.578993 # DEPENDENCYPART_ARC
(19,22),-0.103314 # DEPENDENCYPART_ARC
(20,13),-1.89896 # DEPENDENCYPART_ARC
(20,19),-1.01467 # DEPENDENCYPART_ARC
(20,21),-0.327081 # DEPENDENCYPART_ARC
(21,14),-1.20882 # DEPENDENCYPART_ARC
(21,16),-0.749738 # DEPENDENCYPART_ARC
(21,17),-0.0629958 # DEPENDENCYPART_ARC
(21,19),-0.677325 # DEPENDENCYPART_ARC
(21,20),0.618656 # DEPENDENCYPART_ARC
(21,22),-0.274058 # DEPENDENCYPART_ARC
(22,3),-1.3733 # DEPENDENCYPART_ARC
(22,4),-1.96119 # DEPENDENCYPART_ARC
(22,5),-2.00679 # DEPENDENCYPART_ARC
(22,6),-1.77047 # DEPENDENCYPART_ARC
(22,7),-0.836453 # DEPENDENCYPART_ARC
(22,8),-1.00893 # DEPENDENCYPART_ARC
(22,10),-1.2699 # DEPENDENCYPART_ARC
(22,11),-0.536742 # DEPENDENCYPART_ARC
(22,12),-1.49801 # DEPENDENCYPART_ARC
(22,13),0.261517 # DEPENDENCYPART_ARC
(22,14),-0.165915 # DEPENDENCYPART_ARC
(22,15),-0.796273 # DEPENDENCYPART_ARC
(22,16),-0.46096 # DEPENDENCYPART_ARC
(22,17),-0.820218 # DEPENDENCYPART_ARC
(22,18),-0.222974 # DEPENDENCYPART_ARC
(22,19),0.5158 # DEPENDENCYPART_ARC
(22,20),0.513528 # DEPENDENCYPART_ARC
(22,21),1.06218 # DEPENDENCYPART_ARC
(22,23),1.94374 # DEPENDENCYPART_ARC
