# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,22,5,0,7,12,9,10,14,12,17,14,15,0,19,22,21,22,23,24,17,24,25,
(6,4),-3.82319 # DEPENDENCYPART_ARC
(7,8),1.18538 # DEPENDENCYPART_ARC
(7,9),-1.33407 # DEPENDENCYPART_ARC
(7,12),-2.68062 # DEPENDENCYPART_ARC
(7,14),-3.00192 # DEPENDENCYPART_ARC
(7,17),-0.724094 # DEPENDENCYPART_ARC
(8,6),-1.10623 # DEPENDENCYPART_ARC
(8,9),-1.74093 # DEPENDENCYPART_ARC
(8,10),-1.46875 # DEPENDENCYPART_ARC
(9,2),-2.30164 # DEPENDENCYPART_ARC
(9,3),-1.12275 # DEPENDENCYPART_ARC
(9,4),-1.53919 # DEPENDENCYPART_ARC
(9,5),-0.492973 # DEPENDENCYPART_ARC
(9,6),-1.11703 # DEPENDENCYPART_ARC
(9,8),-0.12856 # DEPENDENCYPART_ARC
(9,10),1.71874 # DEPENDENCYPART_ARC
(9,13),-1.23141 # DEPENDENCYPART_ARC
(9,15),-1.43876 # DEPENDENCYPART_ARC
(9,21),-0.912317 # DEPENDENCYPART_ARC
(9,23),-1.27748 # DEPENDENCYPART_ARC
(9,24),-1.60245 # DEPENDENCYPART_ARC
(10,1),-1.9929 # DEPENDENCYPART_ARC
(10,9),-0.386594 # DEPENDENCYPART_ARC
(10,11),1.18022 # DEPENDENCYPART_ARC
(11,12),-0.668759 # DEPENDENCYPART_ARC
(11,13),-0.249357 # DEPENDENCYPART_ARC
(12,1),0.435466 # DEPENDENCYPART_ARC
(12,2),-1.06501 # DEPENDENCYPART_ARC
(12,3),-1.45703 # DEPENDENCYPART_ARC
(12,4),0.130519 # DEPENDENCYPART_ARC
(12,5),-0.200617 # DEPENDENCYPART_ARC
(12,6),-0.284636 # DEPENDENCYPART_ARC
(12,7),-0.753653 # DEPENDENCYPART_ARC
(12,9),0.52258 # DEPENDENCYPART_ARC
(12,10),-0.323094 # DEPENDENCYPART_ARC
(12,13),1.23566 # DEPENDENCYPART_ARC
(12,14),-1.33915 # DEPENDENCYPART_ARC
(12,15),-1.34105 # DEPENDENCYPART_ARC
(12,16),-1.79775 # DEPENDENCYPART_ARC
(12,17),-1.35761 # DEPENDENCYPART_ARC
(12,18),-1.76292 # DEPENDENCYPART_ARC
(12,19),-1.76113 # DEPENDENCYPART_ARC
(12,20),-2.80802 # DEPENDENCYPART_ARC
(12,21),-2.06003 # DEPENDENCYPART_ARC
(12,22),-1.31958 # DEPENDENCYPART_ARC
(12,23),-1.25661 # DEPENDENCYPART_ARC
(12,24),-2.03797 # DEPENDENCYPART_ARC
(12,25),-2.19211 # DEPENDENCYPART_ARC
(13,14),-1.95146 # DEPENDENCYPART_ARC
(13,15),-1.54976 # DEPENDENCYPART_ARC
(14,1),1.59886 # DEPENDENCYPART_ARC
(14,2),-0.959461 # DEPENDENCYPART_ARC
(14,3),-0.831316 # DEPENDENCYPART_ARC
(14,4),0.0349113 # DEPENDENCYPART_ARC
(14,5),-0.332414 # DEPENDENCYPART_ARC
(14,6),-0.329351 # DEPENDENCYPART_ARC
(14,7),-1.01815 # DEPENDENCYPART_ARC
(14,9),-0.431051 # DEPENDENCYPART_ARC
(14,10),-1.26449 # DEPENDENCYPART_ARC
(14,12),1.17433 # DEPENDENCYPART_ARC
(14,13),-0.351818 # DEPENDENCYPART_ARC
(14,15),1.51177 # DEPENDENCYPART_ARC
(14,16),-0.338851 # DEPENDENCYPART_ARC
(14,17),0.0396378 # DEPENDENCYPART_ARC
(14,18),-1.01514 # DEPENDENCYPART_ARC
(14,19),-0.187685 # DEPENDENCYPART_ARC
(14,20),-0.936593 # DEPENDENCYPART_ARC
(14,21),-0.783076 # DEPENDENCYPART_ARC
(14,22),-0.248691 # DEPENDENCYPART_ARC
(14,23),-0.61138 # DEPENDENCYPART_ARC
(14,24),-0.989827 # DEPENDENCYPART_ARC
(14,25),-0.936851 # DEPENDENCYPART_ARC
(15,16),1.77323 # DEPENDENCYPART_ARC
(15,20),-2.1043 # DEPENDENCYPART_ARC
(15,24),-2.21919 # DEPENDENCYPART_ARC
(16,12),-0.737039 # DEPENDENCYPART_ARC
(16,13),-0.994796 # DEPENDENCYPART_ARC
(16,15),-0.446129 # DEPENDENCYPART_ARC
(16,17),-0.500275 # DEPENDENCYPART_ARC
(16,24),-1.4002 # DEPENDENCYPART_ARC
(17,1),-0.825068 # DEPENDENCYPART_ARC
(17,4),-1.608 # DEPENDENCYPART_ARC
(17,5),-0.748466 # DEPENDENCYPART_ARC
(17,6),-1.35775 # DEPENDENCYPART_ARC
(17,9),-1.06948 # DEPENDENCYPART_ARC
(17,12),0.387152 # DEPENDENCYPART_ARC
(17,13),-0.63006 # DEPENDENCYPART_ARC
(17,14),1.68298 # DEPENDENCYPART_ARC
(17,15),-0.72787 # DEPENDENCYPART_ARC
(17,16),-0.362568 # DEPENDENCYPART_ARC
(17,18),-0.847405 # DEPENDENCYPART_ARC
(17,19),0.103037 # DEPENDENCYPART_ARC
(17,20),-0.504632 # DEPENDENCYPART_ARC
(17,21),-0.186497 # DEPENDENCYPART_ARC
(17,22),1.19929 # DEPENDENCYPART_ARC
(17,23),1.00255 # DEPENDENCYPART_ARC
(17,24),0.78565 # DEPENDENCYPART_ARC
(18,19),-1.16466 # DEPENDENCYPART_ARC
(18,22),-1.51371 # DEPENDENCYPART_ARC
(19,5),-1.79102 # DEPENDENCYPART_ARC
(19,10),-2.88133 # DEPENDENCYPART_ARC
(19,14),-1.7108 # DEPENDENCYPART_ARC
(19,16),-1.43317 # DEPENDENCYPART_ARC
(19,17),-0.920154 # DEPENDENCYPART_ARC
(19,18),2.3616 # DEPENDENCYPART_ARC
(19,20),-0.34016 # DEPENDENCYPART_ARC
(19,21),-0.865718 # DEPENDENCYPART_ARC
(19,25),-2.0855 # DEPENDENCYPART_ARC
(20,19),-3.36009 # DEPENDENCYPART_ARC
(20,21),-1.05109 # DEPENDENCYPART_ARC
(20,22),-2.42806 # DEPENDENCYPART_ARC
(21,5),-1.32733 # DEPENDENCYPART_ARC
(21,10),-3.03637 # DEPENDENCYPART_ARC
(21,16),-1.81699 # DEPENDENCYPART_ARC
(21,17),-1.36691 # DEPENDENCYPART_ARC
(21,18),0.712589 # DEPENDENCYPART_ARC
(21,19),-2.13773 # DEPENDENCYPART_ARC
(21,20),1.4791 # DEPENDENCYPART_ARC
(21,22),0.234643 # DEPENDENCYPART_ARC
(21,23),-0.987207 # DEPENDENCYPART_ARC
(21,25),-1.83155 # DEPENDENCYPART_ARC
(21,26),-1.32588 # DEPENDENCYPART_ARC
(22,1),-0.854639 # DEPENDENCYPART_ARC
(22,4),-2.32199 # DEPENDENCYPART_ARC
(22,5),0.135842 # DEPENDENCYPART_ARC
(22,6),-2.86305 # DEPENDENCYPART_ARC
(22,7),-1.34368 # DEPENDENCYPART_ARC
(22,9),-1.40345 # DEPENDENCYPART_ARC
(22,10),-2.13662 # DEPENDENCYPART_ARC
(22,12),-0.793506 # DEPENDENCYPART_ARC
(22,13),-2.10415 # DEPENDENCYPART_ARC
(22,14),-0.854133 # DEPENDENCYPART_ARC
(22,15),-1.59492 # DEPENDENCYPART_ARC
(22,16),-1.72335 # DEPENDENCYPART_ARC
(22,17),0.198859 # DEPENDENCYPART_ARC
(22,18),-1.2535 # DEPENDENCYPART_ARC
(22,19),1.26893 # DEPENDENCYPART_ARC
(22,20),1.18861 # DEPENDENCYPART_ARC
(22,21),2.69981 # DEPENDENCYPART_ARC
(22,23),-0.616276 # DEPENDENCYPART_ARC
(22,24),-2.19948 # DEPENDENCYPART_ARC
(22,25),-3.45096 # DEPENDENCYPART_ARC
(23,1),-0.0802821 # DEPENDENCYPART_ARC
(23,4),-2.09054 # DEPENDENCYPART_ARC
(23,5),-0.801792 # DEPENDENCYPART_ARC
(23,6),-2.66014 # DEPENDENCYPART_ARC
(23,9),-1.46067 # DEPENDENCYPART_ARC
(23,10),-1.26886 # DEPENDENCYPART_ARC
(23,12),-1.09692 # DEPENDENCYPART_ARC
(23,13),-1.44717 # DEPENDENCYPART_ARC
(23,14),-0.735591 # DEPENDENCYPART_ARC
(23,15),-1.36866 # DEPENDENCYPART_ARC
(23,16),-1.71643 # DEPENDENCYPART_ARC
(23,17),-0.303034 # DEPENDENCYPART_ARC
(23,18),-0.962093 # DEPENDENCYPART_ARC
(23,19),0.991061 # DEPENDENCYPART_ARC
(23,20),0.311414 # DEPENDENCYPART_ARC
(23,21),1.50383 # DEPENDENCYPART_ARC
(23,22),2.51473 # DEPENDENCYPART_ARC
(23,24),-0.733646 # DEPENDENCYPART_ARC
(23,25),-1.90467 # DEPENDENCYPART_ARC
(24,1),0.640041 # DEPENDENCYPART_ARC
(24,5),-0.862141 # DEPENDENCYPART_ARC
(24,6),-1.3677 # DEPENDENCYPART_ARC
(24,9),-1.72873 # DEPENDENCYPART_ARC
(24,10),-1.68655 # DEPENDENCYPART_ARC
(24,12),-0.781335 # DEPENDENCYPART_ARC
(24,13),-1.42473 # DEPENDENCYPART_ARC
(24,14),-0.148178 # DEPENDENCYPART_ARC
(24,15),-0.804617 # DEPENDENCYPART_ARC
(24,16),-1.60138 # DEPENDENCYPART_ARC
(24,17),-0.102902 # DEPENDENCYPART_ARC
(24,18),-1.47876 # DEPENDENCYPART_ARC
(24,19),0.550201 # DEPENDENCYPART_ARC
(24,20),0.736363 # DEPENDENCYPART_ARC
(24,21),0.191677 # DEPENDENCYPART_ARC
(24,22),1.02802 # DEPENDENCYPART_ARC
(24,23),1.31223 # DEPENDENCYPART_ARC
(24,25),1.39295 # DEPENDENCYPART_ARC
(24,26),-0.0454852 # DEPENDENCYPART_ARC
(25,23),-1.1577 # DEPENDENCYPART_ARC
(25,26),1.68011 # DEPENDENCYPART_ARC
