# _root_ Bilim , _ Aydınlanma mücadelesinde , _ insanlığın _ elindeki en _ önemli kazanımlardan _ _ biridir .
#goldHeads=17,0,4,5,17,0,8,10,10,14,13,13,14,17,16,17,18,0,
#predictedHeads=17,0,4,5,17,0,8,9,10,14,13,13,14,17,16,17,18,0,
(12,9),-1.8658 # DEPENDENCYPART_ARC
(12,10),-0.738233 # DEPENDENCYPART_ARC
(12,11),-0.212502 # DEPENDENCYPART_ARC
(12,13),-0.930659 # DEPENDENCYPART_ARC
(12,14),-1.64437 # DEPENDENCYPART_ARC
(12,15),-1.27016 # DEPENDENCYPART_ARC
(12,16),-1.38091 # DEPENDENCYPART_ARC
(13,3),-2.20221 # DEPENDENCYPART_ARC
(13,4),-0.792723 # DEPENDENCYPART_ARC
(13,5),-1.5748 # DEPENDENCYPART_ARC
(13,6),-0.602956 # DEPENDENCYPART_ARC
(13,7),-0.474029 # DEPENDENCYPART_ARC
(13,8),-0.388514 # DEPENDENCYPART_ARC
(13,9),-0.570428 # DEPENDENCYPART_ARC
(13,10),-0.541217 # DEPENDENCYPART_ARC
(13,11),0.346377 # DEPENDENCYPART_ARC
(13,12),1.84111 # DEPENDENCYPART_ARC
(13,14),-1.23032 # DEPENDENCYPART_ARC
(14,1),-1.68064 # DEPENDENCYPART_ARC
(14,2),-0.994369 # DEPENDENCYPART_ARC
(14,4),-1.76565 # DEPENDENCYPART_ARC
(14,5),-2.55812 # DEPENDENCYPART_ARC
(14,6),-0.795313 # DEPENDENCYPART_ARC
(14,7),-2.39318 # DEPENDENCYPART_ARC
(14,8),-1.1963 # DEPENDENCYPART_ARC
(14,9),-2.36298 # DEPENDENCYPART_ARC
(14,10),0.118446 # DEPENDENCYPART_ARC
(14,11),-0.574372 # DEPENDENCYPART_ARC
(14,12),-0.246344 # DEPENDENCYPART_ARC
(14,13),1.69686 # DEPENDENCYPART_ARC
(14,15),-1.05687 # DEPENDENCYPART_ARC
(14,16),-1.49191 # DEPENDENCYPART_ARC
(15,7),-2.52283 # DEPENDENCYPART_ARC
(15,8),-1.04443 # DEPENDENCYPART_ARC
(15,9),-1.66954 # DEPENDENCYPART_ARC
(15,11),-0.969621 # DEPENDENCYPART_ARC
(15,12),-0.905538 # DEPENDENCYPART_ARC
(15,13),-0.818579 # DEPENDENCYPART_ARC
(15,14),0.153814 # DEPENDENCYPART_ARC
(16,1),-0.342074 # DEPENDENCYPART_ARC
(16,4),-0.285136 # DEPENDENCYPART_ARC
(16,5),-1.33597 # DEPENDENCYPART_ARC
(16,6),-0.432565 # DEPENDENCYPART_ARC
(16,7),-2.64711 # DEPENDENCYPART_ARC
(16,8),0.558928 # DEPENDENCYPART_ARC
(16,9),-2.71763 # DEPENDENCYPART_ARC
(16,10),-0.519045 # DEPENDENCYPART_ARC
(16,11),-0.663405 # DEPENDENCYPART_ARC
(16,12),-0.556126 # DEPENDENCYPART_ARC
(16,13),-0.34931 # DEPENDENCYPART_ARC
(16,14),0.443818 # DEPENDENCYPART_ARC
(16,15),1.39837 # DEPENDENCYPART_ARC
(17,1),0.13929 # DEPENDENCYPART_ARC
(17,2),-1.11807 # DEPENDENCYPART_ARC
(17,3),-4.36315 # DEPENDENCYPART_ARC
(17,4),-0.458747 # DEPENDENCYPART_ARC
(17,5),0.183689 # DEPENDENCYPART_ARC
(17,6),-0.634084 # DEPENDENCYPART_ARC
(17,7),-2.08799 # DEPENDENCYPART_ARC
(17,8),-0.0952831 # DEPENDENCYPART_ARC
(17,9),-0.849448 # DEPENDENCYPART_ARC
(17,11),-0.207949 # DEPENDENCYPART_ARC
(17,12),-0.43166 # DEPENDENCYPART_ARC
(17,13),0.212183 # DEPENDENCYPART_ARC
(17,14),0.954445 # DEPENDENCYPART_ARC
(17,15),-0.022257 # DEPENDENCYPART_ARC
(17,16),2.29964 # DEPENDENCYPART_ARC
(18,1),-0.633932 # DEPENDENCYPART_ARC
(18,2),-1.35984 # DEPENDENCYPART_ARC
(18,3),-3.3822 # DEPENDENCYPART_ARC
(18,5),-0.846753 # DEPENDENCYPART_ARC
(18,6),-1.07461 # DEPENDENCYPART_ARC
(18,8),-0.622454 # DEPENDENCYPART_ARC
(18,9),-2.16765 # DEPENDENCYPART_ARC
(18,10),-0.44167 # DEPENDENCYPART_ARC
(18,11),-0.769456 # DEPENDENCYPART_ARC
(18,12),-1.74417 # DEPENDENCYPART_ARC
(18,13),-0.376499 # DEPENDENCYPART_ARC
(18,14),-0.676213 # DEPENDENCYPART_ARC
(18,15),-0.890416 # DEPENDENCYPART_ARC
(18,16),-0.89238 # DEPENDENCYPART_ARC
(18,17),1.50279 # DEPENDENCYPART_ARC
(0,2),(0,6),-0.0509876 # DEPENDENCYPART_SIBL
(0,2),(0,18),-0.0126125 # DEPENDENCYPART_SIBL
(0,6),(0,18),-0.0126125 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0486369 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.058606 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.00261316 # DEPENDENCYPART_SIBL
(2,1),(2,17),-0.0336179 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0169632 # DEPENDENCYPART_SIBL
(2,3),(2,17),-0.0286604 # DEPENDENCYPART_SIBL
(2,4),(2,17),-0.032302 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0839495 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0116724 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0116724 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.0250159 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.0648606 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0116724 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0108194 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0108194 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.100512 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0935524 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0108194 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.00121166 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0127904 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0209004 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.00121166 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0127904 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0209004 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.00121166 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.00416534 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0159302 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0309561 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0853911 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.00446074 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.228157 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0853911 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00446074 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0511804 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.228157 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00649166 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.331033 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.408986 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.408986 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.138055 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0847705 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.033615 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.033615 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0103456 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0166265 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0263253 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0853911 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.00291566 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0527255 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0527255 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0853911 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.207844 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0678656 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0035197 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0678656 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.021178 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.229702 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00494658 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.00494658 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0839136 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.322217 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0142751 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0199176 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0142751 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0422724 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.332579 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.332579 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.227738 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.82169 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.019268 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0928977 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.019268 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0257743 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00855998 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0656379 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.17043 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0676383 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00373745 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0676383 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0209518 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0656379 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.17043 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0676383 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00373745 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0676383 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0209518 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.322217 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0142751 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0199176 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0142751 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0422724 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0885942 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0163773 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0885942 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0363278 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00507567 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0448551 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0343011 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0288613 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0232748 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0343011 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.531517 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00334263 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0263253 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.131957 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.000735437 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0263249 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0613626 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.455032 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0121525 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.127575 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0915326 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0121546 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0316949 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0166265 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0365111 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0642748 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0166287 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.010017 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0166627 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00107322 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0180966 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00524129 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0085651 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.026754 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0150504 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00242611 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0212778 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00525892 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0204181 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.000625864 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0102437 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0102437 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0204181 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.20098 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0102437 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.20098 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.098398 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0352479 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0573802 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.223694 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0387568 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0387568 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0918896 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.182032 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0387568 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.182032 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.122386 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0361888 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00273477 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.292433 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.292433 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.171623 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.766808 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.292433 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.766808 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0164465 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0670519 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0453404 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0101681 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0175338 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.18694 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0101681 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.18694 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0984714 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0352619 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0573922 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0175338 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.18694 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0101681 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.18694 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0984714 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0352619 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0573922 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.182032 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0387568 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.182032 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.122386 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0361888 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00273477 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.343922 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.880502 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0194733 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00557457 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0222911 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.182328 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0984714 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0352619 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0573922 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0194733 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00557457 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0222911 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0564648 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0572166 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0307996 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.156384 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.458825 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0717598 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0388385 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0826095 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0717598 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.455032 # DEPENDENCYPART_SIBL
(12,7),(12,9),-1.18857 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.297136 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.245779 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0121546 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0316949 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0476799 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0915326 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.310461 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.209188 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0952593 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0166287 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.010017 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.037626 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0642748 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.297136 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.245779 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0121546 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0316949 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0476799 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0915326 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0970303 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0444025 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0914148 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0131812 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0338256 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0115007 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00790528 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0263896 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0457981 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00525892 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0244041 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00105559 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00631338 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0196426 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0109398 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.277723 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.277723 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.171778 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.731471 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.277723 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.731471 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.222623 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.211013 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.731471 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0453507 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0199288 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.019178 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.151679 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0199288 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.151679 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0853922 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.000242733 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.151679 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0573771 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.019178 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.151679 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0199288 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.151679 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0853922 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.000242733 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.151679 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0573771 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.15482 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0464913 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.15482 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0630054 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.099017 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.15482 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00274143 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.334315 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.845396 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.173362 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.187061 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.845396 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0222719 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.147068 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0872806 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.000242733 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.147068 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0573771 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.173362 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.187061 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.845396 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0222719 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00974458 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0343318 # DEPENDENCYPART_SIBL
