# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=12,0,0,12,0,12,0,9,12,12,12,13,16,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(18,14),-0.848831 # DEPENDENCYPART_ARC
(18,15),-0.407269 # DEPENDENCYPART_ARC
(18,16),-0.161707 # DEPENDENCYPART_ARC
(18,17),1.2833 # DEPENDENCYPART_ARC
(19,9),-1.05521 # DEPENDENCYPART_ARC
(19,15),-1.11005 # DEPENDENCYPART_ARC
(19,16),-1.00358 # DEPENDENCYPART_ARC
(19,17),-0.5256 # DEPENDENCYPART_ARC
(19,18),-0.49269 # DEPENDENCYPART_ARC
(19,27),-1.49051 # DEPENDENCYPART_ARC
(20,17),-1.03676 # DEPENDENCYPART_ARC
(20,18),-1.36829 # DEPENDENCYPART_ARC
(20,19),-0.784477 # DEPENDENCYPART_ARC
(20,21),-1.39862 # DEPENDENCYPART_ARC
(20,22),-1.36938 # DEPENDENCYPART_ARC
(20,23),-1.15034 # DEPENDENCYPART_ARC
(20,24),-1.04499 # DEPENDENCYPART_ARC
(20,25),-1.7641 # DEPENDENCYPART_ARC
(21,19),-1.17475 # DEPENDENCYPART_ARC
(21,20),0.648958 # DEPENDENCYPART_ARC
(21,22),-1.0757 # DEPENDENCYPART_ARC
(22,1),-1.0813 # DEPENDENCYPART_ARC
(22,6),-1.13607 # DEPENDENCYPART_ARC
(22,10),-0.938132 # DEPENDENCYPART_ARC
(22,12),-1.12948 # DEPENDENCYPART_ARC
(22,13),-0.692093 # DEPENDENCYPART_ARC
(22,16),-1.04973 # DEPENDENCYPART_ARC
(22,17),-2.51628 # DEPENDENCYPART_ARC
(22,18),-1.04308 # DEPENDENCYPART_ARC
(22,19),-1.07781 # DEPENDENCYPART_ARC
(22,20),-0.122257 # DEPENDENCYPART_ARC
(22,21),0.904744 # DEPENDENCYPART_ARC
(22,24),-0.881711 # DEPENDENCYPART_ARC
(22,25),-1.20397 # DEPENDENCYPART_ARC
(22,26),-1.5329 # DEPENDENCYPART_ARC
(22,28),-0.83405 # DEPENDENCYPART_ARC
(23,14),-0.803101 # DEPENDENCYPART_ARC
(23,15),-0.825664 # DEPENDENCYPART_ARC
(23,16),-0.470296 # DEPENDENCYPART_ARC
(23,19),-0.584221 # DEPENDENCYPART_ARC
(23,20),-0.135067 # DEPENDENCYPART_ARC
(23,21),0.46821 # DEPENDENCYPART_ARC
(23,22),1.8178 # DEPENDENCYPART_ARC
(24,11),-3.25493 # DEPENDENCYPART_ARC
(24,20),-0.412931 # DEPENDENCYPART_ARC
(24,21),-0.749582 # DEPENDENCYPART_ARC
(24,22),-0.658756 # DEPENDENCYPART_ARC
(24,23),0.568232 # DEPENDENCYPART_ARC
(24,25),-1.47862 # DEPENDENCYPART_ARC
(24,26),-1.33815 # DEPENDENCYPART_ARC
(24,28),-1.04846 # DEPENDENCYPART_ARC
(25,11),-4.03636 # DEPENDENCYPART_ARC
(25,19),-1.23245 # DEPENDENCYPART_ARC
(25,20),-0.268294 # DEPENDENCYPART_ARC
(25,21),-0.633647 # DEPENDENCYPART_ARC
(25,22),-1.37868 # DEPENDENCYPART_ARC
(25,23),0.0643865 # DEPENDENCYPART_ARC
(25,24),1.63898 # DEPENDENCYPART_ARC
(25,26),-1.0701 # DEPENDENCYPART_ARC
(25,28),-0.551675 # DEPENDENCYPART_ARC
(26,12),-1.0963 # DEPENDENCYPART_ARC
(26,13),-0.905567 # DEPENDENCYPART_ARC
(26,18),-1.12141 # DEPENDENCYPART_ARC
(26,20),-0.497964 # DEPENDENCYPART_ARC
(26,21),-0.647524 # DEPENDENCYPART_ARC
(26,22),-1.76607 # DEPENDENCYPART_ARC
(26,23),-1.05825 # DEPENDENCYPART_ARC
(26,24),0.121023 # DEPENDENCYPART_ARC
(26,25),0.571261 # DEPENDENCYPART_ARC
(26,27),-0.775498 # DEPENDENCYPART_ARC
(26,28),-0.181769 # DEPENDENCYPART_ARC
(27,1),-1.30564 # DEPENDENCYPART_ARC
(27,2),-1.77612 # DEPENDENCYPART_ARC
(27,3),-1.53011 # DEPENDENCYPART_ARC
(27,4),-1.25159 # DEPENDENCYPART_ARC
(27,5),-1.59469 # DEPENDENCYPART_ARC
(27,6),-1.13952 # DEPENDENCYPART_ARC
(27,7),-0.368917 # DEPENDENCYPART_ARC
(27,8),-4.90415 # DEPENDENCYPART_ARC
(27,9),-1.48275 # DEPENDENCYPART_ARC
(27,10),-0.809697 # DEPENDENCYPART_ARC
(27,12),-0.958714 # DEPENDENCYPART_ARC
(27,13),-0.378526 # DEPENDENCYPART_ARC
(27,14),-0.724642 # DEPENDENCYPART_ARC
(27,15),-1.24215 # DEPENDENCYPART_ARC
(27,16),-1.25455 # DEPENDENCYPART_ARC
(27,17),-3.9257 # DEPENDENCYPART_ARC
(27,18),-0.446865 # DEPENDENCYPART_ARC
(27,19),-0.841565 # DEPENDENCYPART_ARC
(27,20),-0.132514 # DEPENDENCYPART_ARC
(27,21),-0.170647 # DEPENDENCYPART_ARC
(27,22),-2.03486 # DEPENDENCYPART_ARC
(27,23),-0.890341 # DEPENDENCYPART_ARC
(27,24),0.324427 # DEPENDENCYPART_ARC
(27,25),1.05054 # DEPENDENCYPART_ARC
(27,26),2.0005 # DEPENDENCYPART_ARC
(27,28),-0.328058 # DEPENDENCYPART_ARC
(28,5),-1.45972 # DEPENDENCYPART_ARC
(28,14),-0.920061 # DEPENDENCYPART_ARC
(28,19),-1.57075 # DEPENDENCYPART_ARC
(28,20),-1.58461 # DEPENDENCYPART_ARC
(28,21),-1.99158 # DEPENDENCYPART_ARC
(28,22),-2.32963 # DEPENDENCYPART_ARC
(28,23),-1.4634 # DEPENDENCYPART_ARC
(28,24),-1.19917 # DEPENDENCYPART_ARC
(28,25),-1.83965 # DEPENDENCYPART_ARC
(28,26),-0.850028 # DEPENDENCYPART_ARC
(28,27),-0.723093 # DEPENDENCYPART_ARC
(29,1),-0.954113 # DEPENDENCYPART_ARC
(29,8),-4.00279 # DEPENDENCYPART_ARC
(29,9),-0.252724 # DEPENDENCYPART_ARC
(29,11),-3.75115 # DEPENDENCYPART_ARC
(29,14),-0.751657 # DEPENDENCYPART_ARC
(29,15),-0.804926 # DEPENDENCYPART_ARC
(29,17),-2.74581 # DEPENDENCYPART_ARC
(29,18),-0.820622 # DEPENDENCYPART_ARC
(29,19),-1.1941 # DEPENDENCYPART_ARC
(29,20),-0.546717 # DEPENDENCYPART_ARC
(29,21),-0.719472 # DEPENDENCYPART_ARC
(29,22),-1.49596 # DEPENDENCYPART_ARC
(29,24),-0.704097 # DEPENDENCYPART_ARC
(29,25),-0.814563 # DEPENDENCYPART_ARC
(29,26),-0.411308 # DEPENDENCYPART_ARC
(29,27),1.18636 # DEPENDENCYPART_ARC
(29,28),-0.0117901 # DEPENDENCYPART_ARC
(0,2),(0,3),0.275946 # DEPENDENCYPART_SIBL
(0,2),(0,5),-0.0509876 # DEPENDENCYPART_SIBL
(0,2),(0,7),0.157364 # DEPENDENCYPART_SIBL
(0,2),(0,14),0.157364 # DEPENDENCYPART_SIBL
(0,2),(0,15),0.275946 # DEPENDENCYPART_SIBL
(0,2),(0,19),-0.0509876 # DEPENDENCYPART_SIBL
(0,2),(0,29),-0.0126125 # DEPENDENCYPART_SIBL
(0,3),(0,5),0.422009 # DEPENDENCYPART_SIBL
(0,3),(0,7),0.47879 # DEPENDENCYPART_SIBL
(0,3),(0,14),0.47879 # DEPENDENCYPART_SIBL
(0,3),(0,15),0.486135 # DEPENDENCYPART_SIBL
(0,3),(0,19),0.422009 # DEPENDENCYPART_SIBL
(0,3),(0,29),0.467632 # DEPENDENCYPART_SIBL
(0,5),(0,7),0.157364 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.157364 # DEPENDENCYPART_SIBL
(0,5),(0,15),0.275946 # DEPENDENCYPART_SIBL
(0,5),(0,19),-0.0509876 # DEPENDENCYPART_SIBL
(0,5),(0,29),-0.0126125 # DEPENDENCYPART_SIBL
(0,7),(0,14),-0.00987931 # DEPENDENCYPART_SIBL
(0,7),(0,15),0.0675751 # DEPENDENCYPART_SIBL
(0,7),(0,19),-0.186488 # DEPENDENCYPART_SIBL
(0,7),(0,29),-0.227035 # DEPENDENCYPART_SIBL
(0,14),(0,15),0.0675751 # DEPENDENCYPART_SIBL
(0,14),(0,19),-0.186488 # DEPENDENCYPART_SIBL
(0,14),(0,29),-0.227035 # DEPENDENCYPART_SIBL
(0,15),(0,19),0.422009 # DEPENDENCYPART_SIBL
(0,15),(0,29),0.467632 # DEPENDENCYPART_SIBL
(0,19),(0,29),-0.0126125 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0674675 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.00692004 # DEPENDENCYPART_SIBL
(2,1),(2,26),-0.0586021 # DEPENDENCYPART_SIBL
(2,3),(2,26),-0.0324218 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0230675 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.021531 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.085462 # DEPENDENCYPART_SIBL
(3,2),(3,26),-0.085462 # DEPENDENCYPART_SIBL
(3,2),(3,27),-0.0519095 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0103976 # DEPENDENCYPART_SIBL
(3,4),(3,17),-0.0338889 # DEPENDENCYPART_SIBL
(3,4),(3,26),-0.0338889 # DEPENDENCYPART_SIBL
(3,4),(3,27),-0.0290484 # DEPENDENCYPART_SIBL
(3,5),(3,17),-0.0353962 # DEPENDENCYPART_SIBL
(3,5),(3,26),-0.0353962 # DEPENDENCYPART_SIBL
(3,5),(3,27),-0.0327732 # DEPENDENCYPART_SIBL
(3,17),(3,26),-0.0271832 # DEPENDENCYPART_SIBL
(3,17),(3,27),-0.0260774 # DEPENDENCYPART_SIBL
(3,26),(3,27),-0.0260774 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0728116 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0713835 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0209518 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.121176 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0422724 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0317214 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0380501 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0343014 # DEPENDENCYPART_SIBL
(5,3),(5,26),-0.0825394 # DEPENDENCYPART_SIBL
(5,3),(5,27),-0.0601496 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00433854 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.0586021 # DEPENDENCYPART_SIBL
(5,4),(5,27),-0.033615 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.0314969 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0292692 # DEPENDENCYPART_SIBL
(5,26),(5,27),-0.0286604 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00649166 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0839136 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0656379 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0304642 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0862856 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0527208 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0527208 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0466672 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0253387 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0253387 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0260774 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0260774 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0231288 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00543856 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0738342 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00543856 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0581722 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0127734 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0982638 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0127734 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00941732 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0230729 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0699033 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00312377 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.081844 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0108336 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0661819 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0127734 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0982638 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0127734 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00941732 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0230729 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0699033 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00277362 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0125111 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.190027 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0108194 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.133554 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0108194 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00885618 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0180976 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.120576 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.136123 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0661819 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0127734 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0982638 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0127734 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00941732 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0230729 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0699033 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00277362 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0534234 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.133275 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0534234 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0550247 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0598821 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.135247 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00216413 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0227517 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00121166 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00121166 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00817693 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0253089 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0133232 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0562402 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0562402 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0557502 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0635122 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0570758 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00121166 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00817693 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0253089 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0133232 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00682344 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0290243 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0119697 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0373499 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0284066 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0566717 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.154708 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.109807 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0803084 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.154708 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0803084 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.127496 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0527743 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00183869 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.103584 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00183869 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00151742 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0531748 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0760747 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0222823 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.00183869 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.227745 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0214278 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.241759 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0214278 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.180149 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.13294 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00827072 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.134413 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00827072 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0102339 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00402826 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.117494 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.132382 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.00827072 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.133544 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.214662 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.133544 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.1886 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.209357 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00153205 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0956634 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00153205 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00313333 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00393329 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0894255 # DEPENDENCYPART_SIBL
