# _root_ " O zaman , " demiş cadı sesini biraz daha _ _ alçaltarak , " _ alabilirsin , canı ne kadar çekiyorsa _ alabilirsin .
#goldHeads=0,3,4,6,0,14,6,12,10,12,12,13,6,17,0,17,18,24,22,21,22,24,24,25,0,
#predictedHeads=0,3,12,0,0,17,8,12,10,12,12,13,6,0,0,17,18,24,22,21,22,24,24,25,0,
(11,14),-1.26017 # DEPENDENCYPART_ARC
(11,15),-1.30798 # DEPENDENCYPART_ARC
(11,16),-1.29582 # DEPENDENCYPART_ARC
(11,21),-0.630782 # DEPENDENCYPART_ARC
(12,1),-0.872053 # DEPENDENCYPART_ARC
(12,2),-0.972787 # DEPENDENCYPART_ARC
(12,3),-0.54584 # DEPENDENCYPART_ARC
(12,4),-0.846713 # DEPENDENCYPART_ARC
(12,5),-0.235982 # DEPENDENCYPART_ARC
(12,6),-1.01087 # DEPENDENCYPART_ARC
(12,7),-0.147371 # DEPENDENCYPART_ARC
(12,8),0.422598 # DEPENDENCYPART_ARC
(12,9),0.0337367 # DEPENDENCYPART_ARC
(12,10),0.0787721 # DEPENDENCYPART_ARC
(12,11),1.93459 # DEPENDENCYPART_ARC
(12,13),0.0520004 # DEPENDENCYPART_ARC
(12,14),-1.28551 # DEPENDENCYPART_ARC
(12,21),-0.782576 # DEPENDENCYPART_ARC
(13,3),-0.742526 # DEPENDENCYPART_ARC
(13,7),-0.159187 # DEPENDENCYPART_ARC
(13,8),-0.0779633 # DEPENDENCYPART_ARC
(13,9),-0.227637 # DEPENDENCYPART_ARC
(13,10),-0.0625221 # DEPENDENCYPART_ARC
(13,12),1.45198 # DEPENDENCYPART_ARC
(14,2),-1.31919 # DEPENDENCYPART_ARC
(14,6),-0.362144 # DEPENDENCYPART_ARC
(14,8),-0.448873 # DEPENDENCYPART_ARC
(14,10),-1.15629 # DEPENDENCYPART_ARC
(14,11),-0.891307 # DEPENDENCYPART_ARC
(14,12),-0.242041 # DEPENDENCYPART_ARC
(14,13),-0.207123 # DEPENDENCYPART_ARC
(14,15),-0.943659 # DEPENDENCYPART_ARC
(14,16),-1.16853 # DEPENDENCYPART_ARC
(14,22),-1.07368 # DEPENDENCYPART_ARC
(14,23),-1.16515 # DEPENDENCYPART_ARC
(14,24),-0.963555 # DEPENDENCYPART_ARC
(15,6),-1.50564 # DEPENDENCYPART_ARC
(15,11),-1.7897 # DEPENDENCYPART_ARC
(15,12),-1.23059 # DEPENDENCYPART_ARC
(15,14),-1.07485 # DEPENDENCYPART_ARC
(15,16),-0.814525 # DEPENDENCYPART_ARC
(15,17),-0.987058 # DEPENDENCYPART_ARC
(15,18),-1.09706 # DEPENDENCYPART_ARC
(15,23),-1.29113 # DEPENDENCYPART_ARC
(15,24),-1.12739 # DEPENDENCYPART_ARC
(16,11),-1.27325 # DEPENDENCYPART_ARC
(16,12),-1.05877 # DEPENDENCYPART_ARC
(16,13),-0.784367 # DEPENDENCYPART_ARC
(16,14),-1.12154 # DEPENDENCYPART_ARC
(16,15),0.171639 # DEPENDENCYPART_ARC
(16,19),-1.37399 # DEPENDENCYPART_ARC
(16,20),-1.04134 # DEPENDENCYPART_ARC
(16,21),-0.842044 # DEPENDENCYPART_ARC
(16,22),-1.06572 # DEPENDENCYPART_ARC
(16,23),-1.58951 # DEPENDENCYPART_ARC
(16,24),-1.27918 # DEPENDENCYPART_ARC
(16,25),-1.70846 # DEPENDENCYPART_ARC
(17,1),-0.848624 # DEPENDENCYPART_ARC
(17,3),-0.527519 # DEPENDENCYPART_ARC
(17,4),-0.973793 # DEPENDENCYPART_ARC
(17,5),-0.706483 # DEPENDENCYPART_ARC
(17,6),-0.506769 # DEPENDENCYPART_ARC
(17,7),-0.792848 # DEPENDENCYPART_ARC
(17,8),-0.264786 # DEPENDENCYPART_ARC
(17,9),-0.476818 # DEPENDENCYPART_ARC
(17,10),-0.466915 # DEPENDENCYPART_ARC
(17,11),-0.850462 # DEPENDENCYPART_ARC
(17,12),-0.733171 # DEPENDENCYPART_ARC
(17,13),0.121995 # DEPENDENCYPART_ARC
(17,14),-0.551648 # DEPENDENCYPART_ARC
(17,15),0.228117 # DEPENDENCYPART_ARC
(17,16),1.88742 # DEPENDENCYPART_ARC
(17,18),-1.53465 # DEPENDENCYPART_ARC
(17,19),-0.746323 # DEPENDENCYPART_ARC
(17,20),-1.47219 # DEPENDENCYPART_ARC
(17,21),-1.23764 # DEPENDENCYPART_ARC
(17,22),-0.94918 # DEPENDENCYPART_ARC
(17,24),-1.35467 # DEPENDENCYPART_ARC
(17,25),-2.38933 # DEPENDENCYPART_ARC
(18,11),-2.23529 # DEPENDENCYPART_ARC
(18,12),-2.03084 # DEPENDENCYPART_ARC
(18,15),-0.778056 # DEPENDENCYPART_ARC
(18,16),-0.961388 # DEPENDENCYPART_ARC
(18,17),1.13541 # DEPENDENCYPART_ARC
(18,19),-0.70183 # DEPENDENCYPART_ARC
(18,20),-0.928861 # DEPENDENCYPART_ARC
(18,21),-0.876687 # DEPENDENCYPART_ARC
(18,25),-1.41733 # DEPENDENCYPART_ARC
(19,2),-1.53399 # DEPENDENCYPART_ARC
(19,17),-1.40631 # DEPENDENCYPART_ARC
(19,18),-0.694778 # DEPENDENCYPART_ARC
(19,20),-0.596482 # DEPENDENCYPART_ARC
(19,21),-1.09902 # DEPENDENCYPART_ARC
(19,22),-1.98829 # DEPENDENCYPART_ARC
(19,23),-1.67301 # DEPENDENCYPART_ARC
(20,13),-1.31618 # DEPENDENCYPART_ARC
(20,18),-1.04168 # DEPENDENCYPART_ARC
(20,19),-0.20663 # DEPENDENCYPART_ARC
(21,13),-0.854254 # DEPENDENCYPART_ARC
(21,14),-0.717174 # DEPENDENCYPART_ARC
(21,15),-0.928678 # DEPENDENCYPART_ARC
(21,17),-1.17852 # DEPENDENCYPART_ARC
(21,18),-0.481247 # DEPENDENCYPART_ARC
(21,19),0.353206 # DEPENDENCYPART_ARC
(21,20),0.869658 # DEPENDENCYPART_ARC
(22,1),-1.09776 # DEPENDENCYPART_ARC
(22,3),-0.332427 # DEPENDENCYPART_ARC
(22,4),-1.03768 # DEPENDENCYPART_ARC
(22,5),-0.916658 # DEPENDENCYPART_ARC
(22,8),-0.366456 # DEPENDENCYPART_ARC
(22,13),-0.273142 # DEPENDENCYPART_ARC
(22,14),-0.766086 # DEPENDENCYPART_ARC
(22,15),-0.735627 # DEPENDENCYPART_ARC
(22,16),-1.8129 # DEPENDENCYPART_ARC
(22,17),-0.150341 # DEPENDENCYPART_ARC
(22,18),-0.0226659 # DEPENDENCYPART_ARC
(22,19),0.81346 # DEPENDENCYPART_ARC
(22,20),0.0919237 # DEPENDENCYPART_ARC
(22,21),1.5393 # DEPENDENCYPART_ARC
(22,23),-0.935419 # DEPENDENCYPART_ARC
(22,24),-0.928957 # DEPENDENCYPART_ARC
(22,25),-1.2533 # DEPENDENCYPART_ARC
(23,18),-0.765124 # DEPENDENCYPART_ARC
(23,19),-0.883505 # DEPENDENCYPART_ARC
(23,20),-1.1583 # DEPENDENCYPART_ARC
(23,21),-0.77974 # DEPENDENCYPART_ARC
(23,22),1.17888 # DEPENDENCYPART_ARC
(23,24),-0.661667 # DEPENDENCYPART_ARC
(23,25),-1.13803 # DEPENDENCYPART_ARC
(24,1),-1.04648 # DEPENDENCYPART_ARC
(24,3),-0.80921 # DEPENDENCYPART_ARC
(24,4),-1.04669 # DEPENDENCYPART_ARC
(24,5),-0.866854 # DEPENDENCYPART_ARC
(24,6),-0.785349 # DEPENDENCYPART_ARC
(24,7),-1.01508 # DEPENDENCYPART_ARC
(24,8),-0.516662 # DEPENDENCYPART_ARC
(24,9),-0.683524 # DEPENDENCYPART_ARC
(24,10),-0.626249 # DEPENDENCYPART_ARC
(24,11),-2.49546 # DEPENDENCYPART_ARC
(24,12),-2.43066 # DEPENDENCYPART_ARC
(24,13),-0.144366 # DEPENDENCYPART_ARC
(24,14),-0.824097 # DEPENDENCYPART_ARC
(24,15),-0.691655 # DEPENDENCYPART_ARC
(24,16),-1.63934 # DEPENDENCYPART_ARC
(24,17),-0.855799 # DEPENDENCYPART_ARC
(24,18),-0.0618014 # DEPENDENCYPART_ARC
(24,19),0.159669 # DEPENDENCYPART_ARC
(24,20),-0.0656365 # DEPENDENCYPART_ARC
(24,21),0.0593547 # DEPENDENCYPART_ARC
(24,22),2.07522 # DEPENDENCYPART_ARC
(24,23),1.83615 # DEPENDENCYPART_ARC
(24,25),-1.50264 # DEPENDENCYPART_ARC
(25,2),-0.794841 # DEPENDENCYPART_ARC
(25,6),-0.470115 # DEPENDENCYPART_ARC
(25,9),-1.2127 # DEPENDENCYPART_ARC
(25,10),-1.43756 # DEPENDENCYPART_ARC
(25,11),-2.07857 # DEPENDENCYPART_ARC
(25,12),-1.90017 # DEPENDENCYPART_ARC
(25,13),-0.865794 # DEPENDENCYPART_ARC
(25,16),-1.75877 # DEPENDENCYPART_ARC
(25,17),-0.357828 # DEPENDENCYPART_ARC
(25,18),-0.764431 # DEPENDENCYPART_ARC
(25,19),-0.343037 # DEPENDENCYPART_ARC
(25,20),-0.63929 # DEPENDENCYPART_ARC
(25,21),-0.399399 # DEPENDENCYPART_ARC
(25,22),0.331064 # DEPENDENCYPART_ARC
(25,23),-0.0688029 # DEPENDENCYPART_ARC
(25,24),1.60163 # DEPENDENCYPART_ARC
(0,1),(0,4),0.422009 # DEPENDENCYPART_SIBL
(0,1),(0,5),0.486135 # DEPENDENCYPART_SIBL
(0,1),(0,14),0.422009 # DEPENDENCYPART_SIBL
(0,1),(0,15),0.486135 # DEPENDENCYPART_SIBL
(0,1),(0,18),0.422009 # DEPENDENCYPART_SIBL
(0,1),(0,25),0.467632 # DEPENDENCYPART_SIBL
(0,4),(0,5),0.275946 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.0509876 # DEPENDENCYPART_SIBL
(0,4),(0,15),0.275946 # DEPENDENCYPART_SIBL
(0,4),(0,18),-0.0509876 # DEPENDENCYPART_SIBL
(0,4),(0,25),-0.0126125 # DEPENDENCYPART_SIBL
(0,5),(0,14),0.422009 # DEPENDENCYPART_SIBL
(0,5),(0,15),0.486135 # DEPENDENCYPART_SIBL
(0,5),(0,18),0.422009 # DEPENDENCYPART_SIBL
(0,5),(0,25),0.467632 # DEPENDENCYPART_SIBL
(0,14),(0,15),0.275946 # DEPENDENCYPART_SIBL
(0,14),(0,18),-0.0509876 # DEPENDENCYPART_SIBL
(0,14),(0,25),-0.0126125 # DEPENDENCYPART_SIBL
(0,15),(0,18),0.422009 # DEPENDENCYPART_SIBL
(0,15),(0,25),0.467632 # DEPENDENCYPART_SIBL
(0,18),(0,25),-0.0126125 # DEPENDENCYPART_SIBL
(1,3),(1,4),0.0102578 # DEPENDENCYPART_SIBL
(1,3),(1,17),-0.030063 # DEPENDENCYPART_SIBL
(1,3),(1,22),-0.030063 # DEPENDENCYPART_SIBL
(1,3),(1,23),-0.0349035 # DEPENDENCYPART_SIBL
(1,3),(1,24),-0.030063 # DEPENDENCYPART_SIBL
(1,4),(1,17),-0.0327732 # DEPENDENCYPART_SIBL
(1,4),(1,22),-0.0327732 # DEPENDENCYPART_SIBL
(1,4),(1,23),-0.0353962 # DEPENDENCYPART_SIBL
(1,4),(1,24),-0.0327732 # DEPENDENCYPART_SIBL
(1,17),(1,22),-0.0231288 # DEPENDENCYPART_SIBL
(1,17),(1,23),-0.0237918 # DEPENDENCYPART_SIBL
(1,17),(1,24),-0.0231288 # DEPENDENCYPART_SIBL
(1,22),(1,23),-0.0237918 # DEPENDENCYPART_SIBL
(1,22),(1,24),-0.0231288 # DEPENDENCYPART_SIBL
(1,23),(1,24),-0.0260774 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0668586 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0435246 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.10071 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0426759 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0386001 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0307064 # DEPENDENCYPART_SIBL
(4,1),(4,22),-0.0601496 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0825394 # DEPENDENCYPART_SIBL
(4,1),(4,24),-0.0601496 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0644353 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0264876 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.034664 # DEPENDENCYPART_SIBL
(4,2),(4,23),-0.0471118 # DEPENDENCYPART_SIBL
(4,2),(4,24),-0.034664 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00576583 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.03475 # DEPENDENCYPART_SIBL
(4,3),(4,23),-0.0597377 # DEPENDENCYPART_SIBL
(4,3),(4,24),-0.03475 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.0299814 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.0324218 # DEPENDENCYPART_SIBL
(4,5),(4,24),-0.0299814 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.0265617 # DEPENDENCYPART_SIBL
(4,22),(4,24),-0.0255374 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0286604 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00776137 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0171134 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0126903 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0260857 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0260857 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0260857 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0171134 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0171134 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0260857 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.0171134 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0519095 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0230675 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.085462 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.085462 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.085462 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0519095 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0519095 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.085462 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0519095 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0202231 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0237918 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0237918 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0237918 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0231288 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0231288 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0237918 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0231288 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0338889 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0338889 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0338889 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0290484 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0290484 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0338889 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0290484 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0271832 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0271832 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0260774 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0260774 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0271832 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0260774 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0271832 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0260774 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0260774 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0271832 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0260774 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0260774 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0260774 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0271832 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0260774 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0231288 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0237918 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0231288 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0237918 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0231288 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.0260774 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0533609 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.119005 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.214662 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.220025 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00402496 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00402496 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0742632 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0503707 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.087846 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.087846 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0794602 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.012996 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0408807 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.087846 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0170362 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.00402495 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0875827 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0128753 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.128979 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.112129 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.017342 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.017342 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0222849 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0419423 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.049827 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.049827 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0244734 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0788702 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0640111 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.049827 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.00222739 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.017342 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0163376 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.171124 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.126104 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00121604 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00121604 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0296624 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0103626 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0686406 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0686406 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0281822 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0572955 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0376641 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0686406 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.000320632 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00121606 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0557552 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.227745 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.000446341 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.000446341 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.122959 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0963242 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.114335 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.114335 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.135542 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0931036 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.000251343 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.114335 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0155132 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.000446327 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.143653 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00402496 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00402496 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0742632 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0503707 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.087846 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.087846 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0794602 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.012996 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0408807 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.087846 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0170362 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00402495 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0875827 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0572542 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0131672 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00897402 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0310266 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0310266 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0113068 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0708375 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.033301 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0310266 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0123033 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0572542 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0152891 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0131672 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00897402 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0310266 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0310266 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0113068 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0708375 # DEPENDENCYPART_SIBL
