# _root_ İş Güvencesi , İş Kanunu ile birlikte _ ele_alınsın , SSK primleri _ _ düşürülsün .
#goldHeads=2,9,0,5,6,7,9,9,10,15,12,15,14,15,16,0,
#predictedHeads=2,9,0,5,6,9,9,9,10,15,12,15,14,15,16,0,
(0,3),(0,10),-0.0509876 # DEPENDENCYPART_SIBL
(0,3),(0,12),-0.0627048 # DEPENDENCYPART_SIBL
(0,3),(0,16),-0.0126125 # DEPENDENCYPART_SIBL
(0,10),(0,12),-0.0627048 # DEPENDENCYPART_SIBL
(0,10),(0,16),-0.0126125 # DEPENDENCYPART_SIBL
(0,12),(0,16),-0.0937316 # DEPENDENCYPART_SIBL
(1,2),(1,3),0.0345567 # DEPENDENCYPART_SIBL
(1,2),(1,9),-0.0125873 # DEPENDENCYPART_SIBL
(1,2),(1,15),-0.0125873 # DEPENDENCYPART_SIBL
(1,3),(1,9),-0.0409097 # DEPENDENCYPART_SIBL
(1,3),(1,15),-0.0409097 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.0248625 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0314854 # DEPENDENCYPART_SIBL
(2,1),(2,4),-0.0209518 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.057548 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0896962 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.00262664 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.033615 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.00274273 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.00262664 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0586021 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0586021 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.033615 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.00262571 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.033615 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.00274273 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.00262571 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0586021 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0586021 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.033615 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.032302 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.00702889 # DEPENDENCYPART_SIBL
(3,4),(3,12),-0.0337201 # DEPENDENCYPART_SIBL
(3,4),(3,13),-0.0374247 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0374247 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.032302 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0411706 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.00969202 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0265617 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0265617 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0255374 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0319635 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.0372135 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0372135 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0343298 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0374247 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0374247 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.032302 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0301275 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0286604 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0286604 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0191623 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0700925 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.021011 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.07937 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.00925584 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0536802 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.00699361 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.068704 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0210119 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.079399 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.00928483 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0536802 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.00699361 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0422133 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0345559 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.00452762 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0569933 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.000445715 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.00488877 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.00481289 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0226956 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0125873 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.02826 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0375678 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0300088 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.033869 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.0263772 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0294243 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0152311 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0694166 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0176197 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.07937 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00925584 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0536802 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0209518 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00699361 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0680281 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0121055 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.079399 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00928483 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0536802 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0209527 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.00699361 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00412465 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0345559 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.00452762 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0569933 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0422724 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.000445715 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.07937 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00925584 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0536802 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0209518 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00699361 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.02826 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0375678 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.00999196 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0300088 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.033869 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00403937 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0263772 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0322674 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0294243 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0125873 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.225823 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.138987 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.224828 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.226305 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0344349 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.139195 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.221569 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.223046 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0344059 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00229786 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.00229786 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00909768 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.226305 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0344349 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0344778 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.189489 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.127127 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.188494 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.189972 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0333356 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00103838 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.127335 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.185236 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.186713 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0347122 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00103745 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0220253 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0220253 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0474945 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0207669 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.189972 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0333356 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00103838 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0360094 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0010208 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00185534 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0136934 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0946015 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0118222 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0190829 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.22743 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0909807 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00657811 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0373748 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0127229 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0127229 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0699539 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0699539 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.00657811 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0506216 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0865817 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00564827 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00161247 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.24093 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.10448 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00655276 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0374002 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0126948 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0126948 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0699792 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0699792 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00655276 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.050647 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0124121 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00950056 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.125277 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.1608 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0162046 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0908939 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0108194 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0108194 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.120576 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.120576 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0162046 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0642176 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0190829 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.22743 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0909807 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00657811 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0373748 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0127229 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0127229 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0699539 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0699539 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00657811 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0506216 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.23866 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.102211 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00659346 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0373595 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0126855 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0126855 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0699385 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0699385 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00659346 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0506063 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00712479 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00102751 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0507083 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0227171 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0227171 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0521585 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0521585 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00102751 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0631595 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00424736 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0566018 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00582393 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00582393 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0574021 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0574021 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00424736 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0690498 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0324766 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.024303 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.024303 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0420653 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0420653 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0308301 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0648523 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0728687 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0728687 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0683883 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0683883 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0540562 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0341533 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00121166 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0253089 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0253089 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00562024 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0049745 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0253089 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0253089 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00562024 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0049745 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0638517 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0518793 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.101043 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0518793 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.101043 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0648523 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0864747 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.164776 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0850394 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0894934 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0830014 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0258721 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0155746 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.064769 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00179584 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00179584 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0761175 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0761175 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00715676 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0715149 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.160681 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0738466 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0783006 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0906281 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0182455 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0179662 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0647989 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00176404 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.00176404 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0761474 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0761474 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00718668 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0715448 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0213783 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0198789 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0674893 # DEPENDENCYPART_SIBL
