# _root_ Sayın Bila bana , bu _ konuşmayla ilgili izlenimlerini köşesinde _ yazacağını ifade_etti , _ dediği gibi de yaptı .
#goldHeads=2,19,13,0,7,7,8,9,12,12,12,13,14,19,16,17,19,17,20,0,
#predictedHeads=2,13,13,0,7,7,8,9,11,11,12,13,14,19,16,17,19,17,20,0,
(9,11),-1.71841 # DEPENDENCYPART_ARC
(9,19),-2.21864 # DEPENDENCYPART_ARC
(10,1),-2.07755 # DEPENDENCYPART_ARC
(10,3),-1.58877 # DEPENDENCYPART_ARC
(10,5),-1.08437 # DEPENDENCYPART_ARC
(10,6),-1.55757 # DEPENDENCYPART_ARC
(10,7),-1.18312 # DEPENDENCYPART_ARC
(10,8),0.553321 # DEPENDENCYPART_ARC
(10,9),0.485755 # DEPENDENCYPART_ARC
(10,11),-1.17103 # DEPENDENCYPART_ARC
(10,19),-1.68033 # DEPENDENCYPART_ARC
(11,2),-0.9189 # DEPENDENCYPART_ARC
(11,3),-0.643065 # DEPENDENCYPART_ARC
(11,4),-1.20945 # DEPENDENCYPART_ARC
(11,5),-1.14629 # DEPENDENCYPART_ARC
(11,6),-2.74138 # DEPENDENCYPART_ARC
(11,7),-0.24656 # DEPENDENCYPART_ARC
(11,8),-0.431462 # DEPENDENCYPART_ARC
(11,9),0.484369 # DEPENDENCYPART_ARC
(11,10),1.13698 # DEPENDENCYPART_ARC
(11,12),-0.595444 # DEPENDENCYPART_ARC
(11,13),-1.47129 # DEPENDENCYPART_ARC
(11,14),-1.48029 # DEPENDENCYPART_ARC
(11,15),-1.68154 # DEPENDENCYPART_ARC
(11,17),-0.914842 # DEPENDENCYPART_ARC
(11,19),-1.85406 # DEPENDENCYPART_ARC
(11,20),-2.02797 # DEPENDENCYPART_ARC
(12,4),-0.946641 # DEPENDENCYPART_ARC
(12,7),-0.525375 # DEPENDENCYPART_ARC
(12,8),0.330215 # DEPENDENCYPART_ARC
(12,9),-0.233719 # DEPENDENCYPART_ARC
(12,10),0.709381 # DEPENDENCYPART_ARC
(12,11),1.82046 # DEPENDENCYPART_ARC
(13,1),-1.17376 # DEPENDENCYPART_ARC
(13,2),0.11836 # DEPENDENCYPART_ARC
(13,3),-0.221011 # DEPENDENCYPART_ARC
(13,4),-0.769239 # DEPENDENCYPART_ARC
(13,5),-0.705281 # DEPENDENCYPART_ARC
(13,6),-2.93136 # DEPENDENCYPART_ARC
(13,7),0.357149 # DEPENDENCYPART_ARC
(13,8),0.468953 # DEPENDENCYPART_ARC
(13,9),0.606049 # DEPENDENCYPART_ARC
(13,10),0.734746 # DEPENDENCYPART_ARC
(13,11),-0.434745 # DEPENDENCYPART_ARC
(13,12),2.01006 # DEPENDENCYPART_ARC
(13,14),-1.30103 # DEPENDENCYPART_ARC
(13,15),-1.59124 # DEPENDENCYPART_ARC
(13,17),-0.856355 # DEPENDENCYPART_ARC
(13,19),-2.24804 # DEPENDENCYPART_ARC
(13,20),-2.25244 # DEPENDENCYPART_ARC
(14,5),-1.50348 # DEPENDENCYPART_ARC
(14,6),-2.86674 # DEPENDENCYPART_ARC
(14,7),-1.15691 # DEPENDENCYPART_ARC
(14,8),-1.06343 # DEPENDENCYPART_ARC
(14,10),-0.983543 # DEPENDENCYPART_ARC
(14,11),-1.32775 # DEPENDENCYPART_ARC
(14,13),0.945677 # DEPENDENCYPART_ARC
(14,15),-0.627705 # DEPENDENCYPART_ARC
(14,17),-0.515253 # DEPENDENCYPART_ARC
(14,19),-0.93798 # DEPENDENCYPART_ARC
(14,20),-1.07098 # DEPENDENCYPART_ARC
(15,2),-1.20938 # DEPENDENCYPART_ARC
(15,5),-1.62166 # DEPENDENCYPART_ARC
(15,7),-1.2801 # DEPENDENCYPART_ARC
(15,8),-1.6469 # DEPENDENCYPART_ARC
(15,9),-1.06859 # DEPENDENCYPART_ARC
(15,10),-1.29878 # DEPENDENCYPART_ARC
(15,12),-0.988897 # DEPENDENCYPART_ARC
(15,13),-1.05022 # DEPENDENCYPART_ARC
(15,14),0.065466 # DEPENDENCYPART_ARC
(15,17),-0.655286 # DEPENDENCYPART_ARC
(15,18),-0.525238 # DEPENDENCYPART_ARC
(15,19),-1.57892 # DEPENDENCYPART_ARC
(16,2),-1.11509 # DEPENDENCYPART_ARC
(16,4),-0.95668 # DEPENDENCYPART_ARC
(16,8),-1.06991 # DEPENDENCYPART_ARC
(16,9),-0.803075 # DEPENDENCYPART_ARC
(16,10),-0.855059 # DEPENDENCYPART_ARC
(16,14),-0.43959 # DEPENDENCYPART_ARC
(16,15),1.56521 # DEPENDENCYPART_ARC
(17,9),-1.29299 # DEPENDENCYPART_ARC
(17,10),-1.08975 # DEPENDENCYPART_ARC
(17,12),-0.898926 # DEPENDENCYPART_ARC
(17,13),-0.52404 # DEPENDENCYPART_ARC
(17,14),-0.34838 # DEPENDENCYPART_ARC
(17,15),-0.0846726 # DEPENDENCYPART_ARC
(17,16),1.32441 # DEPENDENCYPART_ARC
(17,18),0.610201 # DEPENDENCYPART_ARC
(18,11),-1.69473 # DEPENDENCYPART_ARC
(18,13),-1.36552 # DEPENDENCYPART_ARC
(18,15),-1.13988 # DEPENDENCYPART_ARC
(18,17),-0.163821 # DEPENDENCYPART_ARC
(19,1),-1.2579 # DEPENDENCYPART_ARC
(19,2),-0.0958348 # DEPENDENCYPART_ARC
(19,3),-0.56131 # DEPENDENCYPART_ARC
(19,4),-1.21049 # DEPENDENCYPART_ARC
(19,6),-4.3446 # DEPENDENCYPART_ARC
(19,7),-0.624246 # DEPENDENCYPART_ARC
(19,8),-0.706534 # DEPENDENCYPART_ARC
(19,9),-0.528303 # DEPENDENCYPART_ARC
(19,10),-0.399959 # DEPENDENCYPART_ARC
(19,11),-2.54465 # DEPENDENCYPART_ARC
(19,12),-0.475176 # DEPENDENCYPART_ARC
(19,13),-1.39486 # DEPENDENCYPART_ARC
(19,14),0.0754829 # DEPENDENCYPART_ARC
(19,15),-0.72184 # DEPENDENCYPART_ARC
(19,16),-0.515861 # DEPENDENCYPART_ARC
(19,17),0.548067 # DEPENDENCYPART_ARC
(19,18),0.16471 # DEPENDENCYPART_ARC
(19,20),-1.09533 # DEPENDENCYPART_ARC
(20,1),-1.19385 # DEPENDENCYPART_ARC
(20,2),-0.717674 # DEPENDENCYPART_ARC
(20,5),-1.1373 # DEPENDENCYPART_ARC
(20,6),-3.11225 # DEPENDENCYPART_ARC
(20,11),-1.97948 # DEPENDENCYPART_ARC
(20,13),-0.767134 # DEPENDENCYPART_ARC
(20,14),-0.734734 # DEPENDENCYPART_ARC
(20,15),-0.697269 # DEPENDENCYPART_ARC
(20,17),-0.428035 # DEPENDENCYPART_ARC
(20,18),-0.422168 # DEPENDENCYPART_ARC
(20,19),1.43221 # DEPENDENCYPART_ARC
(0,4),(0,13),-0.0479043 # DEPENDENCYPART_SIBL
(0,4),(0,14),-0.0509876 # DEPENDENCYPART_SIBL
(0,4),(0,18),0.00822809 # DEPENDENCYPART_SIBL
(0,4),(0,20),-0.0126125 # DEPENDENCYPART_SIBL
(0,13),(0,14),-0.185371 # DEPENDENCYPART_SIBL
(0,13),(0,18),-0.0499542 # DEPENDENCYPART_SIBL
(0,13),(0,20),-0.22556 # DEPENDENCYPART_SIBL
(0,14),(0,18),0.00822809 # DEPENDENCYPART_SIBL
(0,14),(0,20),-0.0126125 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.46889 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.128883 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0617191 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0423426 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0423426 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0236983 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0182542 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0423426 # DEPENDENCYPART_SIBL
(4,1),(4,19),-0.0182542 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0557399 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0586021 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0586021 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.00261101 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0336167 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0586021 # DEPENDENCYPART_SIBL
(4,2),(4,19),-0.033615 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0436357 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0436357 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0364448 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0321097 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0436357 # DEPENDENCYPART_SIBL
(4,3),(4,19),-0.0321096 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0301275 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0169632 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0286604 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0301275 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0286604 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0169632 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0286604 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0301275 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0286604 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0323036 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0374247 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.032302 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.0265617 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0255374 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0286604 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0447488 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0657292 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.107532 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0441789 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00317052 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0025232 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00317052 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0781796 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00317052 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0100575 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0801922 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0781796 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0333524 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0100539 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.132178 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0817432 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0918192 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0127105 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00866523 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0127105 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.069927 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0127105 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00659622 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.037348 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.069927 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00154772 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.00660493 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.184876 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0970164 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0901785 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0901792 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0901785 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0711705 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0901785 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0162381 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.108604 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0711705 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0633587 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0162344 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.118564 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0108194 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0108187 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0108194 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.120576 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0108194 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0162082 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0908939 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.120576 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0155361 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0162046 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0497135 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.049715 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0497135 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.102311 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0497135 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0481519 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.105767 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.102311 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0672583 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0481483 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00121166 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00121166 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0253089 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00121166 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00562832 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0726346 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0253089 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0113868 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.00562024 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00121166 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0253089 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00121166 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00562832 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0726346 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0253089 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0113868 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.00562024 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0253089 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00121166 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.00562832 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0726346 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0253089 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0113868 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.00562024 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0540475 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0518825 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0684579 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0638517 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0667085 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0518793 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00562832 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0726346 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0253089 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0113868 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00562024 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0324766 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0420653 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0505184 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0308301 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0683883 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0657292 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0540562 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0667085 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0518793 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0269938 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0889599 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.108997 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0302381 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.146144 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0133286 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.114148 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0674977 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0494898 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0309463 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0169461 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0489634 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0454891 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0299327 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.228157 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.148119 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0967042 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.108054 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0318423 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.145246 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.000505246 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0967042 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0940971 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0940971 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.109242 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0730205 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0543069 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0418582 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00141511 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.024154 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.024154 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0124466 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.043758 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0712452 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0844104 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00639444 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00639444 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0286874 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.214415 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0135989 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.041622 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.041622 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.133138 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0468156 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00272055 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00272055 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.321693 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0249203 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0249203 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0241383 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0241383 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0253263 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.108997 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.146144 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0133286 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0889599 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.100042 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0947401 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0062096 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0457292 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0489634 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0454891 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0644601 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0818436 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00575352 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0247676 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00509587 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.148119 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0372873 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0519645 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0033628 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0476615 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0101508 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.331033 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.318126 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0257743 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0470434 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00200102 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00126445 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0209518 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0536802 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00699361 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0207384 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.053587 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00683056 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0226956 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0125873 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0294243 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.108997 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.146144 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0133286 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0864221 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0975045 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0864221 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0062096 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0457292 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0489634 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0454891 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0619222 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0793058 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0619222 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0247676 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.00509587 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.148119 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0347495 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0494266 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0347495 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0476615 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0101508 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.333571 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.320664 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.333571 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0470434 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00200102 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00449047 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0102409 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0536802 # DEPENDENCYPART_SIBL
