# _root_ Kendi yaşam alanını güvence altında _ gören _ Papalık , bunun _ verdiği _ rahatlıkla , yakın geçmişte Darwin'le bile _ barışmakta bir beis görmemiştir .
#goldHeads=3,3,6,5,6,7,8,9,25,0,12,13,14,15,25,0,18,21,21,19,22,25,24,25,26,0,
#predictedHeads=3,3,6,5,6,7,9,9,12,0,12,13,15,15,25,0,18,21,21,21,22,25,24,25,26,0,
(18,13),-0.906904 # DEPENDENCYPART_ARC
(18,14),-1.45469 # DEPENDENCYPART_ARC
(18,15),-1.73934 # DEPENDENCYPART_ARC
(18,16),-0.638396 # DEPENDENCYPART_ARC
(18,17),1.29669 # DEPENDENCYPART_ARC
(18,19),-0.890825 # DEPENDENCYPART_ARC
(18,20),-0.479596 # DEPENDENCYPART_ARC
(18,21),-1.44007 # DEPENDENCYPART_ARC
(18,22),-1.46232 # DEPENDENCYPART_ARC
(18,23),-0.995841 # DEPENDENCYPART_ARC
(18,24),-1.02029 # DEPENDENCYPART_ARC
(19,7),-1.67617 # DEPENDENCYPART_ARC
(19,14),-2.30451 # DEPENDENCYPART_ARC
(19,15),-2.51069 # DEPENDENCYPART_ARC
(19,16),-0.76587 # DEPENDENCYPART_ARC
(19,17),-0.263212 # DEPENDENCYPART_ARC
(19,18),-0.232574 # DEPENDENCYPART_ARC
(20,17),-1.49026 # DEPENDENCYPART_ARC
(20,18),-1.22458 # DEPENDENCYPART_ARC
(20,19),-0.455059 # DEPENDENCYPART_ARC
(21,1),-1.67279 # DEPENDENCYPART_ARC
(21,2),-0.7042 # DEPENDENCYPART_ARC
(21,3),-0.576207 # DEPENDENCYPART_ARC
(21,4),-0.823075 # DEPENDENCYPART_ARC
(21,5),-0.565691 # DEPENDENCYPART_ARC
(21,8),-4.15509 # DEPENDENCYPART_ARC
(21,9),-0.795653 # DEPENDENCYPART_ARC
(21,11),-0.25408 # DEPENDENCYPART_ARC
(21,12),-3.93358 # DEPENDENCYPART_ARC
(21,13),-1.85608 # DEPENDENCYPART_ARC
(21,15),-0.817306 # DEPENDENCYPART_ARC
(21,16),-0.744039 # DEPENDENCYPART_ARC
(21,17),-1.16921 # DEPENDENCYPART_ARC
(21,18),0.0794776 # DEPENDENCYPART_ARC
(21,19),0.521487 # DEPENDENCYPART_ARC
(21,20),0.440045 # DEPENDENCYPART_ARC
(21,22),-0.336415 # DEPENDENCYPART_ARC
(21,24),-1.19429 # DEPENDENCYPART_ARC
(21,25),-1.37291 # DEPENDENCYPART_ARC
(22,3),-2.27832 # DEPENDENCYPART_ARC
(22,4),-1.44877 # DEPENDENCYPART_ARC
(22,5),-2.02553 # DEPENDENCYPART_ARC
(22,8),-3.93967 # DEPENDENCYPART_ARC
(22,9),-0.955367 # DEPENDENCYPART_ARC
(22,10),-0.691125 # DEPENDENCYPART_ARC
(22,14),-2.90713 # DEPENDENCYPART_ARC
(22,15),-2.03224 # DEPENDENCYPART_ARC
(22,16),-0.578255 # DEPENDENCYPART_ARC
(22,17),-0.570888 # DEPENDENCYPART_ARC
(22,18),-1.4024 # DEPENDENCYPART_ARC
(22,19),-0.902764 # DEPENDENCYPART_ARC
(22,20),-0.265203 # DEPENDENCYPART_ARC
(22,21),1.48306 # DEPENDENCYPART_ARC
(24,7),-2.03855 # DEPENDENCYPART_ARC
(24,9),-1.03719 # DEPENDENCYPART_ARC
(24,10),-0.942276 # DEPENDENCYPART_ARC
(24,11),-1.13283 # DEPENDENCYPART_ARC
(24,13),-2.46581 # DEPENDENCYPART_ARC
(24,14),-3.68273 # DEPENDENCYPART_ARC
(24,15),-2.08539 # DEPENDENCYPART_ARC
(24,16),-0.799993 # DEPENDENCYPART_ARC
(24,17),-1.22945 # DEPENDENCYPART_ARC
(24,18),-1.56544 # DEPENDENCYPART_ARC
(24,19),-0.825396 # DEPENDENCYPART_ARC
(24,20),-0.777196 # DEPENDENCYPART_ARC
(24,21),-0.339954 # DEPENDENCYPART_ARC
(24,22),-0.654859 # DEPENDENCYPART_ARC
(24,23),1.24246 # DEPENDENCYPART_ARC
(25,2),-0.490696 # DEPENDENCYPART_ARC
(25,3),-0.444499 # DEPENDENCYPART_ARC
(25,4),-0.630042 # DEPENDENCYPART_ARC
(25,5),-0.701148 # DEPENDENCYPART_ARC
(25,6),-5.34752 # DEPENDENCYPART_ARC
(25,8),-3.84448 # DEPENDENCYPART_ARC
(25,9),-0.89637 # DEPENDENCYPART_ARC
(25,10),-1.4678 # DEPENDENCYPART_ARC
(25,11),-1.27891 # DEPENDENCYPART_ARC
(25,12),-4.0066 # DEPENDENCYPART_ARC
(25,14),-3.6824 # DEPENDENCYPART_ARC
(25,15),-0.37955 # DEPENDENCYPART_ARC
(25,16),-0.926752 # DEPENDENCYPART_ARC
(25,17),-1.0879 # DEPENDENCYPART_ARC
(25,18),0.132408 # DEPENDENCYPART_ARC
(25,19),-0.000701815 # DEPENDENCYPART_ARC
(25,20),-0.36097 # DEPENDENCYPART_ARC
(25,21),-1.03294 # DEPENDENCYPART_ARC
(25,22),0.414721 # DEPENDENCYPART_ARC
(25,23),-0.338983 # DEPENDENCYPART_ARC
(25,24),1.84668 # DEPENDENCYPART_ARC
(26,6),-4.16099 # DEPENDENCYPART_ARC
(26,12),-3.30167 # DEPENDENCYPART_ARC
(26,14),-2.95532 # DEPENDENCYPART_ARC
(26,15),-0.729289 # DEPENDENCYPART_ARC
(26,16),-1.12168 # DEPENDENCYPART_ARC
(26,17),-0.776693 # DEPENDENCYPART_ARC
(26,18),-0.54639 # DEPENDENCYPART_ARC
(26,19),-0.562923 # DEPENDENCYPART_ARC
(26,20),-0.594796 # DEPENDENCYPART_ARC
(26,21),-1.08956 # DEPENDENCYPART_ARC
(26,22),-0.62454 # DEPENDENCYPART_ARC
(26,23),-0.535339 # DEPENDENCYPART_ARC
(26,24),-0.464675 # DEPENDENCYPART_ARC
(26,25),1.43771 # DEPENDENCYPART_ARC
(0,10),(0,16),-0.0509876 # DEPENDENCYPART_SIBL
(0,10),(0,26),-0.0126125 # DEPENDENCYPART_SIBL
(0,16),(0,26),-0.0126125 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.00306571 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.00558462 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0245287 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0225152 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.00926154 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0537272 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0536802 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0185366 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0185366 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0537274 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.00704081 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0162899 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0536804 # DEPENDENCYPART_SIBL
(5,3),(5,25),-0.00699384 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0536804 # DEPENDENCYPART_SIBL
(5,4),(5,25),-0.00699384 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.0294243 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0137477 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0269097 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0208386 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0116736 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.113358 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0559315 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0584378 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0115616 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.014755 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0435087 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0679637 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0922977 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.00856831 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00610687 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0348605 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.072393 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0908243 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.00413892 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0395873 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0637585 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0937025 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0127734 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0638617 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.093652 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0126703 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.000520238 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0309561 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0194186 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0147587 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0147587 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0330496 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00240131 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0147287 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0330196 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00612592 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0330196 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00712673 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0168098 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0663854 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0663856 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0877167 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0887939 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.197916 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.00972149 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0737793 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0951104 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0765907 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.201124 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.00971544 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0957916 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0749086 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.201806 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.00971544 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.104874 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.196809 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.00975443 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.372273 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0210085 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.00840912 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00926154 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00926154 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00866936 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0203881 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0910163 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.169374 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0072875 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00231663 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0106347 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.00704057 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0070149 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00642273 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0259898 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0905322 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.16784 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00728222 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00232191 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0106294 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.00699361 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00642273 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0269906 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0905322 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.16734 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00728222 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00232191 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0106294 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.00699361 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00378114 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0789967 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.183416 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00729885 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00230528 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.010646 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.00704307 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.347597 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.8186 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00981605 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0928922 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.021566 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.00200102 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0669179 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0105656 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0386091 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.00767784 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0447339 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0359267 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0149606 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0407999 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0211832 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00465526 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0120547 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0150491 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0273861 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0251113 # DEPENDENCYPART_SIBL
(9,23),(9,25),-0.0142738 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.380117 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.741527 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.408986 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.166193 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.166193 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.138055 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.178068 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.125836 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0423427 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0423427 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0182542 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.306944 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0612375 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0612375 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0317015 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0586021 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0586021 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.033615 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0301275 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0286604 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.0286604 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0461707 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0102461 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0447933 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0124353 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0262588 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0292671 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0137477 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0269097 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0208386 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0116736 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.117145 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0292032 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.172083 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0208386 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.162302 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0316853 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0430836 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0584378 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0584378 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0559315 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0578562 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0584378 # DEPENDENCYPART_SIBL
(12,1),(12,25),-0.00293641 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0115616 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.014755 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0435087 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0756958 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0868095 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.203622 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.014755 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0812456 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0679219 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0996655 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.00856831 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.00856831 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0922977 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.071346 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.00856831 # DEPENDENCYPART_SIBL
(12,2),(12,25),0.00518595 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.00610687 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0348605 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.075868 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0736406 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.215516 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.00610687 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0865707 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0557341 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.101142 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.00413892 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00413892 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0908243 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0727815 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.00413892 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.00375045 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0395873 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.07014 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0783674 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.210289 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0108336 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.081844 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0625244 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0982638 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0127734 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0127734 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0937025 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0699033 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0127734 # DEPENDENCYPART_SIBL
(12,4),(12,25),0.00662862 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.106599 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0705574 # DEPENDENCYPART_SIBL
