# _root_ Bu _ gerçeklik içinde bir nesne gibi _ bakabiliriz ona , öznel bir nesne , bir _ gerçeklik _ görünüşü var .
#goldHeads=2,3,4,8,6,7,8,9,11,8,0,14,14,19,0,17,18,19,20,21,22,0,
#predictedHeads=3,3,4,8,6,7,8,9,11,9,0,14,14,20,0,17,18,20,20,21,22,0,
(3,1),(3,2),-0.0821489 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0335884 # DEPENDENCYPART_SIBL
(3,1),(3,16),-0.0335884 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.0150691 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0368574 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0368574 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0248561 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.0169418 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.0142738 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.0142738 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.087633 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.00438566 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.033581 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.000186783 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.043083 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0476743 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0101631 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.033581 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.033581 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.0150717 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.41988 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0368649 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0757936 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0521341 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0259997 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0315198 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0368649 # DEPENDENCYPART_SIBL
(4,2),(4,16),-0.0368649 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.0248407 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0154837 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0325034 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0295829 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0585506 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0118636 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0154837 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0154837 # DEPENDENCYPART_SIBL
(4,3),(4,21),-0.0186416 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0111905 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0167799 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0194515 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0142738 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0169418 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.0169418 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.0142738 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00610398 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0226956 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0125873 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.00554582 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.00554582 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.0136071 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0339495 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0264578 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0259746 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0259746 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.0264578 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0294243 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0283391 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0283391 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0294243 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0266251 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0266251 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0248625 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0169418 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0142738 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.0142738 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0735354 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0372758 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0509455 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0487758 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0476615 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0335787 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0335787 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0150594 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.343066 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.30873 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00539237 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0259788 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0368529 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0368529 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0248607 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0206543 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0980514 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0536896 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0106307 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0106307 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.013781 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.101662 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0553891 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0123374 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0123374 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0154805 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00425294 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0107783 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0107783 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0371495 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0283391 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0283391 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0294243 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0169418 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0142738 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0142738 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0965386 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.11215 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0996933 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.00751187 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0298573 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0414284 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0485209 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.029967 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0888019 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0481483 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0104985 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0497135 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.103876 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.049733 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.102311 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0497135 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0517727 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.60221 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.579896 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.264951 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.602103 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.281911 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0343789 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.000145851 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0102449 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0848523 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0102644 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.108986 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0102449 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0388887 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0756979 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0106915 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00270201 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.247989 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00653731 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00856972 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0126734 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0638586 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0126396 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0699947 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0126734 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.000559317 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0285577 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0538721 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.262157 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0050941 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00540213 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0106168 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0659152 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.010583 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0714379 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0106168 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.00200252 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0292827 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0358252 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0264468 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0372411 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0135646 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0414852 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0135452 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0814966 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0135646 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0307783 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.240852 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00662862 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0086443 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0127734 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0637585 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0127397 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0699033 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0127734 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.000468004 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0254472 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0536606 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0272701 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.081127 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0272895 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0793041 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0272701 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0296268 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00905114 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.024303 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0355382 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.024303 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0420653 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.024303 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0320345 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0358712 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0247483 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0358712 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0257132 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0358712 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0160688 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0209004 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00121166 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0253089 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.00121166 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.00886415 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0309561 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0470953 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0309561 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0299133 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0253157 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0012184 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.00887089 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0540475 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0530836 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.00886415 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0808816 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0120627 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0141628 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0545911 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0120024 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0700606 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0496557 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00428384 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0901645 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0363329 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0327991 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0901645 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.081626 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0328185 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0760459 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0327991 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.029554 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.59823 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.589592 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.183771 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.598176 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.379735 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.928218 # DEPENDENCYPART_SIBL
