# _root_ Gazetecilere uçak havada _ yanarak geldi yere _ çakıldı _ diyen tanıklar , anket heyetinin _ hazırladığı raporlara göre , _ _ farklı konuşmuşlardı .
#goldHeads=10,6,6,5,6,10,9,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
#predictedHeads=6,3,4,5,6,9,6,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
(11,7),-0.230793 # DEPENDENCYPART_ARC
(11,8),0.179995 # DEPENDENCYPART_ARC
(11,9),-0.385591 # DEPENDENCYPART_ARC
(11,10),1.40129 # DEPENDENCYPART_ARC
(12,1),-2.16767 # DEPENDENCYPART_ARC
(12,2),-0.797706 # DEPENDENCYPART_ARC
(12,3),-1.79145 # DEPENDENCYPART_ARC
(12,5),-0.637091 # DEPENDENCYPART_ARC
(12,6),-0.82772 # DEPENDENCYPART_ARC
(12,7),-1.14159 # DEPENDENCYPART_ARC
(12,8),-1.09938 # DEPENDENCYPART_ARC
(12,9),-1.44737 # DEPENDENCYPART_ARC
(12,10),-0.26911 # DEPENDENCYPART_ARC
(12,11),1.43192 # DEPENDENCYPART_ARC
(12,13),-0.785371 # DEPENDENCYPART_ARC
(12,14),-0.76047 # DEPENDENCYPART_ARC
(12,18),-1.51489 # DEPENDENCYPART_ARC
(12,24),-2.29394 # DEPENDENCYPART_ARC
(13,4),-2.84782 # DEPENDENCYPART_ARC
(13,6),-0.658532 # DEPENDENCYPART_ARC
(13,9),-0.557291 # DEPENDENCYPART_ARC
(13,10),-0.987654 # DEPENDENCYPART_ARC
(13,11),-0.831612 # DEPENDENCYPART_ARC
(13,12),0.181718 # DEPENDENCYPART_ARC
(13,20),-1.46905 # DEPENDENCYPART_ARC
(13,24),-1.62602 # DEPENDENCYPART_ARC
(14,11),-1.30489 # DEPENDENCYPART_ARC
(14,12),-1.4742 # DEPENDENCYPART_ARC
(14,13),-0.674461 # DEPENDENCYPART_ARC
(14,15),-0.897571 # DEPENDENCYPART_ARC
(14,17),-1.32799 # DEPENDENCYPART_ARC
(14,23),-1.33507 # DEPENDENCYPART_ARC
(14,24),-2.22505 # DEPENDENCYPART_ARC
(15,11),-0.962694 # DEPENDENCYPART_ARC
(15,12),-0.578041 # DEPENDENCYPART_ARC
(15,13),-0.61902 # DEPENDENCYPART_ARC
(15,14),1.83246 # DEPENDENCYPART_ARC
(15,16),-1.20895 # DEPENDENCYPART_ARC
(15,17),-1.05791 # DEPENDENCYPART_ARC
(15,23),-1.24666 # DEPENDENCYPART_ARC
(15,24),-2.07726 # DEPENDENCYPART_ARC
(16,5),-0.934238 # DEPENDENCYPART_ARC
(16,7),-0.88647 # DEPENDENCYPART_ARC
(16,8),-3.5983 # DEPENDENCYPART_ARC
(16,10),-3.09567 # DEPENDENCYPART_ARC
(16,11),-1.47083 # DEPENDENCYPART_ARC
(16,12),-0.835143 # DEPENDENCYPART_ARC
(16,13),-0.895831 # DEPENDENCYPART_ARC
(16,14),0.0757478 # DEPENDENCYPART_ARC
(16,15),1.30514 # DEPENDENCYPART_ARC
(16,19),-0.903664 # DEPENDENCYPART_ARC
(16,20),-1.45521 # DEPENDENCYPART_ARC
(16,21),-2.02874 # DEPENDENCYPART_ARC
(16,23),-1.95296 # DEPENDENCYPART_ARC
(16,24),-1.75776 # DEPENDENCYPART_ARC
(17,8),-1.76328 # DEPENDENCYPART_ARC
(17,12),-1.27572 # DEPENDENCYPART_ARC
(17,13),-0.779245 # DEPENDENCYPART_ARC
(17,14),-0.30984 # DEPENDENCYPART_ARC
(17,15),0.713475 # DEPENDENCYPART_ARC
(17,16),1.65639 # DEPENDENCYPART_ARC
(18,11),-1.15141 # DEPENDENCYPART_ARC
(18,13),-0.761322 # DEPENDENCYPART_ARC
(18,14),-0.543556 # DEPENDENCYPART_ARC
(18,15),-0.632616 # DEPENDENCYPART_ARC
(18,16),-0.678456 # DEPENDENCYPART_ARC
(18,17),1.48591 # DEPENDENCYPART_ARC
(18,19),-0.94374 # DEPENDENCYPART_ARC
(18,20),-0.998539 # DEPENDENCYPART_ARC
(18,21),-1.34219 # DEPENDENCYPART_ARC
(18,22),-1.69818 # DEPENDENCYPART_ARC
(18,23),-1.39291 # DEPENDENCYPART_ARC
(18,24),-2.34349 # DEPENDENCYPART_ARC
(19,9),-1.33129 # DEPENDENCYPART_ARC
(19,12),-1.34269 # DEPENDENCYPART_ARC
(19,13),-0.657591 # DEPENDENCYPART_ARC
(19,14),-0.874747 # DEPENDENCYPART_ARC
(19,15),-0.428117 # DEPENDENCYPART_ARC
(19,16),-0.814051 # DEPENDENCYPART_ARC
(19,18),2.11529 # DEPENDENCYPART_ARC
(19,21),-1.12237 # DEPENDENCYPART_ARC
(20,6),-1.75968 # DEPENDENCYPART_ARC
(20,9),-1.67807 # DEPENDENCYPART_ARC
(20,10),-3.3277 # DEPENDENCYPART_ARC
(20,11),-2.05884 # DEPENDENCYPART_ARC
(20,15),-1.17574 # DEPENDENCYPART_ARC
(20,16),-1.44722 # DEPENDENCYPART_ARC
(20,18),-0.915283 # DEPENDENCYPART_ARC
(20,19),-0.722097 # DEPENDENCYPART_ARC
(20,21),-0.812125 # DEPENDENCYPART_ARC
(20,23),-1.19889 # DEPENDENCYPART_ARC
(20,24),-1.29499 # DEPENDENCYPART_ARC
(20,25),-1.4583 # DEPENDENCYPART_ARC
(21,17),-2.69867 # DEPENDENCYPART_ARC
(21,18),-2.57883 # DEPENDENCYPART_ARC
(21,19),-0.85896 # DEPENDENCYPART_ARC
(21,20),-0.796501 # DEPENDENCYPART_ARC
(21,22),-1.0374 # DEPENDENCYPART_ARC
(22,8),-2.7319 # DEPENDENCYPART_ARC
(22,15),-0.975139 # DEPENDENCYPART_ARC
(22,16),-1.58209 # DEPENDENCYPART_ARC
(22,18),-0.923984 # DEPENDENCYPART_ARC
(22,19),-0.86993 # DEPENDENCYPART_ARC
(22,20),-0.60234 # DEPENDENCYPART_ARC
(22,21),1.81058 # DEPENDENCYPART_ARC
(23,7),-1.5129 # DEPENDENCYPART_ARC
(23,8),-3.8507 # DEPENDENCYPART_ARC
(23,11),-1.09319 # DEPENDENCYPART_ARC
(23,12),-1.2494 # DEPENDENCYPART_ARC
(23,13),-0.955571 # DEPENDENCYPART_ARC
(23,14),-0.993419 # DEPENDENCYPART_ARC
(23,15),-1.46873 # DEPENDENCYPART_ARC
(23,16),-1.95054 # DEPENDENCYPART_ARC
(23,18),-1.91036 # DEPENDENCYPART_ARC
(23,19),-0.164619 # DEPENDENCYPART_ARC
(23,20),-0.622515 # DEPENDENCYPART_ARC
(23,21),0.151822 # DEPENDENCYPART_ARC
(23,22),1.47863 # DEPENDENCYPART_ARC
(24,1),0.118835 # DEPENDENCYPART_ARC
(24,2),-0.38628 # DEPENDENCYPART_ARC
(24,3),-0.704736 # DEPENDENCYPART_ARC
(24,4),-6.06593 # DEPENDENCYPART_ARC
(24,5),-0.163451 # DEPENDENCYPART_ARC
(24,6),-1.0033 # DEPENDENCYPART_ARC
(24,7),-0.307994 # DEPENDENCYPART_ARC
(24,8),-3.99936 # DEPENDENCYPART_ARC
(24,9),-0.755551 # DEPENDENCYPART_ARC
(24,10),-4.24182 # DEPENDENCYPART_ARC
(24,12),0.565918 # DEPENDENCYPART_ARC
(24,13),-1.13529 # DEPENDENCYPART_ARC
(24,14),0.0399705 # DEPENDENCYPART_ARC
(24,15),-0.928375 # DEPENDENCYPART_ARC
(24,16),-2.47104 # DEPENDENCYPART_ARC
(24,17),-1.11882 # DEPENDENCYPART_ARC
(24,18),0.351002 # DEPENDENCYPART_ARC
(24,19),0.488785 # DEPENDENCYPART_ARC
(24,20),-0.451731 # DEPENDENCYPART_ARC
(24,21),0.542692 # DEPENDENCYPART_ARC
(24,22),0.113912 # DEPENDENCYPART_ARC
(24,23),2.20566 # DEPENDENCYPART_ARC
(25,4),-4.64904 # DEPENDENCYPART_ARC
(25,5),-0.854847 # DEPENDENCYPART_ARC
(25,6),-0.991321 # DEPENDENCYPART_ARC
(25,9),-0.847525 # DEPENDENCYPART_ARC
(25,10),-3.23951 # DEPENDENCYPART_ARC
(25,11),-1.12479 # DEPENDENCYPART_ARC
(25,12),-0.959374 # DEPENDENCYPART_ARC
(25,16),-2.2275 # DEPENDENCYPART_ARC
(25,18),-1.04162 # DEPENDENCYPART_ARC
(25,19),-0.934307 # DEPENDENCYPART_ARC
(25,20),-0.976895 # DEPENDENCYPART_ARC
(25,21),-1.46991 # DEPENDENCYPART_ARC
(25,22),-1.05885 # DEPENDENCYPART_ARC
(25,23),-0.562637 # DEPENDENCYPART_ARC
(25,24),1.32797 # DEPENDENCYPART_ARC
(0,13),(0,20),-0.0509876 # DEPENDENCYPART_SIBL
(0,13),(0,25),-0.0126125 # DEPENDENCYPART_SIBL
(0,20),(0,25),-0.0126125 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0225437 # DEPENDENCYPART_SIBL
(3,1),(3,4),-0.0536812 # DEPENDENCYPART_SIBL
(3,1),(3,24),-0.0069941 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0501066 # DEPENDENCYPART_SIBL
(3,2),(3,24),-0.00341951 # DEPENDENCYPART_SIBL
(3,4),(3,24),-0.0294243 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.032059 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0459296 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.00662555 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0166041 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0782484 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0066245 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0166017 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00662009 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0165907 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0244117 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0410555 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0437678 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.156911 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0480368 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.158935 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.150713 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0772285 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0712701 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0531933 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00644023 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0121223 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0606725 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0112445 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0801325 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00828828 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.00828828 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.00828828 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0801325 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.00828828 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0727084 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0606725 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0916042 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0242752 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0197884 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0121209 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0606739 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.011245 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0801331 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00828685 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00828685 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.00828685 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0801331 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.00828685 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0727079 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0606739 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0186992 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0171039 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0121142 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0606805 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0112472 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0801352 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00828023 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.00828023 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00828023 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0801352 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.00828023 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0727056 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0606805 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.368689 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0103496 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0652848 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.04128 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.107241 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00074932 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00074932 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.00074932 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.107241 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.00074932 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0348914 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0652848 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0618897 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00729811 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0242723 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0783755 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0468778 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0468778 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0468778 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0783755 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0468778 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00266234 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.00729811 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.076941 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0130473 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0317836 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0582047 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0582047 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0582047 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0317836 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0582047 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0175868 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.076941 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0334275 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0529006 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0873257 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0873257 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0873257 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0529006 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0873257 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0333361 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.106799 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.038568 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0507075 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0507075 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0507075 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.038568 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0507075 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.04108 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0610703 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0800008 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0800008 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0800008 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.060079 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0800008 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0569974 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0911009 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0580324 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0580324 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0313896 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0580324 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0174187 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0767682 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0580324 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0313896 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0580324 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0174187 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0767682 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0313896 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0580324 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0174187 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0767682 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0800008 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0569974 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0911009 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0174187 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0767682 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.00420554 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.032359 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.00367598 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.108696 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.172695 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.047887 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.128892 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.200105 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.168078 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.365482 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.116356 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0564076 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0449535 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0749086 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.180742 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.319877 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0473759 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00667618 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0475089 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00817198 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.112156 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.159506 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.295424 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0105943 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0102503 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0439348 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0798743 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.176139 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.310904 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0402399 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00667345 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0475116 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.204456 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.370939 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.355891 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00429707 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.056134 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.219582 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.252873 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00688588 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0441321 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.176633 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0255647 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0206925 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00643448 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0477506 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0342339 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.114882 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.109977 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0247188 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0158714 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00256519 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.10601 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0597766 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0760747 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00183869 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.00183869 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0671221 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.130311 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00419935 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00252323 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00979428 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.126344 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0966693 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0760752 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00183726 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.00183726 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0671235 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0111026 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00432037 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.021341 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.120577 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0847527 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0760774 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00183064 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00183064 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0671301 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.353132 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.651708 # DEPENDENCYPART_SIBL
