# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=4,3,4,5,6,7,8,9,10,11,19,13,19,0,19,15,18,19,22,21,19,0,
(11,5),-1.59577 # DEPENDENCYPART_ARC
(11,6),-1.13051 # DEPENDENCYPART_ARC
(11,7),-0.859546 # DEPENDENCYPART_ARC
(11,8),-0.223727 # DEPENDENCYPART_ARC
(11,9),-0.405395 # DEPENDENCYPART_ARC
(11,10),1.94582 # DEPENDENCYPART_ARC
(11,12),-0.914822 # DEPENDENCYPART_ARC
(11,13),-1.09825 # DEPENDENCYPART_ARC
(11,14),-1.20259 # DEPENDENCYPART_ARC
(11,15),-1.271 # DEPENDENCYPART_ARC
(11,19),-1.79661 # DEPENDENCYPART_ARC
(11,20),-1.27349 # DEPENDENCYPART_ARC
(12,2),-2.44831 # DEPENDENCYPART_ARC
(12,4),-2.09296 # DEPENDENCYPART_ARC
(12,7),-1.11947 # DEPENDENCYPART_ARC
(12,8),-1.26868 # DEPENDENCYPART_ARC
(12,9),-0.959817 # DEPENDENCYPART_ARC
(12,10),-0.603163 # DEPENDENCYPART_ARC
(12,11),0.256604 # DEPENDENCYPART_ARC
(12,15),-1.20551 # DEPENDENCYPART_ARC
(12,18),-1.45508 # DEPENDENCYPART_ARC
(12,21),-1.35663 # DEPENDENCYPART_ARC
(13,1),-3.00681 # DEPENDENCYPART_ARC
(13,5),-1.37564 # DEPENDENCYPART_ARC
(13,6),-1.74514 # DEPENDENCYPART_ARC
(13,7),-0.394078 # DEPENDENCYPART_ARC
(13,8),-0.804163 # DEPENDENCYPART_ARC
(13,9),-0.348031 # DEPENDENCYPART_ARC
(13,10),-1.31957 # DEPENDENCYPART_ARC
(13,11),-1.09785 # DEPENDENCYPART_ARC
(13,12),1.45944 # DEPENDENCYPART_ARC
(13,14),-0.711209 # DEPENDENCYPART_ARC
(13,15),-1.10384 # DEPENDENCYPART_ARC
(13,16),-1.0532 # DEPENDENCYPART_ARC
(13,17),-1.42394 # DEPENDENCYPART_ARC
(13,18),-1.82176 # DEPENDENCYPART_ARC
(13,19),-2.02481 # DEPENDENCYPART_ARC
(13,20),-1.32466 # DEPENDENCYPART_ARC
(14,3),-3.73639 # DEPENDENCYPART_ARC
(14,4),-3.21413 # DEPENDENCYPART_ARC
(14,5),-1.89502 # DEPENDENCYPART_ARC
(14,8),-1.14822 # DEPENDENCYPART_ARC
(14,10),-1.1809 # DEPENDENCYPART_ARC
(14,11),-1.1494 # DEPENDENCYPART_ARC
(14,12),-0.716059 # DEPENDENCYPART_ARC
(14,13),0.274611 # DEPENDENCYPART_ARC
(14,15),-0.699411 # DEPENDENCYPART_ARC
(14,18),-1.23195 # DEPENDENCYPART_ARC
(14,19),-1.42083 # DEPENDENCYPART_ARC
(14,21),-1.34793 # DEPENDENCYPART_ARC
(15,5),-1.89684 # DEPENDENCYPART_ARC
(15,6),-1.87696 # DEPENDENCYPART_ARC
(15,9),-1.01954 # DEPENDENCYPART_ARC
(15,10),-2.69862 # DEPENDENCYPART_ARC
(15,11),-2.73278 # DEPENDENCYPART_ARC
(15,12),-1.11875 # DEPENDENCYPART_ARC
(15,13),-1.56003 # DEPENDENCYPART_ARC
(15,14),-0.172594 # DEPENDENCYPART_ARC
(15,16),0.950143 # DEPENDENCYPART_ARC
(15,17),-0.370958 # DEPENDENCYPART_ARC
(15,18),-0.992519 # DEPENDENCYPART_ARC
(15,19),-1.00609 # DEPENDENCYPART_ARC
(15,20),-0.495618 # DEPENDENCYPART_ARC
(15,21),-0.757735 # DEPENDENCYPART_ARC
(16,13),-2.07568 # DEPENDENCYPART_ARC
(16,15),-0.106333 # DEPENDENCYPART_ARC
(16,18),-1.01694 # DEPENDENCYPART_ARC
(17,13),-1.83266 # DEPENDENCYPART_ARC
(17,14),-1.16923 # DEPENDENCYPART_ARC
(17,15),-0.713387 # DEPENDENCYPART_ARC
(17,16),-0.418259 # DEPENDENCYPART_ARC
(17,18),-0.614519 # DEPENDENCYPART_ARC
(17,21),-0.948578 # DEPENDENCYPART_ARC
(18,1),-2.44651 # DEPENDENCYPART_ARC
(18,2),-4.33009 # DEPENDENCYPART_ARC
(18,5),-1.39981 # DEPENDENCYPART_ARC
(18,6),-1.45397 # DEPENDENCYPART_ARC
(18,7),-0.911964 # DEPENDENCYPART_ARC
(18,9),-0.659 # DEPENDENCYPART_ARC
(18,10),-2.25627 # DEPENDENCYPART_ARC
(18,11),-2.10858 # DEPENDENCYPART_ARC
(18,12),-1.25301 # DEPENDENCYPART_ARC
(18,13),-1.7608 # DEPENDENCYPART_ARC
(18,14),-0.718685 # DEPENDENCYPART_ARC
(18,15),-0.832669 # DEPENDENCYPART_ARC
(18,16),-0.596735 # DEPENDENCYPART_ARC
(18,17),1.23384 # DEPENDENCYPART_ARC
(18,20),-0.812785 # DEPENDENCYPART_ARC
(18,21),-1.31034 # DEPENDENCYPART_ARC
(19,1),0.154147 # DEPENDENCYPART_ARC
(19,2),-3.95657 # DEPENDENCYPART_ARC
(19,3),-4.39235 # DEPENDENCYPART_ARC
(19,4),-4.61439 # DEPENDENCYPART_ARC
(19,6),-0.074335 # DEPENDENCYPART_ARC
(19,7),-1.20472 # DEPENDENCYPART_ARC
(19,8),-0.317452 # DEPENDENCYPART_ARC
(19,9),-0.827186 # DEPENDENCYPART_ARC
(19,10),-0.85224 # DEPENDENCYPART_ARC
(19,11),0.460072 # DEPENDENCYPART_ARC
(19,12),-1.09129 # DEPENDENCYPART_ARC
(19,13),-0.1105 # DEPENDENCYPART_ARC
(19,14),-0.466079 # DEPENDENCYPART_ARC
(19,15),0.386912 # DEPENDENCYPART_ARC
(19,16),-0.561491 # DEPENDENCYPART_ARC
(19,17),-0.0860446 # DEPENDENCYPART_ARC
(19,18),1.44727 # DEPENDENCYPART_ARC
(19,21),0.729838 # DEPENDENCYPART_ARC
(20,16),-1.48328 # DEPENDENCYPART_ARC
(20,18),-1.4813 # DEPENDENCYPART_ARC
(21,5),-1.94106 # DEPENDENCYPART_ARC
(21,7),-0.676305 # DEPENDENCYPART_ARC
(21,9),-0.8095 # DEPENDENCYPART_ARC
(21,11),-2.65524 # DEPENDENCYPART_ARC
(21,12),-1.82876 # DEPENDENCYPART_ARC
(21,13),-2.1158 # DEPENDENCYPART_ARC
(21,14),-0.495741 # DEPENDENCYPART_ARC
(21,15),-1.30878 # DEPENDENCYPART_ARC
(21,16),-0.944823 # DEPENDENCYPART_ARC
(21,17),-0.644545 # DEPENDENCYPART_ARC
(21,18),-1.13771 # DEPENDENCYPART_ARC
(21,19),-1.24746 # DEPENDENCYPART_ARC
(21,20),1.03936 # DEPENDENCYPART_ARC
(22,1),-1.03963 # DEPENDENCYPART_ARC
(22,3),-3.87098 # DEPENDENCYPART_ARC
(22,4),-3.47901 # DEPENDENCYPART_ARC
(22,6),-1.16861 # DEPENDENCYPART_ARC
(22,8),-1.05821 # DEPENDENCYPART_ARC
(22,10),-1.01832 # DEPENDENCYPART_ARC
(22,11),-1.14263 # DEPENDENCYPART_ARC
(22,12),-1.0799 # DEPENDENCYPART_ARC
(22,13),-1.08031 # DEPENDENCYPART_ARC
(22,14),-0.914938 # DEPENDENCYPART_ARC
(22,15),-0.729671 # DEPENDENCYPART_ARC
(22,16),-0.726785 # DEPENDENCYPART_ARC
(22,17),-0.777853 # DEPENDENCYPART_ARC
(22,18),-0.91123 # DEPENDENCYPART_ARC
(22,19),0.608061 # DEPENDENCYPART_ARC
(22,20),-0.70585 # DEPENDENCYPART_ARC
(22,21),-0.128841 # DEPENDENCYPART_ARC
(0,7),(0,14),-0.0509876 # DEPENDENCYPART_SIBL
(0,7),(0,16),0.00822809 # DEPENDENCYPART_SIBL
(0,7),(0,21),-0.0627048 # DEPENDENCYPART_SIBL
(0,7),(0,22),-0.0126125 # DEPENDENCYPART_SIBL
(0,14),(0,16),0.00822809 # DEPENDENCYPART_SIBL
(0,14),(0,21),-0.0627048 # DEPENDENCYPART_SIBL
(0,14),(0,22),-0.0126125 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.141201 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.46889 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.0937316 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0475089 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.210289 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.210289 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.07014 # DEPENDENCYPART_SIBL
(4,2),(4,3),-1.07945 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.185214 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00158924 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00158924 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.728638 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.728638 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.898622 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.16734 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0269906 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0269906 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0954955 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0314854 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0209518 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.123427 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.00705913 # DEPENDENCYPART_SIBL
(6,1),(6,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.783676 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.783676 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.323138 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0754861 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0363278 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.306923 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0212487 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0172224 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.847465 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.342699 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.082585 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0257743 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.253241 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00214043 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.00421592 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.342699 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.082585 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0257743 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.253241 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.00214043 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.00421592 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0471436 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0944554 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.127094 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0455671 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.000296334 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.057548 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.02819 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0409517 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0352823 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.000727246 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0126294 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.013003 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0457334 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0596079 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0282225 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.173463 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.056173 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.056173 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.107985 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0882395 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00261388 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00274273 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0336337 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.00262664 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.572202 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.572202 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.278205 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.310413 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.000257652 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0199251 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0317201 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.000270415 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.788511 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.380689 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.408986 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0668982 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.112016 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.138102 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0668854 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.380689 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.408986 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0668982 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.112016 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.138102 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0668854 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.131491 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.023577 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0190395 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0182621 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0236089 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00261388 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00274273 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0336337 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00262664 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00702889 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.032302 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0337201 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0343298 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0319635 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.00969202 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.847465 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.342755 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.331035 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.227738 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.253241 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0257715 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0928987 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0257715 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00214043 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.00421592 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.342755 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.331035 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.227738 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.253241 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0257715 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0928987 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0257715 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.00214043 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00421592 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0801777 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0338027 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.127097 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0944535 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0395048 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0944535 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0455643 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.000293593 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0656379 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.123427 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0209545 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00374064 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0209545 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00705913 # DEPENDENCYPART_SIBL
(8,6),(8,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0890269 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0422697 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0199186 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0422697 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.000492599 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0347988 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0423235 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0391569 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0423235 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0457334 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0596079 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00301631 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0253263 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0126294 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.013003 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0232643 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0251534 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0289825 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0126294 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.013003 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0282225 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.553731 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.553731 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.555955 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.557291 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0295901 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0295901 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.573315 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.346854 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.346854 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0181713 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0181713 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.346854 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.346854 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0181713 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0181713 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.363674 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0280538 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0280538 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0234206 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0234206 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0427065 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0802342 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0337462 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.100995 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0111991 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0944618 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0395075 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0455671 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.000296334 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0656379 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00591963 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0358976 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0209518 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00374064 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00705913 # DEPENDENCYPART_SIBL
(10,6),(10,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0132537 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0371264 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0422724 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0199186 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.000492599 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0347988 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0358992 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0163186 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00374064 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00705913 # DEPENDENCYPART_SIBL
(10,8),(10,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0019562 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0259257 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.000947443 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0115288 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00371377 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0128619 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0132355 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0251534 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0289825 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0282225 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.345544 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.342425 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.228418 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.335467 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.135948 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.342423 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0920189 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0257738 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.082585 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0257738 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00214043 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.00421592 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0610655 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0392329 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0818264 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0166902 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0610701 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0386275 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.094461 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0471438 # DEPENDENCYPART_SIBL
