# _root_ İki gözü iki çeşme , _ öksürüp _ aksırarak , derdini _ anlatamadan bir köşeye _ çekilirmiş kara _ yazgılı hayvan .
#goldHeads=2,4,4,17,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,17,0,
#predictedHeads=2,3,4,9,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,22,0,
(6,8),-1.2182 # DEPENDENCYPART_ARC
(6,9),-0.484375 # DEPENDENCYPART_ARC
(6,11),-1.33715 # DEPENDENCYPART_ARC
(6,15),-1.26181 # DEPENDENCYPART_ARC
(6,16),-1.37956 # DEPENDENCYPART_ARC
(6,17),-1.37865 # DEPENDENCYPART_ARC
(6,19),-1.89206 # DEPENDENCYPART_ARC
(6,21),-1.40235 # DEPENDENCYPART_ARC
(7,2),-1.0516 # DEPENDENCYPART_ARC
(7,4),-0.931882 # DEPENDENCYPART_ARC
(7,5),-0.487007 # DEPENDENCYPART_ARC
(7,6),1.53571 # DEPENDENCYPART_ARC
(8,1),-1.5924 # DEPENDENCYPART_ARC
(8,2),-0.846522 # DEPENDENCYPART_ARC
(8,3),-1.45858 # DEPENDENCYPART_ARC
(8,4),-0.838624 # DEPENDENCYPART_ARC
(8,5),-0.287759 # DEPENDENCYPART_ARC
(8,6),-0.16132 # DEPENDENCYPART_ARC
(8,7),0.831689 # DEPENDENCYPART_ARC
(8,9),-0.158478 # DEPENDENCYPART_ARC
(8,10),-1.19937 # DEPENDENCYPART_ARC
(8,12),-1.64582 # DEPENDENCYPART_ARC
(8,13),-1.20919 # DEPENDENCYPART_ARC
(8,16),-1.66615 # DEPENDENCYPART_ARC
(8,17),-1.53237 # DEPENDENCYPART_ARC
(8,19),-2.06941 # DEPENDENCYPART_ARC
(8,21),-1.66248 # DEPENDENCYPART_ARC
(9,2),-0.59016 # DEPENDENCYPART_ARC
(9,4),-0.652274 # DEPENDENCYPART_ARC
(9,5),-0.529371 # DEPENDENCYPART_ARC
(9,7),-0.0624028 # DEPENDENCYPART_ARC
(9,8),1.4899 # DEPENDENCYPART_ARC
(10,6),-1.30748 # DEPENDENCYPART_ARC
(10,7),-1.09862 # DEPENDENCYPART_ARC
(10,8),-0.473083 # DEPENDENCYPART_ARC
(10,9),-0.467365 # DEPENDENCYPART_ARC
(10,12),-1.24784 # DEPENDENCYPART_ARC
(10,17),-1.27048 # DEPENDENCYPART_ARC
(10,21),-1.44444 # DEPENDENCYPART_ARC
(11,3),-1.51665 # DEPENDENCYPART_ARC
(11,6),-1.60429 # DEPENDENCYPART_ARC
(11,8),-1.09288 # DEPENDENCYPART_ARC
(11,9),-1.39216 # DEPENDENCYPART_ARC
(11,10),-0.671224 # DEPENDENCYPART_ARC
(11,12),-1.19834 # DEPENDENCYPART_ARC
(11,14),-1.03681 # DEPENDENCYPART_ARC
(11,15),-0.642546 # DEPENDENCYPART_ARC
(12,1),-1.81958 # DEPENDENCYPART_ARC
(12,2),-1.04793 # DEPENDENCYPART_ARC
(12,3),-1.78475 # DEPENDENCYPART_ARC
(12,4),-1.06879 # DEPENDENCYPART_ARC
(12,5),-1.27172 # DEPENDENCYPART_ARC
(12,6),-2.75169 # DEPENDENCYPART_ARC
(12,7),-0.789881 # DEPENDENCYPART_ARC
(12,8),-1.85036 # DEPENDENCYPART_ARC
(12,9),-0.774686 # DEPENDENCYPART_ARC
(12,10),-0.709087 # DEPENDENCYPART_ARC
(12,11),1.09875 # DEPENDENCYPART_ARC
(12,15),-1.07343 # DEPENDENCYPART_ARC
(12,16),-1.54742 # DEPENDENCYPART_ARC
(12,19),-1.5327 # DEPENDENCYPART_ARC
(12,21),-1.11658 # DEPENDENCYPART_ARC
(13,2),-1.34707 # DEPENDENCYPART_ARC
(13,4),-1.41474 # DEPENDENCYPART_ARC
(13,7),-1.07047 # DEPENDENCYPART_ARC
(13,9),-1.08148 # DEPENDENCYPART_ARC
(13,10),-0.679792 # DEPENDENCYPART_ARC
(13,11),-0.140236 # DEPENDENCYPART_ARC
(13,12),0.998353 # DEPENDENCYPART_ARC
(14,13),-0.501375 # DEPENDENCYPART_ARC
(15,5),-1.04264 # DEPENDENCYPART_ARC
(15,8),-1.71524 # DEPENDENCYPART_ARC
(15,10),-1.11982 # DEPENDENCYPART_ARC
(15,11),-1.57679 # DEPENDENCYPART_ARC
(15,12),-0.657643 # DEPENDENCYPART_ARC
(15,13),-0.472852 # DEPENDENCYPART_ARC
(15,14),1.06912 # DEPENDENCYPART_ARC
(15,16),-0.918902 # DEPENDENCYPART_ARC
(15,18),-0.999916 # DEPENDENCYPART_ARC
(15,19),-1.26836 # DEPENDENCYPART_ARC
(15,21),-1.1506 # DEPENDENCYPART_ARC
(16,4),-1.06886 # DEPENDENCYPART_ARC
(16,7),-1.40438 # DEPENDENCYPART_ARC
(16,9),-1.25577 # DEPENDENCYPART_ARC
(16,10),-1.01372 # DEPENDENCYPART_ARC
(16,11),-0.77927 # DEPENDENCYPART_ARC
(16,12),-1.32082 # DEPENDENCYPART_ARC
(16,13),-0.508294 # DEPENDENCYPART_ARC
(16,14),-0.877998 # DEPENDENCYPART_ARC
(16,15),0.34036 # DEPENDENCYPART_ARC
(16,17),-0.707477 # DEPENDENCYPART_ARC
(16,18),-0.649941 # DEPENDENCYPART_ARC
(16,19),-0.917135 # DEPENDENCYPART_ARC
(16,21),-0.623443 # DEPENDENCYPART_ARC
(17,2),-0.274397 # DEPENDENCYPART_ARC
(17,4),-0.648822 # DEPENDENCYPART_ARC
(17,5),-1.10607 # DEPENDENCYPART_ARC
(17,6),-3.47394 # DEPENDENCYPART_ARC
(17,7),-0.251713 # DEPENDENCYPART_ARC
(17,8),-2.99069 # DEPENDENCYPART_ARC
(17,9),-0.308287 # DEPENDENCYPART_ARC
(17,10),-0.671135 # DEPENDENCYPART_ARC
(17,11),0.204719 # DEPENDENCYPART_ARC
(17,12),-1.53922 # DEPENDENCYPART_ARC
(17,13),-0.0347935 # DEPENDENCYPART_ARC
(17,14),-0.678383 # DEPENDENCYPART_ARC
(17,15),1.02093 # DEPENDENCYPART_ARC
(17,16),1.94215 # DEPENDENCYPART_ARC
(17,18),-0.607088 # DEPENDENCYPART_ARC
(17,19),-0.554567 # DEPENDENCYPART_ARC
(17,20),-1.17482 # DEPENDENCYPART_ARC
(17,21),-0.596976 # DEPENDENCYPART_ARC
(18,8),-2.7076 # DEPENDENCYPART_ARC
(18,11),-1.18991 # DEPENDENCYPART_ARC
(18,12),-1.85959 # DEPENDENCYPART_ARC
(18,13),-1.20209 # DEPENDENCYPART_ARC
(18,14),-1.41224 # DEPENDENCYPART_ARC
(18,15),-0.939363 # DEPENDENCYPART_ARC
(18,16),-1.00718 # DEPENDENCYPART_ARC
(18,17),0.205532 # DEPENDENCYPART_ARC
(18,19),-0.713241 # DEPENDENCYPART_ARC
(18,21),-1.142 # DEPENDENCYPART_ARC
(19,11),-1.39013 # DEPENDENCYPART_ARC
(19,13),-1.04269 # DEPENDENCYPART_ARC
(19,14),-1.06188 # DEPENDENCYPART_ARC
(19,15),-1.1245 # DEPENDENCYPART_ARC
(19,16),-1.59377 # DEPENDENCYPART_ARC
(19,17),-1.46221 # DEPENDENCYPART_ARC
(19,18),0.596503 # DEPENDENCYPART_ARC
(19,20),-0.94917 # DEPENDENCYPART_ARC
(20,11),-0.782526 # DEPENDENCYPART_ARC
(20,12),-1.55842 # DEPENDENCYPART_ARC
(20,13),-0.551748 # DEPENDENCYPART_ARC
(20,14),-0.721298 # DEPENDENCYPART_ARC
(20,15),-0.256175 # DEPENDENCYPART_ARC
(20,16),-1.16218 # DEPENDENCYPART_ARC
(20,17),-0.519476 # DEPENDENCYPART_ARC
(20,18),-0.171224 # DEPENDENCYPART_ARC
(20,19),1.78786 # DEPENDENCYPART_ARC
(21,5),-0.694833 # DEPENDENCYPART_ARC
(21,9),-0.959499 # DEPENDENCYPART_ARC
(21,10),-0.844095 # DEPENDENCYPART_ARC
(21,11),-1.45237 # DEPENDENCYPART_ARC
(21,13),-0.744877 # DEPENDENCYPART_ARC
(21,14),-0.889691 # DEPENDENCYPART_ARC
(21,15),-1.11615 # DEPENDENCYPART_ARC
(21,16),-2.11097 # DEPENDENCYPART_ARC
(21,17),-1.74007 # DEPENDENCYPART_ARC
(21,18),-0.013887 # DEPENDENCYPART_ARC
(21,19),-0.206182 # DEPENDENCYPART_ARC
(21,20),1.32794 # DEPENDENCYPART_ARC
(21,22),-0.897816 # DEPENDENCYPART_ARC
(22,6),-3.2556 # DEPENDENCYPART_ARC
(22,7),-1.09969 # DEPENDENCYPART_ARC
(22,8),-2.95238 # DEPENDENCYPART_ARC
(22,9),-1.06155 # DEPENDENCYPART_ARC
(22,10),-1.21645 # DEPENDENCYPART_ARC
(22,12),-2.13113 # DEPENDENCYPART_ARC
(22,13),-0.865724 # DEPENDENCYPART_ARC
(22,14),-0.895913 # DEPENDENCYPART_ARC
(22,15),-0.855435 # DEPENDENCYPART_ARC
(22,16),-1.34881 # DEPENDENCYPART_ARC
(22,17),0.559884 # DEPENDENCYPART_ARC
(22,18),-0.504703 # DEPENDENCYPART_ARC
(22,19),-1.55864 # DEPENDENCYPART_ARC
(22,20),-0.205729 # DEPENDENCYPART_ARC
(22,21),-0.00640472 # DEPENDENCYPART_ARC
(0,1),(0,3),-0.0846783 # DEPENDENCYPART_SIBL
(0,1),(0,5),-0.275315 # DEPENDENCYPART_SIBL
(0,1),(0,10),-0.275315 # DEPENDENCYPART_SIBL
(0,1),(0,21),-0.0860074 # DEPENDENCYPART_SIBL
(0,1),(0,22),-0.353804 # DEPENDENCYPART_SIBL
(0,3),(0,5),-0.253302 # DEPENDENCYPART_SIBL
(0,3),(0,10),-0.253302 # DEPENDENCYPART_SIBL
(0,3),(0,21),-0.0777528 # DEPENDENCYPART_SIBL
(0,3),(0,22),-0.332097 # DEPENDENCYPART_SIBL
(0,5),(0,10),-0.0509876 # DEPENDENCYPART_SIBL
(0,5),(0,21),-0.0627048 # DEPENDENCYPART_SIBL
(0,5),(0,22),-0.0126125 # DEPENDENCYPART_SIBL
(0,10),(0,21),-0.0627048 # DEPENDENCYPART_SIBL
(0,10),(0,22),-0.0126125 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.0937316 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.00364348 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0124743 # DEPENDENCYPART_SIBL
(2,1),(2,6),-0.0121113 # DEPENDENCYPART_SIBL
(2,1),(2,14),-0.0110463 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0161129 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0299007 # DEPENDENCYPART_SIBL
(2,3),(2,14),-0.0264848 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0226956 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.00554582 # DEPENDENCYPART_SIBL
(2,6),(2,14),-0.0283391 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.027246 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.00826641 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0373741 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0121112 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.065901 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0314854 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0536802 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0228626 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0017719 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0486369 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0360798 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0401398 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0360784 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0552594 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0469584 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0552594 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0440249 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0739909 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0815893 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0586021 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0336454 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0586021 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.033615 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.000745393 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.057205 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.04566 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.057205 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0459684 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0586021 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0336454 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0586021 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.033615 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0252475 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0301275 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0286604 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00495457 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.00358888 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0286604 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00338423 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0751041 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.000681463 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.119431 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0389519 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0268476 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0389519 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0295817 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0295817 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0268476 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0224919 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0197578 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0282901 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0176442 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00413079 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0871681 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00277362 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0699033 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00277362 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0127734 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0127734 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0699033 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00662862 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0637585 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.00767927 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0121256 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.133868 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0380709 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0280507 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0380709 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0344079 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0344079 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0280507 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0212927 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0149355 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0331163 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.081844 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00277362 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0699033 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00277362 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0127734 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0127734 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0699033 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.00662862 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0637585 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.00767927 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.136123 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.120576 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.136123 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0108194 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0108193 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.120576 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0162046 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0935524 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.00952776 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0222972 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0127374 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0208506 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0208506 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0222972 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0105343 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.00908774 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0195573 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0566717 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0540475 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0540475 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0638517 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0518793 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.06602 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0553409 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0208506 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0208506 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0222972 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0105343 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.00908774 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0195573 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00121166 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0253089 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00562024 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0209004 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.00444511 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0253089 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00562024 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0209004 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.00444511 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0518793 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.06602 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0553409 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0355382 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0255964 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0341896 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0580267 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00354974 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.164036 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00354974 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.156911 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.148475 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00338423 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0751041 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.000681463 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.119431 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.129579 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0169047 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0389519 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0191357 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0268476 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0389519 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0268476 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0224919 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0197578 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0282901 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0176442 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00413079 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0871681 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.068339 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0769457 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00277362 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0373243 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0699033 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00277362 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0699033 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.00662862 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0637585 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.00767927 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0121256 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.133868 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.144105 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0298906 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0380709 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0200239 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0280507 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0380709 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0280507 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0212927 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0149355 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0331163 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.081844 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.07014 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0822698 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00277362 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0373243 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0699033 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00277362 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0699033 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00662862 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0637585 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.00767927 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.428719 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0169592 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.136123 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0908939 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.120576 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.136123 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.120576 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0162046 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0935524 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.00952776 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.389524 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0189307 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.118712 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.116215 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0189307 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.116215 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0433137 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0724113 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.00173481 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0662811 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0674848 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0839802 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0662811 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0839802 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0243546 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0538779 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.00445606 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00105554 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0222972 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0127374 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0222972 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0105343 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.00908774 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0195573 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0683883 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0501895 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0683883 # DEPENDENCYPART_SIBL
