# _root_ Secondo il 47,6 per_cento delle mille intervistate le candidate donne sono poche e per il 35,8 per_cento è scarso il sostegno dei partiti alle candidate di sesso femminile .
#goldHeads=11,3,1,3,4,7,5,9,11,9,0,11,11,18,16,14,16,11,18,21,18,21,22,21,24,25,26,27,28,
#predictedHeads=18,3,1,3,4,7,5,9,11,9,0,11,11,11,16,14,16,0,18,21,18,21,22,23,24,25,26,27,28,
(1,12),-0.60006 # DEPENDENCYPART_ARC
(1,13),0.415462 # DEPENDENCYPART_ARC
(1,14),-0.220148 # DEPENDENCYPART_ARC
(1,15),-1.09679 # DEPENDENCYPART_ARC
(1,16),-0.746728 # DEPENDENCYPART_ARC
(1,17),-1.02207 # DEPENDENCYPART_ARC
(1,18),-1.36551 # DEPENDENCYPART_ARC
(1,19),-0.363603 # DEPENDENCYPART_ARC
(1,20),-1.14622 # DEPENDENCYPART_ARC
(1,21),-4.60001 # DEPENDENCYPART_ARC
(1,22),-2.1194 # DEPENDENCYPART_ARC
(1,23),-5.39707 # DEPENDENCYPART_ARC
(1,24),-1.37904 # DEPENDENCYPART_ARC
(1,25),-6.45819 # DEPENDENCYPART_ARC
(1,26),-2.31947 # DEPENDENCYPART_ARC
(1,27),-7.00862 # DEPENDENCYPART_ARC
(1,28),-0.790458 # DEPENDENCYPART_ARC
(1,29),-2.46566 # DEPENDENCYPART_ARC
(2,1),-0.503487 # DEPENDENCYPART_ARC
(2,3),0.332299 # DEPENDENCYPART_ARC
(2,4),-0.447151 # DEPENDENCYPART_ARC
(2,5),0.108193 # DEPENDENCYPART_ARC
(2,6),-0.678013 # DEPENDENCYPART_ARC
(2,7),-0.685543 # DEPENDENCYPART_ARC
(2,8),-1.45571 # DEPENDENCYPART_ARC
(2,9),-0.780865 # DEPENDENCYPART_ARC
(2,10),-0.856321 # DEPENDENCYPART_ARC
(2,11),-1.20889 # DEPENDENCYPART_ARC
(2,12),-1.85205 # DEPENDENCYPART_ARC
(2,13),-0.740671 # DEPENDENCYPART_ARC
(2,14),-1.01734 # DEPENDENCYPART_ARC
(2,15),-1.81797 # DEPENDENCYPART_ARC
(2,16),-1.23808 # DEPENDENCYPART_ARC
(2,17),-1.46583 # DEPENDENCYPART_ARC
(2,18),-1.23744 # DEPENDENCYPART_ARC
(2,19),-2.16384 # DEPENDENCYPART_ARC
(2,20),-1.9663 # DEPENDENCYPART_ARC
(2,21),-1.16223 # DEPENDENCYPART_ARC
(2,22),-1.42 # DEPENDENCYPART_ARC
(2,23),-1.37953 # DEPENDENCYPART_ARC
(2,24),-1.20195 # DEPENDENCYPART_ARC
(2,25),-1.36763 # DEPENDENCYPART_ARC
(2,26),-1.11731 # DEPENDENCYPART_ARC
(2,27),-1.37235 # DEPENDENCYPART_ARC
(2,28),-2.48715 # DEPENDENCYPART_ARC
(2,29),-1.67245 # DEPENDENCYPART_ARC
(3,1),0.721329 # DEPENDENCYPART_ARC
(3,2),2.94132 # DEPENDENCYPART_ARC
(3,4),2.48446 # DEPENDENCYPART_ARC
(3,5),1.14047 # DEPENDENCYPART_ARC
(3,6),1.46873 # DEPENDENCYPART_ARC
(3,7),0.693084 # DEPENDENCYPART_ARC
(3,8),0.332324 # DEPENDENCYPART_ARC
(3,9),0.509257 # DEPENDENCYPART_ARC
(3,10),0.47343 # DEPENDENCYPART_ARC
(3,11),0.123637 # DEPENDENCYPART_ARC
(3,12),0.0307895 # DEPENDENCYPART_ARC
(3,13),0.669837 # DEPENDENCYPART_ARC
(3,14),-0.345645 # DEPENDENCYPART_ARC
(3,15),-0.0823446 # DEPENDENCYPART_ARC
(3,16),0.08221 # DEPENDENCYPART_ARC
(3,17),0.494081 # DEPENDENCYPART_ARC
(3,18),-0.442731 # DEPENDENCYPART_ARC
(3,19),-0.218003 # DEPENDENCYPART_ARC
(3,20),-0.241984 # DEPENDENCYPART_ARC
(3,21),-0.0468819 # DEPENDENCYPART_ARC
(3,22),-0.488621 # DEPENDENCYPART_ARC
(3,23),-0.102914 # DEPENDENCYPART_ARC
(3,24),-0.707174 # DEPENDENCYPART_ARC
(3,25),-0.181612 # DEPENDENCYPART_ARC
(3,26),-0.724059 # DEPENDENCYPART_ARC
(3,27),-0.274167 # DEPENDENCYPART_ARC
(3,28),-0.495368 # DEPENDENCYPART_ARC
(3,29),-1.02856 # DEPENDENCYPART_ARC
(4,1),-0.189644 # DEPENDENCYPART_ARC
(4,2),0.259714 # DEPENDENCYPART_ARC
(4,3),0.478628 # DEPENDENCYPART_ARC
(4,5),1.45757 # DEPENDENCYPART_ARC
(4,6),0.453412 # DEPENDENCYPART_ARC
(4,7),0.592524 # DEPENDENCYPART_ARC
(4,8),0.207186 # DEPENDENCYPART_ARC
(4,9),0.214802 # DEPENDENCYPART_ARC
(4,10),-0.112183 # DEPENDENCYPART_ARC
(4,11),0.0291067 # DEPENDENCYPART_ARC
(4,12),-0.471284 # DEPENDENCYPART_ARC
(4,13),-0.0439724 # DEPENDENCYPART_ARC
(4,14),-0.517919 # DEPENDENCYPART_ARC
(4,15),-0.199708 # DEPENDENCYPART_ARC
(4,16),-0.470626 # DEPENDENCYPART_ARC
(4,17),-0.51214 # DEPENDENCYPART_ARC
(4,18),-0.32073 # DEPENDENCYPART_ARC
(4,19),-0.818396 # DEPENDENCYPART_ARC
(4,20),-0.261667 # DEPENDENCYPART_ARC
(4,21),-0.997152 # DEPENDENCYPART_ARC
(4,22),-0.743887 # DEPENDENCYPART_ARC
(4,23),-1.07211 # DEPENDENCYPART_ARC
(4,24),-0.838951 # DEPENDENCYPART_ARC
(4,25),-1.10644 # DEPENDENCYPART_ARC
(4,26),-0.951754 # DEPENDENCYPART_ARC
(4,27),-1.07842 # DEPENDENCYPART_ARC
(4,28),-1.2131 # DEPENDENCYPART_ARC
(4,29),-1.8189 # DEPENDENCYPART_ARC
(5,1),-1.0822 # DEPENDENCYPART_ARC
(5,2),-1.40962 # DEPENDENCYPART_ARC
(5,3),-0.935082 # DEPENDENCYPART_ARC
(5,4),0.612837 # DEPENDENCYPART_ARC
(5,6),1.70441 # DEPENDENCYPART_ARC
(5,7),3.33379 # DEPENDENCYPART_ARC
(5,8),0.0546067 # DEPENDENCYPART_ARC
(5,9),0.312372 # DEPENDENCYPART_ARC
(5,10),-0.124329 # DEPENDENCYPART_ARC
(5,11),-1.52136 # DEPENDENCYPART_ARC
(5,12),-0.280735 # DEPENDENCYPART_ARC
(5,13),1.10893 # DEPENDENCYPART_ARC
(5,14),-0.377935 # DEPENDENCYPART_ARC
(5,15),-1.59886 # DEPENDENCYPART_ARC
(5,16),-0.796416 # DEPENDENCYPART_ARC
(5,17),-0.96257 # DEPENDENCYPART_ARC
(5,18),-2.66471 # DEPENDENCYPART_ARC
(5,19),-2.24073 # DEPENDENCYPART_ARC
(5,20),-1.81591 # DEPENDENCYPART_ARC
(5,21),-5.54117 # DEPENDENCYPART_ARC
(5,22),-1.06376 # DEPENDENCYPART_ARC
(5,23),-5.33325 # DEPENDENCYPART_ARC
(5,24),-0.747351 # DEPENDENCYPART_ARC
(5,25),-6.01957 # DEPENDENCYPART_ARC
(5,26),-2.34012 # DEPENDENCYPART_ARC
(5,27),-8.21417 # DEPENDENCYPART_ARC
(5,28),-1.87097 # DEPENDENCYPART_ARC
(5,29),-2.23324 # DEPENDENCYPART_ARC
(6,1),-1.45482 # DEPENDENCYPART_ARC
(6,2),-0.502726 # DEPENDENCYPART_ARC
(6,3),-0.97552 # DEPENDENCYPART_ARC
(6,4),-0.543261 # DEPENDENCYPART_ARC
(6,5),0.266227 # DEPENDENCYPART_ARC
(6,7),1.48552 # DEPENDENCYPART_ARC
(6,8),-0.101857 # DEPENDENCYPART_ARC
(6,9),-0.0990886 # DEPENDENCYPART_ARC
(6,10),-0.152964 # DEPENDENCYPART_ARC
(6,11),-0.627544 # DEPENDENCYPART_ARC
(6,12),-0.699363 # DEPENDENCYPART_ARC
(6,13),-0.13812 # DEPENDENCYPART_ARC
(6,14),-1.10638 # DEPENDENCYPART_ARC
(6,15),-0.88715 # DEPENDENCYPART_ARC
(6,16),-0.597069 # DEPENDENCYPART_ARC
(6,17),-0.586479 # DEPENDENCYPART_ARC
(6,18),-1.21139 # DEPENDENCYPART_ARC
(6,19),-1.0893 # DEPENDENCYPART_ARC
(6,20),-1.01326 # DEPENDENCYPART_ARC
(6,21),-0.99169 # DEPENDENCYPART_ARC
(6,22),-0.976801 # DEPENDENCYPART_ARC
(6,23),-0.892794 # DEPENDENCYPART_ARC
(6,24),-1.17869 # DEPENDENCYPART_ARC
(6,25),-1.01019 # DEPENDENCYPART_ARC
(6,26),-1.2921 # DEPENDENCYPART_ARC
(6,27),-0.91814 # DEPENDENCYPART_ARC
(6,28),-1.28493 # DEPENDENCYPART_ARC
(6,29),-1.75447 # DEPENDENCYPART_ARC
(7,1),-0.0668502 # DEPENDENCYPART_ARC
(7,2),-0.143602 # DEPENDENCYPART_ARC
(7,3),0.434358 # DEPENDENCYPART_ARC
(7,4),0.687789 # DEPENDENCYPART_ARC
(7,5),0.773403 # DEPENDENCYPART_ARC
(7,6),2.73872 # DEPENDENCYPART_ARC
(7,8),1.46703 # DEPENDENCYPART_ARC
(7,9),1.00216 # DEPENDENCYPART_ARC
(7,10),1.25862 # DEPENDENCYPART_ARC
(7,11),-0.0180886 # DEPENDENCYPART_ARC
(7,12),0.377136 # DEPENDENCYPART_ARC
(7,13),-0.0171364 # DEPENDENCYPART_ARC
(7,14),-0.501796 # DEPENDENCYPART_ARC
(7,15),-1.25663 # DEPENDENCYPART_ARC
(7,16),-0.792648 # DEPENDENCYPART_ARC
(7,17),-0.744536 # DEPENDENCYPART_ARC
(7,18),-1.32399 # DEPENDENCYPART_ARC
(7,19),-2.77811 # DEPENDENCYPART_ARC
(7,20),-1.51982 # DEPENDENCYPART_ARC
(7,21),-1.9517 # DEPENDENCYPART_ARC
(7,22),-0.951607 # DEPENDENCYPART_ARC
(7,23),-1.3931 # DEPENDENCYPART_ARC
(7,24),-0.689584 # DEPENDENCYPART_ARC
(7,25),-1.21568 # DEPENDENCYPART_ARC
(7,26),-1.89837 # DEPENDENCYPART_ARC
(7,27),-2.18099 # DEPENDENCYPART_ARC
(7,28),-2.65953 # DEPENDENCYPART_ARC
(7,29),-3.99541 # DEPENDENCYPART_ARC
(8,1),-1.75183 # DEPENDENCYPART_ARC
(8,2),-2.04071 # DEPENDENCYPART_ARC
(8,3),-1.64019 # DEPENDENCYPART_ARC
(8,4),-1.59447 # DEPENDENCYPART_ARC
(8,5),-1.38746 # DEPENDENCYPART_ARC
(8,6),-0.93116 # DEPENDENCYPART_ARC
(8,7),-0.529689 # DEPENDENCYPART_ARC
(8,9),0.758871 # DEPENDENCYPART_ARC
(8,10),-0.0171919 # DEPENDENCYPART_ARC
(8,11),-0.434103 # DEPENDENCYPART_ARC
(8,12),-1.02023 # DEPENDENCYPART_ARC
(8,13),-0.937776 # DEPENDENCYPART_ARC
(8,14),-1.02856 # DEPENDENCYPART_ARC
(8,15),-1.94902 # DEPENDENCYPART_ARC
(8,16),-1.22659 # DEPENDENCYPART_ARC
(8,17),-1.54079 # DEPENDENCYPART_ARC
(8,18),-1.24686 # DEPENDENCYPART_ARC
(8,19),-3.05082 # DEPENDENCYPART_ARC
(8,20),-2.16053 # DEPENDENCYPART_ARC
(8,21),-1.88719 # DEPENDENCYPART_ARC
(8,22),-1.10963 # DEPENDENCYPART_ARC
(8,23),-1.518 # DEPENDENCYPART_ARC
(8,24),-0.923489 # DEPENDENCYPART_ARC
(8,25),-1.27817 # DEPENDENCYPART_ARC
(8,26),-1.49165 # DEPENDENCYPART_ARC
(8,27),-2.15666 # DEPENDENCYPART_ARC
(8,28),-2.86417 # DEPENDENCYPART_ARC
(8,29),-1.7631 # DEPENDENCYPART_ARC
(9,1),-0.141362 # DEPENDENCYPART_ARC
(9,2),-1.14697 # DEPENDENCYPART_ARC
(9,3),-0.540331 # DEPENDENCYPART_ARC
(9,4),0.0614225 # DEPENDENCYPART_ARC
(9,5),0.390761 # DEPENDENCYPART_ARC
(9,6),0.403785 # DEPENDENCYPART_ARC
(9,7),0.81817 # DEPENDENCYPART_ARC
(9,8),4.07181 # DEPENDENCYPART_ARC
(9,10),3.25482 # DEPENDENCYPART_ARC
(9,11),0.365725 # DEPENDENCYPART_ARC
(9,12),0.813343 # DEPENDENCYPART_ARC
(9,13),0.0395734 # DEPENDENCYPART_ARC
(9,14),-0.210666 # DEPENDENCYPART_ARC
(9,15),-1.06745 # DEPENDENCYPART_ARC
(9,16),-0.572589 # DEPENDENCYPART_ARC
(9,17),-0.8257 # DEPENDENCYPART_ARC
(9,18),-1.02239 # DEPENDENCYPART_ARC
(9,19),-2.24649 # DEPENDENCYPART_ARC
(9,20),-1.33285 # DEPENDENCYPART_ARC
(9,21),-1.20463 # DEPENDENCYPART_ARC
(9,22),-0.178164 # DEPENDENCYPART_ARC
(9,23),-0.766719 # DEPENDENCYPART_ARC
(9,24),-0.217114 # DEPENDENCYPART_ARC
(9,25),-0.568991 # DEPENDENCYPART_ARC
(9,26),-1.2244 # DEPENDENCYPART_ARC
(9,27),-1.64322 # DEPENDENCYPART_ARC
(9,28),-2.0198 # DEPENDENCYPART_ARC
(9,29),-3.49341 # DEPENDENCYPART_ARC
(10,1),-0.400431 # DEPENDENCYPART_ARC
(10,2),-2.04641 # DEPENDENCYPART_ARC
(10,3),-0.837897 # DEPENDENCYPART_ARC
(10,4),-0.723417 # DEPENDENCYPART_ARC
(10,5),-0.224259 # DEPENDENCYPART_ARC
(10,6),-0.0977182 # DEPENDENCYPART_ARC
(10,7),0.0269086 # DEPENDENCYPART_ARC
(10,8),2.08373 # DEPENDENCYPART_ARC
(10,9),1.68509 # DEPENDENCYPART_ARC
(10,11),-0.286414 # DEPENDENCYPART_ARC
(10,12),-0.183594 # DEPENDENCYPART_ARC
(10,13),-0.80447 # DEPENDENCYPART_ARC
(10,14),-1.22385 # DEPENDENCYPART_ARC
(10,15),-2.06042 # DEPENDENCYPART_ARC
(10,16),-1.46529 # DEPENDENCYPART_ARC
(10,17),-1.79468 # DEPENDENCYPART_ARC
(10,18),-2.16312 # DEPENDENCYPART_ARC
(10,19),-3.65714 # DEPENDENCYPART_ARC
(10,20),-2.23715 # DEPENDENCYPART_ARC
(10,21),-2.38317 # DEPENDENCYPART_ARC
(10,22),-1.39889 # DEPENDENCYPART_ARC
(10,23),-1.99632 # DEPENDENCYPART_ARC
(10,24),-1.47075 # DEPENDENCYPART_ARC
(10,25),-1.80521 # DEPENDENCYPART_ARC
(10,26),-2.48663 # DEPENDENCYPART_ARC
(10,27),-2.5803 # DEPENDENCYPART_ARC
(10,28),-3.63151 # DEPENDENCYPART_ARC
(10,29),-4.26601 # DEPENDENCYPART_ARC
(11,1),0.533831 # DEPENDENCYPART_ARC
(11,2),-1.69286 # DEPENDENCYPART_ARC
(11,3),-0.476423 # DEPENDENCYPART_ARC
(11,4),0.540032 # DEPENDENCYPART_ARC
(11,5),-0.0108528 # DEPENDENCYPART_ARC
(11,6),-0.484513 # DEPENDENCYPART_ARC
(11,7),0.988885 # DEPENDENCYPART_ARC
(11,8),0.221936 # DEPENDENCYPART_ARC
(11,9),1.95493 # DEPENDENCYPART_ARC
(11,10),1.88024 # DEPENDENCYPART_ARC
(11,12),3.57407 # DEPENDENCYPART_ARC
(11,13),1.62296 # DEPENDENCYPART_ARC
(11,14),1.34544 # DEPENDENCYPART_ARC
(11,15),-1.24098 # DEPENDENCYPART_ARC
(11,16),0.426241 # DEPENDENCYPART_ARC
(11,17),0.205345 # DEPENDENCYPART_ARC
(11,18),1.26308 # DEPENDENCYPART_ARC
(11,19),0.00427527 # DEPENDENCYPART_ARC
(11,20),-1.7278 # DEPENDENCYPART_ARC
(11,21),-0.199857 # DEPENDENCYPART_ARC
(11,22),-0.605523 # DEPENDENCYPART_ARC
(11,23),-0.501672 # DEPENDENCYPART_ARC
(11,24),0.0614832 # DEPENDENCYPART_ARC
(11,25),-0.631484 # DEPENDENCYPART_ARC
(11,26),-1.69722 # DEPENDENCYPART_ARC
(11,27),-1.70667 # DEPENDENCYPART_ARC
(11,28),-1.94141 # DEPENDENCYPART_ARC
(11,29),-1.59357 # DEPENDENCYPART_ARC
(12,1),-0.602761 # DEPENDENCYPART_ARC
(12,2),-0.393125 # DEPENDENCYPART_ARC
(12,3),-0.614757 # DEPENDENCYPART_ARC
(12,4),-0.412135 # DEPENDENCYPART_ARC
(12,5),-0.521417 # DEPENDENCYPART_ARC
(12,6),-0.492337 # DEPENDENCYPART_ARC
(12,7),-0.378696 # DEPENDENCYPART_ARC
(12,8),0.512788 # DEPENDENCYPART_ARC
(12,9),0.0370349 # DEPENDENCYPART_ARC
(12,10),0.200879 # DEPENDENCYPART_ARC
(12,11),0.480886 # DEPENDENCYPART_ARC
(12,13),1.02814 # DEPENDENCYPART_ARC
(12,14),-0.102744 # DEPENDENCYPART_ARC
(12,15),-0.461657 # DEPENDENCYPART_ARC
(12,16),-0.146988 # DEPENDENCYPART_ARC
(12,17),-0.717019 # DEPENDENCYPART_ARC
(12,18),0.575218 # DEPENDENCYPART_ARC
(12,19),-1.4561 # DEPENDENCYPART_ARC
(12,20),-1.09565 # DEPENDENCYPART_ARC
(12,21),-1.18271 # DEPENDENCYPART_ARC
(12,22),0.0771538 # DEPENDENCYPART_ARC
(12,23),-0.6907 # DEPENDENCYPART_ARC
(12,24),-0.70537 # DEPENDENCYPART_ARC
(12,25),-0.803804 # DEPENDENCYPART_ARC
(12,26),-1.42802 # DEPENDENCYPART_ARC
(12,27),-1.39289 # DEPENDENCYPART_ARC
(12,28),-1.29666 # DEPENDENCYPART_ARC
(12,29),-1.06759 # DEPENDENCYPART_ARC
(13,1),-1.95966 # DEPENDENCYPART_ARC
(13,2),-1.96329 # DEPENDENCYPART_ARC
(13,3),-1.94774 # DEPENDENCYPART_ARC
(13,4),-1.72534 # DEPENDENCYPART_ARC
(13,5),-1.82671 # DEPENDENCYPART_ARC
(13,6),-1.7978 # DEPENDENCYPART_ARC
(13,7),-2.33676 # DEPENDENCYPART_ARC
(13,8),-1.52713 # DEPENDENCYPART_ARC
(13,9),-2.01983 # DEPENDENCYPART_ARC
(13,10),-1.57456 # DEPENDENCYPART_ARC
(13,11),-1.31447 # DEPENDENCYPART_ARC
(13,12),0.151593 # DEPENDENCYPART_ARC
(13,14),-0.273701 # DEPENDENCYPART_ARC
(13,15),-0.918001 # DEPENDENCYPART_ARC
(13,16),-0.499567 # DEPENDENCYPART_ARC
(13,17),-1.30177 # DEPENDENCYPART_ARC
(13,18),0.0366176 # DEPENDENCYPART_ARC
(13,19),-1.21926 # DEPENDENCYPART_ARC
(13,20),-1.47632 # DEPENDENCYPART_ARC
(13,21),-0.996227 # DEPENDENCYPART_ARC
(13,22),-1.69017 # DEPENDENCYPART_ARC
(13,23),-1.03159 # DEPENDENCYPART_ARC
(13,24),-1.70224 # DEPENDENCYPART_ARC
(13,25),-1.08466 # DEPENDENCYPART_ARC
(13,26),-1.75254 # DEPENDENCYPART_ARC
(13,27),-1.09499 # DEPENDENCYPART_ARC
(13,28),-1.48002 # DEPENDENCYPART_ARC
(13,29),-1.18613 # DEPENDENCYPART_ARC
(14,1),-2.27829 # DEPENDENCYPART_ARC
(14,2),-2.66564 # DEPENDENCYPART_ARC
(14,3),-2.80657 # DEPENDENCYPART_ARC
(14,4),-2.11658 # DEPENDENCYPART_ARC
(14,5),-2.07784 # DEPENDENCYPART_ARC
(14,6),-2.65002 # DEPENDENCYPART_ARC
(14,7),-2.73691 # DEPENDENCYPART_ARC
(14,8),-2.43436 # DEPENDENCYPART_ARC
(14,9),-2.56841 # DEPENDENCYPART_ARC
(14,10),-2.40661 # DEPENDENCYPART_ARC
(14,11),-2.44474 # DEPENDENCYPART_ARC
(14,12),-1.52271 # DEPENDENCYPART_ARC
(14,13),0.0628041 # DEPENDENCYPART_ARC
(14,15),0.784164 # DEPENDENCYPART_ARC
(14,16),0.957004 # DEPENDENCYPART_ARC
(14,17),-0.0641816 # DEPENDENCYPART_ARC
(14,18),0.520031 # DEPENDENCYPART_ARC
(14,19),0.188696 # DEPENDENCYPART_ARC
(14,20),-0.628858 # DEPENDENCYPART_ARC
(14,21),-0.161944 # DEPENDENCYPART_ARC
(14,22),-0.910406 # DEPENDENCYPART_ARC
(14,23),-1.11111 # DEPENDENCYPART_ARC
(14,24),-0.60634 # DEPENDENCYPART_ARC
(14,25),-2.12421 # DEPENDENCYPART_ARC
(14,26),-1.07582 # DEPENDENCYPART_ARC
(14,27),-2.97791 # DEPENDENCYPART_ARC
(14,28),-0.437888 # DEPENDENCYPART_ARC
(14,29),-1.20427 # DEPENDENCYPART_ARC
(15,1),-3.46675 # DEPENDENCYPART_ARC
(15,2),-2.77205 # DEPENDENCYPART_ARC
(15,3),-3.08814 # DEPENDENCYPART_ARC
(15,4),-3.23731 # DEPENDENCYPART_ARC
(15,5),-3.6417 # DEPENDENCYPART_ARC
(15,6),-3.02396 # DEPENDENCYPART_ARC
(15,7),-3.89102 # DEPENDENCYPART_ARC
(15,8),-2.9118 # DEPENDENCYPART_ARC
(15,9),-3.76791 # DEPENDENCYPART_ARC
(15,10),-3.63639 # DEPENDENCYPART_ARC
(15,11),-3.80334 # DEPENDENCYPART_ARC
(15,12),-2.4115 # DEPENDENCYPART_ARC
(15,13),-2.21631 # DEPENDENCYPART_ARC
(15,14),-0.995398 # DEPENDENCYPART_ARC
(15,16),0.405571 # DEPENDENCYPART_ARC
(15,17),-0.37312 # DEPENDENCYPART_ARC
(15,18),-0.272849 # DEPENDENCYPART_ARC
(15,19),-1.44531 # DEPENDENCYPART_ARC
(15,20),-1.52508 # DEPENDENCYPART_ARC
(15,21),-0.654929 # DEPENDENCYPART_ARC
(15,22),-0.833725 # DEPENDENCYPART_ARC
(15,23),-0.92022 # DEPENDENCYPART_ARC
(15,24),-0.578406 # DEPENDENCYPART_ARC
(15,25),-0.975716 # DEPENDENCYPART_ARC
(15,26),-0.598299 # DEPENDENCYPART_ARC
(15,27),-0.931529 # DEPENDENCYPART_ARC
(15,28),-2.06523 # DEPENDENCYPART_ARC
(15,29),-0.922237 # DEPENDENCYPART_ARC
(16,1),-0.815425 # DEPENDENCYPART_ARC
(16,2),0.24504 # DEPENDENCYPART_ARC
(16,3),-0.584 # DEPENDENCYPART_ARC
(16,4),-0.391999 # DEPENDENCYPART_ARC
(16,5),-0.656766 # DEPENDENCYPART_ARC
(16,6),-0.482903 # DEPENDENCYPART_ARC
(16,7),-1.12098 # DEPENDENCYPART_ARC
(16,8),0.131272 # DEPENDENCYPART_ARC
(16,9),-0.989734 # DEPENDENCYPART_ARC
(16,10),-0.93792 # DEPENDENCYPART_ARC
(16,11),-0.887732 # DEPENDENCYPART_ARC
(16,12),-0.0776234 # DEPENDENCYPART_ARC
(16,13),0.34389 # DEPENDENCYPART_ARC
(16,14),0.801963 # DEPENDENCYPART_ARC
(16,15),2.97012 # DEPENDENCYPART_ARC
(16,17),2.52142 # DEPENDENCYPART_ARC
(16,18),0.932247 # DEPENDENCYPART_ARC
(16,19),0.5703 # DEPENDENCYPART_ARC
(16,20),0.166256 # DEPENDENCYPART_ARC
(16,21),0.312953 # DEPENDENCYPART_ARC
(16,22),0.359491 # DEPENDENCYPART_ARC
(16,23),0.241404 # DEPENDENCYPART_ARC
(16,24),0.146197 # DEPENDENCYPART_ARC
(16,25),0.186732 # DEPENDENCYPART_ARC
(16,26),0.144149 # DEPENDENCYPART_ARC
(16,27),0.199387 # DEPENDENCYPART_ARC
(16,28),-0.0367803 # DEPENDENCYPART_ARC
(16,29),-0.171028 # DEPENDENCYPART_ARC
(17,1),-1.61228 # DEPENDENCYPART_ARC
(17,2),-1.49056 # DEPENDENCYPART_ARC
(17,3),-1.94864 # DEPENDENCYPART_ARC
(17,4),-1.43235 # DEPENDENCYPART_ARC
(17,5),-1.48378 # DEPENDENCYPART_ARC
(17,6),-1.83941 # DEPENDENCYPART_ARC
(17,7),-2.27315 # DEPENDENCYPART_ARC
(17,8),-1.33038 # DEPENDENCYPART_ARC
(17,9),-2.22354 # DEPENDENCYPART_ARC
(17,10),-2.05983 # DEPENDENCYPART_ARC
(17,11),-2.27109 # DEPENDENCYPART_ARC
(17,12),-1.42108 # DEPENDENCYPART_ARC
(17,13),-1.13451 # DEPENDENCYPART_ARC
(17,14),-0.419419 # DEPENDENCYPART_ARC
(17,15),0.0439548 # DEPENDENCYPART_ARC
(17,16),0.228291 # DEPENDENCYPART_ARC
(17,18),0.405605 # DEPENDENCYPART_ARC
(17,19),-0.488574 # DEPENDENCYPART_ARC
(17,20),-0.624087 # DEPENDENCYPART_ARC
(17,21),-1.12759 # DEPENDENCYPART_ARC
(17,22),-1.03064 # DEPENDENCYPART_ARC
(17,23),-1.41098 # DEPENDENCYPART_ARC
(17,24),-1.28389 # DEPENDENCYPART_ARC
(17,25),-1.47779 # DEPENDENCYPART_ARC
(17,26),-1.34328 # DEPENDENCYPART_ARC
(17,27),-1.49992 # DEPENDENCYPART_ARC
(17,28),-1.70088 # DEPENDENCYPART_ARC
(17,29),-1.71727 # DEPENDENCYPART_ARC
(18,1),1.31926 # DEPENDENCYPART_ARC
