# _root_ Non ci crederà , lo sa che alla fine le Erinni sono andate a congratular- si con lei ? " Cara Alessandra , siamo così contente " .
#goldHeads=3,3,0,3,6,3,6,13,8,11,13,13,7,13,14,15,15,17,18,21,22,24,22,0,26,24,26,27,
#predictedHeads=3,3,0,3,6,3,6,13,8,11,13,13,7,13,14,15,15,17,18,21,22,18,22,13,26,24,26,27,
(4,20),-2.46144 # DEPENDENCYPART_ARC
(4,21),-3.02623 # DEPENDENCYPART_ARC
(4,22),-2.87255 # DEPENDENCYPART_ARC
(4,23),-2.09532 # DEPENDENCYPART_ARC
(4,24),-2.8035 # DEPENDENCYPART_ARC
(4,25),-3.2371 # DEPENDENCYPART_ARC
(4,26),-3.29141 # DEPENDENCYPART_ARC
(4,27),-3.0278 # DEPENDENCYPART_ARC
(4,28),-2.57587 # DEPENDENCYPART_ARC
(5,1),-1.15262 # DEPENDENCYPART_ARC
(5,2),-0.861209 # DEPENDENCYPART_ARC
(5,3),-1.16379 # DEPENDENCYPART_ARC
(5,4),0.367235 # DEPENDENCYPART_ARC
(5,6),1.23419 # DEPENDENCYPART_ARC
(5,7),-0.408743 # DEPENDENCYPART_ARC
(5,8),-0.48675 # DEPENDENCYPART_ARC
(5,9),-0.646308 # DEPENDENCYPART_ARC
(5,10),-1.73615 # DEPENDENCYPART_ARC
(5,11),-1.24567 # DEPENDENCYPART_ARC
(5,12),-1.42028 # DEPENDENCYPART_ARC
(5,13),-1.62681 # DEPENDENCYPART_ARC
(5,14),-2.04733 # DEPENDENCYPART_ARC
(5,15),-1.83801 # DEPENDENCYPART_ARC
(5,16),-2.65411 # DEPENDENCYPART_ARC
(5,17),-2.04458 # DEPENDENCYPART_ARC
(5,18),-1.7456 # DEPENDENCYPART_ARC
(5,19),-1.34496 # DEPENDENCYPART_ARC
(5,20),-1.94653 # DEPENDENCYPART_ARC
(5,21),-1.47946 # DEPENDENCYPART_ARC
(5,22),-1.83047 # DEPENDENCYPART_ARC
(5,23),-1.48357 # DEPENDENCYPART_ARC
(5,24),-3.64915 # DEPENDENCYPART_ARC
(5,25),-2.27403 # DEPENDENCYPART_ARC
(5,26),-2.63402 # DEPENDENCYPART_ARC
(5,27),-2.48771 # DEPENDENCYPART_ARC
(5,28),-2.41599 # DEPENDENCYPART_ARC
(6,1),1.34114 # DEPENDENCYPART_ARC
(6,2),2.16306 # DEPENDENCYPART_ARC
(6,3),1.19531 # DEPENDENCYPART_ARC
(6,4),-0.571374 # DEPENDENCYPART_ARC
(6,5),3.19214 # DEPENDENCYPART_ARC
(6,7),2.08514 # DEPENDENCYPART_ARC
(6,8),1.13676 # DEPENDENCYPART_ARC
(6,9),0.505561 # DEPENDENCYPART_ARC
(6,10),-1.44245 # DEPENDENCYPART_ARC
(6,11),0.501623 # DEPENDENCYPART_ARC
(6,12),0.64528 # DEPENDENCYPART_ARC
(6,13),0.25004 # DEPENDENCYPART_ARC
(6,14),0.267392 # DEPENDENCYPART_ARC
(6,15),0.137731 # DEPENDENCYPART_ARC
(6,16),-0.914156 # DEPENDENCYPART_ARC
(6,17),-0.255568 # DEPENDENCYPART_ARC
(6,18),-1.01407 # DEPENDENCYPART_ARC
(6,19),-1.51535 # DEPENDENCYPART_ARC
(6,20),-2.0266 # DEPENDENCYPART_ARC
(6,21),-1.64145 # DEPENDENCYPART_ARC
(6,22),-1.58695 # DEPENDENCYPART_ARC
(6,23),0.0254493 # DEPENDENCYPART_ARC
(6,24),-0.439414 # DEPENDENCYPART_ARC
(6,25),-1.34627 # DEPENDENCYPART_ARC
(6,26),-1.1507 # DEPENDENCYPART_ARC
(6,27),-3.55616 # DEPENDENCYPART_ARC
(6,28),-2.85156 # DEPENDENCYPART_ARC
(7,1),-1.76659 # DEPENDENCYPART_ARC
(7,2),-1.45441 # DEPENDENCYPART_ARC
(7,3),-2.52114 # DEPENDENCYPART_ARC
(7,4),-1.36731 # DEPENDENCYPART_ARC
(7,5),-0.884991 # DEPENDENCYPART_ARC
(7,6),-0.713234 # DEPENDENCYPART_ARC
(7,8),0.407159 # DEPENDENCYPART_ARC
(7,9),0.670234 # DEPENDENCYPART_ARC
(7,10),-0.00968461 # DEPENDENCYPART_ARC
(7,11),0.00589993 # DEPENDENCYPART_ARC
(7,12),2.80983 # DEPENDENCYPART_ARC
(7,13),2.17101 # DEPENDENCYPART_ARC
(7,14),-0.708143 # DEPENDENCYPART_ARC
(7,15),0.657876 # DEPENDENCYPART_ARC
(7,16),-0.916901 # DEPENDENCYPART_ARC
(7,17),-0.851652 # DEPENDENCYPART_ARC
(7,18),-0.945858 # DEPENDENCYPART_ARC
(7,19),-0.0582787 # DEPENDENCYPART_ARC
(7,20),-1.26919 # DEPENDENCYPART_ARC
(7,21),-0.683574 # DEPENDENCYPART_ARC
(7,22),-0.922525 # DEPENDENCYPART_ARC
(7,23),-0.232818 # DEPENDENCYPART_ARC
(7,24),-0.691132 # DEPENDENCYPART_ARC
(7,25),-1.09561 # DEPENDENCYPART_ARC
(7,26),-0.847135 # DEPENDENCYPART_ARC
(7,27),-1.99274 # DEPENDENCYPART_ARC
(7,28),-1.86737 # DEPENDENCYPART_ARC
(8,1),-1.95728 # DEPENDENCYPART_ARC
(8,2),-2.786 # DEPENDENCYPART_ARC
(8,3),-3.48403 # DEPENDENCYPART_ARC
(8,4),-2.71256 # DEPENDENCYPART_ARC
(8,5),-2.19893 # DEPENDENCYPART_ARC
(8,6),-2.29493 # DEPENDENCYPART_ARC
(8,7),-0.516601 # DEPENDENCYPART_ARC
(8,9),3.90478 # DEPENDENCYPART_ARC
(8,10),-0.472201 # DEPENDENCYPART_ARC
(8,11),-0.164587 # DEPENDENCYPART_ARC
(8,12),-1.98628 # DEPENDENCYPART_ARC
(8,13),-1.11554 # DEPENDENCYPART_ARC
(8,14),-0.265977 # DEPENDENCYPART_ARC
(8,15),-1.057 # DEPENDENCYPART_ARC
(8,16),-1.98457 # DEPENDENCYPART_ARC
(8,17),-1.22479 # DEPENDENCYPART_ARC
(8,18),-0.960119 # DEPENDENCYPART_ARC
(8,19),-1.40322 # DEPENDENCYPART_ARC
(8,20),-1.71828 # DEPENDENCYPART_ARC
(8,21),-1.89516 # DEPENDENCYPART_ARC
(8,22),-4.08033 # DEPENDENCYPART_ARC
(8,23),-1.06351 # DEPENDENCYPART_ARC
(8,24),-3.91383 # DEPENDENCYPART_ARC
(8,25),-1.41947 # DEPENDENCYPART_ARC
(8,26),-2.20641 # DEPENDENCYPART_ARC
(8,27),-2.19292 # DEPENDENCYPART_ARC
(8,28),-1.88492 # DEPENDENCYPART_ARC
(9,1),-1.89879 # DEPENDENCYPART_ARC
(9,2),-1.4144 # DEPENDENCYPART_ARC
(9,3),-2.35252 # DEPENDENCYPART_ARC
(9,4),-2.74842 # DEPENDENCYPART_ARC
(9,5),-1.36803 # DEPENDENCYPART_ARC
(9,6),-1.47577 # DEPENDENCYPART_ARC
(9,7),-0.407626 # DEPENDENCYPART_ARC
(9,8),0.667539 # DEPENDENCYPART_ARC
(9,10),0.644841 # DEPENDENCYPART_ARC
(9,11),0.358798 # DEPENDENCYPART_ARC
(9,12),-0.311416 # DEPENDENCYPART_ARC
(9,13),-0.133135 # DEPENDENCYPART_ARC
(9,14),-0.953871 # DEPENDENCYPART_ARC
(9,15),-1.57919 # DEPENDENCYPART_ARC
(9,16),-2.07035 # DEPENDENCYPART_ARC
(9,17),-1.14004 # DEPENDENCYPART_ARC
(9,18),-1.16138 # DEPENDENCYPART_ARC
(9,19),-1.29623 # DEPENDENCYPART_ARC
(9,20),-2.29641 # DEPENDENCYPART_ARC
(9,21),-1.0464 # DEPENDENCYPART_ARC
(9,22),-1.45104 # DEPENDENCYPART_ARC
(9,23),-0.604312 # DEPENDENCYPART_ARC
(9,24),-2.92683 # DEPENDENCYPART_ARC
(9,25),-1.67751 # DEPENDENCYPART_ARC
(9,26),-1.80743 # DEPENDENCYPART_ARC
(9,27),-3.2824 # DEPENDENCYPART_ARC
(9,28),-3.15347 # DEPENDENCYPART_ARC
(10,1),-2.01178 # DEPENDENCYPART_ARC
(10,2),-2.04298 # DEPENDENCYPART_ARC
(10,3),-3.07903 # DEPENDENCYPART_ARC
(10,4),-1.75412 # DEPENDENCYPART_ARC
(10,5),-2.11883 # DEPENDENCYPART_ARC
(10,6),-2.81165 # DEPENDENCYPART_ARC
(10,7),-1.39995 # DEPENDENCYPART_ARC
(10,8),-1.28038 # DEPENDENCYPART_ARC
(10,9),-0.800668 # DEPENDENCYPART_ARC
(10,11),0.987537 # DEPENDENCYPART_ARC
(10,12),-0.0506707 # DEPENDENCYPART_ARC
(10,13),0.129263 # DEPENDENCYPART_ARC
(10,14),-0.756859 # DEPENDENCYPART_ARC
(10,15),-0.83651 # DEPENDENCYPART_ARC
(10,16),-1.71222 # DEPENDENCYPART_ARC
(10,17),-1.04862 # DEPENDENCYPART_ARC
(10,18),-1.83003 # DEPENDENCYPART_ARC
(10,19),-0.979869 # DEPENDENCYPART_ARC
(10,20),-1.02252 # DEPENDENCYPART_ARC
(10,21),-2.24833 # DEPENDENCYPART_ARC
(10,22),-1.41184 # DEPENDENCYPART_ARC
(10,23),-1.1317 # DEPENDENCYPART_ARC
(10,24),-1.02786 # DEPENDENCYPART_ARC
(10,25),-1.62401 # DEPENDENCYPART_ARC
(10,26),-1.28468 # DEPENDENCYPART_ARC
(10,27),-1.29089 # DEPENDENCYPART_ARC
(10,28),-1.26282 # DEPENDENCYPART_ARC
(11,1),-0.898998 # DEPENDENCYPART_ARC
(11,2),-0.931549 # DEPENDENCYPART_ARC
(11,3),-2.26969 # DEPENDENCYPART_ARC
(11,4),-2.26312 # DEPENDENCYPART_ARC
(11,5),-1.45193 # DEPENDENCYPART_ARC
(11,6),-1.77598 # DEPENDENCYPART_ARC
(11,7),-0.22473 # DEPENDENCYPART_ARC
(11,8),0.307513 # DEPENDENCYPART_ARC
(11,9),-0.223981 # DEPENDENCYPART_ARC
(11,10),3.9115 # DEPENDENCYPART_ARC
(11,12),0.457965 # DEPENDENCYPART_ARC
(11,13),0.714233 # DEPENDENCYPART_ARC
(11,14),-0.739504 # DEPENDENCYPART_ARC
(11,15),-1.58408 # DEPENDENCYPART_ARC
(11,16),-2.05995 # DEPENDENCYPART_ARC
(11,17),-1.38723 # DEPENDENCYPART_ARC
(11,18),-1.38664 # DEPENDENCYPART_ARC
(11,19),-1.59061 # DEPENDENCYPART_ARC
(11,20),-2.37338 # DEPENDENCYPART_ARC
(11,21),-1.8266 # DEPENDENCYPART_ARC
(11,22),-2.00394 # DEPENDENCYPART_ARC
(11,23),-1.19882 # DEPENDENCYPART_ARC
(11,24),-2.09137 # DEPENDENCYPART_ARC
(11,25),-2.12382 # DEPENDENCYPART_ARC
(11,26),-0.812882 # DEPENDENCYPART_ARC
(11,27),-3.44436 # DEPENDENCYPART_ARC
(11,28),-3.22761 # DEPENDENCYPART_ARC
(12,1),-0.629073 # DEPENDENCYPART_ARC
(12,2),-0.616989 # DEPENDENCYPART_ARC
(12,3),-1.27889 # DEPENDENCYPART_ARC
(12,4),-2.34626 # DEPENDENCYPART_ARC
(12,5),-1.1866 # DEPENDENCYPART_ARC
(12,6),-1.3721 # DEPENDENCYPART_ARC
(12,7),-0.30616 # DEPENDENCYPART_ARC
(12,8),0.44612 # DEPENDENCYPART_ARC
(12,9),-0.518928 # DEPENDENCYPART_ARC
(12,10),0.456457 # DEPENDENCYPART_ARC
(12,11),1.48094 # DEPENDENCYPART_ARC
(12,13),1.8608 # DEPENDENCYPART_ARC
(12,14),1.58017 # DEPENDENCYPART_ARC
(12,15),0.12804 # DEPENDENCYPART_ARC
(12,16),-0.207749 # DEPENDENCYPART_ARC
(12,17),0.21425 # DEPENDENCYPART_ARC
(12,18),-0.562327 # DEPENDENCYPART_ARC
(12,19),-0.858022 # DEPENDENCYPART_ARC
(12,20),-1.51852 # DEPENDENCYPART_ARC
(12,21),-1.44042 # DEPENDENCYPART_ARC
(12,22),-1.66653 # DEPENDENCYPART_ARC
(12,23),0.220465 # DEPENDENCYPART_ARC
(12,24),-0.332815 # DEPENDENCYPART_ARC
(12,25),-1.26387 # DEPENDENCYPART_ARC
(12,26),-0.472629 # DEPENDENCYPART_ARC
(12,27),-2.47597 # DEPENDENCYPART_ARC
(12,28),-1.88093 # DEPENDENCYPART_ARC
(13,1),0.966652 # DEPENDENCYPART_ARC
(13,2),0.674504 # DEPENDENCYPART_ARC
(13,3),-0.799863 # DEPENDENCYPART_ARC
(13,4),-1.46468 # DEPENDENCYPART_ARC
(13,5),0.493489 # DEPENDENCYPART_ARC
(13,6),-0.623904 # DEPENDENCYPART_ARC
(13,7),0.749109 # DEPENDENCYPART_ARC
(13,8),1.70642 # DEPENDENCYPART_ARC
(13,9),0.238965 # DEPENDENCYPART_ARC
(13,10),0.318944 # DEPENDENCYPART_ARC
(13,11),2.45014 # DEPENDENCYPART_ARC
(13,12),4.3113 # DEPENDENCYPART_ARC
(13,14),3.31467 # DEPENDENCYPART_ARC
(13,15),1.45532 # DEPENDENCYPART_ARC
(13,16),0.203247 # DEPENDENCYPART_ARC
(13,17),0.796057 # DEPENDENCYPART_ARC
(13,18),0.132534 # DEPENDENCYPART_ARC
(13,19),-0.1801 # DEPENDENCYPART_ARC
(13,20),-0.581272 # DEPENDENCYPART_ARC
(13,21),-0.754294 # DEPENDENCYPART_ARC
(13,22),-1.6786 # DEPENDENCYPART_ARC
(13,23),0.706181 # DEPENDENCYPART_ARC
(13,24),0.509701 # DEPENDENCYPART_ARC
(13,25),-0.46073 # DEPENDENCYPART_ARC
(13,26),0.157203 # DEPENDENCYPART_ARC
(13,27),-1.79037 # DEPENDENCYPART_ARC
(13,28),-1.32916 # DEPENDENCYPART_ARC
(14,1),-1.19745 # DEPENDENCYPART_ARC
(14,2),-1.72489 # DEPENDENCYPART_ARC
(14,3),-2.4078 # DEPENDENCYPART_ARC
(14,4),-1.84884 # DEPENDENCYPART_ARC
(14,5),-1.61907 # DEPENDENCYPART_ARC
(14,6),-2.21241 # DEPENDENCYPART_ARC
(14,7),-1.03899 # DEPENDENCYPART_ARC
(14,8),-1.12937 # DEPENDENCYPART_ARC
(14,9),-1.56436 # DEPENDENCYPART_ARC
(14,10),-1.14243 # DEPENDENCYPART_ARC
(14,11),-1.11146 # DEPENDENCYPART_ARC
(14,12),-0.933783 # DEPENDENCYPART_ARC
(14,13),-0.015604 # DEPENDENCYPART_ARC
(14,15),3.53072 # DEPENDENCYPART_ARC
(14,16),1.26404 # DEPENDENCYPART_ARC
(14,17),0.337196 # DEPENDENCYPART_ARC
(14,18),0.79975 # DEPENDENCYPART_ARC
(14,19),-0.177784 # DEPENDENCYPART_ARC
(14,20),-0.208591 # DEPENDENCYPART_ARC
(14,21),-0.347114 # DEPENDENCYPART_ARC
(14,22),-0.686536 # DEPENDENCYPART_ARC
(14,23),0.456864 # DEPENDENCYPART_ARC
(14,24),-0.847716 # DEPENDENCYPART_ARC
(14,25),-1.10951 # DEPENDENCYPART_ARC
(14,26),-0.67662 # DEPENDENCYPART_ARC
(14,27),-1.01938 # DEPENDENCYPART_ARC
(14,28),-0.655147 # DEPENDENCYPART_ARC
(15,1),-1.39048 # DEPENDENCYPART_ARC
(15,2),-1.1516 # DEPENDENCYPART_ARC
(15,3),-2.82247 # DEPENDENCYPART_ARC
(15,4),-3.53743 # DEPENDENCYPART_ARC
(15,5),-1.25248 # DEPENDENCYPART_ARC
(15,6),-2.31245 # DEPENDENCYPART_ARC
(15,7),-0.774947 # DEPENDENCYPART_ARC
(15,8),-0.77967 # DEPENDENCYPART_ARC
(15,9),-1.31191 # DEPENDENCYPART_ARC
(15,10),-1.24494 # DEPENDENCYPART_ARC
(15,11),-0.191987 # DEPENDENCYPART_ARC
(15,12),-0.495749 # DEPENDENCYPART_ARC
(15,13),-0.111567 # DEPENDENCYPART_ARC
(15,14),0.803411 # DEPENDENCYPART_ARC
(15,16),3.59007 # DEPENDENCYPART_ARC
(15,17),2.18678 # DEPENDENCYPART_ARC
(15,18),1.1958 # DEPENDENCYPART_ARC
(15,19),-0.50364 # DEPENDENCYPART_ARC
(15,20),-1.02752 # DEPENDENCYPART_ARC
(15,21),-0.167645 # DEPENDENCYPART_ARC
(15,22),0.142172 # DEPENDENCYPART_ARC
(15,23),0.176239 # DEPENDENCYPART_ARC
(15,24),0.15139 # DEPENDENCYPART_ARC
(15,25),-0.321765 # DEPENDENCYPART_ARC
(15,26),-0.131031 # DEPENDENCYPART_ARC
(15,27),-1.89754 # DEPENDENCYPART_ARC
(15,28),-1.42618 # DEPENDENCYPART_ARC
(16,1),-2.07082 # DEPENDENCYPART_ARC
(16,2),-1.42954 # DEPENDENCYPART_ARC
(16,3),-3.19288 # DEPENDENCYPART_ARC
(16,4),-2.07466 # DEPENDENCYPART_ARC
(16,5),-2.74548 # DEPENDENCYPART_ARC
(16,6),-3.27703 # DEPENDENCYPART_ARC
(16,7),-1.48115 # DEPENDENCYPART_ARC
(16,8),-1.74489 # DEPENDENCYPART_ARC
(16,9),-2.35795 # DEPENDENCYPART_ARC
(16,10),-1.36054 # DEPENDENCYPART_ARC
(16,11),-2.63911 # DEPENDENCYPART_ARC
(16,12),-2.79851 # DEPENDENCYPART_ARC
(16,13),-2.36335 # DEPENDENCYPART_ARC
(16,14),-0.615781 # DEPENDENCYPART_ARC
(16,15),-0.349039 # DEPENDENCYPART_ARC
(16,17),0.0634035 # DEPENDENCYPART_ARC
(16,18),-1.13464 # DEPENDENCYPART_ARC
(16,19),-0.236462 # DEPENDENCYPART_ARC
(16,20),-1.01675 # DEPENDENCYPART_ARC
(16,21),-1.13749 # DEPENDENCYPART_ARC
(16,22),-0.933525 # DEPENDENCYPART_ARC
(16,23),-0.597836 # DEPENDENCYPART_ARC
(16,24),-2.61473 # DEPENDENCYPART_ARC
(16,25),-2.12456 # DEPENDENCYPART_ARC
(16,26),-1.59092 # DEPENDENCYPART_ARC
(16,27),-1.72112 # DEPENDENCYPART_ARC
(16,28),-1.69382 # DEPENDENCYPART_ARC
(17,1),-1.45225 # DEPENDENCYPART_ARC
(17,2),-1.98935 # DEPENDENCYPART_ARC
(17,3),-2.6497 # DEPENDENCYPART_ARC
(17,4),-2.07784 # DEPENDENCYPART_ARC
(17,5),-1.97697 # DEPENDENCYPART_ARC
(17,6),-2.58756 # DEPENDENCYPART_ARC
(17,7),-1.63845 # DEPENDENCYPART_ARC
(17,8),-1.62586 # DEPENDENCYPART_ARC
(17,9),-2.08845 # DEPENDENCYPART_ARC
(17,10),-1.71608 # DEPENDENCYPART_ARC
(17,11),-1.98009 # DEPENDENCYPART_ARC
(17,12),-2.15039 # DEPENDENCYPART_ARC
(17,13),-2.08639 # DEPENDENCYPART_ARC
(17,14),-0.719579 # DEPENDENCYPART_ARC
(17,15),-1.0268 # DEPENDENCYPART_ARC
(17,16),0.130061 # DEPENDENCYPART_ARC
(17,18),2.99552 # DEPENDENCYPART_ARC
(17,19),-0.40468 # DEPENDENCYPART_ARC
(17,20),-0.704099 # DEPENDENCYPART_ARC
(17,21),-0.3573 # DEPENDENCYPART_ARC
(17,22),0.283007 # DEPENDENCYPART_ARC
(17,23),-0.0758542 # DEPENDENCYPART_ARC
(17,24),-1.34323 # DEPENDENCYPART_ARC
(17,25),-1.52355 # DEPENDENCYPART_ARC
(17,26),-1.10106 # DEPENDENCYPART_ARC
(17,27),-1.31641 # DEPENDENCYPART_ARC
(17,28),-1.21974 # DEPENDENCYPART_ARC
(18,1),-2.30423 # DEPENDENCYPART_ARC
(18,2),-1.79872 # DEPENDENCYPART_ARC
(18,3),-3.23337 # DEPENDENCYPART_ARC
(18,4),-2.65366 # DEPENDENCYPART_ARC
(18,5),-2.24465 # DEPENDENCYPART_ARC
(18,6),-3.06174 # DEPENDENCYPART_ARC
(18,7),-1.96447 # DEPENDENCYPART_ARC
(18,8),-2.05193 # DEPENDENCYPART_ARC
(18,9),-1.64682 # DEPENDENCYPART_ARC
(18,10),-1.83025 # DEPENDENCYPART_ARC
(18,11),-2.44775 # DEPENDENCYPART_ARC
(18,12),-3.18696 # DEPENDENCYPART_ARC
(18,13),-3.20795 # DEPENDENCYPART_ARC
(18,14),-1.54079 # DEPENDENCYPART_ARC
(18,15),-2.13336 # DEPENDENCYPART_ARC
(18,16),-0.114874 # DEPENDENCYPART_ARC
(18,17),-0.0505444 # DEPENDENCYPART_ARC
(18,19),2.27208 # DEPENDENCYPART_ARC
(18,20),0.499045 # DEPENDENCYPART_ARC
(18,21),0.609184 # DEPENDENCYPART_ARC
